GEO_ID,B11003_001E,B11003_001M,B11003_002E,B11003_002M,B11003_003E,B11003_003M,B11003_004E,B11003_004M,B11003_005E,B11003_005M,B11003_006E,B11003_006M,B11003_007E,B11003_007M,B11003_008E,B11003_008M,B11003_009E,B11003_009M,B11003_010E,B11003_010M,B11003_011E,B11003_011M,B11003_012E,B11003_012M,B11003_013E,B11003_013M,B11003_014E,B11003_014M,B11003_015E,B11003_015M,B11003_016E,B11003_016M,B11003_017E,B11003_017M,B11003_018E,B11003_018M,B11003_019E,B11003_019M,B11003_020E,B11003_020M,NAME,B11003_001MA,B11003_001EA,B11003_002EA,B11003_002MA,B11003_003MA,B11003_003EA,B11003_004MA,B11003_004EA,B11003_005EA,B11003_005MA,B11003_006EA,B11003_006MA,B11003_007MA,B11003_007EA,B11003_008MA,B11003_008EA,B11003_009MA,B11003_009EA,B11003_010EA,B11003_010MA,B11003_011EA,B11003_011MA,B11003_012MA,B11003_012EA,B11003_013MA,B11003_013EA,B11003_014MA,B11003_014EA,B11003_015MA,B11003_015EA,B11003_016EA,B11003_016MA,B11003_017EA,B11003_017MA,B11003_018MA,B11003_018EA,B11003_019MA,B11003_019EA,B11003_020MA,B11003_020EA,state
0400000US16,372230,5271,299467,6605,137219,5072,30200,2449,31903,2604,75116,4038,162248,4624,72763,4664,21170,2413,13282,1907,3707,1160,1546,540,8029,1461,7888,1259,51593,3748,33703,3245,8937,1764,5597,1367,19169,2303,17890,2119,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3126131,16885,2330118,17824,1073018,13925,252397,7789,237585,7813,583036,10756,1257100,13655,796013,14491,202912,7924,91058,5660,25283,2732,11857,1824,53918,4207,111854,5462,593101,12405,344600,9527,68052,5833,61391,4392,215157,7336,248501,8082,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1639949,14074,1261777,16107,528393,11067,115082,5013,119215,5522,294096,7950,733384,10818,378172,9730,100408,4858,58682,3874,16819,2575,7391,1586,34472,3062,41726,2876,277764,8483,177488,8007,38995,3714,31673,3128,106820,6253,100276,5080,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,790132,7973,638800,8940,259889,5900,59635,3257,56648,3077,143606,4070,378911,6920,151332,4853,38031,2747,24395,2335,7377,1326,3405,1060,13613,1992,13636,1536,113301,4259,75485,3813,17822,1853,12626,1720,45037,3141,37816,2218,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,715841,7568,564704,9283,241504,6027,52927,2936,55190,3296,133387,5046,323200,6091,151137,5409,40644,3196,24613,2923,6506,1646,2846,1008,15261,1867,16031,1741,110493,4916,74612,4165,19781,2371,11564,1624,43267,3154,35881,2613,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1119243,11078,851851,11897,348859,8179,79610,5054,75658,4400,193591,5928,502992,8434,267392,7653,65114,4559,32030,3036,7432,1362,3591,1070,21007,2216,33084,3178,202278,7041,124590,5398,28346,3331,21182,2611,75062,4510,77688,4849,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1137005,12840,768751,13958,324420,9178,69123,4430,67611,4653,187686,6262,444331,10065,368254,11486,75377,5854,35546,3335,11491,2158,3480,1008,20575,2561,39831,3975,292877,9443,173990,7377,35691,3718,31314,3645,106985,6543,118887,5241,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,355469,6210,278075,6240,100195,4127,20053,1773,17862,1760,62280,3188,177880,5289,77394,4523,25588,2251,15844,1958,4664,1175,1566,608,9614,1441,9744,1549,51806,3870,34509,3181,5857,1193,5322,1052,23330,2608,17297,2008,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1397971,11798,1021849,12252,459655,9323,109460,5074,91424,5634,258771,7203,562194,9839,376122,9143,89905,4700,41825,4191,13104,2758,5521,1518,23200,2948,48080,3968,286217,8688,165156,6793,32644,3339,25207,3107,107305,6142,121061,5646,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1569672,13085,1166209,14716,529330,10200,134850,6488,100552,5639,293928,7739,636879,11769,403463,9133,102031,6367,44822,4295,13282,2573,4642,1202,26898,2795,57209,5116,301432,8234,175619,6368,30158,3836,28060,3200,117401,5290,125813,5694,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2594228,16786,1946772,16889,835163,9857,178800,6111,179825,6301,476538,8477,1111609,13532,647456,12538,168826,6861,88546,5355,26280,2891,10770,1809,51496,3836,80280,4519,478630,10834,291078,9217,58382,4827,50469,4297,182227,6642,187552,5642,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1329046,11155,1064228,11584,473255,7761,114582,4494,101615,4413,257058,5257,590973,8174,264818,7538,81150,3945,47397,3182,12778,1686,6120,1517,28499,3018,33753,2956,183668,5969,122570,5408,27967,2508,20836,2653,73767,4359,61098,3674,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,759999,9906,503632,10220,204895,6716,44315,3308,42374,3401,118206,5621,298737,8083,256367,7448,51903,4028,26185,3294,6365,1606,4266,1243,15554,2700,25718,2660,204464,6244,122783,5695,23907,2561,26422,3037,72454,4147,81681,4277,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1520559,12830,1150439,13648,475959,8722,113323,4204,96483,4768,266153,6655,674480,9063,370120,8657,95788,4764,54603,4079,14785,2177,5853,1672,33965,3019,41185,3468,274332,7759,169653,6163,34925,2678,33157,3423,101571,4145,104679,4703,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,236793,4302,191961,4577,72594,2515,16851,1639,14481,1849,41262,2296,119367,4355,44832,2826,13175,1633,7403,1194,1202,548,1439,727,4762,917,5772,1213,31657,2347,21962,2135,5214,1113,2990,1013,13758,1631,9695,1280,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,455129,6374,364290,5894,162703,4357,42575,2994,36526,2703,83602,3043,201587,5348,90839,3699,24408,1584,13067,1195,4293,887,1199,382,7575,1042,11341,1318,66431,3280,45398,2682,10706,1412,8030,1339,26662,2068,21033,1928,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,589291,7971,430798,8218,184995,6012,44804,3669,44072,4182,96119,4338,245803,6784,158493,6029,51315,4465,25639,3502,8666,2178,3319,1356,13654,2325,25676,2825,107178,4542,67208,4537,13872,2386,10470,2381,42866,3701,39970,3070,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,337615,5352,269992,6073,120247,3870,26304,2562,19958,2144,73985,3783,149745,4776,67623,3811,19958,2324,11773,1801,3120,846,1253,654,7400,1323,8185,1275,47665,3189,30476,2486,6508,1482,3254,934,20714,2120,17189,1908,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2172279,15751,1628661,16416,768063,10555,191068,8175,149690,5247,427305,8804,860598,12387,543618,10709,148217,6162,64683,5324,19456,3306,7639,1513,37588,3963,83534,4551,395401,9285,213450,8215,35932,4164,39430,3875,138088,6240,181951,6680,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,482759,7416,348421,8455,141812,5992,31077,3060,32265,2711,78470,4977,206609,6577,134338,5434,36744,3635,21624,3022,6315,1906,2487,907,12822,2198,15120,1986,97594,4765,61701,4357,12484,2312,11392,2049,37825,3241,35893,2864,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4615803,21805,3194969,21652,1429289,17384,342223,11573,286136,11362,800930,12483,1765680,18395,1420834,20746,354807,10867,148586,6788,44520,4171,20355,2662,83711,5325,206221,8752,1066027,17572,591986,13077,102598,5587,104226,6290,385162,10881,474041,11744,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2290199,16891,1680709,17040,706941,11396,172643,7142,149856,6908,384442,8137,973768,13931,609490,12674,155234,6785,75512,5168,22975,3160,8959,2012,43578,3334,79722,4746,454256,10934,286036,9143,58587,4255,49558,4415,177891,6876,168220,6382,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,165806,3756,137932,3395,57670,2513,13523,1498,11858,1390,32289,1782,80262,2539,27874,2131,8545,1196,4359,869,1275,525,379,215,2705,602,4186,831,19329,1773,12718,1489,2975,816,2037,623,7706,1018,6611,1081,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2986906,17528,2228322,19068,925924,14044,212010,6490,191904,6179,522010,10634,1302398,15116,758584,13174,186499,7039,101987,5991,27210,3251,10727,1713,64050,4190,84512,4759,572085,11678,355048,9332,80647,5208,60627,4336,213774,6376,217037,7161,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,934124,9511,704462,10658,289606,7802,66860,3542,67229,4036,155517,5704,414856,7958,229662,7478,61599,4064,31071,2625,8011,1567,4521,1090,18539,1958,30528,2987,168063,6041,108419,5556,26222,3078,19171,2349,63026,4103,59644,2957,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,908835,9206,703761,10133,289771,6881,74344,4619,63054,3801,152373,4785,413990,7919,205074,7367,61543,4128,33308,3029,8131,1724,4403,1367,20774,2350,28235,2769,143531,6307,93886,5349,19325,2814,15561,2314,59000,4433,49645,3022,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3199598,18904,2419269,20985,979716,13496,217141,5891,183721,5289,578854,10879,1439553,15547,780329,13896,207837,7484,98463,5715,28291,2847,8803,1610,61369,4888,109374,5764,572492,12006,330131,10210,64500,4501,59448,4478,206183,7437,242361,8461,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,259048,4744,190076,5639,79854,4030,19611,2385,15470,1928,44773,2929,110222,4490,68972,4190,18037,2185,7555,1660,2947,1106,1004,636,3604,913,10482,1707,50935,3458,31607,2752,5556,1183,5343,1333,20708,2317,19328,2240,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1103327,11736,787694,12541,314154,7928,71229,4073,64255,4176,178670,6251,473540,10197,315633,8926,67439,4267,34358,3716,9998,2042,3578,1004,20782,2664,33081,3122,248194,7481,142256,6817,32864,3280,25977,3266,83415,4919,105938,4285,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,203891,3420,161051,3771,67818,2702,14863,1721,14537,1565,38418,2080,93233,2874,42840,2684,12898,1600,7784,1404,2767,884,1152,547,3865,629,5114,993,29942,2126,20387,2010,5690,1104,3968,1045,10729,1710,9555,1219,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1604310,15493,1178184,16238,481597,9884,117879,5325,93818,4231,269900,7587,696587,11672,426126,12653,106427,7010,50522,4080,14646,2650,5705,1418,30171,3087,55905,5557,319699,9705,194209,7974,42393,4370,30713,3269,121103,6760,125490,5625,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5597885,28880,4122975,29321,1989726,19783,461314,11254,476840,10746,1051572,16206,2133249,21836,1474910,20925,388250,12923,189266,9213,53174,4782,24141,2821,111951,6802,198984,7527,1086660,16485,675747,14061,138521,7081,131912,7915,405314,11169,410913,11130,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,593103,7662,487182,9570,256873,6767,71852,4507,77864,4593,107157,4411,230309,7086,105921,6532,32539,2948,18447,2844,4595,1154,4355,1906,9497,1712,14092,1684,73382,5103,44018,4401,8668,2024,7588,1488,27762,3400,29364,2446,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,156832,3565,120684,4084,46838,2500,9769,1150,7157,1100,29912,1997,73846,3350,36148,2384,11516,1479,7717,1445,1834,724,542,320,5341,1165,3799,731,24632,2068,15732,1785,3148,916,1903,612,10681,1516,8900,1092,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1938966,16324,1478636,16918,635231,9931,158989,5515,122024,5479,354218,9153,843405,12058,460330,11816,117335,6163,53863,3921,16312,2582,4721,1220,32830,3037,63472,4679,342995,9763,202574,7467,44496,4054,28573,2886,129505,5956,140421,6957,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1574432,13096,1219685,13837,522405,10309,126102,5848,106395,6049,289908,7799,697280,10216,354747,9742,104281,5216,59781,4130,14561,2150,7667,1720,37553,3172,44500,3175,250466,7707,168662,6697,37861,4521,25629,3041,105172,5111,81804,4532,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,500147,6448,388743,7142,141543,4885,29457,2525,25315,2662,86771,3916,247200,6897,111404,5642,30328,3227,15266,2606,5170,1279,1202,566,8894,2023,15062,2187,81076,4397,42669,3071,8691,1542,6885,1658,27093,2464,38407,3132,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1440637,11424,1127844,11257,469325,7355,110645,4398,93906,3550,264774,5587,658519,9351,312793,8195,93934,4808,53339,3019,14924,1634,4818,1066,33597,2686,40595,3321,218859,7288,144620,6708,31534,3320,24273,2417,88813,4489,74239,4006,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,133902,3357,109498,3167,41761,2252,9938,1377,7456,1344,24367,1944,67737,2958,24404,2393,9036,1336,5293,1141,1972,744,312,221,3009,809,3743,894,15368,1946,10439,1624,2677,799,1783,750,5979,1302,4929,987,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,956970,8777,601709,9257,232084,6335,51703,3941,39945,2972,140436,4939,369625,7819,355261,7354,60247,3605,19437,2106,7610,1474,2177,661,9650,1233,40810,2841,295014,6358,141153,4799,21549,1898,27999,2359,91605,4098,153861,5196,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
