GEO_ID,B17010_001E,B17010_001M,B17010_002E,B17010_002M,B17010_003E,B17010_003M,B17010_004E,B17010_004M,B17010_005E,B17010_005M,B17010_006E,B17010_006M,B17010_007E,B17010_007M,B17010_008E,B17010_008M,B17010_009E,B17010_009M,B17010_010E,B17010_010M,B17010_011E,B17010_011M,B17010_012E,B17010_012M,B17010_013E,B17010_013M,B17010_014E,B17010_014M,B17010_015E,B17010_015M,B17010_016E,B17010_016M,B17010_017E,B17010_017M,B17010_018E,B17010_018M,B17010_019E,B17010_019M,B17010_020E,B17010_020M,B17010_021E,B17010_021M,B17010_022E,B17010_022M,B17010_023E,B17010_023M,B17010_024E,B17010_024M,B17010_025E,B17010_025M,B17010_026E,B17010_026M,B17010_027E,B17010_027M,B17010_028E,B17010_028M,B17010_029E,B17010_029M,B17010_030E,B17010_030M,B17010_031E,B17010_031M,B17010_032E,B17010_032M,B17010_033E,B17010_033M,B17010_034E,B17010_034M,B17010_035E,B17010_035M,B17010_036E,B17010_036M,B17010_037E,B17010_037M,B17010_038E,B17010_038M,B17010_039E,B17010_039M,B17010_040E,B17010_040M,B17010_041E,B17010_041M,NAME,B17010_001MA,B17010_001EA,B17010_002MA,B17010_002EA,B17010_003EA,B17010_003MA,B17010_004EA,B17010_004MA,B17010_005EA,B17010_005MA,B17010_006MA,B17010_006EA,B17010_007MA,B17010_007EA,B17010_008EA,B17010_008MA,B17010_009EA,B17010_009MA,B17010_010EA,B17010_010MA,B17010_011MA,B17010_011EA,B17010_012MA,B17010_012EA,B17010_013MA,B17010_013EA,B17010_014EA,B17010_014MA,B17010_015EA,B17010_015MA,B17010_016EA,B17010_016MA,B17010_017MA,B17010_017EA,B17010_018MA,B17010_018EA,B17010_019EA,B17010_019MA,B17010_020EA,B17010_020MA,B17010_021EA,B17010_021MA,B17010_022MA,B17010_022EA,B17010_023MA,B17010_023EA,B17010_024MA,B17010_024EA,B17010_025EA,B17010_025MA,B17010_026EA,B17010_026MA,B17010_027MA,B17010_027EA,B17010_028MA,B17010_028EA,B17010_029MA,B17010_029EA,B17010_030EA,B17010_030MA,B17010_031EA,B17010_031MA,B17010_032MA,B17010_032EA,B17010_033MA,B17010_033EA,B17010_034MA,B17010_034EA,B17010_035MA,B17010_035EA,B17010_036EA,B17010_036MA,B17010_037EA,B17010_037MA,B17010_038MA,B17010_038EA,B17010_039MA,B17010_039EA,B17010_040MA,B17010_040EA,B17010_041EA,B17010_041MA,state
0400000US31,455129,6374,37281,2497,11364,1110,7349,904,1706,510,2922,643,2721,537,4015,651,25917,2517,3607,1010,2763,755,1100,553,491,255,1172,535,844,510,22310,2383,20527,2307,5211,1163,5841,1243,9475,1502,1783,536,417848,6425,352926,5870,160314,4409,35460,3075,32520,2428,92334,3227,192612,5196,64922,3071,20801,1586,11484,1172,2110,720,1285,408,8089,1049,9317,1356,44121,2633,29121,2178,4715,836,3700,898,20706,1776,15000,1516,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,589291,7971,52195,4379,23874,3521,15373,3043,3748,1652,6285,2146,5340,1356,8501,2017,28321,3221,4633,1345,3729,1216,1071,549,940,613,1718,929,904,572,23688,3112,21570,2848,4951,1315,5235,1788,11384,2043,2118,898,537096,7960,406924,7802,181299,5389,37035,3523,38812,3353,105452,4296,225625,6955,130172,5696,46682,3986,27330,3213,7282,1903,2799,1252,17249,2477,19352,2231,83490,4313,55499,3959,9218,2048,6108,1582,40173,3248,27991,2829,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,337615,5352,17776,2249,5802,1022,2933,849,419,297,904,615,1610,502,2869,759,11974,2008,1338,618,1187,600,340,414,161,164,686,394,151,156,10636,1919,10028,1865,3343,1358,2109,829,4576,1182,608,352,319839,5433,264190,6088,121204,3888,21772,2357,20134,2129,79298,4011,142986,4627,55649,3559,18620,2232,11148,1828,2359,786,691,345,8098,1408,7472,1236,37029,2895,23437,2271,2951,992,2388,722,18098,2054,13592,1696,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2172279,15751,147341,7687,51914,4831,29899,3879,4794,1534,8552,1528,16553,2959,22015,3100,95427,6244,12933,2045,9946,1870,3122,1195,1647,767,5177,1412,2987,931,82494,5947,72127,5430,14297,2212,19089,2372,38741,3833,10367,1886,2024938,15433,1576747,15642,771776,9861,157553,6920,139902,5484,474321,10043,804971,12085,448191,10518,135284,5977,66702,5479,14700,3124,7205,1425,44797,4371,68582,4178,312907,8804,178086,7505,22452,2726,25110,3367,130524,5587,134821,5633,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,482759,7416,69023,3784,26872,2432,18251,2118,4172,1304,6165,1587,7914,1347,8621,1427,42151,3551,7216,1460,6289,1371,1627,754,1031,672,3631,988,927,440,34935,3278,31855,3038,5236,1144,10390,1834,16229,2168,3080,850,413736,7566,321549,7799,134557,5787,23546,2539,27358,2581,83653,4939,186992,6142,92187,4738,29528,3275,18342,2676,3462,1169,3150,1133,11730,1984,11186,1948,62659,3566,39444,3539,4715,1359,6118,1468,28611,2864,23215,1963,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4615803,21805,513009,13070,171369,7781,101600,5908,18404,2406,31178,3604,52018,3622,69769,4838,341640,10410,46578,3815,32612,3391,7243,1983,6399,1508,18970,2349,13966,2061,295062,9460,252813,9265,44767,4114,64256,4653,143790,7128,42249,3706,4102794,23048,3023600,21641,1402232,16218,275647,10080,265150,8721,861435,11856,1621368,18577,1079194,19677,308229,10538,145044,7227,34158,3777,17747,2287,93139,5963,163185,7514,770965,16571,433681,12093,54111,4527,52916,3898,326654,10277,337284,10089,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2290199,16891,268889,8684,87399,5672,52356,4387,8143,1656,17620,2256,26593,3540,35043,3345,181490,7640,25539,2578,17984,2189,5765,1416,2819,899,9400,1574,7555,1501,155951,7045,141019,6464,28683,2901,36739,4263,75597,4417,14932,1653,2021310,17145,1593310,16722,697708,11231,144628,6256,132549,6672,420531,8738,895602,13519,428000,11439,129695,5879,69122,4867,14964,2563,8567,1898,45591,3536,60573,3758,298305,10002,190422,8724,25197,2990,22856,2927,142369,7112,107883,4969,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,165806,3756,12368,1749,4569,931,2166,636,707,459,623,329,836,341,2403,586,7799,1312,1225,491,958,480,429,389,193,150,336,218,267,169,6574,1262,6041,1137,1726,645,1538,587,2777,710,533,433,153438,3602,133363,3389,57067,2635,10615,1361,10828,1249,35624,1960,76296,2469,20075,1860,7320,1042,4152,728,1064,428,174,133,2914,614,3168,690,12755,1473,7578,1169,1122,460,757,335,5699,934,5177,934,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2986906,17528,296649,9302,91112,5453,55463,4579,11328,2142,16672,2187,27463,2636,35649,2953,205537,7647,29867,3174,23854,2960,6441,1634,4367,1202,13046,2178,6013,1243,175670,7359,159480,6921,38629,3673,40804,3971,80047,4687,16190,1767,2690257,20164,2137210,19461,922459,13974,171266,5805,176428,6289,574765,11358,1214751,14774,553047,10720,156632,6444,88106,5541,18581,2959,8115,1524,61410,4197,68526,4463,396415,9546,242357,7609,36702,3054,31398,3792,174257,5643,154058,6036,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,934124,9511,122312,5905,46418,3116,29008,2358,5617,1169,11214,1525,12177,1469,17410,2125,75894,5135,11670,2149,8369,1752,2578,1041,2188,906,3603,903,3301,1285,64224,4596,57221,4457,14903,2473,14629,2186,27689,2732,7003,1216,811812,10164,658044,10212,283031,7323,52807,3192,57736,3787,172488,5680,375013,6996,153768,5727,49929,3700,28099,2548,5743,1295,3414,877,18942,1825,21830,2298,103839,4231,66084,3948,8856,1434,8594,1703,48634,3473,37755,2532,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,908835,9206,91400,4303,35326,2991,21834,2599,3965,1141,9984,2026,7885,1334,13492,1977,56074,3857,9392,1584,6760,1444,1548,747,1262,763,3950,1171,2632,737,46682,3532,41982,3375,9310,1695,9996,1620,22676,2643,4700,1185,817435,8882,668435,9850,282718,6650,60401,3850,57195,4083,165122,5533,385717,7098,149000,6090,52151,3956,29682,3065,5507,1456,3458,1211,20717,2265,22469,2567,96849,5142,61187,4464,7158,1867,6810,1610,47219,3727,35662,2374,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3199598,18904,273725,6857,87935,5577,50060,4380,7794,1512,14908,2433,27358,3169,37875,3306,185790,6273,27472,2758,20685,2479,5058,1409,3731,1262,11896,1878,6787,1374,158318,5928,140131,6108,29676,3083,39204,3751,71251,4320,18187,1904,2925873,18446,2331334,19785,973560,13012,180752,5317,167923,5252,624885,10373,1357774,14928,594539,13239,180365,7749,91700,6000,23403,2639,6494,1387,61803,5155,88665,5218,414174,11400,240453,8653,33579,3343,26216,2735,180658,7118,173721,6972,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,259048,4744,24624,2761,5698,1364,3717,1122,1160,700,886,571,1671,752,1981,672,18926,2514,2612,1020,1760,863,803,722,82,99,875,480,852,543,16314,2275,14854,2180,2418,797,4471,1391,7965,1732,1460,845,234424,5299,184378,5695,79753,3781,15877,1990,15129,1917,48747,3107,104625,4432,50046,3553,15425,2018,6562,1512,2167,806,304,241,4091,1142,8863,1538,34621,2733,19742,2332,2417,771,1909,772,15416,1931,14879,1821,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1103327,11736,138152,6066,40051,3050,23411,2551,4792,1628,7286,1482,11333,1636,16640,1959,98101,5964,10674,2062,6642,1669,2728,1237,846,495,3068,993,4032,1217,87427,5450,77225,5430,17775,2473,18446,2688,41004,3861,10202,1893,965175,12050,747643,12182,312022,8614,57252,3885,59213,3790,195557,6610,435621,9270,217532,7234,56765,4160,32639,3625,6203,1616,3810,1116,22626,2853,24126,2670,160767,5806,95027,5006,13339,1891,12339,2020,69349,4231,65740,3974,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,203891,3420,19721,2126,7212,1391,4333,1016,618,411,1264,464,2451,835,2879,669,12509,1623,2188,721,1718,620,754,464,558,326,406,232,470,376,10321,1577,9555,1546,3698,1018,2439,795,3418,948,766,358,184170,3769,153839,4034,65436,2888,11143,1332,13396,1612,40897,2125,88403,2997,30331,2470,10710,1405,6825,1289,1697,668,820,433,4308,893,3885,786,19621,1992,12704,1758,2086,582,1633,600,8985,1574,6917,1057,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1604310,15493,200166,9068,75478,4575,44766,3462,9296,1589,13434,1979,22036,2032,30712,2983,124688,7316,16815,2283,11051,1763,3169,1150,2041,773,5841,1391,5764,1246,107873,6976,93630,6645,20744,3361,20985,3008,51901,4604,14243,2240,1404144,16043,1102706,16472,471888,9608,90728,4884,89970,4293,291190,7925,630818,11397,301438,10681,89612,6250,49426,4258,11947,2474,3947,1290,33532,3465,40186,4207,211826,7697,129401,6320,19757,2743,16862,2773,92782,5156,82425,4870,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5597885,28880,795699,15565,354309,10437,260663,8539,49410,4256,100519,5365,110734,5776,93646,5214,441390,12971,65151,6062,48660,4589,13889,2690,10946,1927,23825,2757,16491,2690,376239,11592,336618,11238,63876,5246,104289,7188,168453,8048,39621,3234,4802186,28612,3768666,29899,1870061,20314,360618,10712,407814,9510,1101629,16005,1898605,20428,1033520,18223,323099,12022,185456,8866,39694,3858,26546,3174,119216,6999,137643,6730,710421,12824,452589,10990,68216,5000,62152,5262,322221,9625,257832,9988,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,593103,7662,47313,3236,24831,2211,17149,1734,5191,1089,7177,1425,4781,1164,7682,1597,22482,2468,4221,898,3065,805,973,541,625,507,1467,713,1156,545,18261,2300,16402,2240,3934,1127,4012,1059,8456,1818,1859,585,545790,7876,462351,9409,252974,6943,58378,3814,74350,4690,120246,4388,209377,6514,83439,5961,28318,2942,18005,2745,3347,961,4659,1951,9999,1604,10313,1457,55121,4527,34275,3785,4173,1075,4887,1178,25215,2990,20846,2029,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,156832,3565,12090,1706,4518,986,2773,876,588,350,895,498,1290,499,1745,528,7572,1323,1481,509,1215,512,480,369,37,46,698,336,266,151,6091,1142,5652,1077,1265,647,1298,549,3089,768,439,299,144742,3624,116166,4015,45915,2527,7994,1056,6540,841,31381,2110,70251,3294,28576,1894,10035,1421,6906,1369,1325,635,335,265,5246,1106,3129,700,18541,1665,11320,1274,1817,560,888,404,8615,1321,7221,956,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1938966,16324,142638,5644,47210,3293,25366,2536,6111,1338,7197,1581,12058,1663,21844,2235,95428,4504,11860,1766,9468,1507,1491,583,1713,694,6264,1401,2392,833,83568,4408,73617,4176,16374,2779,19385,2541,37858,3120,9951,1529,1796328,15948,1431426,16787,646069,10499,132097,4777,118272,5542,395700,9442,785357,11769,364902,10856,105475,5853,53680,4253,14168,2461,5509,1493,34003,2958,51795,4159,259427,9304,161673,7217,24639,2853,18030,2778,119004,5722,97754,5371,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1574432,13096,132984,6180,53986,3439,33113,2597,7535,1306,11586,1396,13992,1879,20873,2395,78998,4665,11919,1760,10058,1704,1737,528,2275,865,6046,1331,1861,662,67079,4115,62175,3898,16787,2534,13398,1947,31990,2971,4904,1148,1441448,14688,1165699,14064,512968,10399,101377,5305,98198,5232,313393,8206,652731,10694,275749,9537,92362,5008,56325,4155,11238,2194,6143,1377,38944,3164,36037,2952,183387,7236,122876,6123,19368,2897,13809,1918,89699,5186,60511,3914,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,500147,6448,69897,4648,31491,2798,18242,2388,3585,981,4068,967,10589,2091,13249,1740,38406,3488,6987,1403,5106,1390,1552,789,936,571,2618,957,1881,741,31419,3069,26139,2695,4901,1145,5488,1443,15750,2160,5280,1126,430250,7313,357252,7448,133101,5220,22902,2477,20571,2142,89628,4152,224151,6555,72998,4037,23341,2781,11576,2156,2764,1152,1192,544,7620,1716,11765,1799,49657,3149,22336,2271,3111,843,2234,772,16991,1977,27321,2709,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1440637,11424,100381,4575,30441,2227,17854,1467,3499,767,5548,882,8807,1233,12587,1628,69940,4471,11289,1934,8995,1670,3519,1227,1192,546,4284,1079,2294,915,58651,3914,53819,3943,13182,1929,14752,1825,25885,2865,4832,1043,1340256,10773,1097403,11349,468513,7238,92557,4126,89089,4071,286867,5577,628890,9195,242853,7112,82645,4573,49690,3346,10854,1539,5120,1211,33716,2888,32955,2784,160208,6030,104081,5348,15154,2497,11618,1685,77309,4368,56127,3557,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,133902,3357,8465,1445,3798,994,2189,777,638,479,858,452,693,376,1609,597,4667,1056,623,369,535,335,211,271,53,65,271,205,88,127,4044,1015,3779,970,1153,496,1227,648,1399,624,265,215,125437,3365,105700,3266,41910,2109,8374,1240,6493,1172,27043,1970,63790,2793,19737,2062,8413,1269,5193,1140,1810,707,421,265,2962,785,3220,856,11324,1559,7656,1265,988,451,653,390,6015,1242,3668,882,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,956970,8777,392942,9177,196006,6239,94893,4681,16338,1924,17534,1950,61021,3892,101113,4829,196936,6068,26520,2531,14649,1942,4280,891,3175,767,7194,1257,11871,1509,170416,5049,120626,4704,16240,1870,27176,2174,77210,3614,49790,2654,564028,9020,405703,8364,171974,5596,36588,3180,24559,2434,110827,4642,233729,5988,158325,5503,33727,2705,11821,1717,3525,941,1328,705,6968,1304,21906,1989,124598,4718,57429,3321,7798,1413,7376,1098,42255,2711,67169,3864,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
