GEO_ID,C13008_001E,C13008_001M,C13008_002E,C13008_002M,C13008_003E,C13008_003M,C13008_004E,C13008_004M,C13008_005E,C13008_005M,C13008_006E,C13008_006M,C13008_007E,C13008_007M,C13008_008E,C13008_008M,C13008_009E,C13008_009M,C13008_010E,C13008_010M,C13008_011E,C13008_011M,C13008_012E,C13008_012M,C13008_013E,C13008_013M,C13008_014E,C13008_014M,C13008_015E,C13008_015M,NAME,C13008_001EA,C13008_001MA,C13008_002EA,C13008_002MA,C13008_003MA,C13008_003EA,C13008_004EA,C13008_004MA,C13008_005EA,C13008_005MA,C13008_006EA,C13008_006MA,C13008_007EA,C13008_007MA,C13008_008MA,C13008_008EA,C13008_009MA,C13008_009EA,C13008_010MA,C13008_010EA,C13008_011EA,C13008_011MA,C13008_012EA,C13008_012MA,C13008_013EA,C13008_013MA,C13008_014MA,C13008_014EA,C13008_015MA,C13008_015EA,state
0400000US13,2391789,5378,145284,7508,92950,5884,74708,5078,18242,2790,52334,4850,48668,4486,3666,1027,2246505,8456,1157152,12907,991708,12785,165444,6496,1089353,13073,1012676,13834,76677,5289,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,297897,1924,16618,2143,12191,1785,8972,1568,3219,1004,4427,1007,3539,895,888,493,281279,2700,142626,4329,102638,4262,39988,2536,138653,3894,116655,4426,21998,3387,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,355431,2411,21079,2132,15837,1662,14574,1595,1263,497,5242,1259,4673,1198,569,476,334352,3218,188307,4557,171215,4396,17092,1907,146045,4538,138345,4434,7700,1600,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3218142,5401,191336,7912,128713,6440,96395,5193,32318,3302,62623,5077,54076,4888,8547,2017,3026806,9153,1522644,13722,1182737,11865,339907,8241,1504162,12445,1356134,13513,148028,7186,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1536785,4140,85240,4639,56305,3810,51559,3553,4746,1139,28935,2805,27048,2691,1887,610,1451545,6616,764909,10141,719795,9729,45114,2789,686636,9942,664848,9536,21788,2318,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,710015,2587,42816,3285,29971,2499,26915,2237,3056,847,12845,1864,12364,1760,481,363,667199,4167,363655,6588,341438,6520,22217,1765,303544,6747,294672,6637,8872,1558,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,678457,3095,40210,3319,29568,2586,25700,2318,3868,1051,10642,1798,10061,1715,581,386,638247,4411,348446,6146,316155,5848,32291,2470,289801,6159,276433,5953,13368,1780,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1042979,3703,58889,3873,40682,3601,38866,3479,1816,564,18207,2176,17713,2212,494,336,984090,5143,549043,7710,529167,7653,19876,2030,435047,7453,426079,7235,8968,1697,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1164192,3869,65174,4305,34827,3185,33418,3147,1409,456,30347,3282,29634,3194,713,502,1099018,6045,513800,10487,491651,10155,22149,2266,585218,9981,573996,9864,11222,1926,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,323324,1634,15089,1878,11337,1615,10574,1534,763,412,3752,834,3752,834,0,229,308235,2644,156076,4779,150328,4456,5748,1078,152159,4000,148348,3767,3811,939,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1444933,3765,79046,5028,53783,3763,40320,3215,13463,1822,25263,3231,21769,3041,3494,1111,1365887,6219,663175,9098,538061,9478,125114,4979,702712,9896,631535,9654,71177,5605,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1615623,3892,81264,5736,61528,4453,45962,4136,15566,2220,19736,2638,15372,2175,4364,1324,1534359,6130,748260,11000,584958,8978,163302,7246,786099,11061,686918,12025,99181,7314,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2526593,4566,144404,6206,96971,4642,82983,4081,13988,2333,47433,3877,45190,3806,2243,719,2382189,8019,1180821,9964,1066839,9597,113982,5434,1201368,9927,1150634,10941,50734,3679,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1298146,3475,75641,4874,58526,4030,50726,3524,7800,1330,17115,2220,14385,2161,2730,987,1222505,6142,634389,7519,577750,6713,56639,3458,588116,8147,548273,7990,39843,3431,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,736744,3499,43321,4027,23913,2874,23276,2893,637,497,19408,2553,19067,2495,341,466,693423,5566,338670,7096,330388,6914,8282,1543,354753,7641,351606,7488,3147,1056,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1445964,3902,79016,4585,53248,3731,49278,3507,3970,1193,25768,2612,25042,2647,726,384,1366948,6100,711209,9864,670854,10279,40355,3279,655739,10300,637459,10900,18280,2541,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,226052,1881,12561,1718,8901,1317,8630,1323,271,234,3660,1068,3660,1068,0,231,213491,2133,114994,3211,111836,3281,3158,719,98497,3489,96861,3518,1636,624,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,427564,2172,29564,2234,22760,1896,20442,1826,2318,709,6804,1295,6187,1217,617,416,398000,3074,212393,4633,192430,4316,19963,2053,185607,4517,175892,4101,9715,1920,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,595503,2599,34430,3181,24904,2784,17047,2227,7857,1658,9526,1795,7425,1421,2101,1009,561073,4396,292582,6539,204860,5697,87722,4172,268491,6938,230802,7242,37689,3162,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,328256,2042,14535,1667,11125,1511,9847,1419,1278,494,3410,840,3410,840,0,253,313721,2687,165362,3933,152037,3934,13325,1620,148359,3705,140361,3715,7998,1482,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2170753,3935,119608,6822,91119,5782,59141,4041,31978,3815,28489,3523,21079,3249,7410,1653,2051145,8064,1046615,12943,728019,10924,318596,8421,1004530,12096,834772,12524,169758,8725,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,477390,2662,27246,2705,16304,2300,13500,2046,2804,887,10942,2155,9304,2019,1638,876,450144,3979,216566,6293,183857,5856,32709,2653,233578,6387,216504,6297,17074,2570,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4847881,6499,247124,8123,172534,6915,119949,5983,52585,4510,74590,5312,56512,4458,18078,2420,4600757,11003,2167516,18784,1466997,15062,700519,13799,2433241,18529,1943813,19320,489428,13909,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2166134,5382,116804,5996,75564,4634,64699,4162,10865,2184,41240,3977,36617,3695,4623,1297,2049330,7212,1114616,10256,1006733,9854,107883,4620,934714,10986,880679,10702,54035,3601,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,151961,1296,8689,1328,6404,1191,6211,1163,193,169,2285,720,2285,720,0,203,143272,1829,77194,2152,74375,2036,2819,794,66078,2286,65089,2487,989,676,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2832421,5353,156574,6313,106575,5378,99215,5329,7360,1334,49999,3954,48750,3806,1249,589,2675847,8218,1354896,14016,1285900,13053,68996,3834,1320951,13611,1288798,13029,32153,3425,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,872183,3823,55123,3545,37529,3134,33799,2868,3730,1018,17594,2511,16530,2457,1064,484,817060,5235,439819,7163,405400,7063,34419,2046,377241,7891,363012,8345,14229,2102,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,896416,2821,51176,3804,40284,3473,32766,3099,7518,1496,10892,1656,9042,1545,1850,921,845240,4664,427894,7257,361724,7552,66170,3356,417346,7388,383897,8109,33449,3269,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2974503,4925,152013,6117,101537,4884,90505,4542,11032,2144,50476,3640,48326,3731,2150,853,2822490,8227,1425660,14655,1315902,13721,109758,5835,1396830,14868,1338947,14850,57883,4471,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,266589,2063,14342,2250,9630,1746,6929,1530,2701,1043,4712,1210,3891,1109,821,603,252247,3054,121943,4084,100362,3492,21581,2547,130304,3517,113904,3932,16400,3113,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1058086,3699,58762,4066,36607,3248,33994,3100,2613,1012,22155,2951,20537,2759,1618,805,999324,5583,512626,8868,479396,9282,33230,2938,486698,8911,472609,8602,14089,2153,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,185823,1441,12344,1597,8088,1351,7796,1365,292,241,4256,996,4137,966,119,179,173479,2042,93018,2980,89423,3116,3595,984,80461,3190,78572,3180,1889,833,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1508041,3852,89825,5919,59757,4092,54248,3676,5509,1276,30068,3864,28617,3895,1451,688,1418216,6072,748557,9901,705015,9031,43542,3372,669659,10815,649710,11273,19949,2553,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5858687,8096,393363,10259,277839,8937,187897,7733,89942,5273,115524,6859,92784,5400,22740,3276,5465324,13535,2961811,18827,2202450,19219,759361,11534,2503513,19934,2183610,18270,319903,11043,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,649720,2428,56659,3729,48053,3409,42586,3262,5467,1250,8606,1759,7497,1705,1109,534,593061,4150,331145,7081,291443,6360,39702,2488,261916,6836,243094,7301,18822,2500,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,152964,1234,6572,1017,4606,829,4366,790,240,187,1966,663,1887,620,79,134,146392,1691,72195,2558,68637,2447,3558,784,74197,2883,72361,2819,1836,682,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1910819,4716,104388,6067,80199,5349,64942,4731,15257,2415,24189,2331,21681,2300,2508,871,1806431,7546,958172,10512,810046,9719,148126,5858,848259,10548,773084,10152,75175,4726,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1603514,4503,88105,4927,64133,4205,48348,3683,15785,2353,23972,3209,19968,2842,4004,1269,1515409,6884,778928,10978,626271,9466,152657,6023,736481,11734,659849,10447,76632,6953,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,430518,2119,17143,1935,11258,1721,10994,1690,264,232,5885,1251,5885,1251,0,266,413375,3115,224614,5437,221354,5271,3260,875,188761,4957,187538,4991,1223,583,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1376240,3000,75853,4334,53251,3202,48048,2931,5203,969,22602,2467,21883,2441,719,410,1300387,4894,665531,6992,625659,7198,39872,2838,634856,6990,613332,6598,21524,2377,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,125353,1308,7466,1229,5220,969,5033,920,187,188,2246,713,2028,698,218,278,117887,1824,65761,2740,63962,2830,1799,639,52126,2383,51401,2417,725,418,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1007603,2323,51900,3438,30841,2615,29371,2554,1470,687,21059,2419,20150,2430,909,515,955703,4272,428574,7251,410836,7209,17738,1939,527129,7504,512016,7595,15113,2145,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
