GEO_ID,B12002A_001E,B12002A_001M,B12002A_002E,B12002A_002M,B12002A_003E,B12002A_003M,B12002A_004E,B12002A_004M,B12002A_005E,B12002A_005M,B12002A_006E,B12002A_006M,B12002A_007E,B12002A_007M,B12002A_008E,B12002A_008M,B12002A_009E,B12002A_009M,B12002A_010E,B12002A_010M,B12002A_011E,B12002A_011M,B12002A_012E,B12002A_012M,B12002A_013E,B12002A_013M,NAME,B12002A_001MA,B12002A_001EA,B12002A_002EA,B12002A_002MA,B12002A_003EA,B12002A_003MA,B12002A_004EA,B12002A_004MA,B12002A_005EA,B12002A_005MA,B12002A_006MA,B12002A_006EA,B12002A_007MA,B12002A_007EA,B12002A_008EA,B12002A_008MA,B12002A_009EA,B12002A_009MA,B12002A_010MA,B12002A_010EA,B12002A_011EA,B12002A_011MA,B12002A_012MA,B12002A_012EA,B12002A_013EA,B12002A_013MA,state
0400000US01,2576800,3822,1254196,2585,289701,5619,791019,8153,15565,2257,31455,2352,126456,6276,1322604,2374,220091,4553,775018,8786,23735,2503,148943,3828,154817,6713,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,352544,1705,181699,1084,52111,2266,102766,2826,2626,721,2387,563,21809,1854,170845,1321,37034,2159,95670,3432,4277,1077,9466,1385,24398,2437,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3546033,14067,1744446,8610,493627,10181,994834,11650,26354,3470,45824,3182,183807,7798,1801587,7530,400557,9163,951664,12212,33112,3649,163193,5209,253061,8067,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1735893,4800,844708,2673,188813,4606,522505,5999,15466,2774,24191,2411,93733,4591,891185,2933,143686,4497,514528,7213,18064,1864,98175,3883,116732,5978,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17035940,59493,8408502,33793,2714424,26932,4611856,31053,143225,7505,194178,6153,744819,16930,8627438,30382,2190979,25127,4371156,27462,210874,9664,779606,11348,1074823,14688,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3035968,10008,1514242,6274,454253,7470,868700,10027,18430,2418,29058,2571,143801,6997,1521726,5918,359287,7755,834123,10375,25383,2879,108072,3623,194861,7344,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2243259,7717,1077458,4727,307468,7270,634942,8853,8468,1505,30938,2526,95642,4577,1165801,4329,271197,6315,634703,7565,14793,2236,118739,4564,126369,5067,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,496506,2353,241068,1499,63545,2552,145342,3327,3889,992,7635,1210,20657,1874,255438,1185,54550,2820,141070,3277,5307,1185,24457,1683,30054,2102,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,149561,2241,73206,1330,37451,1875,28655,1795,723,405,892,357,5485,1006,76355,1376,36894,1874,27697,1821,733,362,3643,800,7388,1172,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11080794,18019,5364978,13933,1397842,16798,3127044,17718,88651,6293,167060,6932,584381,12063,5715816,8160,1097491,12740,3044995,19050,119917,7035,668075,11100,785338,13418,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4427045,11794,2179278,8056,564681,11200,1333564,11641,24664,2803,44511,2643,211858,7986,2247767,5633,422996,6859,1319383,11986,33504,2947,204437,5836,267447,8427,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,263547,2493,137805,1835,40208,2503,77923,3482,1896,890,2298,752,15480,2051,125742,1409,24918,1917,71082,2993,1484,577,10438,1082,17820,1939,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1006526,3339,496202,1957,127241,4250,303352,5717,5173,1366,10567,1422,49869,3257,510324,2369,103123,3674,295976,5340,7596,1247,39422,2062,64207,3978,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7246878,19654,3535644,11368,1036454,11570,2076872,14792,36548,3305,91569,4428,294201,8327,3711234,10196,864819,9660,2023329,13143,46441,3301,381361,7630,395284,9088,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4172188,6446,2031404,4478,541296,7532,1208189,10357,21702,2470,51319,3276,208898,6756,2140784,3258,447700,7686,1187872,10429,29572,2674,211855,4787,263785,8167,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2185503,3837,1065546,2666,287550,5765,643046,6490,10311,1691,25396,1955,99243,4795,1119957,1662,232099,4621,639351,7488,13458,1873,112475,3071,122574,4957,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1826247,4777,890327,3214,233713,4928,540433,6645,10570,1913,21786,1883,83825,3941,935920,2716,192339,4263,531819,6762,12533,1798,87435,2651,111794,4964,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2949377,3564,1430015,2974,359590,5833,854265,9150,22922,2455,36053,2650,157185,6580,1519362,2086,283679,7199,851531,8196,35418,3254,162359,5097,186375,6598,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2275927,3812,1109977,2600,299109,6354,660852,7343,15181,1740,30028,2766,104807,5714,1165950,2402,243761,6501,635640,9770,23260,2398,127990,4362,135299,6497,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1031257,1323,497888,892,136577,3365,284372,4520,4886,999,13698,1620,58355,3115,533369,757,117097,3805,287145,5434,6546,1310,53506,2704,69075,3798,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2722877,7945,1316312,4926,364837,6576,784472,8641,22204,2329,35422,2640,109377,5874,1406565,4371,319380,5564,776157,8009,30386,3595,139107,3629,141535,6163,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4222535,12601,2021085,6682,652640,10729,1127152,10786,28104,3164,57809,2922,155380,6500,2201450,7029,592414,9280,1101429,13197,44565,4238,230425,5449,232617,8270,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
