GEO_ID,B18013_001E,B18013_001M,B18013_002E,B18013_002M,B18013_003E,B18013_003M,B18013_004E,B18013_004M,B18013_005E,B18013_005M,B18013_006E,B18013_006M,B18013_007E,B18013_007M,B18013_008E,B18013_008M,B18013_009E,B18013_009M,B18013_010E,B18013_010M,B18013_011E,B18013_011M,B18013_012E,B18013_012M,B18013_013E,B18013_013M,B18013_014E,B18013_014M,B18013_015E,B18013_015M,B18013_016E,B18013_016M,B18013_017E,B18013_017M,B18013_018E,B18013_018M,B18013_019E,B18013_019M,B18013_020E,B18013_020M,B18013_021E,B18013_021M,B18013_022E,B18013_022M,B18013_023E,B18013_023M,B18013_024E,B18013_024M,B18013_025E,B18013_025M,B18013_026E,B18013_026M,B18013_027E,B18013_027M,B18013_028E,B18013_028M,B18013_029E,B18013_029M,B18013_030E,B18013_030M,B18013_031E,B18013_031M,B18013_032E,B18013_032M,B18013_033E,B18013_033M,B18013_034E,B18013_034M,B18013_035E,B18013_035M,B18013_036E,B18013_036M,B18013_037E,B18013_037M,B18013_038E,B18013_038M,B18013_039E,B18013_039M,NAME,B18013_001EA,B18013_001MA,B18013_002EA,B18013_002MA,B18013_003EA,B18013_003MA,B18013_004EA,B18013_004MA,B18013_005MA,B18013_005EA,B18013_006EA,B18013_006MA,B18013_007EA,B18013_007MA,B18013_008EA,B18013_008MA,B18013_009EA,B18013_009MA,B18013_010MA,B18013_010EA,B18013_011EA,B18013_011MA,B18013_012EA,B18013_012MA,B18013_013EA,B18013_013MA,B18013_014EA,B18013_014MA,B18013_015EA,B18013_015MA,B18013_016MA,B18013_016EA,B18013_017EA,B18013_017MA,B18013_018EA,B18013_018MA,B18013_019EA,B18013_019MA,B18013_020EA,B18013_020MA,B18013_021MA,B18013_021EA,B18013_022EA,B18013_022MA,B18013_023EA,B18013_023MA,B18013_024EA,B18013_024MA,B18013_025EA,B18013_025MA,B18013_026EA,B18013_026MA,B18013_027MA,B18013_027EA,B18013_028EA,B18013_028MA,B18013_029EA,B18013_029MA,B18013_030EA,B18013_030MA,B18013_031EA,B18013_031MA,B18013_032MA,B18013_032EA,B18013_033EA,B18013_033MA,B18013_034EA,B18013_034MA,B18013_035EA,B18013_035MA,B18013_036EA,B18013_036MA,B18013_037MA,B18013_037EA,B18013_038MA,B18013_038EA,B18013_039EA,B18013_039MA,state
0400000US01,989923,5026,44536,3686,27561,2858,4504,1239,2198,873,2306,782,23057,2511,12467,1816,6573,1350,3354,1133,663,413,16975,1907,2788,792,1179,616,1609,548,14187,1796,6037,1380,5219,1341,2203,659,728,423,945387,6543,458201,4359,104298,5046,19964,2317,84334,4805,353903,6092,76024,5154,134784,7061,89471,4918,53624,3400,487186,3810,131850,5307,21174,2602,110676,4885,355336,6497,59107,4470,120608,4496,102137,5049,73484,3923,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,138421,1810,6539,1347,3388,779,1135,525,669,417,466,355,2253,650,492,306,1291,503,419,368,51,89,3151,891,707,448,399,291,308,304,2444,788,428,316,923,423,871,460,222,233,131882,2052,65289,1618,14241,1685,5708,919,8533,1469,51048,1982,5883,1213,25640,2138,13997,2064,5528,1006,66593,1280,15870,1756,3637,842,12233,1545,50723,1888,5959,1477,18392,1695,16454,1489,9918,1245,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1376250,3156,39840,3641,21721,2445,5659,1337,2221,699,3438,1237,16062,2262,5597,1428,7086,1520,2698,852,681,337,18119,2411,5222,1288,1491,564,3731,1099,12897,2133,3896,1079,4958,1058,3134,1002,909,391,1336410,5092,682221,3606,146486,6010,29354,3175,117132,5598,535735,6737,127565,5652,189119,6942,136386,6755,82665,4248,654189,2908,170671,6898,26946,2972,143725,6537,483518,6807,90206,5595,159678,6911,139848,6871,93786,5084,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,601456,4266,28731,3428,14505,2291,3100,904,1526,613,1574,706,11405,1999,3205,994,6433,1285,1596,795,171,138,14226,2114,2418,1060,718,393,1700,878,11808,1753,4024,1053,5983,1446,1360,504,441,411,572725,5967,284187,3895,60497,3437,15420,2182,45077,3352,223690,4650,44024,3938,94131,4409,54497,3787,31038,2929,288538,3866,72975,3881,10628,1496,62347,3706,215563,4738,32977,2720,84113,4441,58205,4068,40268,2834,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8280110,7277,202274,9564,110990,7104,29604,3161,11409,2055,18195,2255,81386,5911,29276,3470,32388,3406,14861,2503,4861,1350,91284,6147,27726,3412,8296,1515,19430,3064,63558,5000,20418,2730,21017,2862,17346,2500,4777,1131,8077836,11862,4087125,9055,1042418,16840,167389,7318,875029,16377,3044707,18702,773894,18625,966725,20703,681919,13880,622169,14276,3990711,7398,1186732,18167,158198,8078,1028534,16826,2803979,19534,589133,15127,773042,16589,725077,14482,716727,11473,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1120749,3806,33040,3032,19634,2291,5043,1423,2097,859,2946,1026,14591,1808,4545,881,5880,1314,3408,872,758,347,13406,1960,2956,677,826,403,2130,585,10450,1799,3614,1175,3413,999,2367,803,1056,585,1087709,4894,558242,3764,128355,5913,21728,2244,106627,5502,429887,6456,80928,4773,128663,7192,108047,6448,112249,5737,529467,2828,137403,4942,21096,2773,116307,5067,392064,4921,56514,4144,102848,5507,104242,5425,128460,4887,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,651205,1909,18975,2255,10318,1694,2900,878,1226,483,1674,578,7418,1525,1777,638,4048,1206,1074,481,519,362,8657,1472,2806,810,1231,449,1575,591,5851,1265,1559,637,2863,950,1145,450,284,152,632230,3046,313923,2349,76980,3917,13482,1938,63498,3953,236943,4108,31983,3594,90964,4960,50916,3726,63080,3682,318307,1758,92567,4103,13888,1595,78679,4107,225740,3897,22907,2877,65395,4057,52859,3730,84579,3624,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,178206,1196,5936,1485,3830,1201,1026,523,580,351,446,395,2804,1091,1289,781,1073,538,442,318,0,262,2106,680,369,240,86,107,283,199,1737,651,256,199,940,510,491,337,50,83,172270,1832,83628,1432,17489,2031,3532,773,13957,2037,66139,2373,13518,1798,23537,2668,13155,1854,15929,1727,88642,1014,23310,2410,3746,997,19564,2228,65332,2559,9110,1497,23719,2232,14531,1804,17972,1544,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,136787,565,4367,1194,2359,858,504,427,431,407,73,122,1855,787,868,522,715,567,226,214,46,77,2008,856,196,181,43,68,153,151,1812,784,605,432,853,700,58,92,296,195,132420,1369,62069,1030,13266,1547,2181,795,11085,1419,48803,1684,7430,1700,9070,1685,7364,1415,24939,1844,70351,875,16586,1911,750,351,15836,1928,53765,2086,4589,1238,12950,1825,7002,1227,29224,2107,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3540211,7309,113880,5731,61522,4080,14208,1926,7676,1442,6532,1286,47314,3834,17394,2446,19989,2632,7606,1920,2325,947,52358,4047,13274,2037,5489,1327,7785,1630,39084,3466,15181,2382,14734,2316,7309,1482,1860,612,3426331,9396,1702187,6143,396941,9459,81622,4497,315319,8914,1305246,11968,261377,8684,501137,13757,317588,12332,225144,9463,1724144,6406,478697,10684,73005,4556,405692,9416,1245447,11164,182150,9050,421608,10344,352037,10413,289652,7722,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
