GEO_ID,B24011_001E,B24011_001M,B24011_002E,B24011_002M,B24011_003E,B24011_003M,B24011_004E,B24011_004M,B24011_005E,B24011_005M,B24011_006E,B24011_006M,B24011_007E,B24011_007M,B24011_008E,B24011_008M,B24011_009E,B24011_009M,B24011_010E,B24011_010M,B24011_011E,B24011_011M,B24011_012E,B24011_012M,B24011_013E,B24011_013M,B24011_014E,B24011_014M,B24011_015E,B24011_015M,B24011_016E,B24011_016M,B24011_017E,B24011_017M,B24011_018E,B24011_018M,B24011_019E,B24011_019M,B24011_020E,B24011_020M,B24011_021E,B24011_021M,B24011_022E,B24011_022M,B24011_023E,B24011_023M,B24011_024E,B24011_024M,B24011_025E,B24011_025M,B24011_026E,B24011_026M,B24011_027E,B24011_027M,B24011_028E,B24011_028M,B24011_029E,B24011_029M,B24011_030E,B24011_030M,B24011_031E,B24011_031M,B24011_032E,B24011_032M,B24011_033E,B24011_033M,B24011_034E,B24011_034M,B24011_035E,B24011_035M,B24011_036E,B24011_036M,B24011_037E,B24011_037M,NAME,B24011_001MA,B24011_001EA,B24011_002MA,B24011_002EA,B24011_003MA,B24011_003EA,B24011_004MA,B24011_004EA,B24011_005EA,B24011_005MA,B24011_006EA,B24011_006MA,B24011_007MA,B24011_007EA,B24011_008MA,B24011_008EA,B24011_009MA,B24011_009EA,B24011_010EA,B24011_010MA,B24011_011EA,B24011_011MA,B24011_012MA,B24011_012EA,B24011_013MA,B24011_013EA,B24011_014MA,B24011_014EA,B24011_015EA,B24011_015MA,B24011_016EA,B24011_016MA,B24011_017EA,B24011_017MA,B24011_018MA,B24011_018EA,B24011_019MA,B24011_019EA,B24011_020MA,B24011_020EA,B24011_021MA,B24011_021EA,B24011_022EA,B24011_022MA,B24011_023EA,B24011_023MA,B24011_024MA,B24011_024EA,B24011_025MA,B24011_025EA,B24011_026MA,B24011_026EA,B24011_027EA,B24011_027MA,B24011_028EA,B24011_028MA,B24011_029EA,B24011_029MA,B24011_030EA,B24011_030MA,B24011_031EA,B24011_031MA,B24011_032MA,B24011_032EA,B24011_033EA,B24011_033MA,B24011_034EA,B24011_034MA,B24011_035MA,B24011_035EA,B24011_036EA,B24011_036MA,B24011_037MA,B24011_037EA,state
0400000US01,26262,283,41057,395,46943,1433,51039,888,40295,1536,38199,922,55419,3257,56902,3144,46099,5055,29708,1434,50880,4035,33315,1384,27226,4285,39849,1939,47457,1760,26474,1114,13419,569,16341,891,31362,1511,23274,4158,36276,1345,10404,539,14748,1117,11372,887,21942,381,22290,826,21779,415,18623,2210,28592,1034,25707,849,33616,1638,24717,703,25339,771,23645,1217,35036,7092,27814,2068,19482,1813,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,34096,1289,48567,2299,51932,1951,56075,5458,46817,4105,45782,1946,57820,5734,79928,10987,39606,10074,36618,3433,65833,6852,37085,3585,28853,7695,51095,6908,63056,5072,32851,4725,20171,1109,25037,3049,41166,8176,36748,8051,49500,7022,16403,3424,17693,2594,16055,3343,25932,1155,23244,2546,27088,1412,33884,16958,41841,1319,39975,5728,46876,3291,28948,2990,33484,4481,26529,1673,42925,14312,27240,4474,16511,6069,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,29148,427,44333,785,50140,804,54348,1856,41666,924,41347,546,52205,2298,60634,2657,41460,2766,31873,888,61762,4855,31932,1111,31447,1612,46968,1461,55248,2065,31752,2133,16216,396,21398,1204,35903,1766,27324,2279,42164,2249,11738,537,15634,562,15128,1284,26098,414,27158,1249,25651,434,17635,2809,27422,786,25661,767,33837,2086,25554,587,26108,886,24763,1190,43037,7624,28176,2749,17064,2134,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,24282,341,37031,674,40620,1302,41399,1233,37284,2610,35637,842,49920,5315,50629,2277,40658,4237,30043,1804,40671,4119,31690,936,24042,2229,40415,2337,51092,1459,26520,1501,12064,436,14800,1434,30067,2188,28145,4955,30794,3053,9225,746,14403,1131,9296,1094,21543,436,20687,1111,21864,461,18493,2355,25700,922,22216,930,31170,1667,23946,743,24003,1014,23858,1082,31592,7546,29043,2489,20108,928,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32061,117,53442,611,60232,325,65401,905,50619,487,50968,264,69667,2222,70480,831,55271,2471,36751,811,81729,2617,37671,1190,38868,1697,55498,1179,65105,1499,35939,821,17044,203,21793,511,47230,2765,27967,2899,66974,1024,13704,378,16669,320,14087,634,28270,422,30020,807,27665,390,14649,664,31818,340,29708,873,36749,582,24454,409,24032,594,24897,586,39964,4063,30736,667,17920,658,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,31491,255,46433,709,50429,690,52278,1335,45358,1420,43634,949,64465,2112,65707,3967,45315,2860,33657,2010,54549,7777,31444,1082,31501,1560,44042,1550,51166,1161,31570,2151,16682,695,21524,797,38197,2775,29113,3541,49498,2781,11865,602,17216,1475,15484,1492,27641,704,30848,909,26504,523,15385,1879,31208,723,28418,2099,37446,2312,26426,726,26228,870,26650,1121,47382,6293,28965,2162,20267,1414,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,38058,612,56792,967,66708,2011,73495,3578,57006,2466,51350,626,65758,2974,66106,2047,55023,7081,38285,3621,86922,11025,41403,1136,35591,2356,51655,963,60354,3745,40290,4145,21096,666,25224,1065,50034,5212,32063,4261,60477,2750,14279,1518,21446,1022,19782,1704,31405,476,34951,1859,30533,541,20616,3354,38958,1804,35531,2576,41657,1171,30542,968,33212,2158,25819,1535,32380,14621,29754,3387,20266,3021,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,32652,1094,47237,1481,50713,2101,56498,4922,42028,2804,45700,1498,57306,5605,58645,5426,52835,6344,36061,3117,91346,35186,38914,2912,30304,4262,50325,3237,57014,4745,37423,6724,18988,1166,22983,2304,32862,6521,24258,1521,51731,17260,11120,969,16461,4288,17314,2622,27382,1199,27269,3414,27416,1223,21189,1620,35583,1541,30566,4043,38470,3182,30706,1223,31353,1940,29963,3190,39875,22430,31072,1726,22121,2942,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,41084,892,56504,1409,65355,3185,66435,2364,61089,4871,52327,2567,60010,5262,61025,9987,56852,10957,38034,4389,99262,12072,37818,6244,51852,3468,42245,7735,51541,9651,22480,15452,21449,1021,22641,13756,35279,11986,29585,5886,58003,11389,20022,1750,18639,2796,17317,4661,32728,1905,33861,4134,32406,1712,80488,0,28078,3499,27364,4132,29607,7059,26478,2207,25655,7376,27263,6922,26685,16031,35338,9357,21652,18185,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,27825,258,42292,285,48713,977,51608,484,41531,658,39921,493,52650,1840,52748,2017,40463,944,31652,690,50955,1675,32744,554,31026,930,43442,1478,52041,790,31509,911,17124,275,19571,688,33292,1426,23821,2040,43173,1630,13098,632,16634,333,16532,571,25454,264,26691,569,24894,323,14038,893,26867,346,25033,403,32223,664,23399,498,24120,661,22612,707,40123,4244,26610,787,16436,681,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
