GEO_ID,B24012_001E,B24012_001M,B24012_002E,B24012_002M,B24012_003E,B24012_003M,B24012_004E,B24012_004M,B24012_005E,B24012_005M,B24012_006E,B24012_006M,B24012_007E,B24012_007M,B24012_008E,B24012_008M,B24012_009E,B24012_009M,B24012_010E,B24012_010M,B24012_011E,B24012_011M,B24012_012E,B24012_012M,B24012_013E,B24012_013M,B24012_014E,B24012_014M,B24012_015E,B24012_015M,B24012_016E,B24012_016M,B24012_017E,B24012_017M,B24012_018E,B24012_018M,B24012_019E,B24012_019M,B24012_020E,B24012_020M,B24012_021E,B24012_021M,B24012_022E,B24012_022M,B24012_023E,B24012_023M,B24012_024E,B24012_024M,B24012_025E,B24012_025M,B24012_026E,B24012_026M,B24012_027E,B24012_027M,B24012_028E,B24012_028M,B24012_029E,B24012_029M,B24012_030E,B24012_030M,B24012_031E,B24012_031M,B24012_032E,B24012_032M,B24012_033E,B24012_033M,B24012_034E,B24012_034M,B24012_035E,B24012_035M,B24012_036E,B24012_036M,B24012_037E,B24012_037M,B24012_038E,B24012_038M,B24012_039E,B24012_039M,B24012_040E,B24012_040M,B24012_041E,B24012_041M,B24012_042E,B24012_042M,B24012_043E,B24012_043M,B24012_044E,B24012_044M,B24012_045E,B24012_045M,B24012_046E,B24012_046M,B24012_047E,B24012_047M,B24012_048E,B24012_048M,B24012_049E,B24012_049M,B24012_050E,B24012_050M,B24012_051E,B24012_051M,B24012_052E,B24012_052M,B24012_053E,B24012_053M,B24012_054E,B24012_054M,B24012_055E,B24012_055M,B24012_056E,B24012_056M,B24012_057E,B24012_057M,B24012_058E,B24012_058M,B24012_059E,B24012_059M,B24012_060E,B24012_060M,B24012_061E,B24012_061M,B24012_062E,B24012_062M,B24012_063E,B24012_063M,B24012_064E,B24012_064M,B24012_065E,B24012_065M,B24012_066E,B24012_066M,B24012_067E,B24012_067M,B24012_068E,B24012_068M,B24012_069E,B24012_069M,B24012_070E,B24012_070M,B24012_071E,B24012_071M,B24012_072E,B24012_072M,B24012_073E,B24012_073M,B24012_074E,B24012_074M,NAME,B24012_001EA,B24012_001MA,B24012_002EA,B24012_002MA,B24012_003MA,B24012_003EA,B24012_004EA,B24012_004MA,B24012_005EA,B24012_005MA,B24012_006MA,B24012_006EA,B24012_007EA,B24012_007MA,B24012_008MA,B24012_008EA,B24012_009MA,B24012_009EA,B24012_010EA,B24012_010MA,B24012_011MA,B24012_011EA,B24012_012EA,B24012_012MA,B24012_013EA,B24012_013MA,B24012_014MA,B24012_014EA,B24012_015EA,B24012_015MA,B24012_016MA,B24012_016EA,B24012_017MA,B24012_017EA,B24012_018EA,B24012_018MA,B24012_019MA,B24012_019EA,B24012_020MA,B24012_020EA,B24012_021MA,B24012_021EA,B24012_022MA,B24012_022EA,B24012_023EA,B24012_023MA,B24012_024EA,B24012_024MA,B24012_025MA,B24012_025EA,B24012_026MA,B24012_026EA,B24012_027MA,B24012_027EA,B24012_028EA,B24012_028MA,B24012_029EA,B24012_029MA,B24012_030MA,B24012_030EA,B24012_031MA,B24012_031EA,B24012_032MA,B24012_032EA,B24012_033EA,B24012_033MA,B24012_034EA,B24012_034MA,B24012_035EA,B24012_035MA,B24012_036MA,B24012_036EA,B24012_037MA,B24012_037EA,B24012_038MA,B24012_038EA,B24012_039EA,B24012_039MA,B24012_040EA,B24012_040MA,B24012_041MA,B24012_041EA,B24012_042MA,B24012_042EA,B24012_043EA,B24012_043MA,B24012_044MA,B24012_044EA,B24012_045EA,B24012_045MA,B24012_046EA,B24012_046MA,B24012_047MA,B24012_047EA,B24012_048EA,B24012_048MA,B24012_049EA,B24012_049MA,B24012_050MA,B24012_050EA,B24012_051EA,B24012_051MA,B24012_052MA,B24012_052EA,B24012_053EA,B24012_053MA,B24012_054EA,B24012_054MA,B24012_055MA,B24012_055EA,B24012_056EA,B24012_056MA,B24012_057EA,B24012_057MA,B24012_058EA,B24012_058MA,B24012_059EA,B24012_059MA,B24012_060EA,B24012_060MA,B24012_061EA,B24012_061MA,B24012_062EA,B24012_062MA,B24012_063EA,B24012_063MA,B24012_064EA,B24012_064MA,B24012_065EA,B24012_065MA,B24012_066MA,B24012_066EA,B24012_067MA,B24012_067EA,B24012_068EA,B24012_068MA,B24012_069EA,B24012_069MA,B24012_070EA,B24012_070MA,B24012_071MA,B24012_071EA,B24012_072MA,B24012_072EA,B24012_073EA,B24012_073MA,B24012_074EA,B24012_074MA,state
0400000US01,31907,370,53040,1697,59261,2689,60856,1724,50988,4146,50975,938,60166,5839,58134,3641,52716,3412,30643,3242,74565,13130,42556,2887,35125,4020,72292,7471,97306,11207,37883,2508,18544,1279,17446,2571,33105,2309,27162,3585,36411,1608,10510,1306,18927,2436,17199,2576,30657,961,36064,1332,23036,1277,19630,1948,28853,1031,25970,814,33913,1826,28184,828,30191,887,25775,1063,39358,7441,30413,1050,20415,1091,20615,343,33754,880,36927,1068,39304,2395,34442,1366,32203,677,49630,7107,45077,11407,34090,8825,29247,1708,39598,5370,30795,990,20909,6175,34093,1954,42384,1605,25013,1329,11645,339,16206,928,18885,5716,12097,4746,35223,11118,10372,516,11309,937,10615,855,19621,559,14145,972,21515,431,13880,4968,24298,1146,23856,863,30741,6882,17752,728,18582,721,15242,1398,23716,8163,12236,1769,15929,1310,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41346,781,61129,1641,65629,5363,66109,5783,63517,8719,56384,5434,61231,10253,83357,8755,51668,4446,36850,6298,81149,12944,48091,2976,24431,6984,79934,27524,100001,0,43402,20033,22338,2604,27679,2226,45578,7139,40673,7381,51158,10862,18057,7184,19427,1634,19382,5401,35127,4207,37556,8745,33331,5146,35852,13040,41919,1359,40014,5683,47249,3882,31015,1825,36718,3842,26844,2070,50876,8654,29354,5462,16883,6547,27476,1631,41156,1624,42735,3382,46870,4881,40672,1817,39622,3334,55844,16262,59223,6681,22386,7045,36460,4148,61467,16452,32135,5405,34905,7933,46506,4855,60490,6542,30737,6938,17768,2433,24388,2959,28534,13517,17191,20690,31451,16835,15496,4049,10504,6071,13513,5116,22760,1359,16507,1557,25680,1646,9973,47029,40098,11583,37061,25859,40330,25598,16979,4636,17488,5784,16697,9403,32662,3717,12079,11367,11161,12273,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"100,000+",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,32325,339,52475,1383,57558,2991,61430,1344,50463,1777,50511,892,53970,3667,61799,2685,42951,5740,31797,1295,100001,0,36959,1683,38549,3473,67817,7556,98713,10246,34084,4004,19006,849,23784,4591,38735,2016,29285,3003,45221,3802,13342,955,16835,630,17365,3062,31442,910,36345,1247,26286,1017,19708,3195,27328,707,25627,770,33372,2020,27655,954,28844,1725,26712,1105,48543,7535,30613,1007,20045,3249,25232,364,37346,664,41958,918,46545,1875,37810,3184,35593,750,47933,4456,46508,3852,40510,6726,31957,1482,48830,4545,30335,1511,24034,3332,42953,2244,50430,1540,30974,2553,13718,661,21114,1173,30077,2992,21369,3839,35958,4989,10591,661,12150,970,14101,1630,23796,554,18843,1347,25442,513,6377,2674,32286,5014,26938,5671,41847,11118,17052,1357,18803,3093,15438,2647,27076,12173,17683,4545,10615,1457,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,***,"100,000+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,28218,695,45542,1276,46320,2382,45618,3123,47784,2935,45010,2137,47314,6725,51968,3078,48934,6966,31172,2014,63544,14504,39016,4843,29617,6222,57458,11833,91018,16381,30890,8220,16942,1057,13331,6875,32376,1687,30474,3137,33478,1461,9699,1410,17172,1076,10142,3222,28224,1643,31442,1045,23273,1549,19487,2027,26021,937,22474,1253,31488,1689,26209,694,26948,927,25279,957,36008,12431,29911,2031,20829,933,20511,358,32128,495,34483,1612,34963,2498,33859,2201,31372,577,51013,5088,31750,6368,29216,10117,28736,2650,31051,3313,30459,1024,18512,5265,35872,1788,46135,2511,25853,1354,10613,457,14976,1438,25717,1812,21920,8776,26433,1237,9059,787,10979,1330,9089,1340,19585,566,12381,768,21564,441,11735,3706,14509,8150,7875,5611,21938,3178,19265,986,19800,1091,17465,2479,11921,12594,20641,2491,16862,2248,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37089,156,64939,1056,70518,635,75035,1880,59282,3501,61458,425,71806,762,71681,827,61839,1836,38317,2783,100001,0,48218,2013,42568,1946,71883,2288,92742,5408,40538,2072,21147,363,25013,1796,51044,1841,30663,1275,70485,941,16211,372,20563,440,18581,2054,34958,683,39784,1535,30024,798,16667,705,31847,343,29859,810,36752,580,27479,570,28593,959,26847,557,41917,2288,31488,668,20562,590,26874,211,45184,419,49774,944,52393,1004,45261,843,42119,318,61143,1116,60429,2459,48711,3550,35976,947,61469,1673,32053,964,32271,1243,50649,649,60394,488,34317,1791,14090,327,21433,529,38634,4521,22894,2084,55215,5566,11536,256,12146,340,12908,649,25465,286,20316,539,27121,293,9746,688,31027,1581,25680,3057,36657,5514,16609,312,17120,400,15387,614,27988,3636,21544,2064,12737,744,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,***,"100,000+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,36890,451,56744,1151,59659,2316,60627,1223,52097,4106,54935,1767,67302,2987,68377,4065,46532,2507,37020,3979,85980,6329,41234,1472,33315,3592,61243,5834,80540,16816,36713,3849,20353,890,22386,3914,42033,3461,32581,3534,50787,1254,13867,1427,20390,1173,21543,4402,35286,1132,40248,1949,30618,1042,16540,2807,31383,732,28902,2147,37741,1982,29551,1445,30201,1587,28907,1973,51413,3532,30632,1176,21540,1317,26140,335,37377,761,40596,1082,41629,1340,38132,2998,35980,702,57415,4570,58381,9203,41747,5016,31809,1520,40245,4660,27178,1743,27976,6856,41323,1152,46222,1579,30283,2444,13871,1161,21367,824,24886,3996,23030,2311,35073,3675,10755,670,12186,1288,14541,1924,24513,696,21414,1002,25577,515,12551,2466,26663,1769,21926,4967,30762,5278,19976,1353,21011,1364,17768,1910,26753,9145,17824,4691,16347,3136,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,45648,634,70650,940,79689,2617,84417,3559,69767,4468,63810,2907,70406,5853,67852,2673,65350,9820,41479,8545,100001,0,51206,1822,49935,6840,84867,12180,97262,10468,45672,4135,28248,1502,27394,5854,52828,4106,38695,6916,60731,3612,17395,1800,27427,1975,30166,2927,41675,770,46774,2288,35526,1728,22206,10961,39133,1860,35700,2577,41726,1225,34501,2038,37899,1695,28181,2238,32143,11506,31611,1995,21604,1542,31195,439,46685,990,52304,1316,56092,3167,49911,1738,42870,1348,61077,4490,47951,4930,50901,2204,37181,2313,51870,4490,36887,3011,28396,3299,49367,2570,52239,2409,37488,5344,17904,861,24851,1334,32027,6979,25453,12920,59938,5973,11708,788,17351,1633,17567,1797,27446,680,22210,1320,29453,861,15614,8655,35192,5326,25163,20745,40126,8982,21644,1083,23039,2073,16430,1135,40769,16947,16832,1221,13755,4104,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,***,"100,000+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,39500,1751,56012,2977,57949,6780,63081,7160,49352,4363,55148,3967,62845,7253,63222,7880,60378,8583,40538,4252,100001,0,45170,5543,41972,10791,61887,23138,75175,35216,50191,15530,23080,1710,25604,12589,32858,5664,24503,1430,51106,18950,17339,7129,20254,5183,22323,7547,37412,3519,45769,6259,31563,3968,21500,1481,35661,1390,30488,4422,38724,3255,33120,2404,36580,2867,31219,1759,46566,21666,31515,2035,25198,5927,27695,1013,41150,1178,42595,3092,47042,5196,36037,3562,40826,1284,49611,7416,44845,20233,43026,11687,33762,3025,41315,12750,36531,3267,25534,4647,46892,3521,54043,6222,36346,5951,16493,2330,22897,2226,32876,15532,23455,9539,54688,43497,10454,1198,12348,2805,16381,2907,24896,1216,17817,3180,26807,956,3634,19875,33775,7521,31239,9617,34504,18442,19273,3339,20220,2694,16906,4281,14312,41995,17473,19536,17026,4398,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,***,"100,000+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,42660,2616,64959,3514,76557,5879,78551,7947,62428,22692,59220,4613,61813,11435,66062,9218,65792,12920,37327,7195,100001,0,50439,4830,53741,5946,38186,23814,87318,40169,21286,970,22284,1975,23085,12462,29463,19281,27378,7859,100001,0,20958,2460,21037,2287,17092,11448,35627,2628,39820,4388,33104,3625,-666666666,0,27707,4136,27253,3837,31369,8689,26965,5281,25886,8061,27933,8909,26685,16031,36282,7729,21537,17601,39782,1490,51448,1164,57113,2960,56014,5738,59103,5899,49094,2708,57957,15232,51392,8098,51773,6740,39074,10485,93317,8667,29002,7299,50147,4756,45132,7321,45801,8312,37045,27481,19811,2605,21950,22094,36935,10516,31219,9590,56403,8771,18400,2681,14449,2663,17354,5432,31612,1450,27960,8204,32188,1962,80488,0,28976,14449,36422,19148,28389,28148,24381,11441,25278,16070,23673,18050,-666666666,0,23466,11335,42619,81626,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,***,"100,000+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,***,"100,000+",null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,11
0400000US12,31743,172,51953,388,56799,1136,60414,674,50214,1252,49357,1374,56056,1567,55685,1812,41674,1253,32376,1457,100001,0,37003,1397,35709,1745,65773,5492,90046,4639,37807,3324,21102,461,21401,1400,35427,1461,26245,1622,46917,1835,16426,757,19927,616,21028,1755,31850,395,36873,641,26645,516,14683,947,26998,349,25210,374,32278,738,26052,552,27955,1191,24959,852,41787,2639,28529,1287,17366,913,23879,233,36458,318,40302,607,42103,1066,37010,790,34912,477,45282,2552,40888,2135,36260,2914,30973,1144,40307,1607,31458,567,25964,1093,40355,522,47133,1406,29507,1827,14607,418,19207,737,28791,1475,16530,2546,36358,2762,11638,348,12194,332,15457,665,22494,282,18515,722,24211,320,11684,825,23316,1700,20420,2091,30953,3056,16878,357,17364,652,16199,573,30486,4915,16934,691,13880,1037,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,***,"100,000+",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
