GEO_ID,C08513_001E,C08513_001M,C08513_002E,C08513_002M,C08513_003E,C08513_003M,C08513_004E,C08513_004M,C08513_005E,C08513_005M,C08513_006E,C08513_006M,C08513_007E,C08513_007M,C08513_008E,C08513_008M,C08513_009E,C08513_009M,C08513_010E,C08513_010M,C08513_011E,C08513_011M,C08513_012E,C08513_012M,C08513_013E,C08513_013M,C08513_014E,C08513_014M,C08513_015E,C08513_015M,C08513_016E,C08513_016M,C08513_017E,C08513_017M,C08513_018E,C08513_018M,C08513_019E,C08513_019M,C08513_020E,C08513_020M,C08513_021E,C08513_021M,C08513_022E,C08513_022M,C08513_023E,C08513_023M,C08513_024E,C08513_024M,C08513_025E,C08513_025M,C08513_026E,C08513_026M,C08513_027E,C08513_027M,C08513_028E,C08513_028M,C08513_029E,C08513_029M,C08513_030E,C08513_030M,NAME,C08513_001EA,C08513_001MA,C08513_002EA,C08513_002MA,C08513_003MA,C08513_003EA,C08513_004EA,C08513_004MA,C08513_005EA,C08513_005MA,C08513_006EA,C08513_006MA,C08513_007EA,C08513_007MA,C08513_008MA,C08513_008EA,C08513_009EA,C08513_009MA,C08513_010EA,C08513_010MA,C08513_011EA,C08513_011MA,C08513_012EA,C08513_012MA,C08513_013EA,C08513_013MA,C08513_014EA,C08513_014MA,C08513_015EA,C08513_015MA,C08513_016EA,C08513_016MA,C08513_017EA,C08513_017MA,C08513_018EA,C08513_018MA,C08513_019MA,C08513_019EA,C08513_020EA,C08513_020MA,C08513_021EA,C08513_021MA,C08513_022EA,C08513_022MA,C08513_023EA,C08513_023MA,C08513_024EA,C08513_024MA,C08513_025EA,C08513_025MA,C08513_026EA,C08513_026MA,C08513_027EA,C08513_027MA,C08513_028EA,C08513_028MA,C08513_029MA,C08513_029EA,C08513_030MA,C08513_030EA,state
0400000US01,1902128,16556,1813089,16849,89039,5425,46779,4196,42260,3020,1599861,17665,1539693,17074,60168,4709,36960,3736,23208,2577,205436,9440,182679,9181,22757,3093,6612,1975,16145,2380,7827,1923,7684,1938,143,115,56,98,87,106,45585,3770,40899,3330,4686,1591,2090,1063,2596,914,43419,3740,42134,3679,1285,682,1061,586,224,281,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,298923,5561,261615,5626,37308,2582,26274,2422,11034,1476,201624,5975,182780,5940,18844,1961,13194,1824,5650,1030,44617,3248,35911,2923,8706,1591,5891,1416,2815,777,3701,987,2856,863,845,483,244,191,601,442,36914,2837,29488,2589,7426,1173,5879,1014,1547,447,12067,1657,10580,1441,1487,480,1066,388,421,291,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2556544,15310,1855871,15767,700673,11814,377085,11116,323588,10766,1932189,18646,1459539,15937,472650,11045,282896,10558,189754,8223,363623,11781,204420,9424,159203,9476,61114,5964,98089,7837,48737,5031,26053,3379,22684,3787,7393,1631,15291,3510,107973,6340,76509,5194,31464,3898,15856,2773,15608,3203,104022,5974,89350,5389,14672,2317,9826,1647,4846,1450,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200858,12781,1124881,13045,75977,4360,36547,3813,39430,2851,980236,12802,931706,13253,48530,3708,26821,3306,21709,2178,150065,7767,128521,6896,21544,2888,7762,1731,13782,2025,3750,1331,3346,1284,404,360,7,13,397,359,35555,3406,31680,3246,3875,1329,1030,559,2845,1184,31252,3349,29628,3210,1624,746,927,514,697,461,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547355,39306,9123108,46618,6424247,42565,3244351,40554,3179896,38003,11508503,41760,7117171,42444,4391332,34933,2461044,29434,1930288,27011,1949509,26101,838617,18168,1110892,20792,431504,15183,679388,19385,733206,18253,313372,10790,419834,14083,136692,7160,283142,13835,693624,17713,372493,12735,321131,12205,117497,8529,203634,9857,662513,13426,481455,10746,181058,9784,97614,6492,83444,6195,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2276165,12672,1909879,14614,366286,12272,194267,11252,172019,8753,1740733,15175,1483180,14043,257553,11060,144137,9627,113416,7908,228894,10199,166218,8097,62676,5256,23016,2948,39660,4157,61559,4764,47791,4157,13768,2250,6529,1527,7239,1906,107948,5047,87424,4557,20524,2892,11142,2022,9382,2163,137031,6572,125266,5990,11765,1945,9443,1862,2322,660,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1648283,15093,1335414,13922,312869,9265,184077,7130,128792,8352,1357015,16525,1132376,14815,224639,9198,143617,7697,81022,5665,137578,7316,91652,5605,45926,4527,20705,2831,25221,3711,48737,4664,30328,3478,18409,3012,7383,1345,11026,2425,50770,4593,34252,3270,16518,3176,7102,1310,9416,2851,54183,3413,46806,2907,7377,1693,5270,1515,2107,775,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,405768,6661,359072,6657,46696,3905,27224,2770,19472,2433,328212,6410,297065,6886,31147,3013,20113,2408,11034,1677,42603,3539,32623,2819,9980,2138,4045,1311,5935,1486,7511,1408,6255,1127,1256,570,664,383,592,378,12890,2269,9901,1829,2989,1163,1576,793,1413,834,14552,2167,13228,2078,1324,604,826,474,498,286,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,669068,13056,525221,11130,143847,7461,89953,5039,53894,4967,290822,9233,235083,7823,55739,4735,37612,3687,18127,2534,86128,6647,61726,5402,24402,3761,11924,1909,12478,2825,243180,7521,190507,6783,52673,4554,31590,3439,21083,3161,37828,2597,29243,2540,8585,1515,6547,1332,2038,765,11110,1973,8662,1593,2448,739,2280,704,168,154,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7674825,26995,5619856,27315,2054969,21760,1119418,19971,935551,19512,6145295,33344,4611087,30021,1534208,23361,908972,17577,625236,15661,853275,18966,536435,15799,316840,13922,120216,7287,196624,11628,136085,8558,69383,5204,66702,7010,23823,4144,42879,5121,260845,11012,171773,7810,89072,7855,34282,4438,54790,6754,279325,9541,231178,9081,48147,4819,32125,3753,16022,2696,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4096689,20052,3578850,22175,517839,13628,245230,10273,272609,10994,3286627,21694,2932746,22391,353881,10843,193128,8683,160753,8801,458753,14342,353322,12429,105431,7308,28811,3403,76620,7144,91139,6343,69672,6200,21467,3684,6158,1699,15309,3277,114182,6046,90709,5641,23473,3238,8110,1888,15363,2625,145988,6413,132401,6150,13587,2294,9023,1873,4564,1369,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,585016,7207,445121,8514,139895,7276,76513,4993,63382,4766,400334,7857,321243,8226,79091,5388,47646,4124,31445,3045,91739,4305,62690,3815,29049,3246,14726,2054,14323,2355,33096,3109,18468,2485,14628,1851,5150,1186,9478,1470,33171,3117,21882,2739,11289,1878,5132,1002,6157,1511,26676,2873,20838,2525,5838,1378,3859,1156,1979,747,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,640463,8582,577641,9073,62822,3746,33470,2934,29352,2710,489270,8530,449245,8848,40025,3302,22300,2741,17725,1927,77734,4290,64574,3930,13160,2249,5443,1264,7717,2031,5579,1274,4351,1057,1228,825,329,262,899,775,35541,3843,29379,3393,6162,1548,3564,1288,2598,772,32339,2911,30092,2860,2247,732,1834,718,413,390,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
