GEO_ID,B13001_001E,B13001_001M,B13001_002E,B13001_002M,B13001_003E,B13001_003M,B13001_004E,B13001_004M,B13001_005E,B13001_005M,B13001_006E,B13001_006M,B13001_007E,B13001_007M,B13001_008E,B13001_008M,B13001_009E,B13001_009M,NAME,B13001_001MA,B13001_001EA,B13001_002EA,B13001_002MA,B13001_003EA,B13001_003MA,B13001_004MA,B13001_004EA,B13001_005EA,B13001_005MA,B13001_006MA,B13001_006EA,B13001_007MA,B13001_007EA,B13001_008EA,B13001_008MA,B13001_009EA,B13001_009MA,state
0400000US16,355431,2411,204144,4590,2238,691,83762,2824,118144,3325,151287,4553,48203,1510,62730,2941,40354,2918,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3218142,5401,1651357,13149,8368,1723,576738,8969,1066251,11282,1566785,11509,404218,3498,702890,8816,459677,10093,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1536785,4140,821214,10194,6053,1267,300884,6300,514277,6949,715571,9495,190680,2768,308018,7139,216873,6151,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,710015,2587,393626,6863,1848,568,140888,4579,250890,3939,316389,6784,87365,2057,140720,5235,88304,3542,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,678457,3095,378014,6202,2320,663,142323,4262,233371,4059,300443,5895,87782,2030,130760,4308,81901,3998,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1042979,3703,589725,7786,4870,1262,221134,6083,363721,5158,453254,7633,118483,2831,189718,6171,145053,4807,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1164192,3869,548627,10962,2733,1028,198744,6441,347150,6921,615565,10410,149473,3641,274282,7263,191810,6738,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,323324,1634,167413,4379,1429,649,49795,2300,116189,3234,155911,4035,39714,984,61018,2454,55179,2948,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1444933,3765,716958,9744,4601,1347,217305,5722,495052,7671,727975,9096,179966,2623,309677,5685,238332,7214,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1615623,3892,809788,10707,1296,526,242697,7099,565795,7497,805835,11300,177087,1834,371620,7133,257128,7587,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2526593,4566,1277792,9225,6284,1179,421208,7117,850300,7585,1248801,9882,331525,2156,538814,6746,378462,7745,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1298146,3475,692915,7558,1639,587,234612,5645,456664,5744,605231,8007,163814,2035,270804,5594,170613,5830,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,736744,3499,362583,7089,3329,1042,133095,4846,226159,5126,374161,7179,98582,3244,162052,5121,113527,4819,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1445964,3902,764457,9689,4406,906,275792,5834,484259,7286,681507,10064,180527,2449,294852,6141,206128,7591,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,226052,1881,123895,3070,688,310,44344,2143,78863,2610,102157,3158,29177,1053,40026,2268,32954,2657,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,427564,2172,235153,4603,1111,406,90730,3019,143312,3137,192411,4542,53522,1528,83073,3231,55816,3004,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,595503,2599,317486,6555,2745,919,129064,4800,185677,4555,278017,6601,71142,1618,121187,5155,85688,4449,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,328256,2042,176487,3831,632,396,49499,2713,126356,3292,151769,3580,40424,902,61065,2491,50280,3034,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2170753,3935,1137734,12220,5018,1266,330295,7185,802421,9091,1033019,12302,275373,2782,433058,7341,324588,8768,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,477390,2662,232870,6057,2779,863,84684,3984,145407,4187,244520,6420,67133,2684,100890,3650,76497,4073,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4847881,6499,2340050,18887,11429,2024,721890,13023,1606731,13164,2507831,17819,576687,3351,1142531,13183,788613,12079,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2166134,5382,1190180,11596,8032,1578,429832,8680,752316,7218,975954,11540,252979,5155,430064,8594,292911,7443,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,151961,1296,83598,2070,342,248,29725,1447,53531,1533,68363,2356,18680,828,31327,1842,18356,1608,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2832421,5353,1461471,13976,5773,1281,503868,7913,951830,10673,1370950,12991,358148,2953,584629,7502,428173,9302,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,872183,3823,477348,7744,5449,1335,194422,5585,277477,5733,394835,8188,111949,3139,159324,5605,123562,5443,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,896416,2821,468178,7748,2232,834,178101,5426,287845,5617,428238,7463,109629,2240,189447,5437,129162,4936,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2974503,4925,1527197,14168,5059,1182,456562,8941,1065576,9387,1447306,14843,370667,3169,636888,8807,439751,9560,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,266589,2063,131573,3884,308,269,39408,2476,91857,2758,135016,3642,28990,1158,62921,2563,43105,2559,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1058086,3699,549233,8417,4761,1311,195592,5575,348880,6122,508853,8337,127594,3752,222229,6189,159030,6236,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,185823,1441,101106,2978,422,314,34239,1928,66445,2061,84717,3067,24254,1148,39219,2371,21244,2032,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1508041,3852,808314,10654,6467,1517,299504,7639,502343,7074,699727,10570,171621,2999,295627,7636,232479,7233,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5858687,8096,3239650,19369,35746,3381,1309730,12961,1894174,14834,2619037,19207,743132,5530,1119181,13484,756724,14606,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,649720,2428,379198,7494,3644,922,196402,6013,179152,3914,270522,7297,84751,1585,127893,5883,57878,3814,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,152964,1234,76801,2761,362,288,21632,1467,54807,2001,76163,2851,19242,877,31501,1556,25420,2117,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1910819,4716,1038371,10014,5504,1293,353714,7064,679153,7864,872448,10657,228741,5128,368262,7282,275445,7713,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1603514,4503,843061,11518,4651,1113,305373,7953,533037,7047,760453,11282,199888,3339,324369,8581,236196,6675,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,430518,2119,235872,5429,1553,644,83771,3628,150548,3865,194646,4930,50757,1754,81991,3902,61898,3508,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1376240,3000,718782,6865,3635,701,235635,4950,479512,5304,657458,7031,174849,1636,287390,4766,195219,4962,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,125353,1308,70981,2666,653,388,25680,1755,44648,2197,54372,2445,16144,1036,22804,1817,15424,1628,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1007603,2323,459415,7333,8831,1549,181016,5476,269568,4815,548188,7160,135128,2058,244995,5405,168065,4586,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
