GEO_ID,C17018_001E,C17018_001M,C17018_002E,C17018_002M,C17018_003E,C17018_003M,C17018_004E,C17018_004M,C17018_005E,C17018_005M,C17018_006E,C17018_006M,C17018_007E,C17018_007M,C17018_008E,C17018_008M,C17018_009E,C17018_009M,C17018_010E,C17018_010M,C17018_011E,C17018_011M,NAME,C17018_001EA,C17018_001MA,C17018_002MA,C17018_002EA,C17018_003EA,C17018_003MA,C17018_004EA,C17018_004MA,C17018_005MA,C17018_005EA,C17018_006MA,C17018_006EA,C17018_007MA,C17018_007EA,C17018_008EA,C17018_008MA,C17018_009EA,C17018_009MA,C17018_010MA,C17018_010EA,C17018_011MA,C17018_011EA,state
0400000US27,1329046,11155,81468,5045,22603,2937,25868,2322,26588,2988,6409,1125,1247578,11120,86837,4031,318049,6396,418277,7955,424415,8088,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,759999,9906,127358,4700,49340,3743,47388,3417,26972,2895,3658,1112,632641,9500,101113,4455,190185,6916,197673,6996,143670,5538,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1520559,12830,151576,6397,48284,3855,58409,3977,36710,2848,8173,1150,1368983,13811,158372,6127,433658,10577,404153,10010,372800,7952,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,236793,4302,24840,2399,3536,938,9990,1615,8659,1423,2655,726,211953,4560,15255,1670,63614,3276,70521,3641,62563,2799,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,455129,6374,37281,2497,10072,1629,10795,1526,12663,1501,3751,773,417848,6425,33251,2128,116789,3889,139608,5009,128200,4162,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,589291,7971,52195,4379,20233,3440,15820,2814,12719,1734,3423,1030,537096,7960,78674,4731,150089,7097,185588,6935,122745,5128,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,337615,5352,17776,2249,3852,1299,6083,1326,6030,1160,1811,752,319839,5433,24746,2459,87961,4204,93730,4354,113402,4195,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2172279,15751,147341,7687,45729,4094,55824,4353,29697,3205,16091,2141,2024938,15433,214135,7186,531912,11621,489357,9361,789534,13777,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,482759,7416,69023,3784,28625,3126,20919,2483,14701,1922,4778,1065,413736,7566,58140,4192,109732,5411,126263,5466,119601,5503,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4615803,21805,513009,13070,192456,6617,168073,9366,107176,5673,45304,3808,4102794,23048,498654,11631,1130447,17437,1083096,16348,1390597,17789,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2290199,16891,268889,8684,91949,5516,92647,4629,71085,4324,13208,1921,2021310,17145,271554,8514,565398,12402,605210,12583,579148,11427,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,165806,3756,12368,1749,2292,607,4545,1049,4842,925,689,368,153438,3602,15057,1337,41439,2451,53511,2638,43431,2465,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2986906,17528,296649,9302,89962,4508,121027,6451,69146,3963,16514,1902,2690257,20164,278986,7711,919529,10636,773561,13008,718181,12636,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,934124,9511,122312,5905,37349,3142,44016,3678,34973,3723,5974,1008,811812,10164,94967,4704,241271,7189,259929,7517,215645,7072,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,908835,9206,91400,4303,26420,2788,25496,3289,30545,3001,8939,1439,817435,8882,80387,4369,190908,6214,289561,7324,256579,6728,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3199598,18904,273725,6857,77780,4506,119057,5062,57379,4121,19509,2110,2925873,18446,293836,8587,1064707,14128,710847,11320,856483,12125,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,259048,4744,24624,2761,9111,1909,8516,1723,5605,1444,1392,596,234424,5299,29225,3001,63688,3484,62116,3368,79395,3791,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1103327,11736,138152,6066,48843,4020,52445,3743,29283,3341,7581,1513,965175,12050,132874,6648,285874,9010,288818,8747,257609,5855,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,203891,3420,19721,2126,5518,1036,6114,1105,6787,1294,1302,492,184170,3769,16183,1406,58271,2299,59927,2742,49789,2632,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1604310,15493,200166,9068,76164,4828,71748,5904,44057,3912,8197,1356,1404144,16043,202588,6291,463515,11859,374795,10474,363246,8670,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5597885,28880,795699,15565,373012,11715,222373,8096,156054,7079,44260,4155,4802186,28612,789235,13186,1173925,19609,1436946,19702,1402080,17711,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,593103,7662,47313,3236,11261,1872,14452,2061,15848,1687,5752,1093,545790,7876,41894,3410,124826,4595,206361,5739,172709,5444,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,156832,3565,12090,1706,3615,1009,4187,835,3203,769,1085,341,144742,3624,11456,1376,44388,2166,38331,2554,50567,2973,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1938966,16324,142638,5644,51892,4460,48742,4049,29674,3060,12330,1734,1796328,15948,202914,7099,441166,10858,490459,11283,661789,11122,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1574432,13096,132984,6180,36781,3496,38632,3755,45818,4479,11753,1661,1441448,14688,119120,5904,326579,9784,505224,8579,490525,10081,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,500147,6448,69897,4648,21983,2647,26895,2423,17648,2580,3371,956,430250,7313,62569,3625,174899,6364,109649,4855,83133,3927,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1440637,11424,100381,4575,27696,2568,36829,3151,28122,2735,7734,1522,1340256,10773,119611,4540,436879,7361,416435,7312,367331,6776,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,133902,3357,8465,1445,2804,962,2314,653,3101,876,246,162,125437,3365,9078,1191,39351,2327,45484,3109,31524,2292,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,956970,8777,392942,9177,199084,6206,107144,4746,67733,3939,18981,1717,564028,9020,125944,4545,124262,4869,140044,5047,173778,5400,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
