GEO_ID,B19037H_001E,B19037H_001M,B19037H_002E,B19037H_002M,B19037H_003E,B19037H_003M,B19037H_004E,B19037H_004M,B19037H_005E,B19037H_005M,B19037H_006E,B19037H_006M,B19037H_007E,B19037H_007M,B19037H_008E,B19037H_008M,B19037H_009E,B19037H_009M,B19037H_010E,B19037H_010M,B19037H_011E,B19037H_011M,B19037H_012E,B19037H_012M,B19037H_013E,B19037H_013M,B19037H_014E,B19037H_014M,B19037H_015E,B19037H_015M,B19037H_016E,B19037H_016M,B19037H_017E,B19037H_017M,B19037H_018E,B19037H_018M,B19037H_019E,B19037H_019M,B19037H_020E,B19037H_020M,B19037H_021E,B19037H_021M,B19037H_022E,B19037H_022M,B19037H_023E,B19037H_023M,B19037H_024E,B19037H_024M,B19037H_025E,B19037H_025M,B19037H_026E,B19037H_026M,B19037H_027E,B19037H_027M,B19037H_028E,B19037H_028M,B19037H_029E,B19037H_029M,B19037H_030E,B19037H_030M,B19037H_031E,B19037H_031M,B19037H_032E,B19037H_032M,B19037H_033E,B19037H_033M,B19037H_034E,B19037H_034M,B19037H_035E,B19037H_035M,B19037H_036E,B19037H_036M,B19037H_037E,B19037H_037M,B19037H_038E,B19037H_038M,B19037H_039E,B19037H_039M,B19037H_040E,B19037H_040M,B19037H_041E,B19037H_041M,B19037H_042E,B19037H_042M,B19037H_043E,B19037H_043M,B19037H_044E,B19037H_044M,B19037H_045E,B19037H_045M,B19037H_046E,B19037H_046M,B19037H_047E,B19037H_047M,B19037H_048E,B19037H_048M,B19037H_049E,B19037H_049M,B19037H_050E,B19037H_050M,B19037H_051E,B19037H_051M,B19037H_052E,B19037H_052M,B19037H_053E,B19037H_053M,B19037H_054E,B19037H_054M,B19037H_055E,B19037H_055M,B19037H_056E,B19037H_056M,B19037H_057E,B19037H_057M,B19037H_058E,B19037H_058M,B19037H_059E,B19037H_059M,B19037H_060E,B19037H_060M,B19037H_061E,B19037H_061M,B19037H_062E,B19037H_062M,B19037H_063E,B19037H_063M,B19037H_064E,B19037H_064M,B19037H_065E,B19037H_065M,B19037H_066E,B19037H_066M,B19037H_067E,B19037H_067M,B19037H_068E,B19037H_068M,B19037H_069E,B19037H_069M,NAME,B19037H_001EA,B19037H_001MA,B19037H_002MA,B19037H_002EA,B19037H_003MA,B19037H_003EA,B19037H_004EA,B19037H_004MA,B19037H_005EA,B19037H_005MA,B19037H_006EA,B19037H_006MA,B19037H_007MA,B19037H_007EA,B19037H_008MA,B19037H_008EA,B19037H_009EA,B19037H_009MA,B19037H_010EA,B19037H_010MA,B19037H_011EA,B19037H_011MA,B19037H_012MA,B19037H_012EA,B19037H_013MA,B19037H_013EA,B19037H_014EA,B19037H_014MA,B19037H_015EA,B19037H_015MA,B19037H_016EA,B19037H_016MA,B19037H_017MA,B19037H_017EA,B19037H_018MA,B19037H_018EA,B19037H_019MA,B19037H_019EA,B19037H_020EA,B19037H_020MA,B19037H_021EA,B19037H_021MA,B19037H_022MA,B19037H_022EA,B19037H_023MA,B19037H_023EA,B19037H_024MA,B19037H_024EA,B19037H_025EA,B19037H_025MA,B19037H_026EA,B19037H_026MA,B19037H_027MA,B19037H_027EA,B19037H_028MA,B19037H_028EA,B19037H_029MA,B19037H_029EA,B19037H_030MA,B19037H_030EA,B19037H_031EA,B19037H_031MA,B19037H_032EA,B19037H_032MA,B19037H_033MA,B19037H_033EA,B19037H_034MA,B19037H_034EA,B19037H_035MA,B19037H_035EA,B19037H_036EA,B19037H_036MA,B19037H_037EA,B19037H_037MA,B19037H_038MA,B19037H_038EA,B19037H_039MA,B19037H_039EA,B19037H_040MA,B19037H_040EA,B19037H_041MA,B19037H_041EA,B19037H_042EA,B19037H_042MA,B19037H_043EA,B19037H_043MA,B19037H_044MA,B19037H_044EA,B19037H_045MA,B19037H_045EA,B19037H_046MA,B19037H_046EA,B19037H_047MA,B19037H_047EA,B19037H_048MA,B19037H_048EA,B19037H_049EA,B19037H_049MA,B19037H_050EA,B19037H_050MA,B19037H_051EA,B19037H_051MA,B19037H_052MA,B19037H_052EA,B19037H_053MA,B19037H_053EA,B19037H_054EA,B19037H_054MA,B19037H_055EA,B19037H_055MA,B19037H_056EA,B19037H_056MA,B19037H_057MA,B19037H_057EA,B19037H_058MA,B19037H_058EA,B19037H_059EA,B19037H_059MA,B19037H_060EA,B19037H_060MA,B19037H_061EA,B19037H_061MA,B19037H_062MA,B19037H_062EA,B19037H_063MA,B19037H_063EA,B19037H_064EA,B19037H_064MA,B19037H_065EA,B19037H_065MA,B19037H_066EA,B19037H_066MA,B19037H_067MA,B19037H_067EA,B19037H_068MA,B19037H_068EA,B19037H_069EA,B19037H_069MA,state
0400000US01,1275427,8561,69025,3645,18663,2171,7145,1364,6693,1619,6746,1580,5629,1294,4403,1624,3008,920,4813,1657,3991,1391,4662,1095,1848,558,769,438,430,490,175,148,50,85,0,270,421870,6166,26847,3292,16706,2326,18083,2335,26784,3289,24600,2880,28852,3048,24017,2246,27449,2556,22549,2698,44515,3699,54926,4593,52793,3449,27522,2851,10466,1509,8810,1296,6951,1319,483129,6246,29191,2479,22912,2156,22691,2663,26247,2392,21699,2328,25379,2326,26036,2592,24447,2214,23838,2192,40505,2759,56582,3677,65646,3813,41869,2831,20895,2258,17274,2210,17918,2135,301403,3935,37375,2417,40643,2637,33015,1791,30745,2344,23894,2005,21256,1892,17680,1808,14462,1706,11137,1323,18780,1603,17691,1568,16802,1720,7601,1231,3762,903,3649,817,2911,665,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,171480,2659,10516,1337,859,435,271,257,1186,627,1455,688,1170,590,1130,689,718,451,1101,550,496,326,581,418,427,247,963,655,115,139,0,233,44,70,0,233,65688,1984,2735,747,1327,480,1332,557,2702,893,2586,836,2498,681,2578,690,2967,833,3227,830,7482,1256,9257,1382,11506,1379,6782,1139,3899,1021,3001,930,1809,634,76748,1973,3712,781,2527,785,2189,691,2557,767,1591,463,2551,719,2758,744,3558,920,3375,860,6082,1049,8587,1313,12345,1341,10277,1418,5925,981,5009,943,3705,732,18528,953,1607,488,2275,599,1448,404,1374,435,790,286,975,376,695,270,1002,367,1137,401,1409,439,1946,506,1592,477,1538,466,71,61,548,317,121,132,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1525366,10064,84163,4210,14206,2310,8068,2029,6474,1444,7312,1440,7651,1913,5805,1526,5739,1804,5435,1817,4344,1502,5683,1307,5410,1940,5518,1536,1629,1106,249,339,258,275,382,354,484796,6661,19533,2780,13674,1987,16563,2589,20417,2675,23231,3289,22962,2603,25017,2858,31308,3802,26403,3219,47123,3970,65663,3616,76189,4139,42729,3431,19847,2297,19388,2357,14749,1727,556790,6370,29081,2977,20469,1958,21420,2732,20932,2032,24881,2889,27115,2491,24822,2284,28692,2597,24684,2254,49675,3471,68116,3927,78610,4461,50954,3121,28181,2207,30201,2349,28957,2605,399617,5340,29421,2542,40171,3325,39336,3308,38355,2630,32063,2725,31479,2644,26796,1932,22791,2159,22378,2376,30024,2716,30817,2595,27807,2422,13033,1535,5915,950,4938,986,4293,1001,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,865886,7328,47423,3142,8843,1931,5482,1190,5589,1620,6221,1477,5690,1458,3244,965,3747,1193,2726,872,981,422,2134,773,1345,564,1266,613,135,158,20,33,0,260,0,260,288517,4784,18131,2300,14729,2080,14417,1992,17577,2617,22270,2619,21665,2791,21250,2430,18086,1955,16737,1729,27845,2711,34132,2898,31958,2541,14792,1790,6037,1249,5144,1101,3747,829,319763,4905,28161,2239,17802,1811,16520,2133,19957,2171,17510,1863,20103,2136,15838,1629,17190,1791,16110,1758,31792,2402,36296,2783,38791,3125,19472,1901,8296,1093,8458,1355,7467,1102,210183,3542,29656,2259,29591,1922,22834,1707,23656,2033,15499,1417,15310,1229,11592,1358,9399,1209,7595,1200,14242,1590,11937,1416,10481,1247,3935,908,2384,623,1220,451,852,342,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6527575,19282,255402,8127,37068,3827,21186,2684,19211,2645,21168,2761,18454,2973,19566,3169,14854,1882,17110,2530,15393,2733,22472,3174,21557,2593,15780,2385,6438,1588,2551,846,1607,643,987,521,2086808,14680,83084,5645,53250,4111,49064,4013,69717,5353,67410,5792,80520,5600,79826,5820,90113,5994,80202,5681,183499,9065,244761,9010,337619,11925,249860,10128,135298,5411,137774,5894,144811,6770,2629617,12574,121790,5864,75787,4361,70045,4295,80530,4549,78050,5064,92957,5188,79892,4170,100123,5149,90100,5416,194144,7515,286029,8568,386472,10438,307041,8969,201409,6610,217820,8188,247428,6753,1555748,9511,118841,5289,151331,6685,140081,5175,134737,5515,106498,4542,96860,4346,83324,4095,78099,4217,65186,3759,114226,4730,123295,4552,131559,4400,79419,3891,40759,3088,42245,2968,49288,3182,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1406424,8003,82620,3352,13946,2079,8827,1720,8872,1559,8480,1466,6705,1366,6616,1393,5273,1193,4423,1047,3106,1069,6489,1595,5532,1578,2847,963,680,347,426,305,281,342,117,140,534365,6052,23537,2419,15934,3065,15451,2216,23138,2593,18485,2628,29037,2881,25861,2353,29988,2771,26740,2808,53743,3929,73375,4867,86322,4586,47814,2957,25786,2464,22721,2463,16433,1770,543882,6207,25058,2668,16448,1604,16218,2311,21536,2347,18547,1883,21661,2475,23196,2153,26255,2346,22778,2193,43526,2654,65296,3338,83450,3908,59196,3027,36613,2644,31569,2476,32535,3069,245557,3287,22686,2615,25786,2200,22845,1706,21724,2061,19947,1815,16559,1725,14731,1673,13690,1701,10919,1349,17372,1576,18006,2072,18334,1726,8054,1266,5687,1062,4177,858,5040,998,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1049898,7526,26356,2473,3134,995,1695,669,1441,721,1456,672,2790,1136,2469,1091,1938,739,2377,1187,1067,590,2296,719,2083,632,1561,636,1051,633,625,487,161,187,212,348,332711,6092,10404,2133,6292,1567,4258,1078,7589,1693,9294,1811,11175,1921,12391,2256,15467,2219,11900,1933,29049,3097,42634,3339,63094,3876,40574,2535,23366,2323,21204,2185,24020,2257,432640,5406,14675,2539,10355,1622,6639,1095,9638,1258,12311,2213,11658,1527,13450,1870,16107,1852,14066,1742,32325,2613,47604,3492,76484,3863,52475,3322,35170,2753,37959,2864,41724,3048,258191,3453,21407,2094,28421,3109,25419,2585,20767,1816,19160,1608,18454,2083,12770,1491,12567,1481,10844,1386,19308,2028,20006,1968,20163,1813,10211,1508,5108,883,5834,967,7752,1384,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235708,3339,10698,1042,1449,623,610,352,937,460,972,518,1451,765,622,442,1463,698,372,246,761,518,652,400,887,412,340,226,61,105,0,262,121,198,0,262,78124,2121,2089,764,1617,629,2370,869,2570,841,2223,785,3058,723,4638,1096,4244,1071,4327,1102,7960,1241,11798,1554,13931,1812,8070,1269,3644,854,3208,683,2377,709,89682,2216,3578,904,2723,846,1759,629,2411,632,3487,915,3786,696,2981,703,4054,844,4301,935,8350,1075,10280,1456,14566,1306,10566,1271,5701,1001,5844,922,5295,1206,57204,1395,4259,935,5272,887,6222,1024,5040,858,4597,817,3105,607,3279,726,3767,775,2509,738,4582,805,5244,1186,4035,816,2495,596,1323,474,803,343,672,325,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,88603,2210,6074,714,1597,554,328,230,297,253,320,180,408,361,163,140,308,218,508,343,186,160,778,382,508,267,284,169,228,257,161,197,0,286,0,286,45554,1595,1792,722,723,419,634,391,889,442,466,247,1604,806,1261,479,1751,665,2062,722,3216,837,5891,1154,7062,1145,5339,1160,2727,755,4861,1048,5276,1000,24660,1211,878,421,630,325,535,361,923,426,500,351,1088,621,406,215,786,388,447,264,1362,468,2112,561,2189,585,2201,574,1600,474,2542,596,6461,852,12315,915,1005,497,600,346,442,267,526,291,524,343,592,327,149,186,283,229,657,345,614,352,1094,469,1221,495,1132,489,692,344,1201,529,1583,552,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4809704,18359,198516,7456,33549,3294,15565,2182,15910,2665,21670,3337,14427,2432,17399,2463,13999,2475,14612,2558,12436,2531,16416,2622,12776,2343,6824,1663,1758,745,459,297,540,367,176,269,1370543,12624,52199,3931,40853,4007,44942,4471,62928,6084,72366,5474,84365,5789,80355,5251,79921,4726,72384,5058,150269,7103,186723,6216,199887,7949,109567,6291,44809,3460,45323,3369,43652,3161,1764275,11929,102610,6078,68077,4887,69536,4152,78858,5150,82227,4235,95370,5308,86822,4870,90222,5241,82958,4998,158054,6168,199174,6568,237969,6820,156322,6266,86792,4422,78407,3795,90877,3940,1476370,11134,123722,5333,162612,5930,144036,5711,138661,5469,120542,5607,103996,5025,98919,4457,81726,4157,67540,3125,102128,5080,111641,5255,96464,4732,47101,3298,25763,2329,23167,2025,28352,2163,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
