GEO_ID,B25074_001E,B25074_001M,B25074_002E,B25074_002M,B25074_003E,B25074_003M,B25074_004E,B25074_004M,B25074_005E,B25074_005M,B25074_006E,B25074_006M,B25074_007E,B25074_007M,B25074_008E,B25074_008M,B25074_009E,B25074_009M,B25074_010E,B25074_010M,B25074_011E,B25074_011M,B25074_012E,B25074_012M,B25074_013E,B25074_013M,B25074_014E,B25074_014M,B25074_015E,B25074_015M,B25074_016E,B25074_016M,B25074_017E,B25074_017M,B25074_018E,B25074_018M,B25074_019E,B25074_019M,B25074_020E,B25074_020M,B25074_021E,B25074_021M,B25074_022E,B25074_022M,B25074_023E,B25074_023M,B25074_024E,B25074_024M,B25074_025E,B25074_025M,B25074_026E,B25074_026M,B25074_027E,B25074_027M,B25074_028E,B25074_028M,B25074_029E,B25074_029M,B25074_030E,B25074_030M,B25074_031E,B25074_031M,B25074_032E,B25074_032M,B25074_033E,B25074_033M,B25074_034E,B25074_034M,B25074_035E,B25074_035M,B25074_036E,B25074_036M,B25074_037E,B25074_037M,B25074_038E,B25074_038M,B25074_039E,B25074_039M,B25074_040E,B25074_040M,B25074_041E,B25074_041M,B25074_042E,B25074_042M,B25074_043E,B25074_043M,B25074_044E,B25074_044M,B25074_045E,B25074_045M,B25074_046E,B25074_046M,B25074_047E,B25074_047M,B25074_048E,B25074_048M,B25074_049E,B25074_049M,B25074_050E,B25074_050M,NAME,B25074_001MA,B25074_001EA,B25074_002MA,B25074_002EA,B25074_003EA,B25074_003MA,B25074_004EA,B25074_004MA,B25074_005MA,B25074_005EA,B25074_006MA,B25074_006EA,B25074_007MA,B25074_007EA,B25074_008EA,B25074_008MA,B25074_009EA,B25074_009MA,B25074_010MA,B25074_010EA,B25074_011MA,B25074_011EA,B25074_012MA,B25074_012EA,B25074_013MA,B25074_013EA,B25074_014EA,B25074_014MA,B25074_015EA,B25074_015MA,B25074_016MA,B25074_016EA,B25074_017MA,B25074_017EA,B25074_018MA,B25074_018EA,B25074_019EA,B25074_019MA,B25074_020EA,B25074_020MA,B25074_021MA,B25074_021EA,B25074_022MA,B25074_022EA,B25074_023MA,B25074_023EA,B25074_024MA,B25074_024EA,B25074_025EA,B25074_025MA,B25074_026EA,B25074_026MA,B25074_027MA,B25074_027EA,B25074_028MA,B25074_028EA,B25074_029MA,B25074_029EA,B25074_030EA,B25074_030MA,B25074_031EA,B25074_031MA,B25074_032MA,B25074_032EA,B25074_033MA,B25074_033EA,B25074_034MA,B25074_034EA,B25074_035MA,B25074_035EA,B25074_036EA,B25074_036MA,B25074_037EA,B25074_037MA,B25074_038MA,B25074_038EA,B25074_039MA,B25074_039EA,B25074_040MA,B25074_040EA,B25074_041EA,B25074_041MA,B25074_042EA,B25074_042MA,B25074_043MA,B25074_043EA,B25074_044MA,B25074_044EA,B25074_045MA,B25074_045EA,B25074_046MA,B25074_046EA,B25074_047EA,B25074_047MA,B25074_048EA,B25074_048MA,B25074_049MA,B25074_049EA,B25074_050MA,B25074_050EA,state
0400000US13,1102061,16638,198546,7899,3564,993,3136,789,8282,1419,7016,1440,136555,7068,39993,3563,210370,8559,7880,1759,9107,1792,12465,2186,16777,2845,147970,7669,16171,2493,262158,10089,24029,2889,37731,3556,44338,3909,39402,3351,100645,6584,16013,2829,181444,8023,53982,3768,51404,4688,33524,3972,17236,2859,14454,2099,10844,1934,154653,7561,95770,6130,33951,3821,11390,2243,3711,2032,2331,814,7500,1336,55314,4564,45368,4259,5618,2300,691,375,437,326,281,182,2919,719,39576,3875,34842,3675,1306,831,359,339,164,161,0,297,2905,948,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,173429,5114,19045,2438,138,153,364,306,1768,861,365,232,12228,1873,4182,1278,20703,2121,339,191,663,346,1557,561,1542,593,14752,1839,1850,592,33188,2960,1814,572,2934,980,2674,899,3941,1054,18072,2112,3753,991,30814,2986,3378,1084,5567,1281,5050,1112,3873,1071,9325,1726,3621,893,35262,2989,10240,1570,6397,1481,4671,1112,4113,1172,5778,1431,4063,1140,17446,2328,8843,1788,3171,759,1496,629,534,245,936,499,2466,810,16971,2126,11895,1730,2257,849,860,593,493,352,252,191,1214,469,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,152187,5032,26570,2768,175,142,477,320,1494,566,1190,691,18102,2272,5132,1533,34666,3164,1652,646,3057,1071,2460,791,3690,1236,21450,2638,2357,780,40413,3257,5283,1119,7981,1523,6663,1246,6462,1335,10518,1942,3506,849,24851,2601,11593,1940,5814,1061,3503,1064,1411,643,896,547,1634,489,18049,2425,13243,1916,2477,808,417,234,106,125,217,194,1589,745,4524,1012,3646,963,413,338,0,256,0,256,0,256,465,322,3114,888,2661,818,47,77,39,67,0,256,126,158,241,232,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1413447,16614,256316,8466,5042,1095,4717,951,13197,2167,10659,1473,178545,7702,44156,4344,271102,9452,12488,2180,11903,1768,16533,2010,20128,2224,195771,8183,14279,2546,323266,10680,31256,2667,40807,3562,53719,3812,50425,4556,133097,7460,13962,2302,219704,9683,60685,4266,58255,5059,44771,4588,21462,3159,24118,3074,10413,1651,199941,7594,123358,6718,36832,3171,17100,2291,7626,1790,6662,1723,8363,1408,76688,5097,59653,4857,8809,2209,2687,847,732,363,1269,1242,3538,1345,66430,5066,55106,4627,4949,1228,1003,485,739,737,49,82,4584,1453,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,683921,13453,132029,6757,3880,1062,2459,657,5224,1048,5590,1264,92567,5753,22309,2597,147834,7124,6566,1201,7213,1092,8319,1250,14834,2371,103151,6152,7751,1414,170230,7418,24000,2421,30741,2700,34951,3381,26418,2956,43538,3390,10582,1753,110343,6150,48738,3551,30543,3344,17202,2846,4727,991,4388,1052,4745,969,79832,4786,59758,4191,10662,1696,2749,965,773,506,753,464,5137,826,27268,3471,24815,3390,772,458,363,418,0,264,70,120,1248,470,16385,2091,14816,2079,181,158,172,283,0,264,0,264,1216,529,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,323037,6427,54371,3919,1072,400,1832,614,2681,709,2468,651,39633,3306,6685,1100,75527,3883,4757,880,4761,918,8710,1339,7794,1298,44834,3049,4671,878,85308,4093,16430,1974,16788,1882,15336,1747,13251,2155,16829,2139,6674,1285,50120,2977,26654,2183,12291,2074,4023,1044,1513,715,1076,505,4563,892,40404,3077,31440,2855,3584,1032,657,319,262,227,456,404,4005,757,10640,1428,8746,1366,249,179,182,186,0,221,71,117,1392,426,6667,1156,5589,1093,14,24,53,89,0,221,0,221,1011,359,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,327358,8076,58194,4118,1040,489,1731,802,2772,899,2405,700,42017,4039,8229,1492,67920,4124,2522,567,5078,1144,5850,1017,6896,1475,42058,3544,5516,1018,90658,4768,15820,1777,15801,2502,20018,2603,11964,1897,20046,2140,7009,1117,53727,3473,23753,2452,13802,2253,7267,1590,2880,991,1865,733,4160,992,38531,3777,26490,3070,6287,1589,1141,659,763,471,526,237,3324,779,11989,1737,10106,1697,348,263,305,273,39,65,52,86,1139,398,6339,1531,5680,1403,128,158,45,76,0,240,0,240,486,356,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,485925,9577,116266,5654,2228,707,3835,1080,7250,1197,6402,1333,74483,4658,22068,2606,113722,6558,7753,1489,6490,1573,10763,1871,12526,1928,65257,5275,10933,1576,113592,5654,25819,2720,24272,2963,20086,2444,13712,2024,16993,1968,12710,1969,71441,4643,40983,3242,14455,2466,5154,1374,2779,1124,1687,661,6383,1100,49454,3824,38481,3312,4396,966,1223,787,133,117,460,422,4761,1043,12998,1964,11109,1813,449,446,0,270,0,270,0,270,1440,460,8452,1485,6887,1246,84,101,19,32,88,143,0,270,1374,623,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,539726,13040,132713,7156,2405,836,1733,787,6147,1418,5267,1672,85369,5630,31792,3501,134841,7310,8695,2293,5835,1535,9246,2107,12553,1911,82399,5940,16113,2113,113987,5989,19694,3266,21431,2666,22546,2828,15315,2499,25132,2766,9869,1875,67914,4949,30333,3575,15557,2501,9500,2552,2363,828,2155,938,8006,1456,58819,4849,45061,4216,5118,1179,2191,1137,357,245,231,197,5861,1426,17697,2984,14253,2664,1068,725,285,243,140,168,52,87,1899,734,13755,2398,11869,2005,111,115,153,183,0,278,0,278,1622,996,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,152955,5619,29276,2941,830,519,1298,556,3378,1030,2290,925,17598,2373,3882,928,34199,2506,1378,435,3159,1057,2465,687,3713,995,21184,2353,2300,697,37543,3280,5270,982,6116,1528,6577,1442,6547,1650,9898,1703,3135,796,23386,2480,10665,1532,4506,1189,2997,1017,1519,595,2522,885,1177,421,18793,2047,13229,1954,2404,704,814,532,541,342,503,337,1302,451,5929,1207,4605,1032,423,344,201,173,0,229,69,113,631,335,3829,1197,3212,1114,0,229,0,229,19,33,0,229,598,394,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,647033,13028,82628,5439,1669,633,2248,730,6623,1637,3582,921,56610,4620,11896,2174,94338,6237,5438,1140,3670,1060,5161,1462,5734,1775,68472,5815,5863,1523,138052,6259,7831,1531,10275,2023,16027,2176,22364,2799,74156,5345,7399,1629,118793,6919,16311,2579,28344,3521,25350,3541,19212,2837,24086,3205,5490,1564,111212,6891,42993,4046,33809,4066,15155,2298,7636,1899,7847,1633,3772,915,55509,4473,36849,3636,9662,1910,3468,1052,1852,872,773,427,2905,873,46501,3797,38699,3414,3785,900,575,422,548,509,166,159,2728,961,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,880147,14720,154935,7165,1883,722,5686,1509,13866,2100,13029,2157,95120,4833,25351,3210,158824,8113,12115,2029,9538,1549,18233,2649,13462,2351,97398,6283,8078,1586,154608,7760,11683,1989,12230,1921,19523,2471,20937,3286,84390,5467,5845,1274,126990,8287,20190,2140,22768,2924,25143,3388,20072,2832,33812,4197,5005,1090,148623,8305,58050,5311,35905,3848,23621,2720,11178,2015,15732,2759,4137,1244,68337,4510,44415,3166,12781,2189,5856,2026,1383,636,1476,632,2426,726,67830,4427,56488,3690,5872,1600,1411,654,713,385,91,108,3255,1023,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
