GEO_ID,B25106_001E,B25106_001M,B25106_002E,B25106_002M,B25106_003E,B25106_003M,B25106_004E,B25106_004M,B25106_005E,B25106_005M,B25106_006E,B25106_006M,B25106_007E,B25106_007M,B25106_008E,B25106_008M,B25106_009E,B25106_009M,B25106_010E,B25106_010M,B25106_011E,B25106_011M,B25106_012E,B25106_012M,B25106_013E,B25106_013M,B25106_014E,B25106_014M,B25106_015E,B25106_015M,B25106_016E,B25106_016M,B25106_017E,B25106_017M,B25106_018E,B25106_018M,B25106_019E,B25106_019M,B25106_020E,B25106_020M,B25106_021E,B25106_021M,B25106_022E,B25106_022M,B25106_023E,B25106_023M,B25106_024E,B25106_024M,B25106_025E,B25106_025M,B25106_026E,B25106_026M,B25106_027E,B25106_027M,B25106_028E,B25106_028M,B25106_029E,B25106_029M,B25106_030E,B25106_030M,B25106_031E,B25106_031M,B25106_032E,B25106_032M,B25106_033E,B25106_033M,B25106_034E,B25106_034M,B25106_035E,B25106_035M,B25106_036E,B25106_036M,B25106_037E,B25106_037M,B25106_038E,B25106_038M,B25106_039E,B25106_039M,B25106_040E,B25106_040M,B25106_041E,B25106_041M,B25106_042E,B25106_042M,B25106_043E,B25106_043M,B25106_044E,B25106_044M,B25106_045E,B25106_045M,B25106_046E,B25106_046M,NAME,B25106_001MA,B25106_001EA,B25106_002MA,B25106_002EA,B25106_003MA,B25106_003EA,B25106_004MA,B25106_004EA,B25106_005MA,B25106_005EA,B25106_006MA,B25106_006EA,B25106_007EA,B25106_007MA,B25106_008EA,B25106_008MA,B25106_009MA,B25106_009EA,B25106_010MA,B25106_010EA,B25106_011MA,B25106_011EA,B25106_012MA,B25106_012EA,B25106_013MA,B25106_013EA,B25106_014MA,B25106_014EA,B25106_015MA,B25106_015EA,B25106_016MA,B25106_016EA,B25106_017MA,B25106_017EA,B25106_018MA,B25106_018EA,B25106_019EA,B25106_019MA,B25106_020EA,B25106_020MA,B25106_021MA,B25106_021EA,B25106_022MA,B25106_022EA,B25106_023MA,B25106_023EA,B25106_024MA,B25106_024EA,B25106_025EA,B25106_025MA,B25106_026MA,B25106_026EA,B25106_027MA,B25106_027EA,B25106_028EA,B25106_028MA,B25106_029MA,B25106_029EA,B25106_030EA,B25106_030MA,B25106_031EA,B25106_031MA,B25106_032MA,B25106_032EA,B25106_033MA,B25106_033EA,B25106_034MA,B25106_034EA,B25106_035EA,B25106_035MA,B25106_036EA,B25106_036MA,B25106_037MA,B25106_037EA,B25106_038MA,B25106_038EA,B25106_039EA,B25106_039MA,B25106_040EA,B25106_040MA,B25106_041EA,B25106_041MA,B25106_042EA,B25106_042MA,B25106_043MA,B25106_043EA,B25106_044MA,B25106_044EA,B25106_045MA,B25106_045EA,B25106_046MA,B25106_046EA,state
0400000US01,1788692,9253,1261475,13183,234226,8108,55256,3430,43928,3410,135042,5801,232885,5818,114290,4320,50109,3436,68486,4156,203799,6721,114943,4795,55835,3877,33021,2489,251104,8659,170009,5735,61368,4558,19727,2473,330033,6556,279106,6739,42597,3090,8330,1245,9428,1433,527217,11869,206871,7549,10669,2034,30481,3313,165721,6717,108229,6771,22776,2299,52072,4900,33381,3679,64110,5010,36490,3496,23493,3266,4127,1145,47738,4155,40826,4063,6139,1577,773,362,24450,2529,23092,2525,1021,541,337,282,11292,1775,64527,4208,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,233252,2012,147019,3283,13636,1273,2164,459,1590,437,9882,1244,14022,1517,5037,891,2108,563,6877,998,18011,1844,7034,950,4073,989,6904,1033,31426,2351,13944,1410,9032,1378,8450,1467,69351,3048,46299,2595,17473,1569,5579,1139,573,380,86233,3244,17485,1921,428,266,695,332,16362,1799,17023,1931,1080,357,4229,970,11714,1810,12436,1689,2352,692,6850,1348,3234,876,15914,2048,8758,1494,5141,1087,2015,802,12090,1595,9664,1394,2362,626,64,94,98,125,11187,1451,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2204013,9234,1502457,13503,197448,7003,43909,2981,25283,2292,128256,6451,240988,8143,93592,4316,36067,3319,111329,5605,239723,7527,90560,5246,63730,4660,85433,4788,321643,8658,144117,6017,118308,5370,59218,3907,492862,8994,354873,8327,110574,4861,27415,2355,9793,1971,701556,12519,201931,7071,3641,976,14263,2224,184027,6702,170489,7790,13787,2816,59950,4055,96752,5653,117126,6932,33725,3999,57180,5269,26221,2646,94727,7300,61891,6240,27303,3109,5533,1236,62054,4953,55393,4788,6109,1181,552,290,12506,2271,42723,3593,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1087542,7421,736825,11065,141374,3968,31918,2200,27752,2548,81704,3598,145169,4712,73724,3594,32019,2494,39426,3066,124831,5122,76413,4052,34551,2979,13867,1707,153269,5904,114845,4745,28555,2059,9869,1392,168243,5448,144866,5271,20008,2109,3369,920,3939,973,350717,8790,136092,6084,6621,1436,18394,2655,111077,5235,82036,4708,16321,2482,39161,3489,26554,3033,44266,4495,26956,3471,15323,2389,1987,627,29314,3362,24770,2954,3986,1449,558,306,14398,1929,13640,1934,664,460,94,161,4141,1147,40470,2873,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12097894,20853,7070138,36338,639307,12404,91755,4472,81009,4761,466543,12341,808921,13746,236630,6117,114235,5105,458056,11210,827204,13304,250374,7389,124480,5152,452350,11648,1368044,16312,400486,7985,295456,8493,672102,13126,3382034,27875,1600882,20128,1024332,17085,756820,13505,44628,4160,5027756,31936,1265205,18645,19954,3147,91430,5939,1153821,17712,1029644,18508,40953,4379,160467,7591,828224,15956,805207,15355,97850,6187,325562,9303,381795,13154,836737,13998,272512,8892,370593,10271,193632,9259,830907,20567,578215,16286,211903,7862,40789,3481,73799,5452,186257,8855,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1819037,8199,1233695,10904,115839,4903,13312,1670,18008,1780,84519,5072,160414,7390,47503,2903,23732,2557,89179,5726,172977,5939,51344,2806,40262,3251,81371,4878,269520,6577,89791,4306,93671,4581,86058,4861,509066,8236,309917,6886,154076,5556,45073,3199,5879,944,585342,11059,174707,7015,4810,1118,16274,2133,153623,6744,140446,6323,10180,1776,45113,4589,85153,4608,96083,5227,26863,3148,44458,3920,24762,2946,85236,5439,43320,3955,33864,3935,8052,1712,51479,3989,43326,3507,7643,1515,510,320,9440,2075,27951,2747,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1323838,6482,919943,9808,68358,3648,1785,622,6264,1123,60309,3546,89501,4268,13279,1473,23327,1900,52895,3796,101732,4489,27678,2046,21324,2049,52730,4108,182017,6624,61247,2956,52973,3637,67797,4377,474916,8611,276643,7379,142892,5627,55381,3444,3419,876,403895,8863,119368,6507,4737,1294,17572,2357,97059,6267,79067,5292,5015,1504,18941,2544,55111,4360,61535,5044,11692,2173,28917,3239,20926,2735,61792,4269,32195,3169,22960,3042,6637,1559,55029,4156,45302,3689,8383,1702,1344,539,6590,1808,20514,2719,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,317640,2835,229860,4042,24616,2011,4647,837,3541,902,16428,1891,30015,2150,11299,1417,5445,1000,13271,1511,31168,2488,13735,1672,6326,1206,11107,1395,49181,2923,23561,2107,15818,1627,9802,1336,94029,3426,70149,2834,19963,1931,3917,863,851,406,87780,3942,22587,2000,712,406,2490,785,19385,2026,18207,2158,1342,595,4579,1356,12286,1692,16943,2007,3876,949,8347,1335,4720,1181,14537,1983,9227,1455,4593,1175,717,499,8999,1571,8131,1501,713,549,155,253,821,505,5686,1081,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,248213,2990,105518,3324,8316,1188,499,318,718,306,7099,1139,11552,1512,3032,761,1572,560,6948,1110,12689,1872,3892,1064,2612,1009,6185,1110,17268,1821,5469,915,5866,1232,5933,1282,54754,2771,35360,2303,14369,1386,5025,976,939,420,142695,3688,43945,2997,2423,770,4962,1229,36560,3104,26461,2783,1214,571,7660,1645,17587,2356,20077,2649,4607,1344,8799,1437,6671,1412,22887,2194,9706,1656,9107,1591,4074,1060,22978,2364,16870,2223,4977,1042,1131,477,4030,1112,2317,571,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7048800,20625,4903949,29804,734795,13189,107102,4829,98450,4355,529243,12425,851434,16756,276080,7999,165316,5954,410038,12610,787498,12314,311877,8128,189284,7777,286337,8831,992639,16779,462591,11852,298283,8690,231765,8673,1494065,19159,1008985,16684,345661,7835,139419,5537,43518,3782,2144851,23516,614141,12923,10965,1946,40248,3723,562928,12411,529994,13921,29244,3782,128975,7196,371775,12273,362626,13113,71424,5035,179240,9146,111962,7124,302474,9738,146270,6610,118945,7069,37259,3732,186195,8583,150941,8006,28099,2907,7155,1962,40213,4226,109208,6331,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
