GEO_ID,C08011_001E,C08011_001M,C08011_002E,C08011_002M,C08011_003E,C08011_003M,C08011_004E,C08011_004M,C08011_005E,C08011_005M,C08011_006E,C08011_006M,C08011_007E,C08011_007M,C08011_008E,C08011_008M,C08011_009E,C08011_009M,C08011_010E,C08011_010M,C08011_011E,C08011_011M,C08011_012E,C08011_012M,C08011_013E,C08011_013M,C08011_014E,C08011_014M,C08011_015E,C08011_015M,C08011_016E,C08011_016M,C08011_017E,C08011_017M,C08011_018E,C08011_018M,C08011_019E,C08011_019M,C08011_020E,C08011_020M,C08011_021E,C08011_021M,C08011_022E,C08011_022M,C08011_023E,C08011_023M,C08011_024E,C08011_024M,C08011_025E,C08011_025M,C08011_026E,C08011_026M,C08011_027E,C08011_027M,C08011_028E,C08011_028M,C08011_029E,C08011_029M,C08011_030E,C08011_030M,C08011_031E,C08011_031M,C08011_032E,C08011_032M,C08011_033E,C08011_033M,NAME,C08011_001EA,C08011_001MA,C08011_002EA,C08011_002MA,C08011_003EA,C08011_003MA,C08011_004EA,C08011_004MA,C08011_005MA,C08011_005EA,C08011_006EA,C08011_006MA,C08011_007MA,C08011_007EA,C08011_008EA,C08011_008MA,C08011_009MA,C08011_009EA,C08011_010EA,C08011_010MA,C08011_011EA,C08011_011MA,C08011_012EA,C08011_012MA,C08011_013EA,C08011_013MA,C08011_014EA,C08011_014MA,C08011_015EA,C08011_015MA,C08011_016MA,C08011_016EA,C08011_017MA,C08011_017EA,C08011_018EA,C08011_018MA,C08011_019EA,C08011_019MA,C08011_020MA,C08011_020EA,C08011_021MA,C08011_021EA,C08011_022MA,C08011_022EA,C08011_023EA,C08011_023MA,C08011_024EA,C08011_024MA,C08011_025EA,C08011_025MA,C08011_026MA,C08011_026EA,C08011_027MA,C08011_027EA,C08011_028MA,C08011_028EA,C08011_029MA,C08011_029EA,C08011_030EA,C08011_030MA,C08011_031MA,C08011_031EA,C08011_032MA,C08011_032EA,C08011_033MA,C08011_033EA,state
0400000US01,1897831,16764,104708,5752,83291,4689,125125,5778,186555,7291,239631,8415,305647,9066,258163,8745,135518,5738,67223,4540,391970,11001,1031894,9505,75941,4849,60482,4265,85914,5242,123144,5712,139882,6301,145702,6219,111134,5486,64640,3938,27848,3082,197207,8134,865937,11172,28767,3183,22809,2383,39211,2922,63411,4343,99749,4653,159945,6656,147029,6716,70878,4185,39375,3171,194763,6604,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,282623,5440,7559,1415,6370,1265,12027,1733,19582,2287,28298,2340,36449,3128,52012,3161,26724,2214,22884,2238,70718,3670,155910,3437,5743,1135,4553,973,8422,1376,13924,1808,19563,2037,20164,2082,26056,2286,12930,1605,9501,1567,35054,2377,126713,3208,1816,602,1817,736,3605,749,5658,1081,8735,1260,16285,1863,25956,2033,13794,1479,13383,1481,35664,2533,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2471042,15266,183648,9792,142422,6413,165271,7457,254697,9893,252410,10149,329029,10225,281420,9364,219848,8902,103396,5709,538901,12722,1393123,10516,146778,7734,109804,5979,110730,5926,170452,8171,137148,6586,170681,8010,123810,5583,108390,5658,45636,3759,269694,7765,1077919,11343,36870,4170,32618,3799,54541,3833,84245,4952,115262,5917,158348,6571,157610,6488,111458,6257,57760,3929,269207,9693,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1169634,12336,52853,3880,39827,3541,61712,3960,115267,5459,134912,5445,185459,6799,198863,7579,88900,4890,42004,2910,249837,8108,626171,7524,36383,3136,28042,2627,40241,3219,78721,4309,79444,4504,92961,4302,84812,4613,40801,3369,16872,2221,127894,6093,543463,8621,16470,1932,11785,2021,21471,2323,36546,3066,55468,3072,92498,4813,114051,5390,48099,3479,25132,2519,121943,5404,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14884821,38860,740594,16180,656808,19694,783942,16584,1350244,21843,1394177,23095,2126062,27884,1743063,23912,1709468,30675,840086,14408,3540377,32930,8416297,30862,558479,15090,503788,15440,557291,13598,915934,17920,831248,19052,1155022,20612,822755,18082,855880,20254,375904,10422,1839996,26067,6468524,28736,182115,7368,153020,8404,226651,9366,434310,11880,562929,12019,971040,17590,920308,16689,853588,16988,464182,11128,1700381,21993,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2143230,11983,70873,4767,64286,4953,106714,5878,203642,7880,239760,8543,321796,8854,304830,8794,260162,9896,110062,6412,461105,11486,1186584,7613,50115,4157,48226,4126,71241,5009,140256,6396,142294,5794,181879,6711,148000,5683,129811,6124,46472,3917,228290,8421,956646,9982,20758,2179,16060,2661,35473,2806,63386,4591,97466,5107,139917,6142,156830,7028,130351,6907,63590,4361,232815,8375,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1603159,13826,41408,3196,34344,3171,67329,4608,136706,6055,186366,7263,247232,9252,225753,8172,208383,6813,110896,5873,344742,10107,846135,8666,28789,2266,25909,2673,48072,3695,92853,5302,110821,5644,136457,6877,104064,6216,91464,4826,42416,3225,165290,6530,757024,9393,12619,2428,8435,1500,19257,2128,43853,3237,75545,4302,110775,5784,121689,5053,116919,5210,68480,4291,179452,7426,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,382481,5850,11315,1885,11116,1936,17830,2157,35505,3196,46020,2486,67456,3941,55270,3441,40877,3144,19913,2139,77179,4533,201939,3287,7966,1539,8385,1691,12249,1834,25473,2545,28170,2395,31529,2711,24849,2572,18050,1992,8551,1398,36717,2881,180542,4519,3349,890,2731,887,5581,1173,10032,1413,17850,1764,35927,2803,30421,2615,22827,2485,11362,1554,40462,3008,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,238755,4380,5499,1487,5181,1266,7446,1262,13420,1788,16424,2073,26413,2816,32918,2605,44187,3625,31656,3097,55611,3124,120929,2769,3444,1172,2728,870,4907,1226,8282,1406,8742,1580,13401,1732,15046,1817,20821,2420,14570,2105,28988,2411,117826,3618,2055,763,2453,879,2539,792,5138,1428,7682,1359,13012,2005,17872,1887,23366,2461,17086,2016,26623,2231,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7421560,25655,236460,10512,210414,8908,296970,12310,709906,18577,822787,15452,1154348,20761,938246,15532,902608,18094,454008,13024,1695813,25964,4029010,20671,167161,8140,154413,7869,208261,10067,485338,15058,493897,11597,616727,16737,434181,12761,445586,12048,194266,8595,829180,20104,3392550,20747,69299,4911,56001,4579,88709,5190,224568,8627,328890,10375,537621,13853,504065,12181,457022,12378,259742,9032,866633,14832,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
