GEO_ID,B24082_001E,B24082_001M,B24082_002E,B24082_002M,B24082_003E,B24082_003M,B24082_004E,B24082_004M,B24082_005E,B24082_005M,B24082_006E,B24082_006M,B24082_007E,B24082_007M,B24082_008E,B24082_008M,B24082_009E,B24082_009M,B24082_010E,B24082_010M,B24082_011E,B24082_011M,B24082_012E,B24082_012M,B24082_013E,B24082_013M,B24082_014E,B24082_014M,B24082_015E,B24082_015M,B24082_016E,B24082_016M,B24082_017E,B24082_017M,B24082_018E,B24082_018M,B24082_019E,B24082_019M,B24082_020E,B24082_020M,NAME,B24082_001MA,B24082_001EA,B24082_002MA,B24082_002EA,B24082_003MA,B24082_003EA,B24082_004EA,B24082_004MA,B24082_005EA,B24082_005MA,B24082_006EA,B24082_006MA,B24082_007MA,B24082_007EA,B24082_008MA,B24082_008EA,B24082_009EA,B24082_009MA,B24082_010EA,B24082_010MA,B24082_011EA,B24082_011MA,B24082_012MA,B24082_012EA,B24082_013MA,B24082_013EA,B24082_014MA,B24082_014EA,B24082_015EA,B24082_015MA,B24082_016EA,B24082_016MA,B24082_017EA,B24082_017MA,B24082_018MA,B24082_018EA,B24082_019MA,B24082_019EA,B24082_020EA,B24082_020MA,state
0400000US01,31907,370,31388,450,30773,456,53836,6262,30359,2071,33475,2368,37245,4208,57021,7198,27199,1844,7385,7727,20615,343,19137,423,18995,419,26892,2687,21858,1132,28010,1738,30276,1329,41923,1750,13219,1911,6288,2604,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,41346,781,37507,3118,36352,1430,61793,15071,37941,7798,44940,4438,51106,1862,51378,3477,36772,6995,13281,16120,27476,1631,23074,1448,22636,1322,35715,5483,33157,3656,35128,4699,35985,3414,41595,3208,20781,3967,20896,6726,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,32325,339,31590,414,30701,445,55428,7379,32901,2645,38509,1989,36212,2115,50278,2227,27941,2702,17244,20203,25232,364,24033,484,23709,490,35845,3892,28144,1719,30784,795,29363,1474,37740,3079,15958,1189,8904,2962,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,28218,695,27636,730,26794,522,48194,3916,31201,1736,31227,1142,31156,3376,45100,3660,23342,1623,11022,13174,20511,358,19132,520,18908,520,26825,4360,23955,1196,25766,1766,26130,1297,37538,5347,12367,1616,14490,79056,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37089,156,35310,204,33766,412,66775,3188,37322,1187,52288,798,53191,2295,50716,868,35209,843,12734,3134,26874,211,24730,284,24399,289,40511,1842,32272,576,36968,673,37503,1203,44750,1313,19830,815,10542,2005,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,36890,451,36209,551,35046,665,50551,1992,35402,2131,42208,1930,43808,2862,52006,3457,30920,1101,11304,2616,26140,335,25283,392,25173,399,28734,4314,28916,1318,30242,1096,34060,2728,47610,3122,16705,1139,11432,2534,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,45648,634,44921,1029,43158,1327,69283,7984,41348,2048,51836,1388,57442,5932,53265,2416,39387,3691,7350,53651,31195,439,29649,891,29342,911,41503,7804,33655,1769,40015,1659,44713,3562,37421,3483,22292,2407,7261,11263,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,39500,1751,38740,2072,37346,1511,63612,7248,35662,4636,42034,8358,42663,2616,53255,7401,33142,5787,33400,1605,27695,1013,26114,896,25956,900,31324,2157,28572,3839,39868,3208,35453,2374,44028,8328,17245,2378,3766,3121,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,42660,2616,37807,3694,36719,2271,81211,35274,46575,6653,55022,7729,35661,6296,60470,10869,40476,8251,2499,0,39782,1490,34631,3350,34647,3397,34344,7616,40475,1960,38859,4011,35047,9672,51741,5109,35789,12640,2499,0,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"2,500-",***,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"2,500-",***,11
0400000US12,31743,172,31058,203,30033,290,47477,2164,32287,990,39978,1282,35896,1552,48224,2952,27022,759,11522,2284,23879,233,22356,215,22099,216,31333,957,27077,775,31815,505,31103,572,42397,1899,16287,741,11636,2377,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,35037,464,34751,717,33318,793,50796,1459,36626,931,35178,1003,32943,1556,47307,2460,28181,2795,23317,12182,25293,269,24008,405,23761,409,31458,1174,26910,1021,30750,911,30423,842,43284,1889,15104,1352,28159,10368,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,35710,694,31916,827,31284,873,52498,11329,36352,5123,41605,1608,41613,1873,52259,4313,32378,4755,31045,9193,25594,558,23766,810,23464,806,31889,6162,28445,2104,29082,4894,31629,1290,39034,7152,20528,1845,8052,3115,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,30450,554,29968,811,28720,1011,43570,3838,26275,3975,34365,1680,38637,3721,47387,4974,25545,2435,10818,3399,18692,756,17556,775,17577,770,17120,4193,18425,3441,25299,1659,23835,2935,36452,5226,12009,1284,10492,3247,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,39437,682,38217,845,36999,380,60258,2523,36049,1579,47605,1462,43645,1966,50824,1259,31524,668,14890,4254,25885,272,24498,373,24335,376,31614,2306,28669,829,33403,964,33355,1476,44795,1366,13458,1309,10430,4438,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,35581,325,35796,357,35254,377,52055,1948,32906,2167,38054,1446,34449,1479,52235,2744,26756,921,16049,11372,22384,223,21608,255,21525,261,26083,2471,25664,776,27437,1058,28023,1611,41823,1891,11554,585,7330,7060,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,33249,593,32742,582,32383,368,41106,1643,31602,2499,39131,2138,41011,1413,45458,1450,27325,1481,6778,10309,22043,264,21296,312,21271,308,22228,2434,23451,988,28667,1341,33773,1677,37257,3083,10865,697,12163,5464,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,32634,711,32852,888,32159,512,49630,2956,30375,2607,32942,1345,35848,1602,46257,2354,25417,1720,21970,15670,21627,374,20694,406,20552,385,28980,5481,24706,1642,25715,1322,27153,1458,34006,2283,12468,1293,11175,4318,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,32297,315,32370,442,31882,415,47383,3204,32328,2435,35307,1687,36639,1769,45758,2184,24030,2395,12028,19016,21503,314,20499,368,20392,375,26307,3151,25653,1092,25904,1259,27371,1434,38487,3366,12344,1264,7073,1587,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,33315,742,33725,941,32610,846,52295,3839,32803,3532,33157,1584,34539,2050,46276,3814,25376,2163,21028,27455,20120,387,18123,474,17936,489,25000,4470,21908,1410,28054,1482,29020,2178,36511,4412,11595,881,9357,2449,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,32371,650,32279,716,31819,712,40096,3578,30947,2035,36361,1370,39321,6097,51628,2390,26367,1354,10833,5053,22418,446,21179,498,21125,485,23357,4941,25512,1178,26676,2026,30427,2381,34271,4553,14331,2460,15439,10036,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,43582,775,40947,402,40096,659,61681,2181,44572,2562,47151,1773,45678,2299,74596,3149,34711,2147,20930,1974,31867,406,27113,502,26849,480,40791,4728,35897,983,38112,1267,37619,1788,58330,2928,18089,2239,9904,5030,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,43861,907,42642,1054,41918,436,63959,5004,42632,2500,51008,1168,50958,1966,50455,1357,37146,2425,36888,15582,30049,329,27923,571,27761,564,35239,5303,33521,1459,36654,1348,36933,1974,44272,2657,20866,1343,16625,6332,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
