GEO_ID,B25118_001E,B25118_001M,B25118_002E,B25118_002M,B25118_003E,B25118_003M,B25118_004E,B25118_004M,B25118_005E,B25118_005M,B25118_006E,B25118_006M,B25118_007E,B25118_007M,B25118_008E,B25118_008M,B25118_009E,B25118_009M,B25118_010E,B25118_010M,B25118_011E,B25118_011M,B25118_012E,B25118_012M,B25118_013E,B25118_013M,B25118_014E,B25118_014M,B25118_015E,B25118_015M,B25118_016E,B25118_016M,B25118_017E,B25118_017M,B25118_018E,B25118_018M,B25118_019E,B25118_019M,B25118_020E,B25118_020M,B25118_021E,B25118_021M,B25118_022E,B25118_022M,B25118_023E,B25118_023M,B25118_024E,B25118_024M,B25118_025E,B25118_025M,NAME,B25118_001MA,B25118_001EA,B25118_002MA,B25118_002EA,B25118_003EA,B25118_003MA,B25118_004EA,B25118_004MA,B25118_005EA,B25118_005MA,B25118_006MA,B25118_006EA,B25118_007MA,B25118_007EA,B25118_008EA,B25118_008MA,B25118_009MA,B25118_009EA,B25118_010EA,B25118_010MA,B25118_011MA,B25118_011EA,B25118_012EA,B25118_012MA,B25118_013EA,B25118_013MA,B25118_014MA,B25118_014EA,B25118_015EA,B25118_015MA,B25118_016EA,B25118_016MA,B25118_017EA,B25118_017MA,B25118_018EA,B25118_018MA,B25118_019EA,B25118_019MA,B25118_020EA,B25118_020MA,B25118_021EA,B25118_021MA,B25118_022EA,B25118_022MA,B25118_023EA,B25118_023MA,B25118_024MA,B25118_024EA,B25118_025MA,B25118_025EA,state
0400000US01,1788692,9253,1261475,13183,29455,2596,59240,3960,78323,4811,76636,4107,82856,4178,150029,4929,203799,6721,251104,8659,149023,5422,120853,4599,60157,2875,527217,11869,52737,4262,78360,4801,68408,4126,54568,4411,49460,4297,72056,4522,71524,5191,52781,4228,14410,1675,10404,1875,2509,951,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,233252,2012,147019,3283,3061,501,2659,525,3675,713,4814,858,4843,868,9179,1245,18011,1844,31426,2351,25382,2197,28649,2221,15320,1768,86233,3244,3484,862,5466,1110,6581,1001,5116,1195,7780,1306,11790,1618,14614,1837,17602,2155,7378,1349,5114,1089,1308,528,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2204013,9234,1502457,13503,31390,2659,40137,3484,62159,3657,73555,4532,73802,4687,167186,6981,239723,7527,321643,8658,200784,6073,181522,5856,110556,4681,701556,12519,45040,4222,51781,3665,68189,4769,66759,4800,68925,5458,112004,6113,123435,7122,99883,7224,39843,4018,18134,2561,7563,2145,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1087542,7421,736825,11065,17066,1925,36286,2746,47448,2588,44513,2587,51260,3460,93909,4030,124831,5122,153269,5904,82643,4228,57869,3199,27731,2428,350717,8790,28249,2689,48424,3419,46070,3711,37953,3105,34528,3287,58075,3698,48368,4487,32979,3410,10337,1562,4018,907,1716,595,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12097894,20853,7070138,36338,114477,5266,126972,6254,220037,8617,222449,6715,263380,7643,545541,13091,827204,13304,1368044,16312,1077828,15171,1280242,21027,1023964,16388,5027756,31936,243569,9691,348153,13540,416615,11472,397388,12645,410915,11441,658730,16791,831792,15797,862235,14508,418177,13356,302490,10725,137692,7972,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1819037,8199,1233695,10904,18595,1936,25541,2343,37943,3320,39639,2983,53924,3859,106490,6041,172977,5939,269520,6577,199417,5552,192620,6038,117029,5082,585342,11059,36094,2986,49426,3917,57161,4638,51877,4137,56062,4117,91001,5378,100261,5338,88926,5722,30316,3229,17976,2502,6242,1505,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1323838,6482,919943,9808,9984,1604,12649,1750,23923,2319,25221,2566,26498,2058,63003,3869,101732,4489,182017,6624,155089,5631,176322,5836,143505,5593,403895,8863,24647,3304,40330,4014,40449,3740,28342,3139,28124,3082,55205,4419,63943,5105,65294,4267,32753,3047,15736,2496,9072,1751,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,317640,2835,229860,4042,3026,841,4746,946,7711,1239,9984,1488,9383,1202,20632,1892,31168,2488,49181,2923,38041,2386,36040,2415,19948,1893,87780,3942,4300,1122,6344,1322,7797,1414,6961,1557,6520,1298,12437,1754,18212,2100,15344,2006,5871,1275,2855,985,1139,550,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,248213,2990,105518,3324,2719,744,1724,572,2244,584,2568,623,3276,744,8276,1268,12689,1872,17268,1821,14669,1920,15502,1559,24583,1913,142695,3688,13517,1977,15420,2072,11069,2055,8622,1538,9253,1502,17699,2516,20585,2684,23161,2190,9985,1739,8741,1539,4643,1111,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7048800,20625,4903949,29804,108651,5703,157247,5938,258676,8514,253739,7554,281984,7934,569450,14951,787498,12314,992639,16779,608195,13547,534968,12442,350902,8905,2144851,23516,129997,7130,190172,8237,194720,7556,188771,8615,200909,9089,351575,11387,376962,12799,315496,10216,111619,7284,59856,4257,24774,2651,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
