GEO_ID,B05003I_001E,B05003I_001M,B05003I_002E,B05003I_002M,B05003I_003E,B05003I_003M,B05003I_004E,B05003I_004M,B05003I_005E,B05003I_005M,B05003I_006E,B05003I_006M,B05003I_007E,B05003I_007M,B05003I_008E,B05003I_008M,B05003I_009E,B05003I_009M,B05003I_010E,B05003I_010M,B05003I_011E,B05003I_011M,B05003I_012E,B05003I_012M,B05003I_013E,B05003I_013M,B05003I_014E,B05003I_014M,B05003I_015E,B05003I_015M,B05003I_016E,B05003I_016M,B05003I_017E,B05003I_017M,B05003I_018E,B05003I_018M,B05003I_019E,B05003I_019M,B05003I_020E,B05003I_020M,B05003I_021E,B05003I_021M,B05003I_022E,B05003I_022M,B05003I_023E,B05003I_023M,NAME,B05003I_001MA,B05003I_001EA,B05003I_002EA,B05003I_002MA,B05003I_003EA,B05003I_003MA,B05003I_004EA,B05003I_004MA,B05003I_005EA,B05003I_005MA,B05003I_006MA,B05003I_006EA,B05003I_007MA,B05003I_007EA,B05003I_008EA,B05003I_008MA,B05003I_009EA,B05003I_009MA,B05003I_010EA,B05003I_010MA,B05003I_011MA,B05003I_011EA,B05003I_012MA,B05003I_012EA,B05003I_013EA,B05003I_013MA,B05003I_014EA,B05003I_014MA,B05003I_015EA,B05003I_015MA,B05003I_016EA,B05003I_016MA,B05003I_017MA,B05003I_017EA,B05003I_018MA,B05003I_018EA,B05003I_019EA,B05003I_019MA,B05003I_020EA,B05003I_020MA,B05003I_021EA,B05003I_021MA,B05003I_022MA,B05003I_022EA,B05003I_023MA,B05003I_023EA,state
0400000US01,99040,1945,55608,1978,16763,1253,12994,1393,3769,836,173,208,3596,837,38845,1522,10422,1584,28423,1789,3512,910,24911,2039,43432,2229,16656,1620,12094,1588,4562,1068,823,536,3739,1080,26776,1351,10434,1211,16342,1632,2966,742,13376,1492,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,30843,503,15618,1281,6132,1007,5954,1045,178,215,40,61,138,211,9486,833,7351,1168,2135,716,1242,598,893,542,15225,1351,5969,1069,5851,1076,118,139,48,80,70,115,9256,782,6609,964,2647,771,1912,665,735,415,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1668524,0,858638,1216,321348,1232,278871,4471,42477,4232,2995,1287,39482,4142,537290,320,251548,8890,285742,8867,67309,5376,218433,8676,809886,1215,307353,1230,266461,4682,40892,4563,4146,1685,36746,4807,502533,321,261964,6260,240569,6303,66791,3756,173778,6782,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,126932,2083,66460,2188,23664,1353,20502,1494,3162,784,102,107,3060,781,42796,1397,11198,1993,31598,1860,3879,999,27719,1974,60472,2129,24038,1568,17809,1860,6229,1338,298,402,5931,1335,36434,1431,13980,2014,22454,2128,1899,682,20555,2155,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12523379,0,6373950,2312,2314683,1772,2080901,12387,233782,12094,19902,3933,213880,11292,4059267,1173,1583910,22387,2475357,22231,694236,14844,1781121,22481,6149429,2315,2220932,1776,2013462,11911,207470,11824,19585,3907,187885,10555,3928497,1171,1643580,21448,2284917,21594,753848,15435,1531069,21990,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,891614,0,462252,1686,159379,1414,140859,2594,18520,2478,790,454,17730,2449,302873,873,167503,5895,135370,5900,23208,3056,112162,6200,429362,1687,156292,1406,139682,2624,16610,2562,580,303,16030,2490,273070,884,176862,5056,96208,4899,19100,2568,77108,4304,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,371425,0,184894,717,64133,506,57708,1690,6425,1736,1338,745,5087,1616,120761,566,69282,5230,51479,5303,15258,2718,36221,5103,186531,718,61952,507,57838,1299,4114,1138,1309,581,2805,901,124579,565,81752,3372,42827,3402,16326,2288,26501,3194,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,50218,0,26232,560,8663,528,7757,726,906,485,188,157,718,447,17569,187,6278,1101,11291,1117,2361,679,8930,1203,23986,560,9291,528,8318,729,973,485,248,186,725,496,14695,188,7215,1296,7480,1256,1469,506,6011,1048,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,45901,0,24290,384,5763,384,5217,341,546,512,80,134,466,494,18527,0,4262,1278,14265,1277,1808,686,12457,1161,21611,384,6289,384,4942,802,1347,834,170,252,1177,851,15322,0,4282,976,11040,976,3115,827,7925,1019,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,11
0400000US12,3414414,1032,1713096,2767,473071,2243,396775,5710,76296,4851,7318,1304,68978,4807,1240025,1873,415613,10638,824412,10419,312901,9098,511511,10845,1701318,2638,449853,2215,380439,5856,69414,5478,7737,1577,61677,5059,1251465,1499,439991,9297,811474,9386,402638,9119,408836,11474,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,625028,2899,357320,3990,112157,3049,84403,4300,27754,3290,2423,1104,25331,3186,245163,3156,41941,4058,203222,4658,31619,4644,171603,5580,267708,3119,100489,2192,81853,3193,18636,2618,1207,607,17429,2561,167219,2243,41187,3685,126032,3826,24962,2724,101070,3816,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,98699,0,50289,677,20143,585,19982,656,161,186,17,29,144,171,30146,217,24901,1478,5245,1446,1704,699,3541,1387,48410,677,19294,585,18704,822,590,625,72,92,518,591,29116,217,24700,1197,4416,1182,2154,727,2262,887,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,126785,244,66210,1436,25228,1074,22412,1376,2816,832,603,419,2213,751,40982,759,16580,2305,24402,2142,5939,1308,18463,2071,60575,1373,23605,1127,19410,1560,4195,1155,628,482,3567,1202,36970,772,18552,1803,18418,1908,5171,1242,13247,1767,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1804619,1156,951544,2006,323703,1267,286229,4253,37474,4045,4565,1324,32909,3700,627841,1655,228900,9140,398941,8948,114839,6584,284102,9638,853075,2001,309398,1328,273420,4367,35978,4121,5049,1556,30929,4099,543677,1491,226730,7926,316947,7789,97339,5698,219608,8594,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,277558,1543,148301,2315,48124,1566,41105,2057,7019,1521,234,219,6785,1535,100177,1896,39477,2446,60700,2738,9327,1347,51373,2853,129257,1889,49804,1543,43088,1928,6716,1670,329,301,6387,1653,79453,1214,39989,2477,39464,2281,8570,1367,30894,2148,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,106052,832,56878,1406,20447,1088,17025,1215,3422,974,298,208,3124,1002,36431,1030,15086,1887,21345,1968,4849,1061,16496,1951,49174,1415,19528,1032,17902,1102,1626,516,268,232,1358,478,29646,1131,14434,1748,15212,1533,2793,788,12419,1415,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,224152,517,117315,1823,41624,1767,34637,1760,6987,1453,1457,950,5530,1362,75691,1207,35860,2741,39831,2581,9259,1565,30572,2626,106837,1880,40319,1761,35564,1951,4755,1090,484,323,4271,1057,66518,1146,35961,1886,30557,1829,6852,1242,23705,1912,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,69702,2148,40631,2007,12307,1086,9695,1119,2612,675,188,110,2424,654,28324,1669,9657,2009,18667,1874,2441,936,16226,1881,29071,1979,11388,1353,8774,1426,2614,709,325,187,2289,672,17683,1170,8702,1427,8981,942,1462,568,7519,1104,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,123066,1607,62061,2078,17119,1335,15543,1188,1576,761,992,691,584,303,44942,1649,23433,2233,21509,2563,8484,1466,13025,2449,61005,2098,16126,1253,14719,1264,1407,550,459,440,948,354,44879,1292,22986,2031,21893,1799,11282,1208,10611,1707,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
