GEO_ID,B16005_001E,B16005_001M,B16005_002E,B16005_002M,B16005_003E,B16005_003M,B16005_004E,B16005_004M,B16005_005E,B16005_005M,B16005_006E,B16005_006M,B16005_007E,B16005_007M,B16005_008E,B16005_008M,B16005_009E,B16005_009M,B16005_010E,B16005_010M,B16005_011E,B16005_011M,B16005_012E,B16005_012M,B16005_013E,B16005_013M,B16005_014E,B16005_014M,B16005_015E,B16005_015M,B16005_016E,B16005_016M,B16005_017E,B16005_017M,B16005_018E,B16005_018M,B16005_019E,B16005_019M,B16005_020E,B16005_020M,B16005_021E,B16005_021M,B16005_022E,B16005_022M,B16005_023E,B16005_023M,B16005_024E,B16005_024M,B16005_025E,B16005_025M,B16005_026E,B16005_026M,B16005_027E,B16005_027M,B16005_028E,B16005_028M,B16005_029E,B16005_029M,B16005_030E,B16005_030M,B16005_031E,B16005_031M,B16005_032E,B16005_032M,B16005_033E,B16005_033M,B16005_034E,B16005_034M,B16005_035E,B16005_035M,B16005_036E,B16005_036M,B16005_037E,B16005_037M,B16005_038E,B16005_038M,B16005_039E,B16005_039M,B16005_040E,B16005_040M,B16005_041E,B16005_041M,B16005_042E,B16005_042M,B16005_043E,B16005_043M,B16005_044E,B16005_044M,B16005_045E,B16005_045M,NAME,B16005_001MA,B16005_001EA,B16005_002MA,B16005_002EA,B16005_003EA,B16005_003MA,B16005_004EA,B16005_004MA,B16005_005EA,B16005_005MA,B16005_006MA,B16005_006EA,B16005_007MA,B16005_007EA,B16005_008EA,B16005_008MA,B16005_009EA,B16005_009MA,B16005_010EA,B16005_010MA,B16005_011MA,B16005_011EA,B16005_012MA,B16005_012EA,B16005_013MA,B16005_013EA,B16005_014EA,B16005_014MA,B16005_015EA,B16005_015MA,B16005_016MA,B16005_016EA,B16005_017MA,B16005_017EA,B16005_018MA,B16005_018EA,B16005_019MA,B16005_019EA,B16005_020EA,B16005_020MA,B16005_021EA,B16005_021MA,B16005_022EA,B16005_022MA,B16005_023MA,B16005_023EA,B16005_024MA,B16005_024EA,B16005_025MA,B16005_025EA,B16005_026EA,B16005_026MA,B16005_027EA,B16005_027MA,B16005_028MA,B16005_028EA,B16005_029MA,B16005_029EA,B16005_030MA,B16005_030EA,B16005_031EA,B16005_031MA,B16005_032EA,B16005_032MA,B16005_033MA,B16005_033EA,B16005_034MA,B16005_034EA,B16005_035MA,B16005_035EA,B16005_036EA,B16005_036MA,B16005_037EA,B16005_037MA,B16005_038MA,B16005_038EA,B16005_039MA,B16005_039EA,B16005_040MA,B16005_040EA,B16005_041EA,B16005_041MA,B16005_042EA,B16005_042MA,B16005_043MA,B16005_043EA,B16005_044MA,B16005_044EA,B16005_045MA,B16005_045EA,state
0400000US13,8125787,3431,7341218,17211,7043180,17604,198231,9026,145871,7918,30735,3374,19216,2036,2409,1143,62705,4761,52121,4645,5920,1354,4521,1011,143,190,28039,3459,22720,3213,3020,878,2299,1028,0,297,9063,2103,8092,2019,618,382,353,439,0,297,784569,17192,141153,8451,355058,9148,79386,6421,86061,6601,112247,8253,77364,7061,140799,9257,87717,6697,33510,4281,16054,3835,3518,1346,113241,5794,52079,4701,31155,3350,26208,4606,3799,1191,34318,4783,24742,3974,6206,1452,2812,1094,558,660,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1148331,472,937865,9771,837771,10527,14150,2194,11769,2060,1644,806,655,350,82,94,6147,1457,5483,1353,562,331,102,121,0,264,79397,5415,59513,4571,12537,1987,6842,1360,505,378,400,345,248,244,0,264,0,264,152,252,210466,9763,35431,3041,8116,2190,3523,1013,1649,802,2233,1318,711,958,7753,1723,5656,1350,2033,723,0,264,64,107,158770,8935,55951,4451,60183,5645,35061,3282,7575,1588,396,352,396,352,0,264,0,264,0,264,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1289728,1117,1214380,5112,1150492,5804,47623,3705,38634,3476,5190,1154,3572,899,227,200,7270,1371,5890,1203,929,418,451,306,0,256,3891,889,3594,845,200,190,97,111,0,256,5104,1327,4514,1152,513,410,77,128,0,256,75348,4984,14491,2457,46172,4270,11003,2317,11259,1739,14971,2435,8939,2043,7413,2003,4907,1323,1828,821,631,534,47,79,5633,1323,2363,843,2040,1032,1074,448,156,207,1639,1040,741,629,465,324,338,331,95,115,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11541146,1763,9859954,26535,8899079,26652,677198,17507,512969,15770,99051,7238,53050,5108,12128,2645,213866,7847,181356,7334,19816,2219,11810,1707,884,701,43116,3624,36985,3159,4347,1144,1784,658,0,266,26695,5173,23872,4510,1726,829,999,662,98,164,1681192,26516,165123,7552,771217,17529,195841,9201,188273,8920,250609,13231,136494,10260,456959,19281,237121,11462,125187,8845,72471,7264,22180,4519,237125,9272,125570,6759,69996,4333,32022,3750,9537,2313,50768,6804,30354,4654,13045,2459,5924,1785,1445,823,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5663249,2027,5425086,7533,5208295,10017,122737,5719,92929,5524,17412,2483,11182,1607,1214,553,80410,6129,59107,5538,14554,2466,5995,1342,754,285,8988,1367,7476,1377,743,400,769,590,0,264,4656,1248,3893,1269,454,288,309,246,0,264,238163,7480,43890,4268,107886,5273,25012,2903,26287,2871,36728,3405,19859,2657,39160,4093,24784,2768,8683,1622,4729,1194,964,677,39340,2972,18145,2374,11861,1521,7717,1563,1617,919,7887,2378,4770,1377,1699,880,1204,892,214,339,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2679362,1413,2577742,5717,2492742,6091,52720,3148,38613,2991,7974,1401,5858,1229,275,238,25719,3525,21033,3257,2319,738,2355,622,12,22,5032,1565,4027,1491,511,328,292,378,202,321,1529,746,1392,727,137,140,0,221,0,221,101620,5357,21452,2876,37623,3453,8231,1510,9435,1613,13563,2431,6394,1376,18954,3531,11367,2057,3660,1019,3061,1271,866,462,20305,1902,8713,1407,7154,1430,3993,1121,445,289,3286,1138,1873,785,821,491,425,410,167,237,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2474976,1383,2322408,5657,2221206,6852,71558,4132,52342,3867,11061,1790,5915,1233,2240,1066,22167,2431,17592,1999,2341,713,2035,650,199,196,4887,1117,4091,1062,393,334,403,304,0,240,2590,967,2310,941,177,146,103,121,0,240,152568,5343,20663,2641,78825,3896,22762,3499,16771,2357,22779,2603,16513,2659,18417,2746,12176,2206,4659,1089,1352,801,230,288,28810,2397,13114,2170,8202,1269,5840,1393,1654,720,5853,1846,2892,988,2525,1431,298,288,138,236,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3787480,1985,3690269,5618,3615808,8362,43656,3346,30307,3084,5336,1019,6355,1419,1658,835,23505,3482,15282,2433,5516,2500,2253,847,454,408,4728,1282,3917,1284,516,322,257,213,38,66,2572,969,2346,932,74,124,152,149,0,270,97211,5004,23345,2851,31124,3009,8960,1548,8804,1835,6541,1285,6819,1358,21447,3464,13565,2729,5211,1550,1748,832,923,497,17813,1988,9467,1654,6017,1578,1956,834,373,249,3482,1241,1835,748,859,566,644,581,144,56,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4070976,1871,3950672,6589,3704966,10696,64918,4654,48836,3701,6721,1326,9035,2387,326,308,165870,6853,134520,5850,22683,2286,8364,2125,303,286,10022,1812,8294,1732,1690,776,38,69,0,278,4896,2746,2354,1161,1845,1732,697,1015,0,278,120304,6405,24390,2659,43900,3599,18821,2153,12092,1878,8497,1472,4490,1284,18159,2888,13437,2083,3369,1055,1145,708,208,188,27888,2737,10334,1642,8848,1824,7645,1731,1061,556,5967,2604,4096,1647,1400,928,417,595,54,89,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1216504,715,1177957,3553,1108612,5195,9268,1668,7480,1597,802,337,743,381,243,322,55765,3622,45352,3211,7577,1099,2545,738,291,408,2822,1190,2184,1388,638,665,0,229,0,229,1490,432,1321,389,169,135,0,229,0,229,38547,3447,16014,1721,1450,619,706,401,562,465,176,182,6,13,13551,2170,8489,1594,4120,1120,761,421,181,277,4725,1000,1949,803,1107,549,1545,728,124,152,2807,1362,624,453,634,514,1549,852,0,229,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5079545,1425,4445183,13694,4202935,12691,123299,6670,96173,6117,15358,2450,10485,1432,1283,663,75263,5690,64325,5332,6622,1164,4102,1128,214,325,27598,2709,20946,2459,3147,948,3445,889,60,100,16088,2615,14012,2545,1224,549,852,487,0,282,634362,13918,141365,9846,170448,6373,51310,5044,39903,4182,50312,5365,28923,5125,134988,9739,85394,6448,31977,4504,13077,2381,4540,1479,129964,5734,62555,4583,39966,3369,22629,2483,4814,1418,57597,6237,41348,4702,13057,2443,2227,1023,965,635,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5787790,985,4906411,19927,4435787,22916,239975,9456,163653,8845,39175,4338,27375,3600,9772,2327,178337,8417,151470,7527,18107,2554,7374,1612,1386,962,39234,4115,31426,4019,5642,1210,2000,837,166,199,13078,4012,11982,3952,709,524,387,365,0,282,881379,19780,176029,9527,158772,7868,53203,6781,46272,4779,34815,4578,24482,3692,347589,16529,161581,9616,89611,8969,65008,6326,31389,5499,158940,6954,62921,4797,43374,4189,40265,4747,12380,3252,40049,5958,24999,4228,10553,2183,2748,1109,1749,1084,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9214148,1661,8618635,14657,8254768,20538,166851,6818,122456,6802,27790,2837,15153,1886,1452,502,123980,5799,102675,5364,13781,1628,7140,930,384,292,24499,2568,17761,2306,4955,1391,1612,526,171,238,48537,6956,42061,6196,3449,996,2979,1426,48,78,595513,14405,141525,9031,103075,5337,30712,3133,29104,2758,27800,3155,15459,2518,155167,7118,91079,4584,40308,3337,20031,2523,3749,1164,101965,4965,48513,3654,33475,3184,15606,2432,4371,1328,93781,8968,44474,4632,25581,3214,16586,3755,7140,2310,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4652645,1843,4341209,8803,4148453,9837,83890,4551,62604,3911,10249,1513,10148,1874,889,438,55874,3379,45870,2926,5977,1009,3547,662,480,385,34223,2746,25502,2910,6859,1500,1764,615,98,115,18769,2730,14804,2623,2482,836,1483,673,0,209,311436,8791,66943,5069,74993,4445,23103,2742,19365,2638,20612,2720,11913,2724,47174,5032,28854,3293,10675,2117,5133,1285,2512,1393,83199,3933,32444,2998,24756,2551,19350,2362,6649,1715,39127,5581,18954,3235,13295,2781,5286,1690,1592,642,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2613859,1661,2571180,4682,2524742,5307,26490,2681,20173,2520,2888,1042,3075,872,354,299,10201,1746,7738,1344,1707,952,756,413,0,288,4327,1276,3601,1111,285,279,351,362,90,118,5420,1054,3485,883,1333,756,602,452,0,288,42679,4429,8951,1677,18378,2652,4281,1269,3091,1077,7039,1798,3967,1465,6225,1680,5029,1442,846,508,350,342,0,288,8540,1937,3714,1261,3044,1097,1388,534,394,304,585,426,566,422,19,31,0,288,0,288,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
