GEO_ID,B18020H_001E,B18020H_001M,B18020H_002E,B18020H_002M,B18020H_003E,B18020H_003M,B18020H_004E,B18020H_004M,B18020H_005E,B18020H_005M,B18020H_006E,B18020H_006M,B18020H_007E,B18020H_007M,B18020H_008E,B18020H_008M,B18020H_009E,B18020H_009M,B18020H_010E,B18020H_010M,B18020H_011E,B18020H_011M,B18020H_012E,B18020H_012M,B18020H_013E,B18020H_013M,B18020H_014E,B18020H_014M,B18020H_015E,B18020H_015M,B18020H_016E,B18020H_016M,B18020H_017E,B18020H_017M,B18020H_018E,B18020H_018M,B18020H_019E,B18020H_019M,B18020H_020E,B18020H_020M,B18020H_021E,B18020H_021M,B18020H_022E,B18020H_022M,B18020H_023E,B18020H_023M,B18020H_024E,B18020H_024M,B18020H_025E,B18020H_025M,B18020H_026E,B18020H_026M,B18020H_027E,B18020H_027M,B18020H_028E,B18020H_028M,B18020H_029E,B18020H_029M,B18020H_030E,B18020H_030M,B18020H_031E,B18020H_031M,NAME,B18020H_001MA,B18020H_001EA,B18020H_002MA,B18020H_002EA,B18020H_003EA,B18020H_003MA,B18020H_004EA,B18020H_004MA,B18020H_005EA,B18020H_005MA,B18020H_006MA,B18020H_006EA,B18020H_007MA,B18020H_007EA,B18020H_008EA,B18020H_008MA,B18020H_009EA,B18020H_009MA,B18020H_010EA,B18020H_010MA,B18020H_011MA,B18020H_011EA,B18020H_012MA,B18020H_012EA,B18020H_013MA,B18020H_013EA,B18020H_014EA,B18020H_014MA,B18020H_015EA,B18020H_015MA,B18020H_016MA,B18020H_016EA,B18020H_017MA,B18020H_017EA,B18020H_018MA,B18020H_018EA,B18020H_019EA,B18020H_019MA,B18020H_020EA,B18020H_020MA,B18020H_021MA,B18020H_021EA,B18020H_022MA,B18020H_022EA,B18020H_023MA,B18020H_023EA,B18020H_024MA,B18020H_024EA,B18020H_025EA,B18020H_025MA,B18020H_026EA,B18020H_026MA,B18020H_027MA,B18020H_027EA,B18020H_028MA,B18020H_028EA,B18020H_029MA,B18020H_029EA,B18020H_030EA,B18020H_030MA,B18020H_031EA,B18020H_031MA,state
0400000US13,3530549,5623,431044,11710,212923,7190,48981,4171,25092,3059,23889,2730,163942,5711,65475,3782,98467,4251,218121,8187,42019,3766,14530,2155,27489,3091,176102,6697,55937,3529,120165,5581,3099505,13037,1537402,8363,595985,5736,453213,7749,142772,6425,941417,5965,832019,7092,109398,4850,1562103,8905,603251,5347,379552,6876,223699,7131,958852,6908,690768,7701,268084,7445,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,192842,1654,21627,2441,11890,1385,1457,550,596,322,861,464,10433,1324,4379,983,6054,1062,9737,1678,1532,661,670,449,862,436,8205,1358,3013,918,5192,924,171215,3148,87359,2006,27843,1269,20499,1312,7344,1559,59516,1409,50396,1768,9120,1290,83856,1968,26552,1069,16427,1486,10125,1235,57304,1435,41357,2177,15947,1959,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,790405,1917,102013,4959,53931,3208,15578,2289,9189,1884,6389,1657,38353,2459,17179,1738,21174,1785,48082,3662,10984,2158,6047,1723,4937,1198,37098,2972,14245,1661,22853,2115,688392,5227,338085,3390,139472,2567,109094,2708,30378,2696,198613,2526,172049,3161,26564,2239,350307,3870,145428,2494,95252,3616,50176,3314,204879,2975,150280,3294,54599,2920,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5388404,5069,494516,10535,246815,7552,57970,3284,29019,2999,28951,2381,188845,6689,79913,4545,108932,4614,247701,8009,45036,3884,22392,2504,22644,2789,202665,6177,80215,3800,122450,4945,4893888,11331,2429131,8025,901638,4601,685114,7400,216524,6371,1527493,6836,1330682,7852,196811,5691,2464757,8362,902478,4926,622788,7107,279690,6835,1562279,6098,1146929,10013,415350,8856,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3341307,3617,421675,10398,212324,6545,52787,3633,24641,2269,28146,2963,159537,5104,70108,3587,89429,3961,209351,6697,43945,3234,18407,2203,25538,2331,165406,5857,57488,4051,107918,5217,2919632,10514,1448331,6588,571465,4092,434348,5497,137117,4688,876866,5153,763328,6338,113538,4869,1471301,7022,571614,4174,384637,6221,186977,5763,899687,5985,672862,7398,226825,6403,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1720347,2552,186462,6170,96040,4206,25069,2346,12730,1851,12339,1466,70971,3308,32736,2539,38235,2375,90422,4157,21465,2179,10450,1558,11015,1335,68957,3276,27467,2300,41490,2687,1533885,7026,764123,4627,295646,3177,234279,4207,61367,3418,468477,3377,417021,3745,51456,2826,769762,4794,289373,2780,217212,4031,72161,4100,480389,3322,390127,4224,90262,3512,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1418240,2182,158183,5828,77398,3691,18955,2308,10066,1709,8889,1431,58443,2924,27818,2119,30625,2056,80785,4512,16281,1978,8627,1525,7654,1179,64504,3967,26479,2771,38025,2674,1260057,6381,625114,4219,249009,3096,195364,4272,53645,3313,376105,3015,339431,3729,36674,2140,634943,4820,248894,2595,179050,4133,69844,3824,386049,4235,299436,4335,86613,4165,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2400451,3120,453781,9873,224238,6527,44237,3647,15572,2188,28665,2863,180001,5656,50939,3150,129062,4732,229543,6787,48463,3375,15473,2411,32990,2728,181080,5655,47935,3334,133145,4399,1946670,9763,956884,7044,401722,4317,293673,5769,108049,5275,555162,5810,474455,5672,80707,4044,989786,6682,395403,3992,251750,5357,143653,5430,594383,5660,424652,6439,169731,5148,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1800700,3277,260852,7820,133280,5318,29134,2856,11884,1882,17250,2149,104146,4603,40657,3657,63489,3862,127572,5488,26013,2681,9812,1650,16201,2202,101559,4793,29049,2183,72510,4400,1539848,7954,759131,5692,309375,3798,227128,4752,82247,4912,449756,4723,388454,6339,61302,3910,780717,5639,310709,3284,193873,4836,116836,4961,470008,4728,322106,5749,147902,5356,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,825469,2019,123962,5249,65240,3471,13653,1741,6919,1408,6734,1337,51587,2877,21951,2085,29636,2088,58722,3649,12828,1696,5735,1240,7093,1243,45894,3168,15491,2131,30403,2288,701507,6010,338764,3765,118482,2254,91317,2458,27165,2244,220282,2897,191114,3500,29168,2409,362743,3812,122840,1846,87870,2307,34970,2618,239903,3214,188352,4003,51551,2386,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2117587,3426,209648,7619,101612,5822,22749,3289,12084,2320,10665,2284,78863,4329,38026,2915,40837,3359,108036,5176,22531,3048,11353,2153,11178,2106,85505,4293,32511,2468,52994,3499,1907939,7952,939111,6138,324383,3864,249851,4864,74532,3998,614728,4261,552319,5258,62409,3427,968828,5297,327120,3409,235336,4365,91784,4453,641708,4316,483048,6340,158660,4855,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3266954,7185,324847,11064,156402,7249,38381,3547,19364,2391,19017,2336,118021,6018,48213,3027,69808,4931,168445,7791,31928,3236,12546,1819,19382,2715,136517,6743,47250,3940,89267,5387,2942107,13625,1444981,8294,508005,5076,379001,6516,129004,5669,936976,6180,825392,7902,111584,5581,1497126,9251,514535,4302,368365,6121,146170,5403,982591,7009,754547,9900,228044,7068,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5077573,4464,614839,10582,307855,7305,74724,3847,31445,2808,43279,2922,233131,6201,93779,4040,139352,5125,306984,7014,64650,3895,22902,2303,41748,3253,242334,6431,78800,3242,163534,5612,4462734,11779,2227835,8040,843401,5026,623708,7129,219693,6551,1384434,6321,1170717,6844,213717,5462,2234899,7906,832245,4920,554335,7840,277910,6895,1402654,6455,1009639,9492,393015,8689,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2896195,4595,267956,7740,134547,5171,33822,2826,20410,2185,13412,1442,100725,4116,51237,3510,49488,2973,133409,5263,32279,3359,15056,1712,17223,2739,101130,4075,45580,2739,55550,3289,2628239,9044,1314725,6113,500452,3902,395474,4881,104978,3829,814273,4197,719457,5192,94816,3441,1313514,5835,487127,4109,375955,5335,111172,4436,826387,4112,661081,5746,165306,4787,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1102237,2856,184118,7711,91551,4408,18149,2428,6252,1449,11897,2018,73402,4157,28925,2802,44477,3660,92567,5400,16948,2442,4201,1161,12747,2010,75619,4280,20299,2140,55320,3711,918119,7930,454987,4762,184854,2960,137970,3773,46884,2810,270133,4679,237763,4639,32370,2550,463132,5743,183843,2874,115550,4258,68293,4334,279289,4397,204873,5488,74416,3748,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3077589,3723,440498,10325,217122,6539,49084,3293,25367,2585,23717,2496,168038,6270,71633,4743,96405,4415,223376,6307,48923,3646,19874,2370,29049,2812,174453,4918,58179,3884,116274,3889,2637091,10453,1304779,6900,523183,3822,405561,4973,117622,5030,781596,6274,690703,6855,90893,4299,1332312,6596,519023,4510,361112,6226,157911,5147,813289,4844,613311,6662,199978,5979,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,547496,1386,70530,3503,38037,2182,7867,1479,5695,1422,2172,698,30170,1755,15398,1663,14772,1670,32493,2662,6317,1457,3245,894,3072,949,26176,2247,10984,1381,15192,1869,476966,3856,236088,2336,89288,1795,68718,2503,20570,1923,146800,1686,129003,2330,17797,1794,240878,2809,87561,1800,62778,2501,24783,2157,153317,2293,115468,2564,37849,2500,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,949641,2031,101074,5136,52090,3468,13074,1789,7205,1289,5869,1289,39016,2758,20206,2114,18810,1853,48984,2885,10663,1388,6350,1159,4313,773,38321,2654,16867,1862,21454,1834,848567,5247,421143,3608,169858,2077,137863,2514,31995,2200,251285,2853,228416,2744,22869,1959,427424,3070,167997,1638,129658,2754,38339,2513,259427,2684,207472,3201,51955,2494,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,946552,2130,105107,5332,47588,3048,7721,1631,4171,1139,3550,1037,39867,2939,15303,1637,24564,2341,57519,3762,8458,1858,3377,1047,5081,1288,49061,3348,17647,2344,31414,2781,841445,5697,432834,3456,154144,2134,120365,3278,33779,2949,278690,3075,236425,3493,42265,2427,408611,4176,152508,2388,102795,3774,49713,3817,256103,3470,186931,4307,69172,3884,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,803667,2117,88897,4561,44039,3139,11314,1599,6402,1434,4912,1098,32725,2868,15812,2021,16913,1911,44858,2876,10727,1696,4828,1165,5899,1221,34131,2577,12769,1552,21362,2401,714770,5111,353557,3621,119451,2228,96156,2554,23295,2076,234106,2868,209874,3395,24232,2331,361213,3116,120581,2176,87704,2709,32877,2527,240632,2750,190428,3876,50204,2824,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3449563,4801,303229,8662,149360,4723,31128,2947,15121,2431,16007,1927,118232,3982,54842,3755,63390,3951,153869,6918,27393,2597,10249,1645,17144,2039,126476,6188,43626,3804,82850,4300,3146334,10409,1554418,6271,509847,4377,364478,4832,145369,4580,1044571,4563,923649,6112,120922,5159,1591916,7404,503163,3963,334276,5675,168887,5269,1088753,6272,783183,8743,305570,7797,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,533395,2092,74792,4168,36693,2883,6908,1318,4321,1090,2587,806,29785,2597,12402,2151,17383,1765,38099,3283,7179,1594,2856,831,4323,1201,30920,2552,12743,1674,18177,1851,458603,4127,220957,3273,73090,2149,52719,2914,20371,2333,147867,2939,128038,3441,19829,2026,237646,3188,76460,2098,47294,2634,29166,2626,161186,2656,117049,3611,44137,3123,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7393283,5713,790248,17225,399797,10920,83986,4950,36724,3163,47262,3412,315811,8967,120030,5165,195781,7000,390451,10677,72860,4584,31497,3609,41363,3285,317591,8590,108019,5201,209572,7375,6603035,16815,3250089,10678,1164231,5851,843911,7839,320320,7558,2085858,9029,1801344,10878,284514,7380,3352946,11638,1169193,5668,776255,8387,392938,8689,2183753,8754,1583640,13468,600113,10129,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3776100,5249,498740,11506,244098,7679,50263,3498,26285,3023,23978,2538,193835,6415,81982,4421,111853,4695,254642,7916,42945,3959,17122,2794,25823,2634,211697,6718,70163,4083,141534,5652,3277360,12279,1614079,8634,615715,5458,477443,6384,138272,5609,998364,6864,876182,7781,122182,5103,1663281,7867,625320,4223,419181,6514,206139,6336,1037961,7250,758318,8712,279643,7114,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,367010,1127,37975,2512,19724,1889,4546,1124,2860,937,1686,607,15178,1568,8581,1310,6597,988,18251,1762,3198,869,2136,755,1062,416,15053,1322,6870,961,8183,988,329035,2729,166002,1989,65340,1297,52866,1629,12474,1260,100662,1660,91386,1779,9276,1069,163033,1764,63636,952,48513,1434,15123,1200,99397,1298,80705,1521,18692,1303,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6110196,5034,760479,11807,375419,7586,91776,5404,43037,4091,48739,3816,283643,7109,113320,4723,170323,5615,385060,7934,80726,4583,32548,3063,48178,3514,304334,7133,105117,4291,199217,6609,5349717,12453,2650667,8293,1018819,6221,773179,7578,245640,8669,1631848,7247,1408522,9224,223326,6699,2699050,8688,1020881,5566,694951,7771,325930,8229,1678169,7294,1241875,11170,436294,9238,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
