GEO_ID,C23007_001E,C23007_001M,C23007_002E,C23007_002M,C23007_003E,C23007_003M,C23007_004E,C23007_004M,C23007_005E,C23007_005M,C23007_006E,C23007_006M,C23007_007E,C23007_007M,C23007_008E,C23007_008M,C23007_009E,C23007_009M,C23007_010E,C23007_010M,C23007_011E,C23007_011M,C23007_012E,C23007_012M,C23007_013E,C23007_013M,C23007_014E,C23007_014M,C23007_015E,C23007_015M,C23007_016E,C23007_016M,C23007_017E,C23007_017M,C23007_018E,C23007_018M,C23007_019E,C23007_019M,C23007_020E,C23007_020M,C23007_021E,C23007_021M,C23007_022E,C23007_022M,C23007_023E,C23007_023M,C23007_024E,C23007_024M,C23007_025E,C23007_025M,C23007_026E,C23007_026M,C23007_027E,C23007_027M,C23007_028E,C23007_028M,C23007_029E,C23007_029M,C23007_030E,C23007_030M,C23007_031E,C23007_031M,NAME,C23007_001MA,C23007_001EA,C23007_002MA,C23007_002EA,C23007_003EA,C23007_003MA,C23007_004EA,C23007_004MA,C23007_005EA,C23007_005MA,C23007_006MA,C23007_006EA,C23007_007MA,C23007_007EA,C23007_008EA,C23007_008MA,C23007_009MA,C23007_009EA,C23007_010EA,C23007_010MA,C23007_011MA,C23007_011EA,C23007_012MA,C23007_012EA,C23007_013EA,C23007_013MA,C23007_014EA,C23007_014MA,C23007_015EA,C23007_015MA,C23007_016EA,C23007_016MA,C23007_017MA,C23007_017EA,C23007_018MA,C23007_018EA,C23007_019EA,C23007_019MA,C23007_020MA,C23007_020EA,C23007_021EA,C23007_021MA,C23007_022MA,C23007_022EA,C23007_023EA,C23007_023MA,C23007_024EA,C23007_024MA,C23007_025EA,C23007_025MA,C23007_026EA,C23007_026MA,C23007_027EA,C23007_027MA,C23007_028MA,C23007_028EA,C23007_029MA,C23007_029EA,C23007_030EA,C23007_030MA,C23007_031EA,C23007_031MA,state
0400000US01,1223725,12107,543566,8744,356092,8189,327413,7875,220447,7335,106966,5519,28679,2517,17094,1919,11585,1735,187474,7844,33659,3650,29306,3320,4353,1194,153815,7045,119082,6891,34733,3478,680159,10375,535065,8525,316923,6901,204800,6761,112123,4538,218142,5943,54084,3281,164058,4877,145094,6880,37367,3444,23585,2488,13782,2054,107727,5842,50507,4123,57220,3739,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,157187,3442,83842,2864,57334,2706,53752,2742,36327,2507,17425,1888,3582,690,2114,534,1468,381,26508,2291,8527,1340,7408,1273,1119,453,17981,2030,15109,1798,2872,832,73345,2984,59019,2851,41211,2656,30446,2139,10765,1388,17808,1376,5838,933,11970,1155,14326,1599,4646,943,3680,844,966,317,9680,1310,5844,1155,3836,798,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1459460,12957,689999,8481,462206,9628,427730,9181,258475,7388,169255,6542,34476,2958,18648,2176,15828,1979,227793,7715,61869,4103,55591,3975,6278,1252,165924,6724,133797,6020,32127,3150,769461,12431,616247,9699,335494,8290,231371,8104,104123,4508,280753,6888,56914,3366,223839,6414,153214,7456,48364,4129,36320,3795,12044,1794,104850,6065,59431,4538,45419,3584,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,742444,9416,332323,7054,220408,6592,203213,6109,147101,5680,56112,3919,17195,1885,9325,1339,7870,1379,111915,5220,24921,2858,21610,2574,3311,1081,86994,4390,66558,3648,20436,2851,410121,6897,335137,6777,194715,5649,133284,5251,61431,3366,140422,4600,38215,2345,102207,4076,74984,4470,21396,1978,12804,1831,8592,1219,53588,3738,28503,3043,25085,2313,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8281119,30567,4204800,27261,2969746,26812,2716498,27620,1643489,24883,1073009,16915,253248,8581,126395,6635,126853,5238,1235054,18094,342975,11472,306846,11015,36129,3867,892079,16740,687765,15471,204314,7981,4076319,26086,3041375,26462,1893161,23363,1296561,17127,596600,13574,1148214,14305,285273,7945,862941,12058,1034944,16238,370898,10707,272264,9805,98634,5160,664046,13072,380864,12127,283182,9257,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1164221,11318,574525,9012,413056,8446,385468,8185,264383,7356,121085,5092,27588,2714,16509,2317,11079,1642,161469,7806,43911,4227,40507,4041,3404,1085,117558,5715,96145,4557,21413,3053,589696,9821,494777,9221,339397,8800,255690,7447,83707,4182,155380,4028,40559,2391,114821,3667,94919,5189,36066,3022,27625,3008,8441,1318,58853,3662,36540,3216,22313,2362,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,893288,9593,416870,7047,295307,6377,276242,6317,194888,5691,81354,3599,19065,1884,11538,1616,7527,1084,121563,5340,24624,3116,20934,2667,3690,1530,96939,5422,77416,5047,19523,2333,476418,8219,379837,8207,248162,5930,189821,6028,58341,3765,131675,5056,36240,2523,95435,4074,96581,5138,31771,2974,23707,2652,8064,1344,64810,4052,40340,3354,24470,2095,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,216182,4310,100262,3156,65537,3483,60669,3267,45185,3058,15484,1580,4868,1061,3017,819,1851,621,34725,2752,6858,1170,6010,1127,848,472,27867,2463,23927,2483,3940,1110,115920,3742,94101,3549,57840,3319,40829,2512,17011,1843,36261,2044,9291,1160,26970,1695,21819,2102,7154,1331,5401,1098,1753,644,14665,1583,8547,1287,6118,1011,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,108483,3810,46920,2820,18943,1833,16682,1761,12199,1523,4483,1048,2261,656,1317,556,944,456,27977,2270,4431,1153,3677,977,754,567,23546,2053,17085,1920,6461,1477,61563,3560,35269,3097,24432,2346,18211,2128,6221,1206,10837,1603,3163,797,7674,1474,26294,2284,5647,1187,3424,963,2223,696,20647,2081,9579,1612,11068,1381,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4594803,24867,1919568,19369,1250776,14402,1153157,14480,776033,12627,377124,10088,97619,4923,51454,3468,46165,3815,668792,14625,151314,8710,136373,8273,14941,1962,517478,12667,423655,12169,93823,5515,2675235,20031,2128497,17923,1117833,15263,763813,12242,354020,10284,1010664,13936,195195,7480,815469,11143,546738,14144,171638,7535,122033,6627,49605,3853,375100,11820,207826,8002,167274,8256,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
