GEO_ID,C08116_001E,C08116_001M,C08116_002E,C08116_002M,C08116_003E,C08116_003M,C08116_004E,C08116_004M,C08116_005E,C08116_005M,NAME,C08116_001MA,C08116_001EA,C08116_002MA,C08116_002EA,C08116_003EA,C08116_003MA,C08116_004EA,C08116_004MA,C08116_005EA,C08116_005MA,state
0400000US32,25753310,403560,6768685,271415,14272050,354352,4323200,222480,389375,52295,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,16025855,318524,3584920,181957,9854065,279798,2293280,167481,293595,71897,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,113810360,1074053,29725550,686095,69276940,977790,12732640,420975,2075235,201946,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,16799500,397154,4368910,246083,9698520,327551,2485715,165076,246355,45547,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,253416970,1816277,79037620,1177968,137664935,1429483,31950645,791145,4763770,236567,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,88036695,861437,21036950,564363,52720625,737234,12706260,445071,1572855,124595,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5091305,189824,1337415,138337,3089900,119468,570620,55529,93370,20474,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,112246740,832686,27468275,441537,67203245,796528,15618825,429812,1956400,126125,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,30552605,445487,6047485,229441,19134400,415760,4792855,173431,577865,76298,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,34726235,429459,9079475,348606,19836105,415766,5347035,272973,463620,64368,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,134468955,1062048,35942825,739310,79863445,893995,16258825,395531,2403865,149141,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,11059340,255112,3147260,155960,6202925,218626,1545085,140322,164070,27226,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,42728780,551176,10558090,342335,25049745,444021,6174245,237384,946700,85349,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,5954460,172138,1465275,86032,3588955,147727,761475,82464,138755,33002,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,61027530,704516,12930780,447541,37266035,698805,9709350,358096,1121365,99194,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,237178050,1329720,52529585,827991,146326005,1341989,34170645,793661,4151815,265908,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,22551165,303547,5528375,230645,14302585,360599,2493305,169042,226905,44194,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6335075,183965,1583620,102275,3645735,160358,979980,87070,125740,22987,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,93915735,805434,22768850,594311,56999400,761631,12624470,449665,1523010,142917,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,68714660,718509,17440590,469334,40411910,797270,10007815,351339,854345,95246,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,17520520,378612,3524215,190095,11294850,314815,2396490,169251,304965,55178,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,54392475,518178,14333460,328823,32498450,436518,6746235,221979,814330,65032,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,4220465,199345,941500,137247,2556095,152253,652575,90082,70295,33859,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,34733425,695415,9183000,405658,19244785,562218,5898835,303429,406810,63859,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
