GEO_ID,B99191_001E,B99191_002E,B99191_003E,B99191_004E,B99191_005E,B99191_006E,B99191_007E,B99191_008E,NAME,B99191_001EA,B99191_002EA,B99191_003EA,B99191_004EA,B99191_005EA,B99191_006EA,B99191_007EA,B99191_008EA,state
0400000US01,3541734,2887357,50424,20937,12143,12493,36374,522006,Alabama,null,null,null,null,null,null,null,null,01
0400000US02,487292,403173,3721,4624,2452,3306,32382,37634,Alaska,null,null,null,null,null,null,null,null,02
0400000US04,4506643,3709776,65869,25920,12547,16779,37320,638432,Arizona,null,null,null,null,null,null,null,null,04
0400000US05,2145130,1788097,26953,12051,6797,8478,22514,280240,Arkansas,null,null,null,null,null,null,null,null,05
0400000US06,27234841,22293438,446061,158605,64973,88042,226839,3956883,California,null,null,null,null,null,null,null,null,06
0400000US08,3576694,3070716,41461,22093,9915,12331,27831,392347,Colorado,null,null,null,null,null,null,null,null,08
0400000US09,2713793,2175406,46361,28390,10713,12149,27024,413750,Connecticut,null,null,null,null,null,null,null,null,09
0400000US10,656669,526325,8594,5092,2734,2867,5727,105330,Delaware,null,null,null,null,null,null,null,null,10
0400000US11,419087,322604,8269,4125,1089,1565,4454,76981,District of Columbia,null,null,null,null,null,null,null,null,11
0400000US12,14040729,11427151,233644,80995,45710,59416,138430,2055383,Florida,null,null,null,null,null,null,null,null,12
0400000US13,6853654,5452552,120370,36505,17981,23241,56601,1146404,Georgia,null,null,null,null,null,null,null,null,13
0400000US15,989280,802616,12774,6696,2595,3265,8254,153080,Hawaii,null,null,null,null,null,null,null,null,15
0400000US16,1087412,932656,13355,6184,3524,4731,10995,115967,Idaho,null,null,null,null,null,null,null,null,16
0400000US17,9754093,7809285,158849,63615,28669,35252,83327,1575096,Illinois,null,null,null,null,null,null,null,null,17
0400000US18,4770011,4036623,69819,31736,15922,17439,39494,558978,Indiana,null,null,null,null,null,null,null,null,18
0400000US19,2314614,1948352,28016,18562,8958,10993,23734,275999,Iowa,null,null,null,null,null,null,null,null,19
0400000US20,2107069,1810632,24015,14012,6568,9942,20312,221588,Kansas,null,null,null,null,null,null,null,null,20
0400000US21,3249055,2720011,43657,20847,11262,13772,34494,405012,Kentucky,null,null,null,null,null,null,null,null,21
0400000US22,3446929,2684319,62172,22728,11578,14625,31615,619892,Louisiana,null,null,null,null,null,null,null,null,22
0400000US23,1062493,900977,10276,10522,4939,5553,11001,119225,Maine,null,null,null,null,null,null,null,null,23
0400000US24,4310819,3568792,62840,30926,10973,15235,37681,584372,Maryland,null,null,null,null,null,null,null,null,24
0400000US25,4987751,3955848,83341,38000,18201,21971,47312,823078,Massachusetts,null,null,null,null,null,null,null,null,25
0400000US26,7805489,6434351,117923,56066,24209,30816,73974,1068150,Michigan,null,null,null,null,null,null,null,null,26
0400000US27,3982744,3407964,48054,26423,12519,17658,36659,433467,Minnesota,null,null,null,null,null,null,null,null,27
0400000US28,2206975,1779112,34490,12290,5642,8540,21608,345293,Mississippi,null,null,null,null,null,null,null,null,28
0400000US29,4505334,3732264,55205,33998,15340,23867,46349,598311,Missouri,null,null,null,null,null,null,null,null,29
0400000US30,745582,626004,8551,6313,2992,3929,9942,87851,Montana,null,null,null,null,null,null,null,null,30
0400000US31,1352270,1141979,17697,9849,4817,7240,14770,155918,Nebraska,null,null,null,null,null,null,null,null,31
0400000US32,1859500,1522673,26192,10059,3296,5087,13973,278220,Nevada,null,null,null,null,null,null,null,null,32
0400000US33,1028259,838717,14597,8461,3014,4816,10279,148375,New Hampshire,null,null,null,null,null,null,null,null,33
0400000US34,6737812,5430295,115241,52263,19621,24644,58812,1036936,New Jersey,null,null,null,null,null,null,null,null,34
0400000US35,1488578,1256219,17594,6278,3480,5187,15454,184366,New Mexico,null,null,null,null,null,null,null,null,35
0400000US36,14924034,11665241,293679,121354,48572,61823,132212,2601153,New York,null,null,null,null,null,null,null,null,36
0400000US37,6636024,5435850,87348,44954,21149,22702,62555,961466,North Carolina,null,null,null,null,null,null,null,null,37
0400000US38,499470,407678,5492,4460,2339,3246,6927,69328,North Dakota,null,null,null,null,null,null,null,null,38
0400000US39,8890622,7452373,126345,62897,28159,40294,87555,1092999,Ohio,null,null,null,null,null,null,null,null,39
0400000US40,2730958,2268509,34433,16076,7769,12298,28796,363077,Oklahoma,null,null,null,null,null,null,null,null,40
0400000US41,2860907,2423322,38618,18302,10005,10620,27687,332353,Oregon,null,null,null,null,null,null,null,null,41
0400000US42,9697976,7963616,155469,73770,33710,41368,99759,1330284,Pennsylvania,null,null,null,null,null,null,null,null,42
0400000US44,831996,661870,11816,9281,4491,4520,9863,130155,Rhode Island,null,null,null,null,null,null,null,null,44
0400000US45,3271506,2581513,54235,17427,10163,15052,33052,560064,South Carolina,null,null,null,null,null,null,null,null,45
0400000US46,591550,499726,5934,4501,1918,2303,6780,70388,South Dakota,null,null,null,null,null,null,null,null,46
0400000US47,4665284,3791094,67399,28739,16058,17944,44215,699835,Tennessee,null,null,null,null,null,null,null,null,47
0400000US48,16981542,14137439,228318,87492,40590,52799,144225,2290679,Texas,null,null,null,null,null,null,null,null,48
0400000US49,1799970,1528707,23220,10293,3931,5248,14584,213987,Utah,null,null,null,null,null,null,null,null,49
0400000US50,496750,421924,4587,4778,2782,1682,4624,56373,Vermont,null,null,null,null,null,null,null,null,50
0400000US51,5833784,4870240,88313,40419,16620,19322,49492,749378,Virginia,null,null,null,null,null,null,null,null,51
0400000US53,4930977,4223966,62188,29636,12769,16413,42782,543223,Washington,null,null,null,null,null,null,null,null,53
0400000US54,1459909,1200055,19601,10118,5494,6608,11797,206236,West Virginia,null,null,null,null,null,null,null,null,54
0400000US55,4323769,3606382,53934,36523,14996,17906,44387,549641,Wisconsin,null,null,null,null,null,null,null,null,55
0400000US56,403128,342101,3183,2470,1593,1360,4249,48172,Wyoming,null,null,null,null,null,null,null,null,56
0400000US72,3013917,2704255,41155,2135,2754,6915,15722,240981,Puerto Rico,null,null,null,null,null,null,null,null,72
