GEO_ID,B08117_001E,B08117_001M,B08117_002E,B08117_002M,B08117_003E,B08117_003M,B08117_004E,B08117_004M,B08117_005E,B08117_005M,B08117_006E,B08117_006M,B08117_007E,B08117_007M,B08117_008E,B08117_008M,B08117_009E,B08117_009M,B08117_010E,B08117_010M,B08117_011E,B08117_011M,B08117_012E,B08117_012M,B08117_013E,B08117_013M,B08117_014E,B08117_014M,B08117_015E,B08117_015M,B08117_016E,B08117_016M,B08117_017E,B08117_017M,B08117_018E,B08117_018M,B08117_019E,B08117_019M,B08117_020E,B08117_020M,B08117_021E,B08117_021M,B08117_022E,B08117_022M,B08117_023E,B08117_023M,B08117_024E,B08117_024M,B08117_025E,B08117_025M,B08117_026E,B08117_026M,B08117_027E,B08117_027M,B08117_028E,B08117_028M,B08117_029E,B08117_029M,B08117_030E,B08117_030M,B08117_031E,B08117_031M,B08117_032E,B08117_032M,B08117_033E,B08117_033M,B08117_034E,B08117_034M,B08117_035E,B08117_035M,B08117_036E,B08117_036M,B08117_037E,B08117_037M,B08117_038E,B08117_038M,B08117_039E,B08117_039M,B08117_040E,B08117_040M,B08117_041E,B08117_041M,B08117_042E,B08117_042M,NAME,B08117_001MA,B08117_001EA,B08117_002MA,B08117_002EA,B08117_003EA,B08117_003MA,B08117_004EA,B08117_004MA,B08117_005EA,B08117_005MA,B08117_006MA,B08117_006EA,B08117_007MA,B08117_007EA,B08117_008MA,B08117_008EA,B08117_009EA,B08117_009MA,B08117_010EA,B08117_010MA,B08117_011MA,B08117_011EA,B08117_012MA,B08117_012EA,B08117_013MA,B08117_013EA,B08117_014EA,B08117_014MA,B08117_015EA,B08117_015MA,B08117_016EA,B08117_016MA,B08117_017MA,B08117_017EA,B08117_018MA,B08117_018EA,B08117_019MA,B08117_019EA,B08117_020EA,B08117_020MA,B08117_021EA,B08117_021MA,B08117_022MA,B08117_022EA,B08117_023MA,B08117_023EA,B08117_024MA,B08117_024EA,B08117_025EA,B08117_025MA,B08117_026EA,B08117_026MA,B08117_027EA,B08117_027MA,B08117_028MA,B08117_028EA,B08117_029MA,B08117_029EA,B08117_030MA,B08117_030EA,B08117_031EA,B08117_031MA,B08117_032EA,B08117_032MA,B08117_033MA,B08117_033EA,B08117_034MA,B08117_034EA,B08117_035MA,B08117_035EA,B08117_036EA,B08117_036MA,B08117_037EA,B08117_037MA,B08117_038MA,B08117_038EA,B08117_039MA,B08117_039EA,B08117_040MA,B08117_040EA,B08117_041EA,B08117_041MA,B08117_042EA,B08117_042MA,state
0400000US01,1671917,14302,191808,9323,515384,12281,512515,10423,284192,9566,168018,7202,1414985,16145,143789,8184,427119,11231,449107,9698,248743,8556,146227,6950,170962,8471,34924,3408,58043,4795,42976,3296,20435,2677,14584,1707,7236,1863,1981,1261,3144,850,1367,828,461,293,283,232,18214,2448,3304,1002,7042,1664,4320,1148,1716,709,1832,623,19183,2597,4253,1140,8166,2051,4105,1244,1425,658,1234,532,41337,3575,3557,959,11870,1628,10640,1708,11412,1704,3858,1043,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,249316,4810,14499,1926,65214,4097,91390,4147,49122,2985,29091,2297,172965,4979,8083,1548,43959,3423,64665,4061,35442,2705,20816,2135,35038,2629,3049,821,9354,1634,13317,1495,5734,1358,3584,796,2544,722,459,338,768,371,799,396,114,125,404,302,16040,1480,1475,405,4908,714,4799,968,2834,667,2024,517,11099,1452,647,322,3764,665,3771,799,1940,625,977,470,11630,1644,786,481,2461,697,4039,881,3058,1043,1286,448,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2172851,13387,271832,8609,514209,14278,748693,15407,407887,11338,230230,6904,1667505,16782,172178,7608,388878,12612,600372,13269,322963,10104,183114,6047,282165,9859,67497,5897,77512,5984,80692,5463,35830,3457,20634,2414,38272,4081,10839,2058,10037,2001,8732,1695,5392,2276,3272,1019,42717,3425,8102,1590,12098,1881,11663,2017,6629,1308,4225,1007,43249,3690,7889,3009,9743,1977,12353,1561,8098,1441,5166,1175,98943,5564,5327,1521,15941,2523,34881,3379,28975,2692,13819,1731,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1022402,10296,119119,5473,355153,10083,307322,9406,161831,6483,78977,4481,843451,11263,82519,4544,293038,8890,261984,8827,137712,6106,68198,3992,117745,6135,24056,2820,42255,3915,29000,3021,14967,2308,7467,1461,3514,1301,642,412,2132,1122,720,506,20,33,0,260,14694,1944,3920,1247,4431,958,3930,1022,1507,542,906,415,13557,1800,3614,907,4316,986,3443,1066,1490,809,694,370,29441,3272,4368,947,8981,1947,8245,1407,6135,1119,1712,550,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13415274,34164,2061525,26446,2690524,34842,4010952,33044,2933889,29095,1718384,21133,10055626,35629,1277382,23567,2038497,34170,3169552,30558,2238888,24636,1331307,20457,1574005,22706,426697,13081,337911,12397,402968,11169,266364,9473,140065,6727,602509,15657,169490,8893,110449,5978,121152,6433,129341,6867,72077,4858,297259,9989,67720,5957,60710,4831,72418,5668,61348,4728,35063,2844,248922,11357,57071,5140,49790,5324,59851,4204,47304,3983,34906,3658,636953,12964,63165,5348,93167,5651,185011,7964,190644,8306,104966,5168,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1969088,10597,159576,8233,428989,12922,598107,11964,511084,10297,271332,5706,1518857,14173,108367,7514,333405,11954,473911,10650,393691,10013,209483,5725,180951,8534,32685,3981,43950,4620,52422,3612,34347,2956,17547,2253,50371,3803,6402,1575,11715,1981,13430,2625,12025,1915,6799,1149,49746,3712,5858,1453,10622,1772,11581,1551,14887,1821,6798,1496,37681,3101,2465,843,7049,1655,9728,1244,12520,1562,5919,1037,131482,6393,3799,1008,22248,2596,37035,3808,43614,3860,24786,2250,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1466144,11930,105511,6716,396549,11167,371057,8914,335884,10610,257143,7682,1205714,13825,75518,6089,328209,9705,319152,8487,276088,9802,206747,6766,111127,7101,17011,2538,35613,3690,24478,2901,17955,2485,16070,2200,58425,4471,5200,1348,12374,2425,9937,1691,16720,1976,14194,2014,24312,3030,3358,1504,5989,1247,5553,1626,4252,1229,5160,1047,13638,1881,2242,822,4332,1185,1838,658,2288,801,2938,914,52928,3493,2182,752,10032,1731,10099,1526,18581,2046,12034,1788,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,344985,4278,32358,3128,109635,5362,92195,4529,65104,3339,45693,3300,281678,5143,22532,2372,90152,4859,77596,4118,53750,3089,37648,2840,32750,2925,6307,1433,9804,1617,7948,1410,5143,1248,3548,881,6490,1361,1114,492,1767,605,1478,620,1128,560,1003,451,5750,1403,708,371,2593,976,751,349,783,346,915,374,4355,1132,1060,514,1547,745,946,477,244,195,558,279,13962,2115,637,465,3772,976,3476,841,4056,1140,2021,588,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,230832,3914,21288,2203,37203,3019,40555,3105,57678,3566,74108,3645,89927,3965,5158,1142,15866,1916,18482,2260,20965,2540,29456,2182,18171,2455,2773,1015,3567,970,3089,855,3881,944,4861,1194,83884,4158,9996,1763,14947,2164,14839,2004,20156,2242,23946,2405,22507,2212,1602,706,1965,779,2461,796,7859,1684,8620,1254,6085,1287,832,510,523,439,635,536,1747,674,2348,551,10258,1739,927,520,335,250,1049,458,3070,896,4877,1202,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6665220,23985,712474,16651,1899965,29491,2114881,26462,1270599,18786,667301,14369,5415475,28813,476417,12525,1544756,26846,1777084,26784,1065108,17351,552110,13554,667647,17590,138321,9138,200969,8963,180701,7873,93895,5175,53761,4071,109359,7639,33200,4220,37898,4182,21443,2572,10485,1679,6333,1640,89177,6900,20047,3820,29170,3927,20223,2493,11342,1668,8395,1756,117175,6938,29267,4205,30717,3471,30095,3569,18726,2700,8370,1240,266387,9365,15222,2978,56455,5234,85335,5125,71043,4499,38332,3060,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
