GEO_ID,C25093_001E,C25093_001M,C25093_002E,C25093_002M,C25093_003E,C25093_003M,C25093_004E,C25093_004M,C25093_005E,C25093_005M,C25093_006E,C25093_006M,C25093_007E,C25093_007M,C25093_008E,C25093_008M,C25093_009E,C25093_009M,C25093_010E,C25093_010M,C25093_011E,C25093_011M,C25093_012E,C25093_012M,C25093_013E,C25093_013M,C25093_014E,C25093_014M,C25093_015E,C25093_015M,C25093_016E,C25093_016M,C25093_017E,C25093_017M,NAME,C25093_001MA,C25093_001EA,C25093_002MA,C25093_002EA,C25093_003EA,C25093_003MA,C25093_004EA,C25093_004MA,C25093_005EA,C25093_005MA,C25093_006MA,C25093_006EA,C25093_007MA,C25093_007EA,C25093_008EA,C25093_008MA,C25093_009EA,C25093_009MA,C25093_010EA,C25093_010MA,C25093_011MA,C25093_011EA,C25093_012MA,C25093_012EA,C25093_013EA,C25093_013MA,C25093_014EA,C25093_014MA,C25093_015EA,C25093_015MA,C25093_016MA,C25093_016EA,C25093_017MA,C25093_017EA,state
0400000US15,256578,4620,1855,791,820,506,963,575,72,119,14072,1578,7712,1158,6218,1101,142,198,164782,3957,110565,3783,53139,3068,1078,427,75869,2908,58701,2826,16894,1547,274,188,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,379948,6577,8063,1436,5108,1206,2770,861,185,225,52339,2825,35209,2674,16887,1892,243,246,231037,5307,173197,5045,56365,3450,1475,615,88509,2764,68489,2607,19738,1884,282,238,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3277573,19759,47979,3126,25181,2208,21985,2405,813,871,437082,8605,277893,7248,157268,5615,1921,902,2041024,14515,1420339,14312,610584,11845,10101,1874,751488,7513,528328,7587,219338,6467,3822,1050,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1759089,16467,31283,2413,21481,2026,9714,1370,88,117,235261,6157,181789,5653,52928,3746,544,298,1085662,12904,854930,12551,225895,6891,4837,964,406883,5839,309761,5599,94777,3460,2345,730,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,877796,9351,20728,2181,14580,1868,6108,1345,40,69,105793,3467,82619,3463,23115,1971,59,64,530481,6667,429987,7112,98147,4393,2347,603,220794,3735,176105,3244,43597,2044,1092,316,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,744580,9549,16327,1762,9655,1181,6616,1372,56,50,92440,3996,71765,3440,20273,2093,402,319,459316,7450,367901,7439,89993,4160,1422,409,176497,3478,136427,3662,39438,2126,632,411,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1167973,12668,18222,2004,11657,1706,6263,1254,302,245,142370,4796,110697,5320,30831,2523,842,585,734127,9034,573805,8736,153572,5504,6750,1569,273254,4678,214516,4476,57717,3208,1021,466,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1136873,14727,22307,2562,15400,2401,6204,1343,703,414,138274,5601,104198,4967,33008,3243,1068,660,703712,10356,553190,9348,143989,6383,6533,1182,272580,5258,207608,5499,63308,4276,1664,640,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,389203,6053,4148,876,2883,807,1265,528,0,229,34779,2210,24569,1811,9954,1525,256,213,257843,4972,195198,5015,61241,2862,1404,563,92433,1968,67976,2065,23829,1900,628,353,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1438614,13207,14200,1956,7939,1489,5820,1308,441,378,160384,5530,106283,4337,53454,3606,647,341,962992,11531,708992,10874,249810,7250,4190,1242,301038,5624,219624,5195,80241,3871,1173,448,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1567885,15921,7963,1573,3189,746,4442,1168,332,328,156411,5944,91593,5000,63961,4127,857,681,1037139,14512,711053,10975,320652,9643,5434,1529,366372,6502,239207,6426,123703,3733,3462,1268,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2903328,19112,48629,3598,26716,2879,21453,2297,460,319,353972,8508,239667,6889,113040,5580,1265,467,1841673,14823,1349010,13663,480527,9311,12136,1726,659054,6366,478737,7129,176939,5000,3378,819,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1530659,9897,32042,2325,18369,2041,13370,1515,303,336,215992,5073,144935,4405,70510,3300,547,505,983416,7812,737080,7267,244061,6046,2275,521,299209,3633,227918,3214,70114,2954,1177,322,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,757446,10943,18824,2427,11756,1957,6874,1715,194,185,85210,4512,63844,3845,20902,2485,464,420,461867,8123,346440,7873,110769,5425,4658,1245,191545,3986,144506,3966,45865,2497,1174,502,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1614217,14314,30180,2698,20555,2429,9273,1427,352,259,202300,6546,154141,5661,46347,3315,1812,903,992014,10726,782214,10669,205694,6463,4106,852,389723,5166,305950,5503,82562,2927,1211,435,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,254458,4764,4790,1105,2669,788,2121,840,0,231,26973,2161,18364,1936,8593,1336,16,27,160071,3713,118216,3229,40691,2427,1164,513,62624,1761,48172,1902,14302,1448,150,142,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,474682,6469,7982,1145,4617,1027,3239,740,126,146,59643,2531,46473,2425,12948,1547,222,196,288749,4943,228787,4956,59172,2920,790,339,118308,2876,89040,2987,28832,1901,436,214,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,550125,8469,9094,1943,3951,1100,5065,1480,78,131,74343,4311,41378,3336,32596,2967,369,338,340175,7401,215033,5881,121407,5656,3735,1241,126513,3185,84030,3283,41642,2700,841,633,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,362854,5819,2379,754,841,451,1538,672,0,253,35439,2748,21454,2543,13895,1704,90,145,251156,4981,171627,4327,78535,3675,994,400,73880,2893,46750,2489,26664,2252,466,420,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2114072,15341,15742,2033,7936,1733,7265,1383,541,504,199391,5955,115562,5125,83459,4759,370,370,1390382,12407,904209,11461,480392,10971,5781,1488,508557,6330,297583,5713,208188,5568,2786,746,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,504354,8037,11386,2061,7054,1763,4055,1074,277,251,54986,3768,38742,3426,15717,1978,527,436,311141,6248,237865,6200,71023,4181,2253,737,126841,3492,100669,3306,25497,2031,675,332,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3936378,24667,28108,3096,15508,2234,12007,2042,593,314,366515,9660,225571,7457,139595,6680,1349,696,2561084,18468,1745107,17495,804492,15092,11485,1764,980671,10125,635703,10172,338790,9044,6178,1556,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2325140,18958,33472,3040,21809,2530,10999,1996,664,451,297128,8183,215888,6548,79889,5144,1351,623,1448398,14628,1079780,13966,357632,9353,10986,2035,546142,6490,402074,7194,141997,5243,2071,714,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,182490,3399,3211,618,2061,523,1150,422,0,203,21745,1510,18417,1483,3328,663,0,203,111703,2683,93430,3013,17785,1571,488,262,45831,1782,35347,1669,10150,936,334,239,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3152610,19830,46561,3596,26309,2646,19739,2380,513,429,375361,7917,274650,7895,99780,4820,931,462,1966664,14094,1484982,14438,472613,10518,9069,1446,764024,6573,553733,7410,206292,5997,3999,956,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,937051,10825,21234,2320,14267,2179,6249,1169,718,396,110641,4618,86972,4290,23212,2215,457,357,562139,8341,446257,8075,111766,4105,4116,867,243037,4419,192317,4523,50104,3042,616,400,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,909113,10907,11900,1648,6132,1302,5677,1089,91,150,102077,4856,66332,3849,35428,2602,317,250,573376,7632,401064,7758,169043,5142,3269,766,221760,4556,159709,4326,61564,3255,487,317,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3474048,20820,34760,3266,21891,2662,12407,2188,462,241,348645,7946,249969,6074,96540,4631,2136,1019,2190376,14958,1647286,14105,531379,9643,11711,2114,900267,9209,642318,8841,254585,7058,3364,808,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,254639,4769,1765,785,1030,637,735,346,0,284,25061,1976,14202,1362,10859,1671,0,284,167095,4444,115018,4174,51599,3317,478,308,60718,2877,38676,2344,21902,2093,140,133,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1146620,13840,18653,2477,11687,1869,6749,1468,217,283,131551,4988,99727,4342,31439,2937,385,279,710290,10462,535138,9262,169133,6354,6019,1308,286126,5136,213600,4625,71048,3534,1478,554,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,214246,3793,5315,1103,2857,819,2458,897,0,219,28482,2064,22740,2014,5742,975,0,219,129350,3008,104254,2840,24587,2101,509,230,51099,1608,39857,1597,10995,1250,247,171,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1638837,16782,28096,2896,16547,2717,10876,1589,673,402,197528,6447,147500,5911,48788,3596,1240,595,1020909,12585,784789,12304,229068,7424,7052,1459,392304,5911,304149,5872,86301,4298,1854,553,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5162604,28008,82467,5147,45503,4073,35292,3622,1672,602,659936,13010,453871,10828,201857,7868,4208,1219,3305615,22279,2442626,20136,833729,15681,29260,3786,1114586,11207,840904,11023,269370,7313,4312,1014,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,558769,7876,16169,2083,10170,1568,5961,1212,38,68,105506,4093,69025,3572,36362,2845,119,123,327362,5803,241620,5822,84903,4419,839,354,109732,2718,87379,2858,21562,1910,791,391,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,176860,3377,1110,423,872,402,238,175,0,211,16110,1396,11134,1211,4964,902,12,20,119994,2697,86815,2701,32790,2123,389,205,39646,1577,26226,1505,13420,1300,0,211,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2012391,18661,28036,2799,17129,2149,10477,1907,430,334,233610,7308,156787,5583,76432,4826,391,412,1317772,12236,983650,11646,329044,7854,5078,1106,432973,6358,326718,6056,104294,4373,1961,613,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1584549,14207,21075,3120,10259,1811,10646,2347,170,163,177296,6748,111718,5188,65038,3843,540,303,1039629,11663,731011,10760,303916,7961,4702,1101,346549,5143,258483,5535,86775,3861,1291,476,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,558289,7108,9330,1772,5762,1394,3347,1131,221,226,56036,3123,44774,2962,11037,1863,225,231,336396,5516,275921,6028,57632,3855,2843,940,156527,2923,127859,3375,27800,2166,868,443,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1556441,11920,25702,2522,14214,1745,11296,2025,192,175,185222,5525,128806,5012,56280,2996,136,116,997221,10372,736352,9805,256345,6593,4524,1208,348296,4807,246166,4633,101038,3385,1092,356,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,146504,3363,3234,829,2474,712,737,351,23,38,16526,1585,12834,1375,3664,988,28,50,94099,2916,77161,2832,16719,1671,219,184,32645,1168,25722,1467,6615,1050,308,261,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,934479,10320,10131,1475,5645,997,3597,895,889,367,86304,4015,51195,2996,31778,2738,3331,780,548000,9699,381996,8748,141672,5360,24332,2211,290044,6926,223467,5462,63046,3503,3531,876,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
