GEO_ID,C18026_001E,C18026_001M,C18026_002E,C18026_002M,C18026_003E,C18026_003M,C18026_004E,C18026_004M,C18026_005E,C18026_005M,C18026_006E,C18026_006M,C18026_007E,C18026_007M,C18026_008E,C18026_008M,C18026_009E,C18026_009M,C18026_010E,C18026_010M,C18026_011E,C18026_011M,C18026_012E,C18026_012M,C18026_013E,C18026_013M,C18026_014E,C18026_014M,C18026_015E,C18026_015M,NAME,C18026_001EA,C18026_001MA,C18026_002MA,C18026_002EA,C18026_003EA,C18026_003MA,C18026_004EA,C18026_004MA,C18026_005EA,C18026_005MA,C18026_006EA,C18026_006MA,C18026_007MA,C18026_007EA,C18026_008EA,C18026_008MA,C18026_009EA,C18026_009MA,C18026_010EA,C18026_010MA,C18026_011EA,C18026_011MA,C18026_012MA,C18026_012EA,C18026_013MA,C18026_013EA,C18026_014EA,C18026_014MA,C18026_015EA,C18026_015MA,state
0400000US01,2894176,5043,299678,6704,10664,1801,1252,667,9412,1620,289014,6822,118780,5868,170234,6031,2594498,5708,285765,7754,34919,2578,250846,7184,2308733,9578,1759793,14861,548940,11968,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,426990,1889,52741,2591,1246,546,174,176,1072,516,51495,2560,22218,2498,29277,1886,374249,2302,23525,2338,4935,921,18590,2048,350724,3209,268404,4651,82320,4263,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3667827,4564,381233,6712,9071,1545,2024,845,7047,1325,372162,6957,169928,6359,202234,6098,3286594,5394,227593,8093,42452,3805,185141,6963,3059001,9459,2326144,14211,732857,14163,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1738224,3831,189995,5222,6776,1313,1573,688,5203,1146,183219,5302,84942,4201,98277,4602,1548229,4845,186961,6480,29558,3185,157403,6341,1361268,8306,1066464,10978,294804,8504,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22906307,11669,2458837,18128,50252,4740,9678,2361,40574,4136,2408585,18383,873322,15120,1535263,17444,20447470,14393,1259032,20688,243570,9108,1015462,16710,19188438,25415,14364150,37047,4824288,31897,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3053504,4420,288643,5750,5750,1020,1383,632,4367,936,282893,5772,129091,5254,153802,5065,2764861,4942,147499,6272,33595,2761,113904,5960,2617362,7564,2096670,12152,520692,12623,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2215438,3697,207501,4621,5292,1126,1707,776,3585,787,202209,4644,84279,3786,117930,4332,2007937,3817,114631,5520,28315,3830,86316,4815,1893306,6897,1516541,10800,376765,9143,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,535270,1881,51215,3081,828,361,74,105,754,339,50387,3079,22173,2120,28214,2807,484055,2768,32259,2770,6558,1191,25701,2545,451796,4084,360382,5164,91414,3602,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,349668,1304,17979,1436,719,414,136,131,583,431,17260,1446,3458,879,13802,1208,331689,1175,19553,2202,3876,1231,15677,2099,312136,2206,236412,4673,75724,4329,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10879045,9146,1085718,11748,24401,3019,3580,1142,20821,2781,1061317,11911,445171,10834,616146,10997,9793327,9511,733985,13547,122799,5800,611186,12716,9059342,16858,6974874,23305,2084468,22524,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5874074,7456,589403,11764,15601,2314,2079,665,13522,2221,573802,11748,220024,8233,353778,10358,5284671,11072,399922,11963,64613,4636,335309,11234,4884749,16501,3777377,18502,1107372,15638,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,781052,2984,73847,2804,1721,658,200,175,1521,645,72126,2861,30298,2381,41828,2761,707205,3402,40995,2940,8489,1425,32506,2958,666210,4244,520428,6643,145782,5956,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,905424,2769,104653,4379,2810,829,401,237,2409,782,101843,4361,52471,3333,49372,3417,800771,3772,57615,3349,12245,1845,45370,3213,743156,4783,585078,7467,158078,6512,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8122312,6484,827074,10756,21512,3190,5048,1361,16464,2762,805562,10903,341945,8376,463617,9850,7295238,9028,414849,11493,86034,5877,328815,9943,6880389,14869,5301882,21363,1578507,18960,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3944502,4886,397006,5008,12597,1808,2446,767,10151,1525,384409,5371,181322,5242,203087,4954,3547496,5306,275361,8419,52344,4025,223017,8050,3272135,10112,2574381,13785,697754,11705,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1870317,3085,183629,4967,4102,760,887,373,3215,695,179527,4844,100649,4116,78878,3371,1686688,4116,106375,4198,25381,2016,80994,3954,1580313,5826,1314242,9212,266071,7903,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1727251,3397,178600,4515,3854,877,662,397,3192,797,174746,4560,92562,3925,82184,3481,1548651,4704,98554,4404,22070,2412,76484,3823,1450097,6750,1182072,9205,268025,7775,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2685570,4242,257890,5705,11063,2049,1676,782,9387,1816,246827,5649,108320,5186,138507,5321,2427680,5513,314495,8805,38408,3277,276087,8130,2113185,10049,1604141,13582,509044,11716,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2868273,5317,328527,7307,10898,1519,1312,532,9586,1528,317629,7495,114021,5344,203608,6735,2539746,7815,246576,8113,33049,3379,213527,7631,2293170,11153,1700943,13088,592227,12671,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,858753,2077,79369,3043,2148,672,333,242,1815,598,77221,3169,39041,2331,38180,2583,779384,2306,72743,4316,13723,2063,59020,3515,706641,4699,577161,6888,129480,5002,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3592127,5481,357359,6692,7653,1512,1352,557,6301,1408,349706,6927,155948,6721,193758,6767,3234768,5995,182923,7568,37386,3093,145537,6602,3051845,8490,2463304,12905,588541,12821,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
