GEO_ID,C06001_001E,C06001_001M,C06001_002E,C06001_002M,C06001_003E,C06001_003M,C06001_004E,C06001_004M,C06001_005E,C06001_005M,C06001_006E,C06001_006M,C06001_007E,C06001_007M,C06001_008E,C06001_008M,C06001_009E,C06001_009M,C06001_010E,C06001_010M,C06001_011E,C06001_011M,C06001_012E,C06001_012M,C06001_013E,C06001_013M,C06001_014E,C06001_014M,C06001_015E,C06001_015M,C06001_016E,C06001_016M,C06001_017E,C06001_017M,C06001_018E,C06001_018M,C06001_019E,C06001_019M,C06001_020E,C06001_020M,C06001_021E,C06001_021M,C06001_022E,C06001_022M,C06001_023E,C06001_023M,C06001_024E,C06001_024M,C06001_025E,C06001_025M,C06001_026E,C06001_026M,C06001_027E,C06001_027M,C06001_028E,C06001_028M,C06001_029E,C06001_029M,C06001_030E,C06001_030M,C06001_031E,C06001_031M,C06001_032E,C06001_032M,C06001_033E,C06001_033M,C06001_034E,C06001_034M,C06001_035E,C06001_035M,C06001_036E,C06001_036M,C06001_037E,C06001_037M,C06001_038E,C06001_038M,C06001_039E,C06001_039M,C06001_040E,C06001_040M,C06001_041E,C06001_041M,C06001_042E,C06001_042M,C06001_043E,C06001_043M,C06001_044E,C06001_044M,C06001_045E,C06001_045M,C06001_046E,C06001_046M,C06001_047E,C06001_047M,C06001_048E,C06001_048M,C06001_049E,C06001_049M,C06001_050E,C06001_050M,NAME,C06001_001EA,C06001_001MA,C06001_002EA,C06001_002MA,C06001_003MA,C06001_003EA,C06001_004MA,C06001_004EA,C06001_005EA,C06001_005MA,C06001_006EA,C06001_006MA,C06001_007MA,C06001_007EA,C06001_008MA,C06001_008EA,C06001_009MA,C06001_009EA,C06001_010MA,C06001_010EA,C06001_011EA,C06001_011MA,C06001_012EA,C06001_012MA,C06001_013MA,C06001_013EA,C06001_014MA,C06001_014EA,C06001_015MA,C06001_015EA,C06001_016MA,C06001_016EA,C06001_017EA,C06001_017MA,C06001_018EA,C06001_018MA,C06001_019MA,C06001_019EA,C06001_020MA,C06001_020EA,C06001_021EA,C06001_021MA,C06001_022EA,C06001_022MA,C06001_023EA,C06001_023MA,C06001_024MA,C06001_024EA,C06001_025MA,C06001_025EA,C06001_026EA,C06001_026MA,C06001_027MA,C06001_027EA,C06001_028EA,C06001_028MA,C06001_029EA,C06001_029MA,C06001_030MA,C06001_030EA,C06001_031EA,C06001_031MA,C06001_032EA,C06001_032MA,C06001_033EA,C06001_033MA,C06001_034EA,C06001_034MA,C06001_035MA,C06001_035EA,C06001_036MA,C06001_036EA,C06001_037EA,C06001_037MA,C06001_038EA,C06001_038MA,C06001_039EA,C06001_039MA,C06001_040EA,C06001_040MA,C06001_041EA,C06001_041MA,C06001_042EA,C06001_042MA,C06001_043EA,C06001_043MA,C06001_044EA,C06001_044MA,C06001_045EA,C06001_045MA,C06001_046MA,C06001_046EA,C06001_047EA,C06001_047MA,C06001_048EA,C06001_048MA,C06001_049MA,C06001_049EA,C06001_050EA,C06001_050MA,state
0400000US01,4442558,0,292375,2206,793333,2586,412216,4606,1224245,5499,652826,3926,494879,2594,325232,2096,189350,3443,58102,3404,3163789,19759,258150,3239,627449,7615,289719,5821,790347,10469,437909,6245,341910,5138,236033,4563,137726,4109,44546,2950,1127985,18748,30518,2671,147305,6797,102207,5082,367241,9708,192768,5679,141970,4787,83916,3856,49144,2859,12916,1806,30011,3085,1127,621,4172,1397,4764,1245,11513,1615,6252,1274,1333,561,308,223,372,289,170,161,120773,6618,2580,711,14407,2434,15526,2456,55144,4016,15897,2150,9666,1556,4975,1095,2108,631,470,228,Alabama,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,641724,0,49204,830,138294,944,66617,1682,174368,2531,106556,2036,64529,1111,26402,944,12051,852,3703,739,259243,4989,40414,1398,94929,3116,34856,2172,50876,2472,20028,1473,10078,990,5287,556,2269,368,506,262,335084,5800,8090,1256,38086,2768,26839,2186,107224,3247,76390,2061,48938,1413,18080,800,8563,760,2874,710,13029,1600,458,281,3209,947,2115,839,3627,860,1983,647,1324,600,285,178,28,48,0,233,34368,2341,242,188,2070,761,2807,1015,12641,1657,8155,1284,4189,775,2750,743,1191,413,323,226,Alaska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5829839,0,459772,1271,1114116,1466,552596,2964,1641443,3581,747917,2095,578598,1185,407224,2021,261324,3521,66849,3263,2050049,21918,388894,6172,723974,11504,231289,8305,416275,10161,142659,5324,79522,4867,40552,2882,21974,2215,4910,963,2869038,22676,56532,5136,293817,10520,213113,7837,803317,11353,479808,5734,427983,5595,321058,4172,216583,4160,56827,3113,67456,5266,2314,1117,9520,1885,9250,2044,25244,3014,11116,1770,4006,992,3756,1014,1633,540,617,333,843296,21013,12032,2579,86805,6852,98944,5736,396607,11446,114334,5900,67087,3848,41858,2924,21134,2140,4495,963,Arizona,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2701431,0,186365,2038,485969,2154,251855,3645,735040,4189,378702,3450,299859,1698,206824,1804,122066,2633,34751,2249,1660875,13279,159308,2790,349716,5948,163257,4149,391813,7269,206507,4499,175275,4284,122579,3209,71177,2579,21243,2038,922542,12631,25480,2350,121765,5630,71670,4013,288581,6770,157893,5364,115791,3834,80736,3234,48093,2457,12533,1413,16845,2376,685,425,2395,963,2398,776,6966,1616,2459,701,1481,656,121,135,166,167,174,174,101169,5206,892,526,12093,1624,14530,2038,47680,2901,11843,1835,7312,1135,3388,761,2630,737,801,480,Arkansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35278768,0,2679311,3023,6975831,3014,3324585,5290,10395118,7616,4871349,5280,3331470,3160,1941943,3236,1338685,9220,420476,9201,18313789,57795,2490293,9326,5889853,21633,2087234,18386,4163639,37677,1765906,18841,1050725,15144,461585,10341,322666,6811,81888,4755,6985440,39995,97449,6444,395175,13208,337549,11705,1804382,21592,1359012,15783,1236533,13036,857400,10895,659531,8680,238409,6915,368183,11388,16701,2763,54054,5499,30229,3101,129486,7068,68841,5382,34193,3147,18661,2500,12735,2002,3283,1010,9611356,53997,74868,6637,636749,19781,869573,16343,4297611,35720,1677590,17832,1010019,12969,604297,8966,343753,9010,96896,5348,California,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4562244,0,338585,1774,837578,1857,421308,3212,1408941,4349,671217,3361,441718,2026,244896,2168,152095,3011,45906,2863,1930787,19331,296686,3802,557782,8624,208568,6878,435115,11157,189800,5238,115525,3483,73577,3103,42474,2630,11260,1444,2113104,20216,33343,3305,223508,8645,151238,6388,719686,11129,412012,5889,289752,4554,154012,3340,97075,3289,32478,2408,58059,4009,2524,1171,11094,1309,6713,1426,22148,2801,11358,1622,2950,1003,607,337,585,383,80,95,460294,12187,6032,1303,45194,4261,54789,4948,231992,7666,58047,3851,33491,3234,16700,1905,11961,1470,2088,701,Colorado,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3394751,0,210976,660,619914,1147,263296,1362,935129,2384,539938,2037,382919,910,211281,1270,172258,2925,59040,2876,1917655,17786,180544,2634,471268,6707,169315,4969,453905,8407,259875,5900,169537,5071,92847,3911,88607,3120,31757,2271,951639,15516,24636,2263,106793,5709,52207,3570,271163,9607,189596,5639,145801,5024,79404,2987,60997,3018,21042,2089,102203,5936,2038,798,12614,2397,7743,1837,33977,3684,21093,1965,14114,1486,7998,1198,2235,733,391,227,423254,14638,3758,1085,29239,2857,34031,4307,176084,7331,69374,3902,53467,4115,31032,3253,20419,2078,5850,1036,Connecticut,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,818587,0,55398,304,140065,322,72045,841,233721,1571,120477,1089,90090,748,58556,708,38626,1436,9609,1315,376278,8262,47288,1562,92940,3292,37932,2799,92468,4395,47148,2760,27751,2264,17474,1351,10241,1471,3036,641,367294,8632,7000,1477,40651,3077,26189,2557,107270,4714,62304,2910,54933,2382,37202,1450,26100,1478,5645,997,12148,2101,535,404,2418,968,845,474,4633,1063,1517,576,852,543,528,387,309,315,511,368,62867,3735,575,287,4056,1042,7079,1190,29350,2387,9508,1342,6554,1000,3352,728,1976,672,417,279,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,515118,0,37723,429,73816,435,31647,736,184147,1068,69704,905,55587,578,31909,548,23420,1101,7165,928,204254,5154,31011,1557,53762,2333,12182,980,56783,2713,24775,1905,13121,1394,6175,992,5078,915,1367,491,237670,5536,6228,1561,15983,2074,14188,1428,90054,3087,33756,1957,34368,1714,22476,1349,15624,1211,4993,864,5477,1128,123,156,352,258,885,399,2292,700,1264,599,404,275,46,77,69,113,42,71,67717,3880,361,341,3719,1390,4392,798,35018,2333,9909,1422,7694,1228,3212,868,2649,721,763,358,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17382511,0,1112350,3373,2934500,3741,1484879,5977,4581594,8264,2440996,5791,1946979,3544,1489260,3391,1071963,9222,319990,9105,5793700,34016,968024,7189,1969753,17268,693226,14135,1171316,18453,472304,8012,260903,7226,147128,5577,89415,5125,21631,2382,7894934,36463,111439,6886,670352,16424,490112,12355,2023210,17895,1344046,10628,1236937,10400,1002488,7202,780269,8091,236081,7049,480922,13089,9545,1919,64808,5207,44470,3964,165958,8608,73033,4359,56985,3649,36045,2849,22301,2509,7777,1300,3212955,29437,23342,3351,229587,9684,257071,10129,1221110,14805,551613,9095,392154,8227,303599,6488,179978,5921,54501,3881,Florida,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
