GEO_ID,B14001H_001E,B14001H_001M,B14001H_002E,B14001H_002M,B14001H_003E,B14001H_003M,B14001H_004E,B14001H_004M,B14001H_005E,B14001H_005M,B14001H_006E,B14001H_006M,B14001H_007E,B14001H_007M,NAME,B14001H_001MA,B14001H_001EA,B14001H_002MA,B14001H_002EA,B14001H_003MA,B14001H_003EA,B14001H_004EA,B14001H_004MA,B14001H_005EA,B14001H_005MA,B14001H_006MA,B14001H_006EA,B14001H_007MA,B14001H_007EA,state
0400000US01,2988170,3416,704703,7198,79606,4324,301703,4925,151983,3746,171411,5668,2283467,7108,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,412658,955,112298,2817,13177,1743,45900,1788,26785,1423,26436,2338,300360,2689,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3391590,4796,806719,10863,86743,5242,312012,4966,170279,5158,237685,8748,2584871,10910,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2007069,3173,473178,7281,54737,3743,204263,3836,107591,2652,106587,5640,1533891,7136,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14802657,12064,3645622,17703,371070,8810,1370193,11096,795006,8615,1109353,15696,11157035,20028,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3159930,3990,806723,8101,88328,4120,321654,4085,172029,3781,224712,6968,2353207,7918,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2478246,3980,620499,7231,72840,3760,253114,3439,144407,3120,150138,5518,1857747,6772,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,551348,1608,124023,3006,15660,1755,51544,1660,26221,1475,30598,2874,427325,2893,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,147912,1517,25397,1824,3148,674,5122,519,2493,384,14634,1602,122515,1827,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10466267,8203,2230644,16368,253173,9112,939000,9251,504052,7952,534419,11899,8235623,16336,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5059369,6730,1274012,11813,162929,5828,531121,6092,284920,5370,295042,9732,3785357,11419,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,274706,1310,54433,2917,6518,1150,18031,1202,10559,1197,19325,2483,220273,2963,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1162953,2352,309870,5581,31343,2704,130137,2889,71858,2480,76532,3790,853083,5549,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7878184,6625,2014915,13414,234609,7091,811903,6781,431782,5785,536621,11654,5863269,12442,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4935036,4881,1274573,9887,145594,5417,568311,5805,281962,4526,278706,7362,3660463,10390,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2528678,2672,618981,6624,70989,3129,248799,3148,150002,2819,149191,5669,1909697,6815,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2091263,2996,548551,6650,61204,3249,217840,2742,123139,2517,146368,5219,1542712,6398,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3474703,4646,847796,8504,96295,4695,365827,5446,189953,4479,195721,7569,2626907,7958,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2621709,3762,649243,7056,77701,3646,267742,3763,141317,4678,162483,6412,1972466,7792,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1193703,2263,277828,4271,27641,2343,114627,2497,69460,2204,66100,3749,915875,4375,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3116687,4270,786391,6998,87200,4392,324311,4581,178756,3820,196124,6542,2330296,7193,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4766311,9333,1168616,12242,143564,5223,466304,5335,260652,4867,298096,8900,3597695,12439,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7431869,6593,1968887,12740,210939,6530,803113,7010,444674,5645,510161,11104,5462982,12251,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4151546,5491,1040858,8504,115897,3866,424252,3736,244758,3452,255951,7014,3110688,9549,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1634769,2895,388041,6310,48737,3596,163963,3480,85357,3081,89984,4787,1246728,6538,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4507300,4504,1093132,9217,124852,4576,467437,4793,247156,4424,253687,7340,3414168,8645,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,784525,1586,178486,3935,16277,1916,73305,2329,44817,2024,44087,2995,606039,3947,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1402341,2213,362758,5094,42010,2664,141471,2365,83426,1878,95851,4587,1039583,5256,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1379207,3378,308139,5906,28167,2909,131795,3411,68967,2727,79210,5097,1071068,6438,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1157044,2088,294421,5066,28337,2419,130285,2534,71023,2051,64776,4452,862623,5497,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5197233,6149,1324629,9305,165883,4905,553967,5647,298254,5246,306525,7793,3872604,9112,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,785235,2611,181409,4934,17743,1713,63885,2216,39537,2513,60244,3857,603826,5294,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10937569,8588,2633086,13674,293702,8034,1070259,9044,606549,6866,662576,12637,8304483,14574,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5557485,4809,1366498,11748,160471,5807,568785,6144,294117,5609,343125,9958,4190987,11768,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,535164,1107,127678,2354,11986,1277,50235,1206,29304,1005,36153,1987,407486,2567,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8955284,6519,2235065,13212,246128,7715,945985,6919,511372,5645,531580,10539,6720219,11424,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2401715,3398,566810,6716,64306,3945,231827,3965,124058,3516,146619,4976,1834905,6003,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2800972,3895,658430,8085,64804,3871,268925,4182,153772,3429,170929,7084,2142542,8335,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9594267,5124,2261761,10477,242503,7169,948553,7641,528098,5915,542607,9908,7332506,11038,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,791829,2941,189650,4032,17765,2125,75442,2467,42187,1744,54256,3727,602179,4237,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2609226,3227,605870,7231,72545,3928,262199,3914,132978,3040,138148,6300,2003356,7638,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,626206,1773,149927,2474,17405,1584,63303,1618,34710,1377,34509,2317,476279,2913,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4379035,4294,981116,10032,109520,4914,428627,5649,228483,4687,214486,8457,3397919,10501,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10504163,7605,2638334,16580,306866,10612,1070553,9230,585504,8320,675411,13991,7865829,16821,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1913911,2573,623265,7088,74129,3611,242342,3379,126754,2712,180040,6166,1290646,7040,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,561269,1098,137387,3456,12939,1320,56597,1415,33112,1316,34739,2995,423882,3250,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
