GEO_ID,B18030_001E,B18030_001M,B18030_002E,B18030_002M,B18030_003E,B18030_003M,B18030_004E,B18030_004M,B18030_005E,B18030_005M,B18030_006E,B18030_006M,B18030_007E,B18030_007M,B18030_008E,B18030_008M,B18030_009E,B18030_009M,B18030_010E,B18030_010M,B18030_011E,B18030_011M,B18030_012E,B18030_012M,B18030_013E,B18030_013M,B18030_014E,B18030_014M,B18030_015E,B18030_015M,B18030_016E,B18030_016M,B18030_017E,B18030_017M,B18030_018E,B18030_018M,B18030_019E,B18030_019M,B18030_020E,B18030_020M,B18030_021E,B18030_021M,B18030_022E,B18030_022M,B18030_023E,B18030_023M,B18030_024E,B18030_024M,B18030_025E,B18030_025M,B18030_026E,B18030_026M,B18030_027E,B18030_027M,B18030_028E,B18030_028M,B18030_029E,B18030_029M,B18030_030E,B18030_030M,B18030_031E,B18030_031M,B18030_032E,B18030_032M,B18030_033E,B18030_033M,B18030_034E,B18030_034M,B18030_035E,B18030_035M,B18030_036E,B18030_036M,B18030_037E,B18030_037M,B18030_038E,B18030_038M,B18030_039E,B18030_039M,B18030_040E,B18030_040M,B18030_041E,B18030_041M,B18030_042E,B18030_042M,B18030_043E,B18030_043M,B18030_044E,B18030_044M,B18030_045E,B18030_045M,B18030_046E,B18030_046M,B18030_047E,B18030_047M,B18030_048E,B18030_048M,B18030_049E,B18030_049M,B18030_050E,B18030_050M,B18030_051E,B18030_051M,B18030_052E,B18030_052M,B18030_053E,B18030_053M,B18030_054E,B18030_054M,B18030_055E,B18030_055M,NAME,B18030_001MA,B18030_001EA,B18030_002EA,B18030_002MA,B18030_003EA,B18030_003MA,B18030_004EA,B18030_004MA,B18030_005EA,B18030_005MA,B18030_006EA,B18030_006MA,B18030_007MA,B18030_007EA,B18030_008EA,B18030_008MA,B18030_009EA,B18030_009MA,B18030_010EA,B18030_010MA,B18030_011EA,B18030_011MA,B18030_012MA,B18030_012EA,B18030_013EA,B18030_013MA,B18030_014EA,B18030_014MA,B18030_015EA,B18030_015MA,B18030_016EA,B18030_016MA,B18030_017EA,B18030_017MA,B18030_018MA,B18030_018EA,B18030_019EA,B18030_019MA,B18030_020EA,B18030_020MA,B18030_021EA,B18030_021MA,B18030_022EA,B18030_022MA,B18030_023MA,B18030_023EA,B18030_024EA,B18030_024MA,B18030_025EA,B18030_025MA,B18030_026EA,B18030_026MA,B18030_027EA,B18030_027MA,B18030_028MA,B18030_028EA,B18030_029MA,B18030_029EA,B18030_030EA,B18030_030MA,B18030_031EA,B18030_031MA,B18030_032EA,B18030_032MA,B18030_033MA,B18030_033EA,B18030_034MA,B18030_034EA,B18030_035EA,B18030_035MA,B18030_036EA,B18030_036MA,B18030_037EA,B18030_037MA,B18030_038MA,B18030_038EA,B18030_039MA,B18030_039EA,B18030_040MA,B18030_040EA,B18030_041EA,B18030_041MA,B18030_042EA,B18030_042MA,B18030_043MA,B18030_043EA,B18030_044MA,B18030_044EA,B18030_045MA,B18030_045EA,B18030_046EA,B18030_046MA,B18030_047EA,B18030_047MA,B18030_048EA,B18030_048MA,B18030_049EA,B18030_049MA,B18030_050EA,B18030_050MA,B18030_051MA,B18030_051EA,B18030_052EA,B18030_052MA,B18030_053EA,B18030_053MA,B18030_054EA,B18030_054MA,B18030_055EA,B18030_055MA,state
0400000US01,4128322,3736,823793,12718,392677,10474,37287,3123,15299,2403,21988,2721,17687,2278,4426,1183,13261,2028,230870,8335,51531,4702,179339,7489,106833,3201,12058,1503,94775,3298,431116,8474,18943,2495,6969,1670,11974,1849,11222,1768,4996,1280,6226,1265,233964,6514,70741,3858,163223,6052,166987,4032,34935,2650,132052,4132,3304529,12294,1588096,9654,302693,4895,64335,5392,238358,6083,136764,4941,27684,3135,109080,5501,1015409,8776,80229,5621,935180,10091,133230,3053,8557,1841,124673,2960,1716433,8198,302539,4326,70050,5068,232489,5651,134005,5016,34998,3198,99007,4104,1114255,6879,160320,6265,953935,8807,165634,4194,19939,1834,145695,4088,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,582471,1870,85926,4068,45058,3113,5066,1338,773,501,4293,1210,2330,745,346,259,1984,680,28515,2258,4715,1092,23800,2003,9147,997,751,333,8396,1006,40868,2448,2008,688,220,178,1788,661,2193,639,466,430,1727,550,25873,2036,5789,1064,20084,1684,10794,1055,964,338,9830,1022,496545,4272,247685,3602,52524,1857,7968,1466,44556,2082,24792,1655,3524,1293,21268,1769,159441,2826,12741,1764,146700,2990,10928,1109,640,363,10288,1093,248860,2555,53727,1539,8455,1606,45272,1890,23426,1548,3199,858,20227,1656,160420,2707,13500,1821,146920,2893,11287,1014,600,269,10687,1006,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5332488,5579,746497,15499,362535,10368,35859,3130,8551,1630,27308,2918,13274,1963,3439,1185,9835,1563,196860,8625,36533,3178,160327,8444,116542,3744,10161,1442,106381,3783,383962,8967,19414,2490,5074,1367,14340,1992,12050,1654,2420,791,9630,1514,202332,7157,48065,3385,154267,7134,150166,4467,20467,2082,129699,4587,4585991,15352,2281148,9961,443775,4688,82844,6140,360931,7798,179950,4548,34254,3069,145696,5067,1443307,8938,128467,6751,1314840,9673,214116,3651,10453,1344,203663,3698,2304843,9632,430216,4936,81933,5641,348283,6397,175959,5297,41628,4404,134331,5091,1444095,8455,181494,8303,1262601,10343,254573,4537,19437,2616,235136,4669,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2501447,3200,530645,11065,254879,6627,23561,2247,8201,1638,15360,2018,10783,1714,2782,916,8001,1627,145933,5389,33697,3054,112236,4727,74602,2710,8805,1264,65797,2639,275766,7312,15024,1934,6379,1828,8645,1566,7507,1407,3239,1093,4268,1060,149827,5663,45681,3451,104146,4744,103408,3105,22498,2026,80910,3053,1970802,11442,957876,7579,181143,3135,41185,3284,139958,3437,89363,4099,19074,3187,70289,4238,605668,6194,55757,4174,549911,6229,81702,2699,4978,891,76724,2700,1012926,7932,179854,3204,40756,3209,139098,3913,82342,3725,20767,2187,61575,3117,646801,6954,84467,4269,562334,7347,103929,3059,12277,1481,91652,2990,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32405596,10568,4113052,37296,1903053,26049,171738,7350,38450,3821,133288,5910,80871,5643,18103,2770,62768,4752,1056495,20084,205003,9315,851492,17749,593949,10378,46398,4273,547551,10197,2209999,22679,102616,5899,26521,2945,76095,5178,55665,5378,14014,2544,41651,3953,1164042,18254,267074,10100,896968,15528,887676,11039,102387,5686,785289,10225,28292544,35952,14087646,25703,2790770,12345,501630,19944,2289140,20224,1172077,14681,212854,9911,959223,15087,9123668,23399,776085,17705,8347583,28891,1001131,10390,61437,5631,939694,9966,14204898,23633,2733061,11261,497569,18585,2235492,20991,1150224,12307,232083,9937,918141,13507,9103265,19254,1065003,22946,8038262,28216,1218348,10907,90006,5299,1128342,10300,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4201306,3189,496637,9781,242353,7879,21551,1919,4602,966,16949,1784,10876,1779,2071,818,8805,1487,144806,6011,27218,2645,117588,5696,65120,2842,5014,927,60106,2840,254284,6570,13277,1813,1615,473,11662,1721,5777,1214,1067,447,4710,1057,135879,5030,32427,3254,103452,4431,99351,2868,14752,1906,84599,3170,3704669,10316,1853950,8873,336472,3857,43267,3768,293205,5008,140430,3861,25233,3145,115197,3782,1247846,7260,86561,5545,1161285,8403,129202,3093,6863,1442,122339,3134,1850719,7704,333605,3981,43347,4236,290258,5764,131560,4494,22456,2575,109104,4277,1236330,6175,118354,6437,1117976,7975,149224,3056,11453,1512,137771,2956,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3171028,2325,401529,9647,181558,6732,17341,2139,3620,1214,13721,1744,9297,1614,1292,510,8005,1537,96368,5177,16672,2578,79696,4181,58552,2478,4474,854,54078,2374,219971,6783,10719,2442,2618,1435,8101,1947,6302,1408,1273,661,5029,1298,106195,4742,24715,2914,81480,4100,96755,3823,13095,1928,83660,3723,2769499,9759,1347885,6936,244252,3581,22839,3327,221413,4476,99643,3725,10840,2160,88803,3526,878592,6143,39411,4760,839181,7957,125398,2696,4713,1183,120685,2999,1421614,6844,240699,3466,25481,3448,215218,3927,92259,3301,10569,1786,81690,3340,926782,5307,60333,5190,866449,7199,161874,3700,11132,1850,150742,3676,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,758376,1366,111862,4002,53144,2839,6409,1158,1026,574,5383,1196,1869,549,293,287,1576,531,28959,2248,5733,1530,23226,2112,15907,1345,1150,442,14757,1305,58718,3079,3248,986,248,183,3000,978,1456,537,558,428,898,367,31816,2569,5651,1230,26165,2251,22198,1704,2716,759,19482,1502,646514,4309,312769,3115,52956,1480,5703,1370,47253,1696,23821,1850,3838,1153,19983,1788,204917,2580,11480,2177,193437,2950,31075,1388,1427,546,29648,1511,333745,3291,53702,1589,7949,1702,45753,2010,24069,2553,6529,2342,17540,2013,218363,3232,18505,2136,199858,3692,37611,1763,2413,673,35198,1724,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,475387,808,66893,4024,28568,2647,3373,716,1678,563,1695,569,884,472,230,210,654,430,16268,2246,4413,1245,11855,1865,8043,1080,1834,592,6209,1043,38325,2612,1157,627,501,334,656,510,868,434,197,189,671,409,20970,1959,7557,1393,13413,1866,15330,1435,4222,1021,11108,1301,408494,4178,193528,2800,28060,1002,7697,1630,20363,1921,9361,1355,3122,846,6239,1094,139486,2290,13529,2038,125957,3085,16621,1070,1818,627,14803,1072,214966,2762,30635,1296,10360,1711,20275,1715,6866,803,1795,504,5071,813,154965,1924,23121,2165,131844,2756,22500,1516,3007,1064,19493,1674,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16172060,7467,2562992,24548,1207502,15717,98304,6333,25864,3106,72440,5249,41256,3638,10972,2121,30284,3159,602226,12855,120460,7301,481766,11692,465716,7544,46301,3919,419415,6951,1355490,18537,58277,4368,16878,2676,41399,3747,31204,3074,9996,2139,21208,2356,649738,13280,165814,8169,483924,12626,616271,8684,97514,5241,518757,8230,13609068,24987,6625177,18515,1134006,8702,183008,8750,950998,11558,517037,9405,88154,6700,428883,8615,4165147,16645,301443,13820,3863704,21900,808987,7989,51859,3676,757128,7667,6983891,21166,1121215,7397,183465,9532,937750,10290,496221,8935,99694,7217,396527,8790,4376216,15922,494420,13220,3881796,18361,990239,8677,93939,4973,896300,8231,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
