GEO_ID,B05008_001E,B05008_001M,B05008_002E,B05008_002M,B05008_003E,B05008_003M,B05008_004E,B05008_004M,B05008_005E,B05008_005M,B05008_006E,B05008_006M,B05008_007E,B05008_007M,B05008_008E,B05008_008M,B05008_009E,B05008_009M,B05008_010E,B05008_010M,B05008_011E,B05008_011M,B05008_012E,B05008_012M,B05008_013E,B05008_013M,B05008_014E,B05008_014M,B05008_015E,B05008_015M,B05008_016E,B05008_016M,B05008_017E,B05008_017M,B05008_018E,B05008_018M,B05008_019E,B05008_019M,B05008_020E,B05008_020M,B05008_021E,B05008_021M,B05008_022E,B05008_022M,B05008_023E,B05008_023M,B05008_024E,B05008_024M,B05008_025E,B05008_025M,B05008_026E,B05008_026M,B05008_027E,B05008_027M,B05008_028E,B05008_028M,B05008_029E,B05008_029M,B05008_030E,B05008_030M,B05008_031E,B05008_031M,B05008_032E,B05008_032M,B05008_033E,B05008_033M,B05008_034E,B05008_034M,B05008_035E,B05008_035M,B05008_036E,B05008_036M,B05008_037E,B05008_037M,B05008_038E,B05008_038M,B05008_039E,B05008_039M,B05008_040E,B05008_040M,B05008_041E,B05008_041M,B05008_042E,B05008_042M,B05008_043E,B05008_043M,B05008_044E,B05008_044M,B05008_045E,B05008_045M,B05008_046E,B05008_046M,B05008_047E,B05008_047M,B05008_048E,B05008_048M,B05008_049E,B05008_049M,B05008_050E,B05008_050M,B05008_051E,B05008_051M,B05008_052E,B05008_052M,B05008_053E,B05008_053M,B05008_054E,B05008_054M,B05008_055E,B05008_055M,B05008_056E,B05008_056M,B05008_057E,B05008_057M,B05008_058E,B05008_058M,B05008_059E,B05008_059M,B05008_060E,B05008_060M,B05008_061E,B05008_061M,B05008_062E,B05008_062M,B05008_063E,B05008_063M,B05008_064E,B05008_064M,B05008_065E,B05008_065M,B05008_066E,B05008_066M,B05008_067E,B05008_067M,B05008_068E,B05008_068M,B05008_069E,B05008_069M,NAME,B05008_001EA,B05008_001MA,B05008_002EA,B05008_002MA,B05008_003EA,B05008_003MA,B05008_004MA,B05008_004EA,B05008_005MA,B05008_005EA,B05008_006MA,B05008_006EA,B05008_007EA,B05008_007MA,B05008_008EA,B05008_008MA,B05008_009MA,B05008_009EA,B05008_010MA,B05008_010EA,B05008_011MA,B05008_011EA,B05008_012EA,B05008_012MA,B05008_013EA,B05008_013MA,B05008_014MA,B05008_014EA,B05008_015MA,B05008_015EA,B05008_016MA,B05008_016EA,B05008_017EA,B05008_017MA,B05008_018EA,B05008_018MA,B05008_019MA,B05008_019EA,B05008_020MA,B05008_020EA,B05008_021MA,B05008_021EA,B05008_022EA,B05008_022MA,B05008_023EA,B05008_023MA,B05008_024MA,B05008_024EA,B05008_025MA,B05008_025EA,B05008_026MA,B05008_026EA,B05008_027EA,B05008_027MA,B05008_028EA,B05008_028MA,B05008_029EA,B05008_029MA,B05008_030MA,B05008_030EA,B05008_031MA,B05008_031EA,B05008_032EA,B05008_032MA,B05008_033EA,B05008_033MA,B05008_034EA,B05008_034MA,B05008_035EA,B05008_035MA,B05008_036EA,B05008_036MA,B05008_037EA,B05008_037MA,B05008_038EA,B05008_038MA,B05008_039EA,B05008_039MA,B05008_040EA,B05008_040MA,B05008_041EA,B05008_041MA,B05008_042EA,B05008_042MA,B05008_043MA,B05008_043EA,B05008_044MA,B05008_044EA,B05008_045EA,B05008_045MA,B05008_046EA,B05008_046MA,B05008_047EA,B05008_047MA,B05008_048EA,B05008_048MA,B05008_049MA,B05008_049EA,B05008_050MA,B05008_050EA,B05008_051EA,B05008_051MA,B05008_052EA,B05008_052MA,B05008_053EA,B05008_053MA,B05008_054MA,B05008_054EA,B05008_055MA,B05008_055EA,B05008_056EA,B05008_056MA,B05008_057EA,B05008_057MA,B05008_058EA,B05008_058MA,B05008_059MA,B05008_059EA,B05008_060MA,B05008_060EA,B05008_061MA,B05008_061EA,B05008_062EA,B05008_062MA,B05008_063EA,B05008_063MA,B05008_064MA,B05008_064EA,B05008_065MA,B05008_065EA,B05008_066MA,B05008_066EA,B05008_067EA,B05008_067MA,B05008_068EA,B05008_068MA,B05008_069MA,B05008_069EA,state
0400000US01,120773,6618,62197,3199,8347,1707,2257,894,2388,1170,3702,853,15463,1694,5434,1240,4403,741,5626,1365,34962,2385,15848,2232,12366,1667,6748,1322,1986,958,423,625,491,523,1072,625,29845,2307,23936,2591,11816,2061,9020,1457,3100,842,5909,1647,2703,1049,1871,828,1335,631,3131,962,906,478,984,463,1241,615,3425,1082,1247,765,1101,533,1077,387,58576,4886,12782,2395,3468,1647,3108,1372,6206,1254,16717,1619,3674,936,5015,901,8028,1489,23139,2303,10375,1978,7040,1135,5724,1157,2377,760,347,299,416,313,1614,604,17550,2038,12352,1939,6033,1413,4697,1001,1622,669,5198,1364,2721,1129,1270,559,1207,556,3212,772,1274,560,657,356,1281,538,5938,2739,3725,2618,1010,505,1203,451,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,34368,2341,15073,1743,3001,979,857,705,751,483,1393,493,6829,700,760,420,2288,701,3781,704,3427,1032,402,307,870,580,2155,787,1355,853,93,159,542,537,720,597,1242,577,607,395,0,233,176,224,431,317,635,483,82,142,93,159,460,388,830,394,227,228,59,69,544,339,1816,650,139,110,614,488,1063,403,19295,1416,3995,819,847,443,687,418,2461,803,9533,774,1853,666,2336,572,5344,643,3392,880,556,483,882,412,1954,726,988,670,314,407,0,233,674,477,1992,689,1227,571,0,233,522,360,705,437,765,474,143,237,174,176,448,383,412,265,99,133,186,192,127,146,2375,689,455,325,494,353,1426,467,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,843296,21013,434985,12951,30542,3370,4241,1421,7750,1901,18551,2303,46808,3145,13706,2408,12131,2151,20971,1950,331436,11085,104498,8752,112032,7300,114906,5791,4860,1731,2095,1260,1138,702,1627,622,320345,11075,310217,10977,99630,8350,106287,7162,104300,5599,10128,2330,1385,788,3038,1206,5705,1492,6231,1517,1388,666,1569,657,3274,1101,26199,3277,11109,2526,4001,1064,11089,1957,408311,11023,39510,3378,3611,927,8891,1932,27008,2446,55518,2691,12749,1878,14943,1973,27826,2022,285765,9032,79443,7664,102263,8328,104059,5959,4341,1240,920,692,914,552,2507,916,273099,8969,260904,8723,74530,7607,95046,8247,91328,5501,12195,2281,2317,949,3390,1379,6488,1566,8325,2147,1676,722,2913,1517,3736,1247,27518,3114,9785,2062,5698,1467,12035,1782,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,101169,5206,52497,3162,3390,859,745,533,901,422,1744,447,9410,1349,2213,1153,2833,891,4364,974,36358,2362,10838,1821,17178,1843,8342,1421,430,355,0,260,0,260,430,355,34457,2281,27142,2545,7547,1743,14171,1910,5424,1081,7315,1482,2606,956,2628,1083,2081,728,1471,688,685,459,379,281,407,414,3339,1098,1948,871,477,333,914,704,48672,3347,6018,1131,714,490,717,413,4587,1012,10214,1392,2721,894,3020,749,4473,1005,30116,3006,12367,2394,12001,1688,5748,1142,259,210,76,127,0,260,183,171,27895,3178,21985,3159,8565,2201,10014,1897,3406,1061,5910,1537,2326,984,1544,762,2040,843,1962,918,1400,813,443,369,119,218,2324,809,405,174,611,572,1308,550,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9611356,53997,4771389,35221,318508,11618,47819,6944,90953,6070,179736,7533,1522871,15002,251180,13488,447097,13064,824594,11329,2761855,28935,510601,22011,776734,18086,1474520,19992,34877,4277,2479,923,4918,1586,27480,3538,2624451,26851,2248040,26816,412176,20087,652366,15648,1183498,19039,376411,15733,74580,8904,97003,6632,204828,11282,102527,9128,21366,4963,22447,3512,58714,5109,168155,9023,32725,4490,44580,4424,90850,6230,4839967,28554,366479,13167,53779,6909,89569,6170,223131,8761,1741432,15160,305352,14692,521849,13545,914231,14762,2557209,25538,422872,17004,783263,23018,1351074,20961,35685,3931,4593,1541,4481,1579,26611,3431,2406095,25859,2002847,25859,340427,14846,645994,21140,1016426,19706,403248,16614,52515,6634,104442,9410,246291,12107,115429,6886,25337,4031,28346,3769,61746,4060,174847,8331,33927,4328,42300,3665,98620,5764,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,460294,12187,240802,8022,27339,2802,6411,1512,6668,1508,14260,1867,39712,2836,9169,1801,11952,2271,18591,1970,156105,6559,50350,5443,62438,5710,43317,3322,1316,664,313,349,216,261,787,434,150301,6519,141238,6905,46790,5466,55917,5719,38531,3379,9063,2194,1916,1117,5120,1957,2027,912,4488,1424,1331,717,1185,584,1972,733,17646,2413,5673,1400,5978,1336,5995,1082,219492,6482,36715,2898,6930,1830,7920,1405,21865,1970,48165,2595,9882,1682,15254,2364,23029,2228,115743,6163,36014,4419,49345,4543,30384,3239,1073,606,0,274,150,219,923,557,108115,5995,99516,5921,30625,4344,44497,4369,24394,2851,8599,2359,2316,1245,3570,1707,2713,1397,6555,1610,3073,1324,1128,543,2354,676,18869,2612,5034,1209,7140,1882,6695,1313,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,423254,14638,208909,8409,61848,4330,7521,1814,15715,2217,38612,3371,44768,2331,11698,1813,14471,2086,18599,1934,86858,6787,28709,4981,28484,3938,29665,3335,26913,3345,4110,1580,7712,1906,15091,2435,25321,5274,13700,3841,5957,2752,6330,2099,1413,605,11621,3159,3875,1766,4921,2027,2825,1083,34624,4925,14767,3920,9521,1937,10336,1930,15435,2383,3003,1065,4766,1262,7666,1729,214345,8346,73237,5278,9505,2279,17194,2670,46538,3561,44084,1870,10109,1678,15027,2028,18948,1858,78983,6300,21108,3147,24970,3665,32905,4301,32058,4722,4861,1533,8775,2055,18422,3644,15865,2444,7255,1427,2635,1113,3380,1298,1240,673,8610,1894,2597,1153,2693,1007,3320,1103,31060,4089,11015,2622,10122,2316,9923,1756,18041,2794,2713,986,4100,1431,11228,2246,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,62867,3735,30840,2600,4888,1600,1438,1245,974,502,2476,619,7923,564,2523,666,2409,644,2991,513,13992,1532,4754,1336,5037,1093,4201,912,1529,567,174,167,399,272,956,463,10922,1385,8976,1400,3650,1264,3051,913,2275,757,1946,840,260,153,1048,647,638,382,1541,540,670,348,539,286,332,207,4037,1357,2050,1236,978,395,1009,391,32027,2517,7210,1499,851,543,1587,802,4772,1046,9137,638,2694,747,3081,822,3362,744,12107,1925,4309,1283,4342,1143,3456,935,2938,1094,287,379,905,670,1746,652,6940,1615,5553,1592,2749,1301,2203,725,601,399,1387,511,80,108,882,498,425,329,2229,794,1193,590,352,268,684,356,3573,1064,1519,777,772,484,1282,549,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,67717,3880,32966,2661,6006,1379,2667,994,1279,515,2060,608,4854,1395,1157,749,815,459,2882,864,17757,1675,3429,1316,6502,1455,7826,1416,3140,1430,725,949,323,402,2092,932,11487,1373,1537,1138,992,1033,341,322,204,336,9950,1508,1534,626,5162,1349,3254,783,3130,1202,178,174,676,465,2276,981,4349,1053,1336,717,1683,591,1330,598,34751,2438,6606,1206,2158,615,1636,721,2812,702,7388,1239,1728,761,2406,1145,3254,743,16375,1713,2978,1305,5572,1074,7825,1332,3913,1178,378,322,641,417,2894,1002,8806,1510,1635,1109,673,831,400,419,562,501,7171,1048,1209,745,3391,878,2571,850,3656,947,718,411,1140,499,1798,750,4382,1058,1730,816,789,416,1863,819,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3212955,29437,1557052,16846,169845,7624,28325,3392,45261,5202,96259,5164,135466,5326,30030,3780,41628,4005,63808,4249,1169355,15288,304089,13951,355805,13141,509461,11652,582232,14339,87985,7784,170180,9880,324067,10979,328850,12666,178993,10587,79342,8053,61540,6503,38111,4144,149857,10913,41096,6842,48917,5743,59844,5465,258273,12671,95666,7686,75168,6143,87439,5913,82386,5749,18299,3187,24429,2543,39658,3877,1655903,18898,213173,8140,30712,3387,43703,3804,138758,6680,164209,5021,38642,3920,48055,3628,77512,3817,1188538,16742,257913,11193,346524,13914,584101,13272,655396,14719,99874,7701,174437,10651,381085,11190,241604,10041,100667,7050,36124,4349,37217,4443,27326,3799,140937,7632,25340,3563,41261,4986,74336,5622,291538,11025,96575,6660,93609,6960,101354,5958,89983,4606,19926,2935,21616,2384,48441,2991,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
