GEO_ID,C16010_001E,C16010_001M,C16010_002E,C16010_002M,C16010_003E,C16010_003M,C16010_004E,C16010_004M,C16010_005E,C16010_005M,C16010_006E,C16010_006M,C16010_007E,C16010_007M,C16010_008E,C16010_008M,C16010_009E,C16010_009M,C16010_010E,C16010_010M,C16010_011E,C16010_011M,C16010_012E,C16010_012M,C16010_013E,C16010_013M,C16010_014E,C16010_014M,C16010_015E,C16010_015M,C16010_016E,C16010_016M,C16010_017E,C16010_017M,C16010_018E,C16010_018M,C16010_019E,C16010_019M,C16010_020E,C16010_020M,C16010_021E,C16010_021M,C16010_022E,C16010_022M,C16010_023E,C16010_023M,C16010_024E,C16010_024M,C16010_025E,C16010_025M,C16010_026E,C16010_026M,C16010_027E,C16010_027M,C16010_028E,C16010_028M,C16010_029E,C16010_029M,C16010_030E,C16010_030M,C16010_031E,C16010_031M,C16010_032E,C16010_032M,C16010_033E,C16010_033M,C16010_034E,C16010_034M,C16010_035E,C16010_035M,C16010_036E,C16010_036M,C16010_037E,C16010_037M,NAME,C16010_001EA,C16010_001MA,C16010_002EA,C16010_002MA,C16010_003MA,C16010_003EA,C16010_004EA,C16010_004MA,C16010_005EA,C16010_005MA,C16010_006EA,C16010_006MA,C16010_007EA,C16010_007MA,C16010_008MA,C16010_008EA,C16010_009MA,C16010_009EA,C16010_010EA,C16010_010MA,C16010_011EA,C16010_011MA,C16010_012EA,C16010_012MA,C16010_013MA,C16010_013EA,C16010_014MA,C16010_014EA,C16010_015EA,C16010_015MA,C16010_016EA,C16010_016MA,C16010_017EA,C16010_017MA,C16010_018MA,C16010_018EA,C16010_019MA,C16010_019EA,C16010_020EA,C16010_020MA,C16010_021EA,C16010_021MA,C16010_022EA,C16010_022MA,C16010_023MA,C16010_023EA,C16010_024MA,C16010_024EA,C16010_025EA,C16010_025MA,C16010_026EA,C16010_026MA,C16010_027EA,C16010_027MA,C16010_028MA,C16010_028EA,C16010_029MA,C16010_029EA,C16010_030MA,C16010_030EA,C16010_031MA,C16010_031EA,C16010_032EA,C16010_032MA,C16010_033EA,C16010_033MA,C16010_034MA,C16010_034EA,C16010_035MA,C16010_035EA,C16010_036MA,C16010_036EA,C16010_037EA,C16010_037MA,state
0400000US01,2944634,4653,580906,13140,223055,9987,203198,9635,16210,1963,3647,1156,357851,8919,349319,8755,5029,1009,3503,930,941983,15349,564698,11883,549882,12092,9669,1573,5147,1298,377285,8578,370281,8380,2921,931,4083,1352,791137,12540,552289,10770,536760,10984,9136,1441,6393,1188,238848,7384,232127,7374,2785,827,3936,978,630608,13653,474169,12424,444155,12014,9083,1800,20931,2727,156439,5448,146800,5204,3542,1460,6097,1145,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,387609,1667,34734,2408,17746,2050,11417,1765,1251,603,5078,1132,16988,1599,10396,1309,657,350,5935,803,112102,4340,77294,4462,66606,4250,877,529,9811,1099,34808,2256,29139,2002,944,485,4725,1103,135032,4631,101328,4400,88983,4056,2957,960,9388,1475,33704,2590,31417,2566,500,271,1787,464,105741,3995,84634,3721,76343,3479,2178,690,6113,1162,21107,1897,18119,1613,947,468,2041,618,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3703355,2933,598532,13165,308049,9771,96428,5574,193032,8055,18589,2486,290483,7450,141777,5932,114556,5029,34150,3147,948896,15625,563326,13703,388141,11326,142049,8031,33136,3107,385570,9307,309851,8073,54255,4348,21464,2368,1209215,14905,809123,15678,657857,14514,109817,6817,41449,4314,400092,9854,343980,8902,34976,3876,21136,2231,946712,15732,673333,13822,571568,12156,49803,4440,51962,3826,273379,9259,237697,8287,15515,2148,20167,2301,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1777242,3820,337534,8834,137202,6322,112762,5710,22703,2448,1737,803,200332,6098,190388,6161,7226,1444,2718,842,631853,10709,389445,9889,376224,9361,10091,1906,3130,827,242408,6824,236809,6924,2936,806,2663,683,472538,9860,332278,9908,318874,9572,8307,1432,5097,1052,140260,4847,135017,4825,1987,628,3256,928,335317,8989,252421,8235,238604,8466,4123,1083,9694,1727,82896,3800,77699,3670,1905,713,3292,903,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22299041,5730,4442198,42854,2357469,29392,446308,12416,1724311,23305,186850,9116,2084729,26169,667960,12581,1056168,16965,360601,12405,4868430,38058,2989057,35663,1698308,29783,952827,23152,337922,12755,1879373,22949,1229901,17800,366554,12914,282918,9506,6402453,42802,4396629,34284,3099348,29923,758170,15031,539111,12862,2005824,23276,1494524,19191,234302,9548,276998,9201,6585960,39925,4993325,38360,3422074,34501,435963,12881,1135288,21291,1592635,20074,1087048,16232,100249,4895,405338,11963,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2964773,3383,335800,11064,180040,8525,76655,4409,94043,5727,9342,2466,155760,6555,88367,4690,56923,4477,10470,1688,706673,15384,469642,13399,391751,11440,61678,5613,16213,2844,237031,8015,204205,6573,22338,3071,10488,1420,871123,13526,650292,13156,584499,12403,42367,3520,23426,2567,220831,6332,198654,6243,10350,1570,11827,2319,1051177,13489,830397,11612,740231,11175,37693,3233,52473,3906,220780,7208,195853,6842,8981,1542,15946,1687,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2300565,1447,278473,9904,123239,7498,66922,6274,35544,3826,20773,3088,155234,7060,102209,5402,24716,2972,28309,2926,675701,12339,432956,11253,345402,10055,48177,4205,39377,4172,242745,7027,204227,7375,13679,1911,24839,2421,543176,9503,401630,8892,341695,8388,29755,3107,30180,2916,141546,5619,119868,4977,8572,1534,13106,1605,803215,13475,629756,12717,533847,10615,24045,2653,71864,4793,173459,5629,145888,5434,5699,1086,21872,2280,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,551079,992,79327,4237,36256,3221,26675,2769,8257,1319,1324,517,43071,2562,36905,2508,4126,934,2040,606,181831,6225,120089,5824,111090,5615,5235,1606,3764,1102,61742,3493,58449,3377,1158,534,2135,695,138042,5321,98292,4739,91475,4438,2995,765,3822,1100,39750,2626,36440,2518,785,363,2525,792,151879,5747,115569,5033,98345,4416,4556,1049,12668,1825,36310,2959,31242,2693,934,538,4134,990,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,371932,726,61079,3774,27869,2975,16170,2444,10608,1703,1091,575,33210,2817,30332,2628,1983,786,895,492,78164,3838,45665,3474,39677,2988,3818,1093,2170,935,32499,2581,29498,2348,1570,1134,1431,734,64381,3240,45279,3244,39830,2938,3479,1085,1970,677,19102,1848,16620,1736,1375,664,1107,585,168308,4295,139451,3604,116614,3702,7331,1345,15506,2076,28857,2497,23846,2128,1813,877,3198,799,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11850782,6636,1825829,22560,803593,17570,421392,11415,304284,11696,77917,5499,1022236,16368,651655,12613,284639,10164,85942,5300,3619623,34639,2079504,29062,1552107,23212,394313,13865,133084,7805,1540119,19267,1269210,16419,180097,8997,90812,6293,3426742,32625,2281687,27733,1758588,23450,392376,11099,130723,7989,1145055,16804,953079,14841,124594,6674,67382,3967,2978588,31142,2066126,24073,1548828,21411,335667,11113,181631,6792,912462,18063,726291,15861,109603,6532,76568,4898,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
