GEO_ID,C17007_001E,C17007_001M,C17007_002E,C17007_002M,C17007_003E,C17007_003M,C17007_004E,C17007_004M,C17007_005E,C17007_005M,C17007_006E,C17007_006M,C17007_007E,C17007_007M,NAME,C17007_001EA,C17007_001MA,C17007_002EA,C17007_002MA,C17007_003MA,C17007_003EA,C17007_004MA,C17007_004EA,C17007_005MA,C17007_005EA,C17007_006MA,C17007_006EA,C17007_007EA,C17007_007MA,state
0400000US01,713653,15493,207494,8871,78914,5174,128580,6466,506159,12260,257025,8925,249134,7476,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,115568,5564,23968,2748,13477,2104,10491,1661,91600,5035,50237,3250,41363,2880,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1080856,21021,229879,10440,99125,5588,130754,7904,850977,19282,452580,13596,398397,10516,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,452994,10934,131619,6469,56114,4067,75505,4330,321375,9521,162806,6194,158569,6159,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5906493,53325,1257664,28172,551175,16598,706489,17961,4648829,45723,2414890,32924,2233939,27267,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,912544,16227,180501,6930,83217,4953,97284,4664,732043,14898,387095,11214,344948,8750,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,583522,14280,99403,5760,42719,3860,56684,4164,484119,12929,231017,9144,253102,6876,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,148410,6195,30398,2700,12991,2082,17407,2330,118012,5339,57127,3505,60885,3258,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,184592,6449,34078,2829,15302,1908,18776,2284,150514,6114,75626,4343,74888,3181,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3401789,33162,730563,16739,289786,9673,440777,12657,2671226,28434,1376231,19692,1294995,18884,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1453082,22351,352913,14170,148512,8455,204401,8748,1100169,19976,592714,14530,507455,11094,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
