GEO_ID,C25015_001E,C25015_001M,C25015_002E,C25015_002M,C25015_003E,C25015_003M,C25015_004E,C25015_004M,C25015_005E,C25015_005M,C25015_006E,C25015_006M,C25015_007E,C25015_007M,C25015_008E,C25015_008M,C25015_009E,C25015_009M,C25015_010E,C25015_010M,C25015_011E,C25015_011M,C25015_012E,C25015_012M,C25015_013E,C25015_013M,C25015_014E,C25015_014M,C25015_015E,C25015_015M,C25015_016E,C25015_016M,C25015_017E,C25015_017M,C25015_018E,C25015_018M,C25015_019E,C25015_019M,C25015_020E,C25015_020M,C25015_021E,C25015_021M,NAME,C25015_001EA,C25015_001MA,C25015_002EA,C25015_002MA,C25015_003MA,C25015_003EA,C25015_004MA,C25015_004EA,C25015_005MA,C25015_005EA,C25015_006EA,C25015_006MA,C25015_007EA,C25015_007MA,C25015_008MA,C25015_008EA,C25015_009MA,C25015_009EA,C25015_010EA,C25015_010MA,C25015_011MA,C25015_011EA,C25015_012EA,C25015_012MA,C25015_013EA,C25015_013MA,C25015_014EA,C25015_014MA,C25015_015EA,C25015_015MA,C25015_016MA,C25015_016EA,C25015_017MA,C25015_017EA,C25015_018MA,C25015_018EA,C25015_019MA,C25015_019EA,C25015_020MA,C25015_020EA,C25015_021MA,C25015_021EA,state
0400000US01,1788692,9253,1261475,13183,163343,6941,159737,6712,3606,1070,779513,8886,769432,8614,10081,1762,318619,5358,317326,5377,1293,546,527217,11869,229233,7822,221105,7705,8128,1611,233134,8052,224981,7696,8153,2115,64850,3804,64778,3800,72,87,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,233252,2012,147019,3283,18245,1695,15970,1539,2275,758,109175,2918,104579,2868,4596,905,19599,1182,18825,1165,774,244,86233,3244,36218,2313,31946,2474,4272,1363,44056,2732,41277,2779,2779,660,5959,871,5909,865,50,43,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2204013,9234,1502457,13503,220493,6817,207228,6358,13265,2077,882930,10935,852519,11061,30411,3189,399034,6221,395677,6377,3357,885,701556,12519,334493,8406,293924,8039,40569,4706,298972,10364,278700,10596,20272,2413,68091,3689,67506,3671,585,355,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1087542,7421,736825,11065,96310,4304,93060,4286,3250,945,441142,8347,433254,8354,7888,1354,199373,3976,199032,3990,341,208,350717,8790,147603,5314,138893,5316,8710,1449,160906,6923,151510,6432,9396,2107,42208,2477,41913,2503,295,250,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12097894,20853,7070138,36338,798481,15470,742097,14931,56384,4345,4601750,33726,4377583,31914,224167,8945,1669907,14559,1651827,14510,18080,2523,5027756,31936,1864979,21960,1577782,21151,287197,9237,2596053,29538,2234606,27738,361447,10712,566724,11312,551208,11315,15516,2984,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1819037,8199,1233695,10904,201383,6683,196870,6411,4513,1311,803321,9245,794545,9141,8776,1415,228991,4179,228121,4184,870,457,585342,11059,278686,8666,263705,8456,14981,2388,249834,7286,239901,7320,9933,2289,56822,3211,56731,3218,91,103,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1323838,6482,919943,9808,92629,4719,91012,4743,1617,834,609061,8449,602408,8579,6653,1214,218253,4479,217880,4525,373,266,403895,8863,133832,5890,126149,6010,7683,1886,199847,7101,193219,7107,6628,1406,70216,3464,70042,3489,174,151,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,317640,2835,229860,4042,30341,2149,29950,2200,391,275,142340,3460,140998,3427,1342,580,57179,1962,57002,1970,177,235,87780,3942,38440,2671,36242,2769,2198,883,38479,2986,36315,2912,2164,772,10861,1452,10861,1452,0,262,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,248213,2990,105518,3324,16911,1724,16788,1728,123,146,61327,2430,59948,2394,1379,629,27280,1963,26926,1908,354,291,142695,3688,53875,2758,49517,2759,4358,1120,69308,2679,64315,2820,4993,1297,19512,1707,19256,1728,256,242,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7048800,20625,4903949,29804,517277,12418,500940,12047,16337,2920,2857246,20549,2812248,20972,44998,4310,1529426,13151,1523847,13174,5579,1091,2144851,23516,849719,12722,793943,12912,55776,5401,1011769,18648,954250,17667,57519,4671,283363,8273,281053,8324,2310,815,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
