GEO_ID,B14001_001E,B14001_001M,B14001_002E,B14001_002M,B14001_003E,B14001_003M,B14001_004E,B14001_004M,B14001_005E,B14001_005M,B14001_006E,B14001_006M,B14001_007E,B14001_007M,B14001_008E,B14001_008M,B14001_009E,B14001_009M,B14001_010E,B14001_010M,NAME,B14001_001MA,B14001_001EA,B14001_002EA,B14001_002MA,B14001_003EA,B14001_003MA,B14001_004MA,B14001_004EA,B14001_005EA,B14001_005MA,B14001_006MA,B14001_006EA,B14001_007MA,B14001_007EA,B14001_008EA,B14001_008MA,B14001_009EA,B14001_009MA,B14001_010MA,B14001_010EA,state
0400000US35,1808652,2908,521618,8384,28538,2816,28146,2648,97283,4326,112931,4832,118521,4489,113351,6398,22848,2704,1287034,7622,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,17910846,10023,4835203,23701,309781,9458,237012,8386,950809,13593,1032233,14459,1110415,11684,919664,17016,275289,9657,13075643,22336,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8064915,5781,2183555,15706,139882,6771,117785,5819,457917,9442,485671,9132,473264,7955,421836,11507,87200,5627,5881360,15875,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,586651,1254,146083,2660,7061,1114,7440,1005,28647,1474,30103,1347,32969,1304,32719,1919,7144,1041,440568,2705,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10722149,6340,2843379,15372,174878,7512,145773,5988,588155,10117,626861,11108,646732,7755,533234,13654,127746,5465,7878770,14559,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3290485,3609,870176,7753,55337,3341,48095,3112,183100,5595,182603,5993,189284,4574,179599,6499,32158,3430,2420309,7444,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3425098,3253,877043,8935,46231,3762,45100,3257,184822,5287,181694,5000,199964,4593,182206,7823,37026,3309,2548055,8766,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11550293,5896,2922181,13927,176025,5675,138134,6055,583614,8455,661979,9662,679232,8497,535259,10921,147938,6110,8628112,13931,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,993401,2145,263678,4970,13247,1661,12400,1947,49475,2689,60048,2907,58527,2521,53615,4364,16366,2085,729723,4974,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3948183,3952,1025953,11410,61085,3501,62851,4228,216692,5850,239487,6539,233207,5310,173335,7096,39296,2999,2922230,12249,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,714138,1635,184793,3266,12480,1510,9897,1124,38295,1804,41705,2064,41466,1955,33792,2543,7158,1213,529345,3303,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5583740,5386,1355738,13148,80294,4165,69651,4240,293990,7531,311398,8441,310605,7177,235937,8670,53863,4014,4228002,12816,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,21161607,13798,6241175,25826,412001,13515,362977,10028,1367521,18177,1367562,17956,1375458,13585,1132983,19244,222673,9575,14920432,27405,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2284173,2624,751354,8647,47549,2886,43035,2955,153807,3248,147297,3895,154614,3544,177957,6146,27095,2923,1532819,8288,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,583990,1064,144829,3400,8204,1059,5285,856,27988,1744,31839,1701,35174,1422,27739,2562,8600,1380,439161,3202,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7034855,6008,1897723,14607,125695,6414,101063,5749,381216,7680,407446,9256,417176,6559,356165,9444,108962,5868,5137132,14965,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5915019,5659,1543422,13155,84353,4572,77574,4714,308512,6265,336459,7282,358464,6726,310489,9494,67571,4859,4371597,15146,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1713081,2951,389179,6016,18639,2402,18046,2020,81443,3344,91173,4281,87895,2943,76312,4471,15671,1957,1323902,6010,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5174957,3708,1381255,10654,70972,3350,76343,3021,272145,5405,294649,6051,324859,5140,282450,8011,59837,3565,3793702,10962,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,476728,1270,117997,3402,7079,1080,5969,1067,21630,1711,26240,1808,28754,1415,24659,2620,3666,966,358731,3107,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3722321,4927,1138768,10046,69731,4409,52261,3175,240734,5636,245812,6472,242548,5349,245865,7371,41817,2631,2583553,9596,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
