GEO_ID,C16006_001E,C16006_001M,C16006_002E,C16006_002M,C16006_003E,C16006_003M,C16006_004E,C16006_004M,C16006_005E,C16006_005M,C16006_006E,C16006_006M,NAME,C16006_001EA,C16006_001MA,C16006_002EA,C16006_002MA,C16006_003EA,C16006_003MA,C16006_004EA,C16006_004MA,C16006_005MA,C16006_005EA,C16006_006MA,C16006_006EA,state
0400000US01,87347,2185,23639,2804,61692,3450,19329,2902,42363,3358,2016,1331,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,27275,752,14804,2171,11628,2146,8315,1745,3313,1096,843,572,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1468800,356,394042,16947,1071419,16960,542585,14861,528834,16885,3339,1090,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,110342,1961,26586,3481,83487,3494,33484,2949,50003,3315,269,230,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11175789,749,2382105,40634,8763422,40927,4297080,42413,4466342,47681,30262,3671,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,790247,1182,331315,11211,456095,11101,217364,7948,238731,11545,2837,1324,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,335130,240,69731,6291,263137,6090,146803,7163,116334,8025,2262,743,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,43804,0,8110,1600,35640,1600,13065,1775,22575,1953,54,87,Delaware,null,*****,null,null,null,null,null,null,null,null,null,null,10
0400000US11,40767,0,6215,1466,34552,1465,16469,2387,18083,2316,0,286,District of Columbia,null,*****,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3126682,2226,384265,13780,2727177,13961,1355484,21596,1371693,20264,15240,2405,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,534947,3149,75067,6338,457971,5998,155123,7985,302848,8508,1909,865,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,83404,0,64367,3013,16317,2966,10242,1714,6075,2242,2720,1055,Hawaii,null,*****,null,null,null,null,null,null,null,null,null,null,15
0400000US16,111537,875,34330,3669,76277,3660,36084,3527,40193,3793,930,513,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1599918,1418,264062,16447,1330529,16397,618915,17953,711614,19665,5327,1445,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,244137,1831,69719,4945,173933,4942,75623,4662,98310,4910,485,320,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,92153,1079,30136,3213,61736,3053,25580,2757,36156,3672,281,224,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,199068,1029,71411,5042,126835,4945,57735,5399,69100,4296,822,449,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,60017,2445,17184,3255,42659,2967,17250,2084,25409,2778,174,186,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,113510,1661,45214,3662,67407,3478,39249,2565,28158,2979,889,456,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,10792,818,6779,875,3651,953,2366,667,1285,542,362,235,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,279170,1388,46267,4305,230116,4588,102066,5520,128050,6060,2787,977,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,438087,690,85965,6813,346800,7092,176452,9523,170348,8292,5322,1351,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,333362,1280,143389,7073,188113,6965,93414,5838,94699,6224,1860,688,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,158737,1628,47054,4098,110334,4250,51251,3981,59083,4034,1349,572,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,39357,2373,12892,2166,26289,2374,9921,1564,16368,2797,176,162,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,131319,1814,52226,4238,78876,3747,41373,3643,37503,3043,217,213,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,18326,1073,14511,1290,3778,890,2955,810,823,486,37,64,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,106802,897,27696,2574,78930,2680,30369,2886,48561,2607,176,157,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,500437,891,108968,7425,390104,7396,184651,9596,205453,8846,1365,523,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,24964,799,9544,1786,14739,1540,8903,1631,5836,1738,681,780,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1176201,770,182045,8962,986680,9338,494433,13558,492247,11877,7476,2559,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,751339,632,288583,10037,461517,9997,320272,8969,141245,8993,1239,490,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2752175,987,489779,15872,2246674,15734,1162589,19656,1084085,17665,15722,2606,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,460999,2805,73536,5336,386303,5736,132547,7039,253756,7904,1160,685,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7484,800,5070,898,2391,651,1825,683,566,318,23,43,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,226896,2156,104382,5094,120266,5038,63894,3979,56372,4087,2248,879,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,198251,1218,59474,4200,136859,4233,60033,4013,76826,4585,1918,1086,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,312134,816,79806,7689,230936,7551,89819,6004,141117,7680,1392,692,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,428858,1320,115980,6738,310676,6784,175595,7417,135081,8461,2202,1179,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,100285,445,17018,3051,82641,3121,38587,3305,44054,3834,626,378,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,119404,2476,24340,2785,94279,3513,31974,3750,62305,3693,785,467,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11953,822,5280,1083,6673,1120,3439,884,3234,651,0,219,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,150234,2364,35600,4135,112704,4423,40572,3890,72132,5020,1930,1089,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7009692,1591,1397452,28605,5601976,28546,2982687,33494,2619289,34192,10264,1801,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,229680,574,74414,6671,153943,6601,66888,5391,87055,5139,1323,650,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4840,609,3041,642,1506,437,1244,423,262,181,293,272,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,389553,3142,77512,5283,310021,5365,137360,6436,172661,6798,2020,943,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,475772,580,141725,7134,329672,6990,145546,7432,184126,8937,4375,1341,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,9231,1090,4916,1216,4246,1098,2845,1009,1401,480,69,123,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,215205,1506,65913,4172,148463,4411,69342,4231,79121,5094,829,475,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,29718,769,18305,1763,11359,1851,6693,1301,4666,1240,54,101,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3555962,4971,157606,8339,3395809,9645,530330,13202,2865479,17627,2547,1301,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
