GEO_ID,B20017D_001E,B20017D_001M,B20017D_002E,B20017D_002M,B20017D_003E,B20017D_003M,B20017D_004E,B20017D_004M,B20017D_005E,B20017D_005M,B20017D_006E,B20017D_006M,B20017D_007E,B20017D_007M,NAME,B20017D_001EA,B20017D_001MA,B20017D_002EA,B20017D_002MA,B20017D_003EA,B20017D_003MA,B20017D_004EA,B20017D_004MA,B20017D_005EA,B20017D_005MA,B20017D_006EA,B20017D_006MA,B20017D_007EA,B20017D_007MA,state
0400000US01,25195,3961,33632,8320,58346,9601,11862,4514,18791,3120,27670,4141,11439,1091,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,23607,2616,25878,4154,36574,4885,11643,3883,21821,1801,27175,5118,10825,3148,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,29686,4042,39188,3982,51478,2069,13088,2488,21835,1427,33677,3160,11237,1031,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,22731,4227,24554,5359,41678,11046,12119,8060,19339,4812,33527,4896,8114,3809,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,33820,1018,39516,1373,50715,507,17337,805,29586,1118,41296,482,13614,794,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,28443,3272,38710,6325,50980,3899,16653,4349,24618,2101,33967,3720,11907,3329,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,36825,2588,41050,2639,50816,3038,26089,7210,33365,4672,40112,3468,16423,4271,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,31690,7223,51435,8799,61388,11538,25238,18112,21343,2817,35565,11517,11554,3133,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,44366,8959,42886,12468,50335,17686,16163,16460,48534,10978,52048,4925,28257,9188,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,25262,1132,29920,1844,37434,2231,14409,2402,22186,1056,30084,1719,11690,816,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,29440,1792,36015,2730,45517,6215,19494,2386,22420,2177,30107,2281,12233,1391,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,28461,1100,32266,1168,39723,2249,16833,1797,25110,785,31873,766,12923,1534,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
