GEO_ID,B16010_001E,B16010_001M,B16010_002E,B16010_002M,B16010_003E,B16010_003M,B16010_004E,B16010_004M,B16010_005E,B16010_005M,B16010_006E,B16010_006M,B16010_007E,B16010_007M,B16010_008E,B16010_008M,B16010_009E,B16010_009M,B16010_010E,B16010_010M,B16010_011E,B16010_011M,B16010_012E,B16010_012M,B16010_013E,B16010_013M,B16010_014E,B16010_014M,B16010_015E,B16010_015M,B16010_016E,B16010_016M,B16010_017E,B16010_017M,B16010_018E,B16010_018M,B16010_019E,B16010_019M,B16010_020E,B16010_020M,B16010_021E,B16010_021M,B16010_022E,B16010_022M,B16010_023E,B16010_023M,B16010_024E,B16010_024M,B16010_025E,B16010_025M,B16010_026E,B16010_026M,B16010_027E,B16010_027M,B16010_028E,B16010_028M,B16010_029E,B16010_029M,B16010_030E,B16010_030M,B16010_031E,B16010_031M,B16010_032E,B16010_032M,B16010_033E,B16010_033M,B16010_034E,B16010_034M,B16010_035E,B16010_035M,B16010_036E,B16010_036M,B16010_037E,B16010_037M,B16010_038E,B16010_038M,B16010_039E,B16010_039M,B16010_040E,B16010_040M,B16010_041E,B16010_041M,B16010_042E,B16010_042M,B16010_043E,B16010_043M,B16010_044E,B16010_044M,B16010_045E,B16010_045M,B16010_046E,B16010_046M,B16010_047E,B16010_047M,B16010_048E,B16010_048M,B16010_049E,B16010_049M,B16010_050E,B16010_050M,B16010_051E,B16010_051M,B16010_052E,B16010_052M,B16010_053E,B16010_053M,NAME,B16010_001EA,B16010_001MA,B16010_002EA,B16010_002MA,B16010_003MA,B16010_003EA,B16010_004MA,B16010_004EA,B16010_005MA,B16010_005EA,B16010_006EA,B16010_006MA,B16010_007EA,B16010_007MA,B16010_008MA,B16010_008EA,B16010_009MA,B16010_009EA,B16010_010MA,B16010_010EA,B16010_011EA,B16010_011MA,B16010_012EA,B16010_012MA,B16010_013MA,B16010_013EA,B16010_014MA,B16010_014EA,B16010_015MA,B16010_015EA,B16010_016EA,B16010_016MA,B16010_017EA,B16010_017MA,B16010_018EA,B16010_018MA,B16010_019MA,B16010_019EA,B16010_020MA,B16010_020EA,B16010_021EA,B16010_021MA,B16010_022EA,B16010_022MA,B16010_023EA,B16010_023MA,B16010_024MA,B16010_024EA,B16010_025MA,B16010_025EA,B16010_026EA,B16010_026MA,B16010_027EA,B16010_027MA,B16010_028EA,B16010_028MA,B16010_029EA,B16010_029MA,B16010_030EA,B16010_030MA,B16010_031MA,B16010_031EA,B16010_032MA,B16010_032EA,B16010_033EA,B16010_033MA,B16010_034EA,B16010_034MA,B16010_035EA,B16010_035MA,B16010_036EA,B16010_036MA,B16010_037EA,B16010_037MA,B16010_038MA,B16010_038EA,B16010_039MA,B16010_039EA,B16010_040EA,B16010_040MA,B16010_041EA,B16010_041MA,B16010_042EA,B16010_042MA,B16010_043MA,B16010_043EA,B16010_044MA,B16010_044EA,B16010_045EA,B16010_045MA,B16010_046EA,B16010_046MA,B16010_047EA,B16010_047MA,B16010_048MA,B16010_048EA,B16010_049MA,B16010_049EA,B16010_050MA,B16010_050EA,B16010_051EA,B16010_051MA,B16010_052EA,B16010_052MA,B16010_053MA,B16010_053EA,state
0400000US01,2944634,4653,580906,13140,223055,9987,203198,9635,16210,1963,830,352,1738,569,1079,860,357851,8919,349319,8755,5029,1009,1497,601,1008,420,998,591,941983,15349,564698,11883,549882,12092,9669,1573,1891,747,2590,852,666,600,377285,8578,370281,8380,2921,931,3337,1292,606,310,140,146,791137,12540,552289,10770,536760,10984,9136,1441,3667,1037,2165,655,561,310,238848,7384,232127,7374,2785,827,2281,749,1276,478,379,237,630608,13653,474169,12424,444155,12014,9083,1800,12971,2340,6143,1147,1817,966,156439,5448,146800,5204,3542,1460,3490,833,2079,813,528,314,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,387609,1667,34734,2408,17746,2050,11417,1765,1251,603,311,242,2506,1001,2261,460,16988,1599,10396,1309,657,350,517,321,1663,554,3755,446,112102,4340,77294,4462,66606,4250,877,529,922,397,2907,711,5982,770,34808,2256,29139,2002,944,485,475,283,1590,489,2660,834,135032,4631,101328,4400,88983,4056,2957,960,1748,782,3979,944,3661,692,33704,2590,31417,2566,500,271,568,275,422,241,797,287,105741,3995,84634,3721,76343,3479,2178,690,2561,780,2506,829,1046,458,21107,1897,18119,1613,947,468,1072,453,793,415,176,182,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3703355,2933,598532,13165,308049,9771,96428,5574,193032,8055,3002,1247,4279,1337,11308,1756,290483,7450,141777,5932,114556,5029,7563,1640,4665,1172,21922,2151,948896,15625,563326,13703,388141,11326,142049,8031,6755,1284,6983,1763,19398,2534,385570,9307,309851,8073,54255,4348,8133,1438,3712,917,9619,1647,1209215,14905,809123,15678,657857,14514,109817,6817,15993,2320,7695,1445,17761,2685,400092,9854,343980,8902,34976,3876,10002,1616,4582,1215,6552,1370,946712,15732,673333,13822,571568,12156,49803,4440,24824,2578,19369,2194,7769,1508,273379,9259,237697,8287,15515,2148,10683,1670,7478,1532,2006,832,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1777242,3820,337534,8834,137202,6322,112762,5710,22703,2448,526,369,1171,662,40,67,200332,6098,190388,6161,7226,1444,1421,574,745,445,552,527,631853,10709,389445,9889,376224,9361,10091,1906,777,359,2310,739,43,72,242408,6824,236809,6924,2936,806,1983,659,510,279,170,192,472538,9860,332278,9908,318874,9572,8307,1432,2500,743,2182,747,415,332,140260,4847,135017,4825,1987,628,2084,798,901,438,271,218,335317,8989,252421,8235,238604,8466,4123,1083,5214,1452,3489,1073,991,652,82896,3800,77699,3670,1905,713,1647,569,1099,511,546,549,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,22299041,5730,4442198,42854,2357469,29392,446308,12416,1724311,23305,40703,4517,137415,7579,8732,1714,2084729,26169,667960,12581,1056168,16965,101672,7442,241493,8608,17436,2642,4868430,38058,2989057,35663,1698308,29783,952827,23152,96596,7810,219103,9868,22223,3022,1879373,22949,1229901,17800,366554,12914,94072,6153,171299,7364,17547,2837,6402453,42802,4396629,34284,3099348,29923,758170,15031,149574,6858,355249,11530,34288,3851,2005824,23276,1494524,19191,234302,9548,91250,5480,170335,7302,15413,2137,6585960,39925,4993325,38360,3422074,34501,435963,12881,362740,14539,712194,15145,60354,5290,1592635,20074,1087048,16232,100249,4895,125359,5870,261536,9398,18443,2731,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2964773,3383,335800,11064,180040,8525,76655,4409,94043,5727,2994,1829,4693,1517,1655,800,155760,6555,88367,4690,56923,4477,4437,1090,5237,1197,796,318,706673,15384,469642,13399,391751,11440,61678,5613,7253,1767,6964,1612,1996,613,237031,8015,204205,6573,22338,3071,5273,860,3772,994,1443,547,871123,13526,650292,13156,584499,12403,42367,3520,11792,1818,7696,1425,3938,1168,220831,6332,198654,6243,10350,1570,7388,1836,3530,1236,909,430,1051177,13489,830397,11612,740231,11175,37693,3233,29453,3273,17138,2230,5882,1456,220780,7208,195853,6842,8981,1542,9578,1318,5757,1347,611,304,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2300565,1447,278473,9904,123239,7498,66922,6274,35544,3826,16548,2849,3754,1323,471,360,155234,7060,102209,5402,24716,2972,25739,2921,1788,664,782,476,675701,12339,432956,11253,345402,10055,48177,4205,30432,3511,6448,1578,2497,1277,242745,7027,204227,7375,13679,1911,22107,2327,1960,707,772,447,543176,9503,401630,8892,341695,8388,29755,3107,24323,2768,3548,982,2309,853,141546,5619,119868,4977,8572,1534,11280,1415,1372,550,454,252,803215,13475,629756,12717,533847,10615,24045,2653,46045,4183,21498,2401,4321,1024,173459,5629,145888,5434,5699,1086,15555,1926,5743,1369,574,357,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,551079,992,79327,4237,36256,3221,26675,2769,8257,1319,716,411,608,323,0,262,43071,2562,36905,2508,4126,934,1646,546,359,266,35,60,181831,6225,120089,5824,111090,5615,5235,1606,2550,908,883,484,331,251,61742,3493,58449,3377,1158,534,1408,642,676,316,51,85,138042,5321,98292,4739,91475,4438,2995,765,1969,655,718,420,1135,808,39750,2626,36440,2518,785,363,1620,706,525,288,380,388,151879,5747,115569,5033,98345,4416,4556,1049,6840,1520,4126,989,1702,719,36310,2959,31242,2693,934,538,2878,849,929,449,327,278,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,371932,726,61079,3774,27869,2975,16170,2444,10608,1703,861,520,0,286,230,233,33210,2817,30332,2628,1983,786,201,239,447,343,247,288,78164,3838,45665,3474,39677,2988,3818,1093,716,542,440,412,1014,569,32499,2581,29498,2348,1570,1134,285,194,906,661,240,300,64381,3240,45279,3244,39830,2938,3479,1085,958,422,704,468,308,298,19102,1848,16620,1736,1375,664,643,481,260,226,204,266,168308,4295,139451,3604,116614,3702,7331,1345,10244,1599,3292,994,1970,759,28857,2497,23846,2128,1813,877,1803,561,729,384,666,375,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11850782,6636,1825829,22560,803593,17570,421392,11415,304284,11696,58919,5183,16429,2308,2569,994,1022236,16368,651655,12613,284639,10164,67943,4421,11934,1825,6065,1456,3619623,34639,2079504,29062,1552107,23212,394313,13865,102072,6696,21823,2643,9189,2359,1540119,19267,1269210,16419,180097,8997,71125,5492,11845,1990,7842,1757,3426742,32625,2281687,27733,1758588,23450,392376,11099,97335,7222,24347,2907,9041,1838,1145055,16804,953079,14841,124594,6674,51329,3599,11556,1835,4497,1098,2978588,31142,2066126,24073,1548828,21411,335667,11113,115999,5749,48848,3589,16784,2126,912462,18063,726291,15861,109603,6532,49772,3416,19549,2523,7247,1687,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
