GEO_ID,B10061_001E,B10061_001M,B10061_002E,B10061_002M,B10061_003E,B10061_003M,B10061_004E,B10061_004M,B10061_005E,B10061_005M,B10061_006E,B10061_006M,B10061_007E,B10061_007M,B10061_008E,B10061_008M,B10061_009E,B10061_009M,B10061_010E,B10061_010M,B10061_011E,B10061_011M,B10061_012E,B10061_012M,B10061_013E,B10061_013M,B10061_014E,B10061_014M,B10061_015E,B10061_015M,B10061_016E,B10061_016M,B10061_017E,B10061_017M,B10061_018E,B10061_018M,B10061_019E,B10061_019M,NAME,B10061_001EA,B10061_001MA,B10061_002MA,B10061_002EA,B10061_003MA,B10061_003EA,B10061_004EA,B10061_004MA,B10061_005EA,B10061_005MA,B10061_006EA,B10061_006MA,B10061_007MA,B10061_007EA,B10061_008MA,B10061_008EA,B10061_009MA,B10061_009EA,B10061_010EA,B10061_010MA,B10061_011EA,B10061_011MA,B10061_012MA,B10061_012EA,B10061_013MA,B10061_013EA,B10061_014MA,B10061_014EA,B10061_015EA,B10061_015MA,B10061_016EA,B10061_016MA,B10061_017MA,B10061_017EA,B10061_018MA,B10061_018EA,B10061_019MA,B10061_019EA,state
0400000US01,111975,6719,88784,5962,52327,4946,24358,3263,16461,2689,7897,1590,27969,3639,21088,3215,6881,1319,36457,3293,23191,3009,13496,2530,4582,1020,2980,897,1602,706,8914,2386,7247,2231,1667,915,9695,1763,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,13181,2042,10957,1831,5818,1291,2854,1009,1059,532,1795,777,2964,821,2059,762,905,275,5139,1179,2224,622,1051,421,303,228,123,158,180,174,748,356,540,301,208,180,1173,580,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,122247,7082,95311,6264,43353,4366,16214,2224,7440,1765,8774,1542,27139,3513,20590,3248,6549,1474,51958,5000,26936,3949,12318,2368,4029,1299,2656,1035,1373,675,8289,2161,6995,1997,1294,500,14618,2732,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,57802,4390,43274,4053,27537,2934,13537,1804,7491,1372,6046,1097,14000,2229,9307,1780,4693,1098,15737,2217,14528,2244,7886,1722,3320,1091,2371,948,949,449,4566,1311,4157,1283,409,289,6642,1330,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,885034,21469,621191,18103,190454,9051,51129,4159,24996,2685,26133,2808,139325,8501,91194,7962,48131,4791,430737,14635,263843,10740,79042,5771,25031,3132,16257,2781,8774,1389,54011,4887,40102,4330,13909,2532,184801,10020,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,63960,5035,50088,4338,22989,2939,8618,1712,4885,1453,3733,902,14371,1947,10351,1573,4020,1100,27099,3055,13872,2467,7244,1844,2858,1282,1715,1092,1143,504,4386,1135,3991,1199,395,253,6628,1653,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,50107,4224,41646,3955,11956,2341,3578,1081,1978,872,1600,598,8378,1812,4765,1631,3613,1011,29690,3049,8461,1665,4250,1150,1494,742,878,571,616,451,2756,880,2263,757,493,316,4211,1159,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,18645,2411,14429,2071,5640,1278,2288,913,1048,743,1240,505,3352,1025,1929,665,1423,602,8789,1546,4216,1224,1601,776,475,364,376,348,99,119,1126,669,936,637,190,166,2615,932,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,11078,1940,6480,1521,2955,878,1070,537,380,317,690,385,1885,699,1206,513,679,491,3525,1182,4598,1118,2809,912,1428,653,557,377,871,453,1381,638,1126,600,255,169,1789,722,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,357729,13298,268014,11757,111943,8084,48255,5118,25602,3380,22653,3360,63688,5423,44865,4828,18823,2096,156071,7906,89715,6966,42086,4591,17458,2688,11327,2284,6131,1342,24628,3692,19850,3226,4778,1661,47629,5262,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
