GEO_ID,C18012_001E,C18012_001M,C18012_002E,C18012_002M,C18012_003E,C18012_003M,C18012_004E,C18012_004M,C18012_005E,C18012_005M,C18012_006E,C18012_006M,C18012_007E,C18012_007M,C18012_008E,C18012_008M,C18012_009E,C18012_009M,C18012_010E,C18012_010M,C18012_011E,C18012_011M,C18012_012E,C18012_012M,C18012_013E,C18012_013M,C18012_014E,C18012_014M,C18012_015E,C18012_015M,C18012_016E,C18012_016M,C18012_017E,C18012_017M,C18012_018E,C18012_018M,C18012_019E,C18012_019M,C18012_020E,C18012_020M,C18012_021E,C18012_021M,C18012_022E,C18012_022M,C18012_023E,C18012_023M,C18012_024E,C18012_024M,C18012_025E,C18012_025M,C18012_026E,C18012_026M,C18012_027E,C18012_027M,C18012_028E,C18012_028M,C18012_029E,C18012_029M,NAME,C18012_001EA,C18012_001MA,C18012_002MA,C18012_002EA,C18012_003MA,C18012_003EA,C18012_004MA,C18012_004EA,C18012_005EA,C18012_005MA,C18012_006EA,C18012_006MA,C18012_007EA,C18012_007MA,C18012_008EA,C18012_008MA,C18012_009EA,C18012_009MA,C18012_010MA,C18012_010EA,C18012_011EA,C18012_011MA,C18012_012EA,C18012_012MA,C18012_013EA,C18012_013MA,C18012_014EA,C18012_014MA,C18012_015MA,C18012_015EA,C18012_016EA,C18012_016MA,C18012_017EA,C18012_017MA,C18012_018EA,C18012_018MA,C18012_019EA,C18012_019MA,C18012_020MA,C18012_020EA,C18012_021MA,C18012_021EA,C18012_022EA,C18012_022MA,C18012_023EA,C18012_023MA,C18012_024EA,C18012_024MA,C18012_025MA,C18012_025EA,C18012_026MA,C18012_026EA,C18012_027EA,C18012_027MA,C18012_028EA,C18012_028MA,C18012_029EA,C18012_029MA,state
0400000US01,989923,5026,39928,3511,5370,1514,1289,580,4081,1312,34558,3241,14269,2328,12100,1692,6343,1391,1846,661,949995,6167,464998,4172,106528,5126,21656,2148,84872,4775,358470,6038,79826,5349,134373,6855,90773,4688,53498,3444,484997,3841,131542,5380,21570,2652,109972,4995,353455,6467,59540,4314,120711,4446,100049,4936,73155,3965,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,138421,1810,4468,975,771,367,242,209,529,325,3697,883,807,441,1972,694,839,440,79,126,133953,1852,66372,1412,14921,1662,6197,987,8724,1470,51451,2124,5903,1195,25790,2113,14179,2050,5579,1013,67581,1206,16261,1903,3974,862,12287,1670,51320,1883,6052,1543,18484,1629,16723,1541,10061,1277,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1376250,3156,32833,4187,8699,2887,1706,738,6993,2711,24134,2798,7618,1881,9080,1704,5416,1416,2020,661,1343417,5047,686968,3553,147865,6050,30620,3114,117245,5795,539103,6505,128689,5953,191077,7007,136925,6758,82412,4343,656449,2720,171474,6748,27686,2987,143788,6407,484975,6880,90957,5746,160684,6945,139725,6762,93609,5077,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,601456,4266,22570,2142,4282,1175,1119,533,3163,1036,18288,2148,4214,996,9319,1423,3324,946,1431,614,578886,4594,289122,3342,62399,3540,16331,2146,46068,3428,226723,4538,44883,3870,96878,4471,54683,3741,30279,2774,289764,3355,72309,4006,10842,1513,61467,3869,217455,4616,35133,2815,84463,4176,57651,4130,40208,2804,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8280110,7277,179939,7879,35574,3693,8743,1744,26831,3100,144365,7018,44481,4396,51535,4180,37124,3297,11225,1899,8100171,10566,4108019,8872,1055460,16576,174390,7372,881070,16149,3052559,17844,777775,18308,972225,21088,680438,14247,622121,14395,3992152,6465,1195446,17797,162159,8168,1033287,16521,2796706,18795,590465,15323,769412,16386,721641,14820,715188,11547,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1120749,3806,22485,2475,3993,1192,1249,603,2744,1031,18492,2133,6013,1418,6006,1108,4648,1047,1825,781,1098264,4965,564476,3835,130767,5702,22693,2107,108074,5487,433709,6479,81382,4769,131328,7028,109214,6499,111785,5724,533788,2853,138997,4995,21805,2780,117192,5099,394791,5168,58206,4404,103470,5479,104202,5355,128913,5010,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,651205,1909,15958,2600,2767,1285,933,572,1834,1151,13191,2186,2629,1039,6617,1606,3005,1029,940,397,635247,3014,316040,2596,78459,3644,14359,1991,64100,3530,237581,4565,32468,3609,91241,5379,50727,3718,63145,3640,319207,1856,94027,3961,14535,1476,79492,4021,225180,3889,23129,2921,65412,3783,52262,3706,84377,3604,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,178206,1196,7327,1711,1096,604,530,421,566,448,6231,1597,1754,943,2063,646,2156,915,258,290,170879,1974,84398,1160,18289,2041,3886,794,14403,2051,66109,2282,13981,1918,23456,2603,12789,1825,15883,1743,86481,1449,22809,2290,3528,993,19281,2126,63672,2552,8438,1461,23750,2228,13674,1723,17810,1547,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,136787,565,2953,1494,690,442,316,374,374,377,2263,1420,536,446,1382,1150,279,270,66,108,133834,1679,62992,1050,13370,1551,2296,804,11074,1440,49622,1696,7930,1686,9341,1711,7366,1445,24985,1833,70842,1189,16492,1920,793,353,15699,1922,54350,2231,5026,1339,12865,1719,7005,1239,29454,2093,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3540211,7309,92221,5639,14494,1893,5177,1317,9317,1522,77727,5841,24896,2898,30772,3825,17018,2644,5041,1274,3447990,9515,1718403,6485,403925,9685,86227,4832,317698,8985,1314478,11628,265711,8938,506322,13539,317738,12329,224707,9326,1729587,6801,484701,10840,76388,4458,408313,9575,1244886,10797,185495,9125,420374,9566,349784,10445,289233,7923,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
