GEO_ID,C16005_001E,C16005_001M,C16005_002E,C16005_002M,C16005_003E,C16005_003M,C16005_004E,C16005_004M,C16005_005E,C16005_005M,C16005_006E,C16005_006M,C16005_007E,C16005_007M,C16005_008E,C16005_008M,C16005_009E,C16005_009M,C16005_010E,C16005_010M,C16005_011E,C16005_011M,C16005_012E,C16005_012M,C16005_013E,C16005_013M,C16005_014E,C16005_014M,C16005_015E,C16005_015M,C16005_016E,C16005_016M,C16005_017E,C16005_017M,C16005_018E,C16005_018M,C16005_019E,C16005_019M,C16005_020E,C16005_020M,C16005_021E,C16005_021M,C16005_022E,C16005_022M,C16005_023E,C16005_023M,C16005_024E,C16005_024M,C16005_025E,C16005_025M,C16005_026E,C16005_026M,C16005_027E,C16005_027M,C16005_028E,C16005_028M,C16005_029E,C16005_029M,NAME,C16005_001EA,C16005_001MA,C16005_002EA,C16005_002MA,C16005_003EA,C16005_003MA,C16005_004EA,C16005_004MA,C16005_005MA,C16005_005EA,C16005_006EA,C16005_006MA,C16005_007EA,C16005_007MA,C16005_008EA,C16005_008MA,C16005_009EA,C16005_009MA,C16005_010MA,C16005_010EA,C16005_011MA,C16005_011EA,C16005_012MA,C16005_012EA,C16005_013MA,C16005_013EA,C16005_014EA,C16005_014MA,C16005_015EA,C16005_015MA,C16005_016MA,C16005_016EA,C16005_017MA,C16005_017EA,C16005_018MA,C16005_018EA,C16005_019EA,C16005_019MA,C16005_020EA,C16005_020MA,C16005_021EA,C16005_021MA,C16005_022EA,C16005_022MA,C16005_023EA,C16005_023MA,C16005_024MA,C16005_024EA,C16005_025EA,C16005_025MA,C16005_026EA,C16005_026MA,C16005_027EA,C16005_027MA,C16005_028EA,C16005_028MA,C16005_029MA,C16005_029EA,state
0400000US01,4150183,2206,4031990,6728,3950638,7852,52364,4626,37896,3871,14468,2337,19939,2773,16702,2583,3237,924,4329,975,3620,933,709,372,4720,1787,3961,1623,759,531,118193,6572,26889,3942,47606,3553,9242,1975,38364,3274,20733,3661,16396,3294,4337,1300,18352,2059,7202,1226,11150,1678,4613,2226,2637,1513,1976,1146,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,592520,830,558394,2369,502445,3962,11224,1643,9451,1659,1773,688,6146,1422,5361,1289,785,399,8650,1613,6212,1380,2438,1142,29929,2212,23613,2071,6316,876,34126,2311,9733,1634,4688,1295,2432,752,2256,761,4546,1317,3157,1110,1389,648,14503,1232,4806,1075,9697,1426,656,638,406,346,250,319,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5370067,1271,4538803,20670,3787739,22899,569644,15810,464466,14422,105178,7204,43951,3477,37021,3201,6930,1440,16634,2046,14245,1870,2389,709,120835,5277,98222,5339,22613,2314,831264,20387,112150,6772,580472,17161,142183,8659,438289,15808,63501,6363,42351,4179,21150,3222,57975,3778,27596,2813,30379,3151,17166,3503,10080,2576,7086,2130,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2515066,2038,2414789,5573,2349977,7002,47711,4640,36235,4159,11476,1695,12754,2361,10515,2263,2239,654,3033,1037,2687,975,346,224,1314,590,1314,590,0,260,100277,5015,15777,2235,59611,3832,14790,2029,44821,3508,8796,1898,6649,1638,2147,831,13533,1815,5230,1283,8303,1789,2560,1421,1579,851,981,754,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32599457,3023,23062969,52232,17869811,56882,4135426,41419,3323431,41293,811995,21407,384792,12633,337454,11478,47338,4505,599199,14807,469242,13572,129957,6901,73741,6699,66649,6331,7092,1536,9536488,52542,938466,21990,5056586,43590,1303054,20555,3753532,43620,993805,28672,591180,20785,402625,16846,2351022,25880,979755,18909,1371267,22839,196609,12615,125613,9920,70996,6794,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4223659,1774,3769397,11946,3434972,14033,259172,8847,202855,8404,56317,5360,46083,4878,40008,4772,6075,1166,20095,2441,15852,2111,4243,1274,9075,1728,7608,1640,1467,797,454262,11968,70945,4365,256302,11504,60091,5053,196211,10844,57097,4736,39139,3817,17958,2919,53779,3697,23054,2975,30725,3270,16139,2844,10384,2441,5755,1432,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3183775,660,2764279,14819,2467436,15422,194547,8003,137757,7123,56790,5664,88199,5158,76037,4842,12162,1784,10316,1972,7750,1747,2566,1093,3781,1259,3172,1211,609,421,419496,14751,112037,6661,98431,7769,32159,3645,66272,6697,150545,9081,76231,5106,74314,6256,47579,3459,23636,2921,23943,3016,10904,2112,7379,1633,3525,1313,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,763189,304,700897,3707,660370,4392,26433,3188,18491,2758,7942,1434,10552,1791,9195,1668,1357,664,1882,567,1650,524,232,174,1660,1273,1453,1267,207,183,62292,3706,14853,2306,20779,2333,3153,848,17626,2296,13795,2536,9765,1946,4030,1172,9414,1286,4327,932,5087,1025,3451,1311,2586,974,865,531,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,477395,429,410039,3749,384067,3831,15881,2130,12152,2153,3729,1070,7069,1275,5894,1129,1175,634,2226,864,1594,700,632,398,796,446,737,429,59,95,67356,3881,18513,2602,26230,2143,10188,2158,16042,1913,11135,1940,8341,1489,2794,1103,6580,2035,4298,1670,2282,1075,4898,1550,3001,1131,1897,710,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16270161,3373,13080548,28710,11507953,32998,1267441,21693,996337,21184,271104,11645,243835,10588,204376,8969,39459,4825,36681,4123,29462,3750,7219,1581,24638,3521,22282,3388,2356,717,3189613,28570,633889,19939,1745490,19546,585630,14931,1159860,18087,577059,18072,311752,12301,265307,12656,172245,7526,84054,5859,88191,4910,60930,6667,37357,4960,23573,3715,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
