GEO_ID,B17004_001E,B17004_001M,B17004_002E,B17004_002M,B17004_003E,B17004_003M,B17004_004E,B17004_004M,B17004_005E,B17004_005M,B17004_006E,B17004_006M,B17004_007E,B17004_007M,B17004_008E,B17004_008M,B17004_009E,B17004_009M,B17004_010E,B17004_010M,B17004_011E,B17004_011M,B17004_012E,B17004_012M,B17004_013E,B17004_013M,B17004_014E,B17004_014M,B17004_015E,B17004_015M,B17004_016E,B17004_016M,B17004_017E,B17004_017M,B17004_018E,B17004_018M,B17004_019E,B17004_019M,NAME,B17004_001MA,B17004_001EA,B17004_002EA,B17004_002MA,B17004_003EA,B17004_003MA,B17004_004MA,B17004_004EA,B17004_005MA,B17004_005EA,B17004_006MA,B17004_006EA,B17004_007MA,B17004_007EA,B17004_008MA,B17004_008EA,B17004_009MA,B17004_009EA,B17004_010EA,B17004_010MA,B17004_011EA,B17004_011MA,B17004_012MA,B17004_012EA,B17004_013MA,B17004_013EA,B17004_014EA,B17004_014MA,B17004_015EA,B17004_015MA,B17004_016EA,B17004_016MA,B17004_017MA,B17004_017EA,B17004_018MA,B17004_018EA,B17004_019EA,B17004_019MA,state
0400000US01,3479035,4246,510597,15698,184668,8647,18640,2871,65815,5089,100213,5363,325929,9409,30528,3786,105402,5428,189999,7039,2968438,16434,1466490,9543,811201,10907,318357,8620,336932,7929,1501948,9728,544121,10470,406387,9166,551440,7711,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,476403,1190,47356,4172,22838,2641,1031,441,11677,1785,10130,1904,24518,2485,925,382,12142,1861,11451,1386,429047,4274,218862,2636,104729,3540,81029,3449,33104,2255,210185,2743,72742,3035,85088,3288,52355,3019,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4420179,4360,537069,16662,223479,9064,32714,3376,93437,6088,97328,5513,313590,11346,19484,3210,106217,6252,187889,8538,3883110,17338,1955115,9521,1058275,13651,472106,11284,424734,7484,1927995,11951,670887,11751,561721,12455,695387,11598,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2107182,3122,314158,10730,125147,6418,14124,1919,51906,4377,59117,4374,189011,6426,12397,1802,71276,4207,105338,5537,1793024,11523,886996,7097,471647,6730,209282,7523,206067,5272,906028,7106,335932,7682,262876,6707,307220,6548,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26687590,10833,3091595,54017,1320954,27368,198801,10109,500913,15606,621240,18990,1770641,32469,102326,6746,577849,18809,1090466,21642,23595995,54600,11777876,28289,6276665,30388,3119139,32713,2382072,23039,11818119,33901,3913005,32725,3716611,33015,4188503,30574,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3510540,3741,353890,12339,153381,6934,22218,3298,72019,4384,59144,3955,200509,7814,12058,2184,86287,4956,102164,5750,3156650,11935,1596890,7165,905749,10728,448793,10685,242348,5683,1559760,8245,588443,10283,540791,10530,430526,7420,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2662501,3336,198519,10354,77402,5785,3901,1253,29428,4191,44073,3625,121117,6502,6112,1848,38521,3676,76484,5714,2463982,10847,1194541,6410,666919,10124,303809,7451,223813,5243,1269441,6812,464749,8900,420857,8026,383835,7146,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,644406,1460,60293,4576,23921,2935,2432,1001,9873,1625,11616,1915,36372,3069,1774,762,13824,1774,20774,3060,584113,4768,284801,2901,161742,4021,65161,3514,57898,2765,299312,3297,121477,4219,87270,3676,90565,3095,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,413322,983,64845,4441,24946,2570,813,480,9997,2012,14136,1945,39899,3142,1068,485,12154,1636,26677,2676,348477,4369,166705,2469,95643,3525,43182,2978,27880,2333,181772,3207,88924,3470,46750,2864,46098,2848,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,13806889,7724,1581446,33406,619970,17487,73827,6882,221123,9390,325020,12728,961476,20950,65614,5861,317031,10703,578831,17117,12225443,33671,6020359,18768,3159019,22049,1350283,18510,1511057,15964,6205084,20557,2196564,18372,1689328,20350,2319192,21110,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
