GEO_ID,B07004H_001E,B07004H_001M,B07004H_002E,B07004H_002M,B07004H_003E,B07004H_003M,B07004H_004E,B07004H_004M,B07004H_005E,B07004H_005M,B07004H_006E,B07004H_006M,NAME,B07004H_001EA,B07004H_001MA,B07004H_002MA,B07004H_002EA,B07004H_003MA,B07004H_003EA,B07004H_004MA,B07004H_004EA,B07004H_005EA,B07004H_005MA,B07004H_006EA,B07004H_006MA,state
0400000US01,3056104,3007,2602333,16276,270531,12930,97813,8447,75936,6539,9491,2089,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,423515,1106,347916,5450,39017,4541,11441,2398,23694,4103,1447,828,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3467933,4401,2769639,18652,438100,15167,54694,6038,194366,11704,11134,2725,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2054791,2894,1701148,16345,214099,12532,70486,6328,65240,6427,3818,1796,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15115755,11645,12843844,39628,1482235,32083,463782,18052,265851,11902,60043,5812,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3237076,3813,2623016,19087,316991,13941,154355,12100,128867,9063,13847,3643,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2532197,3521,2288348,12284,145162,9667,37014,4290,52493,5569,9180,2200,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,565448,1567,481782,7036,53748,5639,3542,1147,25122,3614,1254,871,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,150502,1674,112337,3482,13656,2204,0,286,20698,2228,3811,1241,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10666202,8012,8832908,35133,1011859,29568,334019,17049,436698,17327,50718,5923,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5193664,5798,4404735,24095,374102,16112,239114,12728,163045,15543,12668,2878,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,280863,1291,218162,5259,30328,4485,2510,1626,25988,3737,3875,1672,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1197031,2131,962969,11824,134184,9775,43881,5715,52976,5028,3021,1020,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8071979,5932,7052489,24301,616132,17908,232525,11043,143757,9650,27076,4885,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5073136,4438,4340615,20781,471702,16196,160672,9729,91644,6507,8503,1800,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2589500,2565,2212608,13608,230093,10669,79520,5659,63414,5861,3865,994,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2146680,3083,1792317,14271,217108,12318,74360,5707,56778,5703,6117,1409,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3565139,3698,3028694,23058,331998,17317,115215,8623,82903,6130,6329,1417,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2687193,3039,2315689,15401,211035,11605,104197,9101,53003,5698,3269,954,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1218733,1982,1046723,9002,107403,7162,29222,3748,33255,4706,2130,694,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
