GEO_ID,C18032_001E,C18032_001M,C18032_002E,C18032_002M,C18032_003E,C18032_003M,C18032_004E,C18032_004M,C18032_005E,C18032_005M,C18032_006E,C18032_006M,C18032_007E,C18032_007M,C18032_008E,C18032_008M,C18032_009E,C18032_009M,C18032_010E,C18032_010M,C18032_011E,C18032_011M,C18032_012E,C18032_012M,C18032_013E,C18032_013M,C18032_014E,C18032_014M,C18032_015E,C18032_015M,C18032_016E,C18032_016M,C18032_017E,C18032_017M,C18032_018E,C18032_018M,C18032_019E,C18032_019M,C18032_020E,C18032_020M,C18032_021E,C18032_021M,C18032_022E,C18032_022M,C18032_023E,C18032_023M,C18032_024E,C18032_024M,C18032_025E,C18032_025M,C18032_026E,C18032_026M,C18032_027E,C18032_027M,C18032_028E,C18032_028M,C18032_029E,C18032_029M,C18032_030E,C18032_030M,C18032_031E,C18032_031M,C18032_032E,C18032_032M,C18032_033E,C18032_033M,C18032_034E,C18032_034M,C18032_035E,C18032_035M,C18032_036E,C18032_036M,C18032_037E,C18032_037M,C18032_038E,C18032_038M,C18032_039E,C18032_039M,C18032_040E,C18032_040M,C18032_041E,C18032_041M,C18032_042E,C18032_042M,C18032_043E,C18032_043M,NAME,C18032_001EA,C18032_001MA,C18032_002EA,C18032_002MA,C18032_003MA,C18032_003EA,C18032_004MA,C18032_004EA,C18032_005MA,C18032_005EA,C18032_006EA,C18032_006MA,C18032_007EA,C18032_007MA,C18032_008MA,C18032_008EA,C18032_009MA,C18032_009EA,C18032_010MA,C18032_010EA,C18032_011MA,C18032_011EA,C18032_012EA,C18032_012MA,C18032_013EA,C18032_013MA,C18032_014MA,C18032_014EA,C18032_015MA,C18032_015EA,C18032_016MA,C18032_016EA,C18032_017EA,C18032_017MA,C18032_018EA,C18032_018MA,C18032_019MA,C18032_019EA,C18032_020MA,C18032_020EA,C18032_021MA,C18032_021EA,C18032_022MA,C18032_022EA,C18032_023EA,C18032_023MA,C18032_024EA,C18032_024MA,C18032_025MA,C18032_025EA,C18032_026MA,C18032_026EA,C18032_027MA,C18032_027EA,C18032_028EA,C18032_028MA,C18032_029EA,C18032_029MA,C18032_030MA,C18032_030EA,C18032_031MA,C18032_031EA,C18032_032MA,C18032_032EA,C18032_033MA,C18032_033EA,C18032_034EA,C18032_034MA,C18032_035EA,C18032_035MA,C18032_036EA,C18032_036MA,C18032_037EA,C18032_037MA,C18032_038MA,C18032_038EA,C18032_039EA,C18032_039MA,C18032_040EA,C18032_040MA,C18032_041MA,C18032_041EA,C18032_042MA,C18032_042EA,C18032_043MA,C18032_043EA,state
0400000US01,4128322,3736,543357,11225,239028,7941,6226,1673,2124,757,4102,1437,151141,7288,36794,3773,114347,6540,81661,2885,9482,1450,72179,2799,304329,7041,5398,1309,2259,764,3139,1080,161422,6218,50459,3521,110963,5001,137509,3930,29097,2380,108412,3871,3584965,11270,1741745,7827,333754,4540,77510,5776,256244,5921,1249589,7872,127076,7206,1122513,10442,158402,2959,11133,1829,147269,2939,1843220,7116,316084,4398,74760,5241,241324,5660,1332024,6906,220596,8318,1111428,10065,195112,4170,25777,1971,169335,4362,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,582471,1870,50446,3190,23491,2363,1015,705,78,107,937,691,16092,1792,2650,793,13442,1625,6384,933,528,247,5856,964,26955,2258,365,314,0,233,365,314,17496,1888,3860,957,13636,1565,9094,990,776,317,8318,970,532025,3456,269252,2964,56575,1505,8663,1601,47912,1965,198986,2371,18676,2228,180310,3180,13691,1048,863,385,12828,1061,262773,2427,55370,1390,8675,1581,46695,1799,194416,2184,19094,2346,175322,2895,12987,1034,788,294,12199,1036,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5332488,5579,462108,10632,204994,7218,6197,1355,1584,731,4613,1214,115876,6605,22561,2173,93315,6692,82921,3478,7693,1281,75228,3421,257114,7102,4535,1337,1618,1034,2917,889,133588,5555,32353,2878,101235,5036,118991,4464,17370,2055,101621,4402,4870380,11456,2438689,7423,473437,4331,89811,6224,383626,7858,1717515,7551,180132,8000,1537383,10392,247737,3636,12921,1513,234816,3852,2431691,8165,445095,4801,85389,5950,359706,6339,1700848,7162,241254,10959,1459594,12047,285748,4532,22534,2848,263214,4808,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2501447,3200,349867,8902,156140,5692,5050,1665,1959,1131,3091,1144,94855,4623,24411,2701,70444,3621,56235,2770,7264,1136,48971,2549,193727,6211,3967,1196,2003,1178,1964,699,103348,4824,30994,2465,72354,3817,86412,3134,18715,1928,67697,2996,2151580,9337,1056615,6308,199654,3088,47427,3398,152227,3665,756892,5103,86899,5675,669993,6821,100069,2936,6519,1031,93550,2818,1094965,7184,190911,3393,45132,3540,145779,3892,783129,5578,123160,5407,659969,7356,120925,3177,16060,1812,104865,3053,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32405596,10568,2558085,27472,1088202,17924,30286,2949,7951,1557,22335,2411,637507,15244,132286,8519,505221,12456,420409,10991,34448,3686,385961,10275,1469883,18669,25455,2500,7384,1489,18071,2189,746070,14230,173054,9058,573016,12788,698358,11683,79048,5522,619310,10508,29847511,26666,14902497,19252,2932222,11873,532129,19604,2400093,20339,10795604,18459,1079759,23424,9715845,28065,1174671,11348,73387,5934,1101284,10533,14945014,19421,2810222,10437,516706,18725,2293516,21404,10727126,16727,1405120,27802,9322006,32436,1407666,11901,113345,6574,1294321,11009,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4201306,3189,295411,7266,131343,5981,2540,939,596,313,1944,865,84397,4959,17611,2094,66786,4550,44406,2818,3860,834,40546,2654,164068,5027,3385,889,266,242,3119,847,85927,3756,19252,2016,66675,3363,74756,2819,11529,1732,63227,2965,3905895,7907,1964960,7088,355483,3617,47273,3990,308210,5188,1459561,6446,123472,6861,1336089,8445,149916,3014,8017,1450,141899,3102,1940935,6137,343497,3668,44696,4155,298801,5691,1423619,5229,155052,7334,1268567,8426,173819,3026,14676,2053,159143,2887,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3171028,2325,236109,7721,97451,4735,2896,822,904,463,1992,695,53323,4482,10521,2138,42802,3737,41232,2036,3569,780,37663,1969,138658,5475,1931,758,673,531,1258,574,64766,4142,15475,2218,49291,3714,71961,3114,9568,1587,62393,3206,2934919,8186,1431992,5447,258697,2983,25555,3640,233142,4299,1030577,5083,57694,5656,972883,8324,142718,2238,5618,1186,137100,2507,1502927,5545,249487,2705,27426,3722,222061,3786,1066772,4911,81415,5956,985357,7740,186668,3171,14659,2087,172009,3507,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,758376,1366,70475,3657,29625,2308,624,247,75,95,549,239,17583,1793,3815,1044,13768,1575,11418,1237,799,373,10619,1206,40850,2825,391,441,0,262,391,441,22907,2276,4746,1284,18161,1908,17552,1540,2135,646,15417,1412,687901,4114,336288,2566,58741,1132,6654,1394,52087,1650,241983,2084,17529,2553,224454,3240,35564,1312,1778,579,33786,1452,351613,3220,56559,1412,8197,1713,48362,1960,252797,2664,26497,2951,226300,4008,42257,1618,2994,752,39263,1645,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,475387,808,40439,3551,14735,2101,355,290,105,126,250,295,9372,1708,2861,1026,6511,1273,5008,993,1511,598,3497,883,25704,2449,116,133,74,116,42,68,13639,1968,4574,1107,9065,1745,11949,1338,3946,1020,8003,1198,434948,3649,207361,2254,31078,736,9270,1786,21808,1966,156627,1894,18433,2341,138194,2819,19656,1052,2141,694,17515,1026,227587,2562,31676,1025,10787,1740,20889,1790,170030,1983,28096,2356,141934,2991,25881,1422,3283,1106,22598,1699,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16172060,7467,1673599,17591,730504,11088,14950,2375,5083,1468,9867,1977,386220,10309,82507,6457,303713,9434,329334,6734,34151,3450,295183,5856,943095,15219,14255,2385,5896,1587,8359,1717,448373,11593,119182,7175,329191,10214,480467,8528,73475,4710,406992,7906,14498461,19126,7102175,14666,1217360,7534,203789,9178,1013571,11729,4939446,13808,438522,15312,4500924,20729,945369,7059,64009,4061,881360,7084,7396286,17403,1165237,6453,194447,9884,970790,10159,5105006,13719,650742,16237,4454264,18842,1126043,8642,117978,5855,1008065,7974,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
