GEO_ID,B25006_001E,B25006_001M,B25006_002E,B25006_002M,B25006_003E,B25006_003M,B25006_004E,B25006_004M,B25006_005E,B25006_005M,B25006_006E,B25006_006M,B25006_007E,B25006_007M,B25006_008E,B25006_008M,B25006_009E,B25006_009M,B25006_010E,B25006_010M,NAME,B25006_001MA,B25006_001EA,B25006_002EA,B25006_002MA,B25006_003EA,B25006_003MA,B25006_004MA,B25006_004EA,B25006_005MA,B25006_005EA,B25006_006MA,B25006_006EA,B25006_007EA,B25006_007MA,B25006_008MA,B25006_008EA,B25006_009MA,B25006_009EA,B25006_010MA,B25006_010EA,state
0400000US44,406089,2961,350890,3722,18682,1293,2001,595,7674,1066,260,410,22473,2378,4109,1047,667,345,3442,956,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1635907,9252,1146934,9050,439937,4804,5819,1036,14349,1124,654,461,15697,1741,12517,2057,930,513,11587,1927,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,310331,2851,285683,2890,1955,394,17580,1294,1651,337,41,63,1136,344,2285,673,110,141,2175,676,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2366130,12369,1911568,11327,381846,5497,7784,1159,23842,1788,613,525,21483,2262,18994,2480,1834,748,17160,2329,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7978095,18793,5939927,18826,926367,9954,45146,3135,236414,5228,3384,1107,732416,12448,94441,4981,31607,2659,62834,4359,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,791929,4640,723504,5369,6826,1092,9931,1229,14117,1351,3256,612,27915,2777,6380,1161,1701,578,4679,961,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,248825,2206,241958,2199,768,282,627,270,1986,360,0,211,270,230,3216,500,116,156,3100,488,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2889688,11234,2140877,10636,545029,6584,10289,1410,112312,3040,1355,720,48168,4056,31658,3438,2943,859,28715,3102,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2450474,8355,2076271,8764,77534,3155,30547,2268,137874,4093,8137,1047,64959,3868,55152,3892,5289,1451,49863,3654,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,740702,5802,705993,6114,23796,1609,950,436,3424,775,270,348,934,388,5335,790,152,139,5183,761,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2219571,6843,2007867,7416,114570,3341,16441,1199,31312,1698,470,291,34715,2770,14196,1523,1489,575,12707,1408,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,204935,2466,192916,2524,1344,353,3278,546,955,506,20,37,3952,872,2470,619,183,207,2287,614,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1254318,8503,956273,9667,96959,4628,2547,726,3106,1028,179,169,136568,5043,58686,3577,7953,1149,50733,3474,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
