GEO_ID,B25006_001E,B25006_001M,B25006_002E,B25006_002M,B25006_003E,B25006_003M,B25006_004E,B25006_004M,B25006_005E,B25006_005M,B25006_006E,B25006_006M,B25006_007E,B25006_007M,B25006_008E,B25006_008M,B25006_009E,B25006_009M,B25006_010E,B25006_010M,NAME,B25006_001MA,B25006_001EA,B25006_002EA,B25006_002MA,B25006_003EA,B25006_003MA,B25006_004MA,B25006_004EA,B25006_005MA,B25006_005EA,B25006_006MA,B25006_006EA,B25006_007EA,B25006_007MA,B25006_008MA,B25006_008EA,B25006_009MA,B25006_009EA,B25006_010MA,B25006_010EA,state
0400000US01,1788692,9253,1291280,8686,447615,5128,11056,1502,12942,1249,297,251,9120,1468,16382,1899,975,479,15407,1848,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,233252,2012,175622,2739,7511,718,26883,1595,8893,1114,758,228,3059,757,10526,1503,201,163,10325,1455,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2204013,9234,1793084,10722,73619,3045,75544,3030,45400,2344,2099,669,184829,6213,29438,2422,9637,1460,19801,2060,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1087542,7421,881282,7445,161781,3454,7928,1296,9164,1171,753,329,15473,2118,11161,1526,501,330,10660,1481,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12097894,20853,8083976,26836,791864,9592,92176,4814,1395457,12787,36454,2287,1458187,20878,239780,7835,64990,3861,174790,7218,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1819037,8199,1567507,9017,68796,2311,17078,1954,38735,2363,1327,597,97562,4540,28032,2589,6898,1392,21134,1922,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1323838,6482,1111113,8202,112156,4014,3296,971,35223,1622,487,433,47709,3286,13854,1893,2033,655,11821,1797,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,317640,2835,244107,3359,58654,2231,781,341,7590,728,67,118,3701,909,2740,556,242,213,2498,525,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,248213,2990,93997,2617,131970,2522,655,274,8239,1152,159,164,9950,1233,3243,1027,199,211,3044,1031,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7048800,20625,5677510,19793,928296,8641,23376,2034,123218,4002,2983,999,214369,7726,79048,4612,22603,2360,56445,4083,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3320278,14891,2167974,11402,947046,9297,8900,1487,72738,2936,1546,622,90705,4955,31369,3374,6937,1425,24432,2930,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,430007,3658,141724,3294,9992,1077,1740,776,185802,3492,28625,1877,6161,1426,55963,3563,1906,768,54057,3424,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,532135,3986,496311,3827,1999,551,6006,1189,6078,937,379,260,14058,1503,7304,1570,617,354,6687,1571,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4691020,12381,3585624,12091,644697,7245,9274,1561,168992,4086,986,494,239382,6830,42065,3027,10753,1952,31312,2653,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2443010,11121,2136189,10969,209897,4511,6350,1264,27192,2047,961,560,39866,2986,22555,2199,3526,864,19029,1843,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1200833,6448,1139101,6799,23648,1604,2862,691,13389,1101,264,191,13566,1851,8003,1364,1181,495,6822,1362,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1071938,6448,937878,7090,58913,1853,9254,1336,17989,1540,554,422,32396,2382,14954,1489,1611,646,13343,1506,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1653898,9151,1495911,8552,122090,3120,3706,1026,12572,1336,928,585,7007,1312,11684,1664,662,466,11022,1634,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1676599,9999,1118932,8527,499952,6521,9580,1162,20439,1844,152,154,13356,1818,14188,1914,1600,662,12588,1748,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,542158,4476,526815,4567,2786,671,3156,602,3488,596,0,229,835,496,5078,912,354,330,4724,845,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2085647,7404,1348512,7527,579116,6162,6211,1466,86598,3267,1798,920,40012,3194,23400,2745,3099,1104,20301,2358,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2448032,10748,2106324,11015,131439,4618,5706,1195,97945,3453,158,181,85196,5039,21264,2285,4476,1020,16788,2035,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3887994,12280,3183474,11251,517141,6168,23016,1621,78017,2756,1163,669,46208,3108,38975,2659,3982,881,34993,2650,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2020144,7496,1840463,7834,73158,2877,18272,1389,49814,2378,720,408,23226,2506,14491,1705,838,346,13653,1659,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1084034,7745,688530,6393,372658,5730,3936,987,6450,1183,346,348,4981,1049,7133,1668,289,256,6844,1618,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2285280,10457,1958121,10057,247147,4587,9948,1283,28041,1656,542,244,16917,2311,24564,1938,1470,504,23094,1964,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,368268,2828,341181,3183,1690,523,18010,1316,1722,514,204,178,1285,508,4176,744,405,271,3771,704,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,695592,4475,636024,4361,28613,1555,4123,756,8009,828,243,216,13364,1328,5216,1068,521,273,4695,1001,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,906719,6595,720420,7237,65682,2422,11720,1522,48057,2474,3305,676,41562,3464,15973,1990,3759,1226,12214,1598,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,497054,4541,478866,4673,3799,571,1811,524,7473,1140,40,69,1908,916,3157,756,195,196,2962,727,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3141956,9862,2312468,10351,412059,6912,6235,1236,191182,3905,971,679,190499,6359,28542,3265,7844,1615,20698,2782,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,727820,5484,545106,6091,14369,1404,52702,2135,7637,916,230,253,93546,4324,14230,1962,5889,1388,8341,1328,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7114431,15213,5059473,18173,1028783,10110,26796,2347,399771,5687,1979,805,521724,12097,75905,4711,20500,2143,55405,4437,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3409840,14997,2515463,14207,700885,8478,40791,2563,46336,2423,1644,524,71078,4231,33643,2983,2976,832,30667,2977,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,270437,2052,254427,2201,1684,444,9424,919,2031,490,247,245,1213,409,1411,555,119,150,1292,536,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4507821,13987,3832220,13940,531909,5569,9024,1317,58174,2354,996,547,33298,2418,42200,3810,4010,927,38190,3538,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1380595,8810,1074495,9098,100416,3048,92359,3738,17802,1744,1197,534,29940,2458,64386,3456,1579,597,62807,3343,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1425340,7083,1281808,7240,21979,1940,18137,2024,42122,2054,1659,538,31955,2982,27680,2403,1348,515,26332,2377,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4860140,14124,4196800,13630,466648,6849,7885,1264,90051,3531,898,528,67442,3920,30416,2045,4188,1012,26228,1838,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
