GEO_ID,B13012_001E,B13012_001M,B13012_002E,B13012_002M,B13012_003E,B13012_003M,B13012_004E,B13012_004M,B13012_005E,B13012_005M,B13012_006E,B13012_006M,B13012_007E,B13012_007M,B13012_008E,B13012_008M,B13012_009E,B13012_009M,B13012_010E,B13012_010M,B13012_011E,B13012_011M,B13012_012E,B13012_012M,B13012_013E,B13012_013M,B13012_014E,B13012_014M,B13012_015E,B13012_015M,NAME,B13012_001MA,B13012_001EA,B13012_002MA,B13012_002EA,B13012_003EA,B13012_003MA,B13012_004EA,B13012_004MA,B13012_005EA,B13012_005MA,B13012_006MA,B13012_006EA,B13012_007MA,B13012_007EA,B13012_008EA,B13012_008MA,B13012_009EA,B13012_009MA,B13012_010EA,B13012_010MA,B13012_011EA,B13012_011MA,B13012_012MA,B13012_012EA,B13012_013MA,B13012_013EA,B13012_014EA,B13012_014MA,B13012_015EA,B13012_015MA,state
0400000US01,1108708,4371,67014,4836,41334,3624,22232,2542,19102,2527,25680,3286,13798,2426,11882,2177,1041694,6381,558907,8181,389859,8299,169048,5898,482787,8679,334489,8200,148298,5583,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,163711,1539,9541,1571,6668,1283,2994,817,3674,1143,2873,695,1886,605,987,418,154170,2005,84364,3106,61918,3146,22446,1912,69806,2982,50876,3043,18930,2084,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1392702,5237,99537,5069,67222,4579,30189,2539,37033,3401,32315,3567,18918,2537,13397,2293,1293165,7391,667384,11208,448560,9425,218824,8101,625781,12216,455221,11915,170560,7617,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,655957,3546,41811,2952,28079,2689,16217,2106,11862,1664,13732,2144,7512,1473,6220,1683,614146,4705,341428,5856,252011,6868,89417,4604,272718,6484,193905,6502,78813,4062,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8863411,12760,532303,12173,387582,10305,188057,7383,199525,8468,144721,8338,76168,5635,68553,6163,8331108,19348,4283247,28233,2812142,26334,1471105,21197,4047861,33067,2820374,26420,1227487,18668,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1160968,4217,71942,5521,53128,4518,29299,2916,23829,3031,18814,2681,13204,2245,5610,1498,1089026,6729,595190,8863,442520,9457,152670,5546,493836,9854,386145,8881,107691,5115,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,834232,3098,40981,3388,29095,2523,16776,1743,12319,1767,11886,1999,7068,1518,4818,1488,793251,4878,415422,7218,313809,6466,101613,3843,377829,7884,287757,7058,90072,5002,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,205553,1618,10223,1579,7277,1431,4664,1110,2613,742,2946,797,1683,624,1263,532,195330,2215,102333,3274,79352,3087,22981,2390,92997,3800,69703,3564,23294,2545,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,139268,1157,8727,1465,4674,965,3255,793,1419,695,4053,1054,1925,757,2128,873,130541,1709,36691,2702,28397,2486,8294,1350,93850,3096,72976,3273,20874,2107,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4065044,7658,227414,7654,147453,5434,80813,4759,66640,4447,79961,5558,48000,4460,31961,3874,3837630,10143,1939484,16360,1390282,17934,549202,12973,1898146,18601,1381279,18848,516867,11711,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2326008,6333,144447,7483,92911,5882,49466,4418,43445,3487,51536,4853,32417,3482,19119,2857,2181561,9985,1156414,12954,823111,14030,333303,8641,1025147,13405,742875,13178,282272,8713,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,289141,2102,16559,2148,12191,1785,6968,1478,5223,1191,4368,1011,2572,866,1796,638,272582,2754,142355,4277,105352,4376,37003,2909,130227,3939,96225,4353,34002,2687,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,345296,2519,21079,2132,15837,1662,7390,1245,8447,1206,5242,1259,3285,1023,1957,627,324217,3410,188238,4547,136661,4484,51577,2873,135979,4511,103481,4499,32498,2692,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3127773,6425,190873,7932,128713,6440,73032,4761,55681,4399,62160,5119,42689,4083,19471,2685,2936900,9568,1521922,13763,1103859,13505,418063,10231,1414978,13014,1065680,13344,349298,8394,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1491277,4840,84926,4580,56305,3810,32370,2771,23935,2691,28621,2769,16784,2292,11837,2118,1406351,7433,764552,10233,563121,9413,201431,7412,641799,10313,482609,9906,159190,5477,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,688807,3259,42701,3285,29971,2499,20600,2147,9371,1272,12730,1868,8810,1704,3920,961,646106,4468,363594,6584,297121,6374,66473,3823,282512,7023,224316,5848,58196,3682,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,658043,3296,40164,3290,29568,2586,16943,1997,12625,1805,10596,1785,6668,1445,3928,1049,617879,4606,348355,6135,268701,6899,79654,4268,269524,6239,212262,6150,57262,3244,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1015725,3561,58729,3872,40682,3601,23217,2667,17465,2260,18047,2169,11684,1967,6363,1414,956996,5159,548729,7730,385501,8478,163228,6339,408267,7753,290085,7515,118182,5107,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1132667,4000,64953,4321,34827,3185,20585,2398,14242,2022,30126,3301,19386,2754,10740,1702,1067714,6140,513736,10481,360475,8859,153261,5970,553978,10217,386161,10650,167817,6100,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
