GEO_ID,C18010_001E,C18010_001M,C18010_002E,C18010_002M,C18010_003E,C18010_003M,C18010_004E,C18010_004M,C18010_005E,C18010_005M,C18010_006E,C18010_006M,C18010_007E,C18010_007M,C18010_008E,C18010_008M,C18010_009E,C18010_009M,C18010_010E,C18010_010M,C18010_011E,C18010_011M,C18010_012E,C18010_012M,C18010_013E,C18010_013M,C18010_014E,C18010_014M,C18010_015E,C18010_015M,C18010_016E,C18010_016M,C18010_017E,C18010_017M,C18010_018E,C18010_018M,C18010_019E,C18010_019M,NAME,C18010_001MA,C18010_001EA,C18010_002MA,C18010_002EA,C18010_003MA,C18010_003EA,C18010_004EA,C18010_004MA,C18010_005EA,C18010_005MA,C18010_006EA,C18010_006MA,C18010_007EA,C18010_007MA,C18010_008MA,C18010_008EA,C18010_009EA,C18010_009MA,C18010_010EA,C18010_010MA,C18010_011EA,C18010_011MA,C18010_012EA,C18010_012MA,C18010_013MA,C18010_013EA,C18010_014MA,C18010_014EA,C18010_015EA,C18010_015MA,C18010_016EA,C18010_016MA,C18010_017EA,C18010_017MA,C18010_018MA,C18010_018EA,C18010_019MA,C18010_019EA,state
0400000US13,2142658,5635,141880,6344,27322,3171,9094,1824,18228,2787,114558,5407,39688,3101,45897,3875,21519,2836,7454,1468,2000778,9554,466047,11929,84402,5106,381645,11640,1534731,14673,282648,10534,510970,15169,370242,12064,370871,9587,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,248610,2418,13608,2036,3273,989,513,376,2760,872,10335,1805,2083,806,5772,1393,2001,617,479,255,235002,3392,62348,3361,8827,1366,53521,2846,172654,4481,12489,2541,71806,4345,52712,3541,35647,3051,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,329626,2270,28602,3340,4213,908,1311,549,2902,797,24389,3435,5395,1458,11490,2355,6842,1574,662,418,301024,4100,74525,3290,13733,1691,60792,3028,226499,4480,39703,3510,79313,5209,69734,3834,37749,2857,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2867723,3878,161699,7262,39121,3494,12054,2132,27067,2710,122578,6333,32329,2987,49806,3770,28372,3295,12071,1857,2706024,8071,732565,12817,113019,5966,619546,12550,1973459,13462,292629,11057,597904,14816,524513,12271,558413,11697,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1355845,4048,105265,5613,19024,2179,8433,1421,10591,1660,86241,4938,28025,2969,34114,3141,20015,2569,4087,1118,1250580,6220,314364,8544,56095,3068,258269,7459,936216,9872,142473,6710,344635,11320,259753,7950,189355,8102,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,631480,2834,48340,3648,9965,1569,3822,1054,6143,1251,38375,3366,8864,1683,15857,2219,11439,1985,2215,685,583140,4667,158339,5203,28839,2316,129500,5116,424801,6153,43099,4079,133143,5444,139666,4677,108893,5037,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,613002,3627,41562,3554,7571,1416,2712,857,4859,1129,33991,3061,8141,1407,15957,2106,7589,1379,2304,693,571440,4584,164235,5131,26812,2001,137423,5073,407205,6442,54323,4242,130466,6541,123798,5190,98618,4374,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,906383,3720,93200,4754,15789,2278,4860,1336,10929,1785,77411,4309,24929,2528,32814,3271,16042,2790,3626,1087,813183,5788,198872,7745,31687,2908,167185,7293,614311,7952,95261,6864,239146,7881,166806,6615,113098,4682,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1022664,4523,86330,5618,15574,2073,6335,1454,9239,1548,70756,5394,26184,3078,27189,2911,13010,1986,4373,1084,936334,6607,254049,9314,46045,4270,208004,8423,682285,10506,116639,7810,262750,12023,184980,8359,117916,5103,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,247034,1838,25396,2249,4133,1025,1028,432,3105,914,21263,2004,4615,939,11494,1554,4108,1102,1046,597,221638,2849,55678,2976,10882,1175,44796,2867,165960,3311,12810,1863,66631,3801,50740,3166,35779,2668,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1149278,3114,67796,5350,15344,2292,5026,1481,10318,1799,52452,4698,12995,2261,21123,2862,12566,2436,5768,1353,1081482,6516,298478,10490,37386,3840,261092,10312,783004,10899,108704,7859,248587,10278,191118,8419,234595,7502,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1329616,2639,83380,5647,16944,2376,6342,1277,10602,1888,66436,4718,16243,2968,27237,2929,16170,2709,6786,1437,1246236,5900,344297,10389,51705,2918,292592,9319,901939,12522,91641,6283,260232,10807,195978,7762,354088,9055,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2144191,3519,171029,6692,40956,4403,15640,2648,25316,3033,130073,5503,40526,3403,52671,3847,29720,2775,7156,1403,1973162,7590,585945,10526,85234,2977,500711,10307,1387217,12250,181933,7850,468712,10661,422080,10232,314492,8474,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1140135,2821,73834,4785,18390,2346,6241,1090,12149,2118,55444,4023,11473,1952,22882,2643,16085,1632,5004,974,1066301,5835,283848,8226,54006,3175,229842,7495,782453,7845,71455,4481,208140,6817,266043,8263,236815,7129,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,643270,3903,63522,4541,10933,2002,4231,1160,6702,1596,52589,4215,19370,2301,21769,2843,10054,1651,1396,626,579748,5284,149300,6869,30640,2760,118660,6461,430448,7603,83943,5046,148560,7696,127504,6022,70441,4599,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1260195,3116,107612,5626,17763,2503,6829,1330,10934,1817,89849,4900,28191,2765,36621,2769,20738,2547,4299,1194,1152583,6387,289434,7558,52235,3405,237199,7530,863149,9202,118379,6393,313746,10269,237464,7639,193560,7152,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,194224,1920,14778,2385,3341,1103,871,440,2470,1023,11437,1932,2045,831,4962,1272,3041,832,1389,671,179446,3051,44844,2861,9406,1378,35438,2836,134602,3747,12503,2087,50424,3156,43606,3172,28069,2246,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,391267,2056,27276,3024,5518,1537,1671,626,3847,1415,21758,2522,4300,1135,10032,1559,5343,1197,2083,668,363991,3576,99018,4291,15971,1448,83047,4178,264973,5064,33691,2790,76054,4064,87018,4353,68210,3861,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,562943,2845,24484,3310,3371,858,778,469,2593,742,21113,3081,7268,2201,7214,1558,5536,1597,1095,495,538459,3953,101441,6920,15780,2329,85661,6456,437018,8150,105554,6930,164087,8172,104615,5027,62762,4476,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,245581,1824,21098,2612,4213,1097,1165,540,3048,969,16885,2330,4098,1354,7186,1319,4127,1088,1474,586,224483,3180,56604,3518,10746,1741,45858,3569,167879,4786,17034,2585,55788,3982,47070,3204,47987,3529,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1725790,2673,90486,5255,21496,2618,6902,1353,14594,2038,68990,4448,17169,2766,30910,3064,14089,1655,6822,1299,1635304,5987,447525,11194,75799,4946,371726,11107,1187779,9759,148085,8779,355942,10131,272377,7876,411375,9601,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,420344,3496,34703,3348,8369,1783,3706,1268,4663,1284,26334,2947,8253,1671,10098,1691,6325,1374,1658,885,385641,4925,110451,5961,19802,2563,90649,5444,275190,7273,61324,5434,105142,6319,71678,5036,37046,3107,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4092924,4411,248756,8916,56674,4068,20399,2472,36275,3164,192082,7914,53769,3765,76062,4555,40593,3844,21658,2480,3844168,9712,1048480,15525,153935,6032,894545,16137,2795688,16626,403598,11986,799766,17402,665702,13130,926622,13854,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1886976,7183,136276,7369,31595,3355,9681,1745,21914,2710,104681,6668,32255,3555,39252,3416,24473,2926,8701,1941,1750700,10387,419303,9573,71768,4501,347535,9768,1331397,13874,245039,9397,427956,12722,345429,10124,312973,9291,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,137843,1410,7645,1298,1914,647,570,286,1344,551,5731,1154,981,573,2569,616,1779,698,402,250,130198,1753,35622,1933,5538,811,30084,1829,94576,2531,6441,1209,29136,2015,34755,2363,24244,2161,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2409479,4691,204831,9050,39180,3556,14732,2196,24448,2801,165651,7450,50951,4370,72713,4821,32471,2773,9516,1685,2204648,10852,589080,12545,101901,4448,487179,12226,1615568,12839,197152,8103,609037,12684,433390,10019,375989,9461,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,791268,3980,71499,4266,14527,1765,4236,979,10291,1566,56972,3922,16178,2055,25424,2808,11880,2213,3490,1246,719769,5569,191029,5672,36589,2810,154440,5426,528740,8192,88010,5192,196682,7749,148079,6204,95969,5506,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,821815,3291,68746,4978,13961,2410,4254,1182,9707,1991,54785,4372,11768,1674,24749,2859,14175,2768,4093,977,753069,6297,181547,7722,28409,2408,153138,7436,571522,9202,98844,6443,178135,7371,163995,7180,130548,5341,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2421119,3292,181230,8241,37276,2732,13153,1932,24123,2147,143954,8020,33456,2820,68888,6024,29490,2768,12120,1644,2239889,8846,602423,10801,92119,4310,510304,10370,1637466,13679,177132,7664,609732,12790,398800,10393,451802,11784,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,218100,1461,17725,2600,3360,1122,1264,539,2096,845,14365,2161,3184,904,5935,1400,4126,1230,1120,535,200375,3036,55984,3572,5976,1083,50008,3553,144391,4379,21280,2908,42538,3303,37360,3309,43213,3725,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,906398,4405,71709,5276,12191,2183,5632,1434,6559,1481,59518,4646,22079,3052,20538,2830,12593,2105,4308,1016,834689,6532,184867,6684,32952,2899,151915,6509,649822,9417,107659,6327,238353,9334,176274,7812,127536,5259,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,166384,1701,10181,1443,2020,668,409,241,1611,612,8161,1235,2145,695,3466,1013,2171,618,379,272,156203,2361,37928,2553,7952,1462,29976,2363,118275,3015,12572,2033,39037,2683,38775,2794,27891,2471,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1311898,4685,121502,6630,19894,2865,6643,1626,13251,2573,101608,5816,29921,3350,47851,3677,18100,2933,5736,1414,1190396,7760,258869,7459,44839,4066,214030,6877,931527,10518,134305,7245,386319,11323,227300,7823,183603,7526,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5412190,7790,351601,11688,71732,5325,25117,2920,46615,4556,279869,10960,84815,6283,117037,6150,60268,4531,17749,2472,5060589,12016,1247873,18126,241754,9037,1006119,19415,3812716,22146,914553,18699,1225547,23157,946271,19160,726345,15577,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,718036,2463,52072,4546,12081,2017,3443,1182,8638,1656,39991,4125,8855,1868,16947,2356,10923,2020,3266,1135,665964,5013,187212,6172,21341,2246,165871,5945,478752,7908,62482,4037,158019,6189,158455,6270,99796,5449,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,119991,798,10772,1865,3267,865,906,440,2361,766,7505,1629,2217,1126,3062,622,1697,696,529,413,109219,1941,27293,2366,3650,723,23643,2274,81926,2477,7525,1621,32292,2092,18862,1794,23247,2046,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1576460,6574,98410,5571,22171,2668,8635,1757,13536,2103,76239,4823,20402,2585,34517,3628,15540,2404,5780,1273,1478050,7861,381868,10312,61910,4364,319958,9615,1096182,12656,144603,8099,358132,10447,262570,8745,330877,9292,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1411556,4195,121263,6827,23565,2664,7024,1374,16541,2187,97698,6472,24717,3278,39253,4110,27562,2859,6166,1634,1290293,7007,320579,8781,61104,3835,259475,7927,969714,10591,144601,7556,300747,9749,290458,8966,233908,7861,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,368208,2264,38907,3093,4448,1236,1715,809,2733,806,34459,2909,12108,1882,15792,1990,5281,1339,1278,505,329301,3747,83275,3987,12791,1974,70484,3799,246026,5323,28361,3330,110762,5731,65129,4252,41774,3515,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1182549,3112,78728,4482,16572,2015,5228,946,11344,1816,62156,3907,11764,1500,30731,2629,15121,2129,4540,1046,1103821,4957,302997,6448,53290,3221,249707,6131,800824,8353,85506,4414,272545,6889,242911,8102,199862,6733,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,108959,1733,9301,1747,2281,733,919,433,1362,706,7020,1474,1363,663,2924,989,2624,1012,109,143,99658,2377,24319,2186,4988,1109,19331,2003,75339,2742,8746,1593,27853,2266,25166,2030,13574,2057,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,936354,1763,97645,5246,21922,2548,6438,1173,15484,2280,75723,3996,31312,2621,22142,2387,14602,1978,7667,1484,838709,5606,259077,7276,32638,3041,226439,7264,579632,8531,115982,4901,174244,7355,175449,7293,113957,5599,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
