GEO_ID,C17001_001E,C17001_001M,C17001_002E,C17001_002M,C17001_003E,C17001_003M,C17001_004E,C17001_004M,C17001_005E,C17001_005M,C17001_006E,C17001_006M,C17001_007E,C17001_007M,C17001_008E,C17001_008M,C17001_009E,C17001_009M,C17001_010E,C17001_010M,C17001_011E,C17001_011M,C17001_012E,C17001_012M,C17001_013E,C17001_013M,C17001_014E,C17001_014M,C17001_015E,C17001_015M,C17001_016E,C17001_016M,C17001_017E,C17001_017M,C17001_018E,C17001_018M,C17001_019E,C17001_019M,NAME,C17001_001EA,C17001_001MA,C17001_002EA,C17001_002MA,C17001_003EA,C17001_003MA,C17001_004EA,C17001_004MA,C17001_005MA,C17001_005EA,C17001_006EA,C17001_006MA,C17001_007EA,C17001_007MA,C17001_008EA,C17001_008MA,C17001_009EA,C17001_009MA,C17001_010MA,C17001_010EA,C17001_011EA,C17001_011MA,C17001_012EA,C17001_012MA,C17001_013EA,C17001_013MA,C17001_014EA,C17001_014MA,C17001_015EA,C17001_015MA,C17001_016MA,C17001_016EA,C17001_017EA,C17001_017MA,C17001_018EA,C17001_018MA,C17001_019EA,C17001_019MA,state
0400000US01,4429774,2525,754258,23298,307112,12497,133302,6705,153195,7766,20615,2337,447146,13553,133208,6520,259064,8550,54874,2896,3675516,23494,1829380,12743,413130,7375,1196802,8262,219448,2769,1846136,13832,393284,7179,1175105,8719,277747,3603,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,637581,1207,71266,6418,35324,3825,14037,2077,19896,2422,1391,432,35942,3620,12586,1973,21792,2293,1564,394,566315,6680,288135,4121,78939,2605,190512,2450,18684,718,278180,4364,77793,2675,179870,2512,20517,825,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5802691,5462,824008,28218,370153,14158,160651,8339,188888,8276,20614,1821,453855,18001,154007,10041,259944,10325,39904,3026,4978683,28826,2520258,14863,633228,9229,1576986,8410,310044,2056,2458425,18065,598854,9803,1494736,10385,364835,3063,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2690029,2483,461842,16207,197828,8867,80240,5119,103805,5838,13783,1589,264014,9621,84270,5160,144969,5804,34775,2423,2228187,15989,1111501,9283,257019,5240,711961,5708,142521,1966,1116686,9842,239403,5235,704721,6303,172562,2572,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35121550,12411,4673274,85899,2124994,44726,897596,27316,1119563,24050,107835,7217,2548280,48751,869051,25968,1486836,28717,192393,7104,30448276,87199,15288361,45322,3961164,27952,9839952,24109,1487245,7535,15159915,50097,3770113,27128,9476171,28636,1913631,7130,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4549942,2666,504106,18664,230057,9556,85353,5346,132827,6359,11877,1733,274049,11729,80233,6190,167611,7398,26205,2675,4045836,19514,2047771,10303,506158,6263,1359168,6529,182445,1963,1998065,12735,492117,7318,1283578,7588,222370,2810,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3383920,2408,281408,16801,117278,8476,46256,4949,61835,5893,9187,1381,164130,9912,48653,5172,91250,5908,24227,2485,3102512,16564,1522864,8654,373270,5441,974831,5916,174763,1757,1579648,9529,351880,4838,993366,6047,234402,2705,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,815074,1229,84811,6636,35771,3999,13439,2093,19755,2760,2577,722,49040,4149,14341,2282,29570,2744,5129,1016,730263,6677,359906,3878,84673,2152,230828,2805,44405,917,370357,4243,79497,2398,236180,2843,54680,1123,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,513137,1066,97617,7636,39722,4186,16252,2537,19818,2361,3652,823,57895,4444,19058,2424,31608,2539,7229,1396,415520,7756,202142,4259,38839,2666,142291,2435,21012,987,213378,4488,35409,2474,147368,2619,30601,1544,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,17308881,8459,2214381,48347,940802,24158,362819,13843,479823,15711,98160,5493,1273579,29084,350343,14412,731783,17004,191453,6709,15094500,50210,7488327,27393,1668590,16688,4643194,16446,1176543,5607,7606173,28750,1591468,14635,4599648,16525,1415057,6922,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
