GEO_ID,B18003_001E,B18003_001M,B18003_002E,B18003_002M,B18003_003E,B18003_003M,B18003_004E,B18003_004M,B18003_005E,B18003_005M,B18003_006E,B18003_006M,B18003_007E,B18003_007M,B18003_008E,B18003_008M,B18003_009E,B18003_009M,B18003_010E,B18003_010M,B18003_011E,B18003_011M,B18003_012E,B18003_012M,B18003_013E,B18003_013M,B18003_014E,B18003_014M,B18003_015E,B18003_015M,B18003_016E,B18003_016M,B18003_017E,B18003_017M,B18003_018E,B18003_018M,B18003_019E,B18003_019M,B18003_020E,B18003_020M,B18003_021E,B18003_021M,B18003_022E,B18003_022M,B18003_023E,B18003_023M,B18003_024E,B18003_024M,B18003_025E,B18003_025M,B18003_026E,B18003_026M,B18003_027E,B18003_027M,B18003_028E,B18003_028M,B18003_029E,B18003_029M,B18003_030E,B18003_030M,B18003_031E,B18003_031M,B18003_032E,B18003_032M,B18003_033E,B18003_033M,NAME,B18003_001EA,B18003_001MA,B18003_002EA,B18003_002MA,B18003_003MA,B18003_003EA,B18003_004MA,B18003_004EA,B18003_005EA,B18003_005MA,B18003_006EA,B18003_006MA,B18003_007EA,B18003_007MA,B18003_008MA,B18003_008EA,B18003_009MA,B18003_009EA,B18003_010MA,B18003_010EA,B18003_011EA,B18003_011MA,B18003_012EA,B18003_012MA,B18003_013MA,B18003_013EA,B18003_014MA,B18003_014EA,B18003_015MA,B18003_015EA,B18003_016EA,B18003_016MA,B18003_017EA,B18003_017MA,B18003_018MA,B18003_018EA,B18003_019MA,B18003_019EA,B18003_020MA,B18003_020EA,B18003_021MA,B18003_021EA,B18003_022EA,B18003_022MA,B18003_023EA,B18003_023MA,B18003_024MA,B18003_024EA,B18003_025MA,B18003_025EA,B18003_026MA,B18003_026EA,B18003_027EA,B18003_027MA,B18003_028EA,B18003_028MA,B18003_029MA,B18003_029EA,B18003_030MA,B18003_030EA,B18003_031MA,B18003_031EA,B18003_032MA,B18003_032EA,B18003_033EA,B18003_033MA,state
0400000US01,4138008,2743,1985377,3577,344584,3584,7048,1516,337536,3701,154451,4947,4681,1301,149770,4957,1246279,4903,68973,4717,1177306,6551,146565,1667,23112,1945,123453,2183,93498,1411,29069,1981,64429,1963,2152631,3095,326564,4140,5058,1301,321506,4007,145227,4698,2101,735,143126,4707,1348219,3736,53098,3889,1295121,5042,178667,1398,21368,2008,157299,2437,153954,1160,39907,2803,114047,2967,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,585263,1500,294238,1780,59085,1345,841,345,58244,1437,27122,1748,49,89,27073,1761,187956,2081,11517,1570,176439,2601,13670,705,3114,632,10556,995,6405,489,2173,495,4232,572,291025,1333,57032,1004,538,335,56494,1055,25619,1545,288,229,25331,1489,186293,1536,6117,1005,180176,1942,12732,630,1745,402,10987,698,9349,651,3294,689,6055,569,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5353112,2692,2652373,3198,488324,3647,6786,1497,481538,3664,193224,4655,3011,989,190213,4703,1640167,4257,60576,5015,1579591,5860,192897,1246,22612,1831,170285,1965,137761,1100,35681,2839,102080,2813,2700739,2374,461564,3483,4570,1136,456994,3644,188009,4855,1909,806,186100,4887,1646427,3297,40152,3406,1606275,4636,214327,1346,15683,2053,198644,2088,190412,1145,40271,2377,150141,2618,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2509749,2279,1216384,3102,208333,2776,4095,1424,204238,3297,100146,3917,2941,964,97205,3743,751601,3397,44922,3184,706679,4695,95103,1317,18756,1797,76347,2246,61201,1053,19337,1672,41864,1858,1293365,2646,199551,2571,4019,1007,195532,2609,89849,3787,1843,746,88006,3699,796628,3182,31184,2936,765444,4259,111721,1186,13334,1373,98387,1585,95616,792,25610,1862,70006,1967,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32519278,5861,16051457,6675,3023266,8363,41623,3809,2981643,8187,1252948,14043,17795,2724,1235153,14119,10180163,10416,277002,10669,9903161,15615,894914,2596,104950,5211,789964,5464,700166,1690,172436,7107,527730,7002,16467821,4123,2888601,8950,29513,3316,2859088,9468,1205889,13406,11394,2348,1194495,13406,10267307,10518,212428,8326,10054879,12863,1047029,2656,83993,4570,963036,5072,1058995,1916,236095,7701,822900,7761,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4209520,2453,2100210,3577,361930,3290,3009,1073,358921,3473,151306,4137,2612,847,148694,4249,1392652,4168,48070,3709,1344582,5150,116234,1465,12377,1125,103857,1976,78088,1097,20544,1650,57544,1824,2109310,2739,351189,3375,4303,1108,346886,3301,137337,4594,1845,671,135492,4573,1372209,3657,27009,2826,1345200,4759,128662,1472,11180,1574,117482,2236,119913,1345,28136,2098,91777,2317,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3179291,1237,1533577,1821,265727,2426,2560,726,263167,2472,108940,3511,2322,1025,106618,3564,974960,2898,24297,2814,950663,3762,94525,892,8860,1268,85665,1317,89425,552,18106,1782,71319,1824,1645714,1325,255547,2278,2937,1488,252610,2850,98561,3249,1421,577,97140,3268,1032977,2639,22363,2682,1010614,3846,116756,760,8226,1459,108530,1627,141873,716,27168,1937,114705,2007,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,760844,915,366976,953,60428,912,1206,504,59222,941,25690,1789,316,226,25374,1750,233876,1507,6989,1121,226887,1865,27357,551,2953,755,24404,925,19625,527,4216,813,15409,898,393868,752,58355,1170,1101,593,57254,1326,25525,2370,107,132,25418,2390,250179,2076,5806,1367,244373,2263,31199,518,2654,659,28545,735,28610,368,5080,974,23530,938,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,476235,659,222414,661,31751,621,297,252,31454,696,10245,1286,0,286,10245,1286,155754,982,3920,1070,151834,1568,13869,379,1369,595,12500,567,10795,383,1874,538,8921,563,253821,578,32322,851,124,148,32198,863,7734,781,162,205,7572,780,175935,674,4155,985,171780,997,18040,353,923,457,17117,586,19790,448,3871,986,15919,1041,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16223530,5165,7859690,8230,1259321,6192,15233,2630,1244088,6444,558293,8504,8740,1592,549553,8804,4767373,8306,159052,6429,4608321,10563,693610,2342,76037,4397,617573,4854,581093,2510,145054,5078,436039,5747,8363840,6175,1203951,6010,15152,2436,1188799,6604,527425,8299,5055,1318,522370,8608,5025954,7712,123149,6359,4902805,10358,795650,2205,54011,3195,741639,3920,810860,2114,162361,5846,648499,6216,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
