GEO_ID,B12001_001E,B12001_001M,B12001_002E,B12001_002M,B12001_003E,B12001_003M,B12001_004E,B12001_004M,B12001_005E,B12001_005M,B12001_006E,B12001_006M,B12001_007E,B12001_007M,B12001_008E,B12001_008M,B12001_009E,B12001_009M,B12001_010E,B12001_010M,B12001_011E,B12001_011M,B12001_012E,B12001_012M,B12001_013E,B12001_013M,B12001_014E,B12001_014M,B12001_015E,B12001_015M,B12001_016E,B12001_016M,B12001_017E,B12001_017M,B12001_018E,B12001_018M,B12001_019E,B12001_019M,NAME,B12001_001MA,B12001_001EA,B12001_002EA,B12001_002MA,B12001_003MA,B12001_003EA,B12001_004MA,B12001_004EA,B12001_005MA,B12001_005EA,B12001_006EA,B12001_006MA,B12001_007EA,B12001_007MA,B12001_008EA,B12001_008MA,B12001_009MA,B12001_009EA,B12001_010MA,B12001_010EA,B12001_011EA,B12001_011MA,B12001_012EA,B12001_012MA,B12001_013EA,B12001_013MA,B12001_014MA,B12001_014EA,B12001_015MA,B12001_015EA,B12001_016EA,B12001_016MA,B12001_017EA,B12001_017MA,B12001_018EA,B12001_018MA,B12001_019EA,B12001_019MA,state
0400000US13,6853654,3604,3318200,4587,1037551,13990,1907343,16081,1757354,16073,149989,8052,60761,4623,89228,6310,67025,3932,306281,9885,3535454,4890,919940,11457,1882768,14516,1714123,14963,168645,7420,95625,5786,73020,4487,301482,7936,431264,11257,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,989280,756,482970,1119,163919,4297,269315,5618,248585,5334,20730,2561,4948,1181,15782,2221,9942,1517,39794,3502,506310,1118,127444,3968,271640,4732,250229,4853,21411,2115,6506,1337,14905,1777,52791,2520,54435,3371,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1087412,1357,536416,1454,141546,4573,329592,5691,314672,5678,14920,1895,5792,1475,9128,1669,10894,1396,54384,3648,550996,1668,113792,3878,326286,5093,308914,5437,17372,2069,8673,1338,8699,1881,41099,2176,69819,4099,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9754093,2702,4717693,3204,1534281,14206,2699352,17202,2511055,16641,188297,9537,71211,4621,117086,8827,118056,5493,366004,9842,5036400,3382,1385016,12314,2639855,13966,2433894,15809,205961,9320,107793,5798,98168,6604,486620,8924,524909,11124,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4770011,2206,2316856,2925,657857,9316,1364141,11639,1295275,12257,68866,4921,30224,3077,38642,3720,56945,3599,237913,7494,2453155,2865,568952,8576,1346071,12167,1274102,12458,71969,4312,40655,3507,31314,2803,233925,5291,304207,8835,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2314614,1510,1129853,2007,315837,5966,684492,6978,656585,6882,27907,2834,12288,1967,15619,1926,26361,2046,103163,4980,1184761,2004,255345,5114,685029,7929,653900,7494,31129,2838,16142,2120,14987,1730,116307,3157,128080,4985,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2107069,1769,1030800,2336,285775,5784,621779,7034,589128,7250,32651,3158,14430,2222,18221,2394,23739,2019,99507,4935,1076269,2194,235398,4860,615902,7728,579555,8017,36347,3231,20862,2538,15485,1937,95876,2901,129093,5367,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3249055,2069,1568987,3024,415218,6449,943196,9093,891563,9336,51633,3853,28460,3041,23173,2736,39243,2794,171330,7293,1680068,2893,346386,7498,951510,8421,882035,8720,69475,3976,43377,3530,26098,2297,174658,5505,207514,7005,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3446929,2264,1635020,2812,526924,8506,903721,10102,832717,10894,71004,5534,33184,3071,37820,4093,49649,3890,154726,7716,1811909,2782,511185,10296,887013,13003,796727,13041,90286,5873,56151,3908,34135,4096,196897,5539,216814,9061,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1062493,835,513416,1352,143763,3838,295360,4651,285222,4557,10138,1360,5044,1006,5094,963,13939,1589,60354,3013,549077,1151,122681,3840,301096,5515,286492,5422,14604,1794,7270,1403,7334,1259,53930,2691,71370,3977,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4310819,1916,2043311,1997,655955,9968,1178799,12042,1070375,11037,108424,7305,49880,4102,58544,6571,48164,3157,160393,6266,2267508,2000,644145,9064,1175668,11139,1053293,10269,122375,7400,72303,5729,50072,4537,202699,5547,244996,8112,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4987751,1817,2387051,2177,808828,10685,1338383,10956,1245543,11233,92840,6567,36572,3727,56268,5609,62991,3197,176849,7116,2600700,2260,752301,10172,1328520,13998,1214273,13969,114247,6432,65653,5081,48594,3983,253513,6114,266366,8556,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7805489,1906,3769008,2579,1184471,10451,2138491,14255,2034333,14563,104158,4722,44990,2970,59168,3877,94572,4611,351474,7839,4036481,2759,1048576,8629,2129224,13370,2006011,12968,123213,6358,65342,4860,57871,4127,380165,6729,478516,10891,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3982744,1795,1960779,2596,620460,8291,1142596,9977,1087024,10507,55572,4522,21602,2293,33970,3431,38439,2398,159284,6507,2021965,2146,519691,6968,1133608,9327,1083160,10109,50448,3479,24475,2742,25973,2349,163586,4346,205080,5651,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2206975,2230,1043126,2843,316217,6774,594081,8019,544895,9184,49186,5133,27119,3977,22067,2629,28498,2513,104330,5951,1163849,2427,309748,6092,598219,8692,521425,8883,76794,4721,49485,3895,27309,2925,125460,4043,130422,6512,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4505334,2252,2169316,2761,618234,7937,1271462,10353,1204726,11124,66736,4267,32819,3064,33917,3151,53864,3137,225756,7353,2336018,2823,551643,8082,1277760,11367,1189161,11140,88599,4832,53947,3966,34652,3273,224184,4681,282431,8032,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,745582,1290,368333,1659,101186,3297,217357,3661,206542,3890,10815,1656,4448,1060,6367,1308,9183,939,40607,2626,377249,1228,77685,3014,218337,4511,207934,4755,10403,1721,5668,1283,4735,1135,33144,1888,48083,3220,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1352270,1210,663408,1725,195795,4054,393154,5325,374618,5520,18536,2087,7698,1266,10838,1696,14751,1304,59708,3206,688862,1619,155119,4300,392498,5174,373706,4892,18792,1866,9855,1501,8937,1164,66998,2653,74247,4065,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1859500,999,936913,1502,288560,6767,517578,8059,474393,8957,43185,4338,14669,2278,28516,3555,22390,2183,108385,6058,922587,1496,214343,6486,496460,7985,448060,7621,48400,3745,24045,2525,24355,2653,79505,4222,132279,4716,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1028259,1243,502283,1259,139689,4200,301018,4835,287501,4767,13517,2116,6434,1442,7083,1542,10938,1336,50638,3440,525976,1213,121490,3620,291980,5440,279520,5340,12460,2240,6700,1631,5760,1350,44072,2532,68434,3424,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6737812,1396,3227114,2077,1035342,10417,1895184,12710,1742931,13703,152253,6907,57803,5174,94450,5394,85249,4482,211339,7230,3510698,1813,950749,12515,1875621,15729,1703973,15355,171648,7189,98321,6200,73327,4505,358086,8472,326242,8424,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1488578,2123,719340,2552,227003,5769,398757,6595,371281,7127,27476,3431,12348,2248,15128,2651,18970,1453,74610,4494,769238,2094,200779,5537,396691,7763,366108,7596,30583,3368,15557,2374,15026,2514,65986,3698,105782,5003,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,14924034,2722,7087053,3473,2497992,15209,3892100,20951,3467219,22537,424881,12907,165064,6978,259817,10156,195031,8100,501930,12835,7836981,3303,2368299,18653,3905711,21848,3380633,20020,525078,15086,298667,12394,226411,8892,800666,10072,762305,14010,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6636024,3733,3200232,4892,930321,11786,1921019,12295,1748772,13297,172247,6989,90441,5602,81806,5376,77490,4635,271402,7220,3435792,4605,810757,10556,1913023,12249,1712959,13404,200064,7924,136408,6958,63656,4805,338446,6125,373566,9026,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,499470,611,247300,1079,74879,2423,145486,2920,139851,3032,5635,1029,1268,405,4367,925,5445,850,21490,1743,252170,996,57868,2460,144081,2770,139074,2612,5007,921,2212,606,2795,604,26756,1329,23465,1966,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8890622,2741,4270800,3143,1267961,13496,2461643,16471,2336893,16308,124750,6444,64294,3930,60456,4543,114765,5285,426431,10922,4619822,3323,1134150,11019,2453057,14896,2302046,15813,151011,7728,93273,6395,57738,4030,468264,7432,564351,10562,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2730958,2130,1319110,2705,348557,7418,792713,7915,745440,7887,47273,3885,21023,2274,26250,2821,32817,2419,145023,5789,1411848,2621,285750,6969,792019,9181,735667,9547,56352,3860,31188,3046,25164,2682,144855,4861,189224,5652,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2860907,1962,1402871,2651,416289,8092,806897,9570,755782,10170,51115,3783,23724,3043,27391,2823,30232,2639,149453,5320,1458036,2244,338723,6679,794429,9178,735822,9559,58607,3745,33352,3228,25255,2734,127666,3836,197218,6316,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9697976,2125,4633668,2469,1440544,12097,2693767,13472,2530764,14318,163003,6906,90942,5499,72061,4678,136288,4960,363069,8378,5064308,2413,1316662,11460,2680476,17693,2477240,18691,203236,9030,126265,7022,76971,5566,582422,8307,484748,9617,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,831996,1218,395421,1260,130364,4081,216391,4508,201566,5059,14825,2048,6277,1291,8548,1724,12382,1728,36284,2582,436575,1284,117700,3798,221160,4937,203588,5212,17572,2331,9960,1762,7612,1499,45777,2870,51938,3026,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3271506,1841,1556733,2880,458727,7914,922327,8663,841499,9029,80828,5184,40575,3620,40253,3617,41022,3328,134657,5395,1714773,2651,425511,7885,920003,10163,817285,10065,102718,5438,69770,4717,32948,3602,185615,4981,183644,7135,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,591550,976,289926,1054,87984,2632,168682,3120,162749,3221,5933,952,1987,535,3946,868,6607,1024,26653,2234,301624,1133,69922,2264,170487,3341,164444,3168,6043,1071,3466,914,2577,595,29261,1686,31954,2132,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4665284,2730,2246583,2912,616049,11236,1330583,12474,1247651,12561,82932,5389,41994,3536,40938,3763,55025,3646,244926,8550,2418701,3164,536544,10206,1318309,13525,1213653,13459,104656,6762,64365,5838,40291,3632,240789,5473,323059,9031,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,16981542,4406,8298534,5868,2457850,20681,4967420,22552,4540438,26242,426982,13802,178996,10006,247986,11426,168690,6851,704574,14538,8683008,5010,2090463,17620,4876442,21763,4378348,24761,498094,12575,287504,10600,210590,7462,713697,11627,1002406,18801,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1799970,1354,892853,1713,257975,6980,555548,8059,532667,8012,22881,2572,8093,1443,14788,2025,13263,1881,66067,4355,907117,1683,222329,5920,543317,8461,516836,8952,26481,2966,12919,2159,13562,1814,50889,2262,90582,5227,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,496750,495,241543,747,73087,2514,135398,3308,128296,3304,7102,1338,3858,1052,3244,763,5791,857,27267,2286,255207,876,62622,2448,134450,3369,126450,3438,8000,1180,4447,1040,3553,714,22161,1276,35974,2644,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5833784,3945,2812071,5172,839419,11899,1681813,14388,1542796,13858,139017,8244,64017,4842,75000,6133,64242,3512,226597,7632,3021713,4962,741490,10272,1676353,13076,1523721,13728,152632,7874,95270,5901,57362,4417,273757,5713,330113,10192,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4930977,2257,2429262,2325,745131,10727,1381724,12465,1296390,12444,85334,6381,33939,3867,51395,4937,48411,3208,253996,8957,2501715,2706,612723,10458,1361582,13124,1266114,13727,95468,6618,50243,4329,45225,4570,194110,6353,333300,8693,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1459909,1004,705631,1828,179370,4595,424622,6063,406656,5620,17966,1909,9411,1419,8555,1443,24006,2236,77633,4708,754278,1755,152039,4290,418246,6666,396466,6593,21780,2355,12143,1837,9637,1728,92764,3425,91229,4823,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4323769,1751,2117413,2944,658902,7990,1210678,9202,1159521,9196,51157,2848,21510,2307,29647,2338,50553,2542,197280,5933,2206356,2588,556304,6896,1206823,9328,1147448,9728,59375,4436,30301,3420,29074,3080,202417,4713,240812,6928,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,403128,1067,199766,1502,51355,2571,118807,2923,113046,2973,5761,1184,2100,782,3661,900,4596,1015,25008,2404,203362,1060,41041,1882,119626,2988,114455,2992,5171,1091,2350,815,2821,882,17295,1406,25400,2200,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3013917,0,1409809,617,478950,7466,766746,8779,681159,8715,85587,4617,43129,3376,42458,3288,39293,2733,124820,5673,1604108,618,459101,6730,768656,8867,659157,8888,109499,5476,67899,4682,41600,2975,166785,4757,209566,5725,Puerto Rico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
