GEO_ID,B18031_001E,B18031_001M,B18031_002E,B18031_002M,B18031_003E,B18031_003M,B18031_004E,B18031_004M,B18031_005E,B18031_005M,B18031_006E,B18031_006M,B18031_007E,B18031_007M,B18031_008E,B18031_008M,B18031_009E,B18031_009M,B18031_010E,B18031_010M,B18031_011E,B18031_011M,B18031_012E,B18031_012M,B18031_013E,B18031_013M,B18031_014E,B18031_014M,B18031_015E,B18031_015M,B18031_016E,B18031_016M,B18031_017E,B18031_017M,B18031_018E,B18031_018M,B18031_019E,B18031_019M,B18031_020E,B18031_020M,B18031_021E,B18031_021M,B18031_022E,B18031_022M,B18031_023E,B18031_023M,B18031_024E,B18031_024M,B18031_025E,B18031_025M,B18031_026E,B18031_026M,B18031_027E,B18031_027M,B18031_028E,B18031_028M,B18031_029E,B18031_029M,B18031_030E,B18031_030M,B18031_031E,B18031_031M,B18031_032E,B18031_032M,B18031_033E,B18031_033M,B18031_034E,B18031_034M,B18031_035E,B18031_035M,B18031_036E,B18031_036M,B18031_037E,B18031_037M,B18031_038E,B18031_038M,B18031_039E,B18031_039M,B18031_040E,B18031_040M,B18031_041E,B18031_041M,B18031_042E,B18031_042M,B18031_043E,B18031_043M,B18031_044E,B18031_044M,B18031_045E,B18031_045M,B18031_046E,B18031_046M,B18031_047E,B18031_047M,B18031_048E,B18031_048M,B18031_049E,B18031_049M,B18031_050E,B18031_050M,B18031_051E,B18031_051M,B18031_052E,B18031_052M,B18031_053E,B18031_053M,B18031_054E,B18031_054M,B18031_055E,B18031_055M,NAME,B18031_001MA,B18031_001EA,B18031_002EA,B18031_002MA,B18031_003EA,B18031_003MA,B18031_004EA,B18031_004MA,B18031_005EA,B18031_005MA,B18031_006EA,B18031_006MA,B18031_007MA,B18031_007EA,B18031_008EA,B18031_008MA,B18031_009EA,B18031_009MA,B18031_010EA,B18031_010MA,B18031_011EA,B18031_011MA,B18031_012MA,B18031_012EA,B18031_013EA,B18031_013MA,B18031_014EA,B18031_014MA,B18031_015EA,B18031_015MA,B18031_016EA,B18031_016MA,B18031_017EA,B18031_017MA,B18031_018MA,B18031_018EA,B18031_019EA,B18031_019MA,B18031_020EA,B18031_020MA,B18031_021EA,B18031_021MA,B18031_022EA,B18031_022MA,B18031_023MA,B18031_023EA,B18031_024EA,B18031_024MA,B18031_025EA,B18031_025MA,B18031_026EA,B18031_026MA,B18031_027EA,B18031_027MA,B18031_028MA,B18031_028EA,B18031_029MA,B18031_029EA,B18031_030EA,B18031_030MA,B18031_031EA,B18031_031MA,B18031_032EA,B18031_032MA,B18031_033MA,B18031_033EA,B18031_034MA,B18031_034EA,B18031_035EA,B18031_035MA,B18031_036EA,B18031_036MA,B18031_037EA,B18031_037MA,B18031_038MA,B18031_038EA,B18031_039MA,B18031_039EA,B18031_040MA,B18031_040EA,B18031_041EA,B18031_041MA,B18031_042EA,B18031_042MA,B18031_043EA,B18031_043MA,B18031_044EA,B18031_044MA,B18031_045MA,B18031_045EA,B18031_046EA,B18031_046MA,B18031_047EA,B18031_047MA,B18031_048EA,B18031_048MA,B18031_049EA,B18031_049MA,B18031_050EA,B18031_050MA,B18031_051MA,B18031_051EA,B18031_052EA,B18031_052MA,B18031_053EA,B18031_053MA,B18031_054EA,B18031_054MA,B18031_055EA,B18031_055MA,state
0400000US01,4128322,3736,253851,8626,132517,6205,6682,1462,2822,1032,3860,877,4681,1301,1091,598,3590,1092,68973,4717,13330,2378,55643,4294,52181,2611,6280,1104,45901,2296,121334,5716,4860,1268,1848,765,3012,933,2101,735,906,581,1195,567,53098,3889,16708,2357,36390,2866,61275,3534,15224,1885,46051,2930,3874471,8966,1848256,6781,333298,4191,76812,5735,256486,6120,149770,4957,31019,3369,118751,5733,1177306,6551,118430,6051,1058876,8636,187882,2784,14335,2079,173547,3202,2026215,6000,316622,4192,75171,5286,241451,5637,143126,4707,39088,3059,104038,4063,1295121,5042,214353,7793,1080768,8097,271346,4088,39650,2491,231696,4093,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,582471,1870,29520,2233,17538,1805,685,303,15,24,670,301,49,89,0,233,49,89,11517,1570,1991,721,9526,1309,5287,738,510,288,4777,723,11982,1460,538,335,67,68,471,331,288,229,124,178,164,146,6117,1005,1287,431,4830,880,5039,771,552,266,4487,727,552951,3145,275205,2854,56905,1594,8726,1607,48179,2046,27073,1761,3870,1325,23203,1927,176439,2601,15465,2099,160974,2861,14788,969,881,389,13907,980,277746,2022,55197,1400,8608,1577,46589,1931,25331,1489,3541,888,21790,1497,180176,1942,18002,1985,162174,2780,17042,811,1012,312,16030,863,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5332488,5579,231100,7686,128566,6438,6686,1515,1151,599,5535,1295,3011,989,1438,825,1573,604,60576,5015,10680,1851,49896,4751,58293,3339,5266,1128,53027,3166,102534,4614,4519,1125,1576,703,2943,973,1909,806,366,316,1543,684,40152,3406,9928,1590,30224,3138,55954,2837,8268,1262,47686,2769,5101388,8307,2515117,6422,472948,4070,90244,6172,382704,7576,190213,4703,36255,3188,153958,5149,1579591,5860,154320,7272,1425271,8583,272365,3243,15348,1665,257017,3246,2586271,6373,445111,4960,85431,5868,359680,6320,186100,4887,43682,4534,142418,5031,1606275,4636,219631,9365,1386644,9365,348785,3171,31636,2906,317149,3551,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2501447,3200,165690,5704,89963,3945,4007,1422,1800,1101,2207,913,2941,964,766,498,2175,867,44922,3184,8567,1576,36355,3003,38093,2433,4846,1016,33247,2201,75727,4043,3756,1007,1869,934,1887,644,1843,746,844,580,999,474,31184,2936,9942,1905,21242,2319,38944,2393,8795,1247,30149,2302,2335757,6279,1122792,5141,200697,3185,47586,3363,153111,3584,97205,3743,21090,3243,76115,4031,706679,4695,80887,4840,625792,5586,118211,2843,8937,1162,109274,2910,1212965,5020,191122,3071,45266,3450,145856,3892,88006,3699,23162,2204,64844,3260,765444,4259,120206,4814,645238,6296,168393,2622,25980,2106,142413,2868,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32405596,10568,1184828,18992,613087,15058,40904,3716,11159,1859,29745,3093,17795,2724,4304,1695,13491,2112,277002,10669,51453,4665,225549,9461,277386,7845,19209,2364,258177,7243,571741,12137,27831,2913,7088,1373,20743,2681,11394,2348,2496,1162,8898,1989,212428,8326,49304,4902,163124,7032,320088,9075,40143,3842,279945,7461,31220768,20600,15377612,16612,2921604,11739,528921,19858,2392683,19961,1235153,14119,226653,10063,1008500,15137,9903161,15615,929635,20503,8973526,25647,1317694,8217,88626,6996,1229068,9732,15843156,13107,2807846,10755,517002,19171,2290844,21215,1194495,13406,243601,10739,950894,14137,10054879,12863,1282773,26066,8772106,26908,1785936,9314,152250,6528,1633686,9680,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4201306,3189,158880,7270,86557,5010,2954,1074,629,472,2325,905,2612,847,263,316,2349,776,48070,3709,7382,1686,40688,3378,32921,1966,2630,682,30291,1927,72323,4527,4153,1100,437,256,3716,1068,1845,671,379,280,1466,592,27009,2826,6642,1160,20367,2529,39316,2629,6056,1307,33260,2659,4042426,7416,2009746,6178,355069,3695,47240,3974,307829,5055,148694,4249,27041,3262,121653,3821,1344582,5150,106397,5807,1238185,7223,161401,2405,9247,1626,152154,2599,2032680,5557,342729,3664,44525,4218,298204,5522,135492,4573,23144,2638,112348,4457,1345200,4759,144139,6991,1201061,8037,209259,2973,20149,2193,189110,3167,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3171028,2325,118103,5117,55988,3851,2403,709,282,231,2121,741,2322,1025,289,313,2033,984,24297,2814,3012,896,21285,2599,26966,2101,2335,633,24631,1891,62115,3570,2937,1488,1016,725,1921,1368,1421,577,387,319,1034,506,22363,2682,5065,1568,17298,2179,35394,2291,5438,1332,29956,2183,3052925,5387,1473455,4479,259190,2807,26177,3544,233013,4314,106618,3564,11843,2193,94775,3309,950663,3762,53071,5483,897592,6663,156984,2212,6852,1376,150132,2648,1579470,3941,248481,2910,27083,3537,221398,3892,97140,3268,11455,1909,85685,3361,1010614,3846,79983,5661,930631,6326,223235,2343,18789,2132,204446,2849,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,758376,1366,30390,1879,15642,1338,1168,504,39,68,1129,492,316,226,198,229,118,150,6989,1121,1202,665,5787,1053,7169,1085,554,382,6615,1022,14748,1782,1101,593,116,132,985,573,107,132,57,99,50,83,5806,1367,1261,697,4545,1039,7734,1164,1045,429,6689,1072,727986,2414,350271,1732,58197,1140,6690,1394,51507,1620,25374,1750,3933,1150,21441,1714,226887,1865,16011,2457,210876,3025,39813,1105,2023,656,37790,1267,377715,1850,55849,1395,8081,1725,47768,1928,25418,2390,7030,2335,18388,2020,244373,2263,22895,2326,221478,2984,52075,1192,4084,879,47991,1422,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,475387,808,16695,2010,7460,1431,297,252,83,134,214,216,0,286,0,286,0,286,3920,1070,1258,694,2662,852,3243,838,1063,473,2180,705,9235,1527,124,148,83,133,41,68,162,205,0,286,162,205,4155,985,1435,613,2720,843,4794,1066,1306,697,3488,973,458692,2307,214636,1676,31136,778,9292,1780,21844,1946,10245,1286,3352,817,6893,1113,151834,1568,16684,2332,135150,2572,21421,840,2589,747,18832,1102,244056,1739,31668,1013,10778,1782,20890,1774,7572,780,1992,554,5580,832,171780,997,29243,2413,142537,2403,33036,1120,5923,1344,27113,1706,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16172060,7467,763094,16333,403837,10124,14954,2587,4494,1485,10460,2011,8740,1592,3341,1385,5399,1367,159052,6429,28019,3081,131033,6066,221091,6865,21206,2859,199885,6640,359257,10163,14681,2351,4034,1080,10647,1950,5055,1318,1570,733,3485,988,123149,6359,31280,3346,91869,5932,216372,6713,36148,3175,180224,6660,15408966,17397,7428842,12863,1217356,7449,204378,9056,1012978,11670,549553,8804,95785,6811,453768,8193,4608321,10563,393884,15054,4214437,19049,1053612,7352,76954,4843,976658,7626,7980124,12543,1164811,6852,196309,10099,968502,10818,522370,8608,108120,7368,414250,8484,4902805,10358,628954,15409,4273851,16987,1390138,7695,155305,6137,1234833,9419,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
