GEO_ID,B14001I_001E,B14001I_001M,B14001I_002E,B14001I_002M,B14001I_003E,B14001I_003M,B14001I_004E,B14001I_004M,B14001I_005E,B14001I_005M,B14001I_006E,B14001I_006M,B14001I_007E,B14001I_007M,NAME,B14001I_001MA,B14001I_001EA,B14001I_002MA,B14001I_002EA,B14001I_003MA,B14001I_003EA,B14001I_004EA,B14001I_004MA,B14001I_005EA,B14001I_005MA,B14001I_006MA,B14001I_006EA,B14001I_007MA,B14001I_007EA,state
0400000US01,91652,2046,24380,2521,3022,751,14310,1724,3677,875,3371,991,67272,2058,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,28421,917,10646,1003,1138,645,5490,714,2406,686,1612,713,17775,1056,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1548774,4203,520660,8126,59481,4971,269821,5812,116420,5401,74938,5655,1028114,8287,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,116764,2082,38103,1803,4767,1029,19691,1507,9230,1326,4415,996,78661,2238,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11734840,10804,4249837,24937,503296,12420,2016949,12068,1003263,12227,726329,17908,7485003,23036,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,833828,3716,265717,6396,34288,3430,133930,4044,59871,3246,37628,3051,568111,6496,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,350740,1669,116065,3122,16246,2163,55977,1793,28375,1879,15467,2322,234675,3019,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,46076,630,13982,897,2371,742,7183,847,2447,658,1981,615,32094,896,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,42555,613,11860,1083,1137,470,5603,540,1616,885,3504,1014,30695,1064,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3241123,6303,907583,11810,109327,6740,389052,5976,200039,6252,209165,8561,2333540,10618,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,570788,4404,151841,5453,25814,2997,78673,2949,25141,2097,22213,3753,418947,5330,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,90470,1278,34050,1736,6073,1421,15343,634,6755,563,5879,1112,56420,1348,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,117796,1014,38712,1514,4581,981,20075,1296,9555,1353,4501,997,79084,1662,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1680558,4415,570513,9338,77996,5621,269688,4323,120080,4798,102749,7386,1110045,8812,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,257012,2073,79786,2837,13088,2032,40576,2600,15807,1809,10315,1647,177226,3266,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,96934,1194,32821,1631,5867,1023,15642,1314,7884,1094,3428,870,64113,1598,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,209082,1422,73151,2322,12205,1986,35488,1912,14415,1606,11043,1529,135931,2634,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,63349,2419,17322,1550,2666,717,9187,1285,3062,648,2407,762,46027,1830,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,116245,1765,33910,1897,4039,814,13726,1307,8221,1018,7924,1392,82335,2012,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,11109,785,3720,761,173,131,1195,340,916,406,1436,585,7389,964,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,294372,1925,87669,3180,10707,1628,40124,2104,19266,2249,17572,2382,206703,3076,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,460719,2762,157070,3759,21014,2587,74885,2703,35314,2446,25857,2818,303649,3988,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,349793,1758,120686,2937,14509,1631,61583,1781,25795,1723,18799,2221,229107,2637,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,167386,1874,57432,2429,9685,1501,26827,1545,14139,1401,6781,1717,109954,2175,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,41447,2297,9655,1791,1440,765,4398,1040,1945,660,1872,963,31792,2349,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,137950,2175,43231,2060,5453,1131,21881,1584,9210,1114,6687,1539,94719,2241,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,19138,1010,6395,940,1186,461,3489,739,883,365,837,500,12743,1094,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,113570,1036,37475,1763,6302,1090,19922,1259,7602,1117,3649,797,76095,1715,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,524243,2401,165829,4254,17814,2622,93108,2982,35724,2483,19183,3425,358414,4398,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,26021,766,8405,1231,804,575,4835,1105,1763,712,1003,607,17616,1078,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1228932,3452,373967,6081,57883,4176,161146,4557,88351,4739,66587,4767,854965,6240,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,779534,1913,254051,5264,29148,3051,110713,2722,56131,2738,58059,4389,525483,5282,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2868402,5485,888880,10859,106912,5850,391456,5165,209949,5550,180563,7133,1979522,10243,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,488136,3145,137341,4073,19670,2217,75817,2999,25367,2488,16487,2261,350795,4313,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7883,752,2394,601,351,240,1154,440,267,173,622,332,5489,550,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,237643,2401,82578,2718,11598,1511,37914,1913,16557,1471,16509,2115,155065,2829,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,210259,1518,66385,2465,10137,1415,34388,1426,13429,1412,8431,1321,143874,2681,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,330496,1473,115552,3551,14345,2088,57921,2892,23664,2376,19622,2503,214944,3346,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,450948,2229,151430,3620,18771,2671,75935,2413,35715,2623,21009,2654,299518,3989,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,105623,922,38137,1996,4372,976,18288,1316,8764,1331,6713,1452,67486,2043,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,124730,2265,34308,2474,5012,1049,17977,1714,6203,1240,5116,1442,90422,2179,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,12564,868,4805,710,1046,350,1943,439,934,434,882,355,7759,870,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,159896,2713,39635,2665,5757,1159,22208,1871,7610,1372,4060,1195,120261,2774,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7368747,8913,2476008,15739,332497,11156,1200304,10516,550308,8373,392899,13659,4892739,15594,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,243210,1614,80111,3338,10621,1569,39249,1622,17502,1364,12739,2606,163099,3323,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4991,622,1597,400,156,120,991,354,202,161,248,170,3394,544,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,407754,3761,121598,4741,16313,2327,55693,2926,28680,2449,20912,2775,286156,4938,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,499588,2199,172032,3750,24543,2615,87087,2592,38463,2375,21939,2700,327556,4279,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,9504,1071,2841,671,424,217,1002,431,727,365,688,389,6663,1084,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,225435,1810,80097,2700,10303,1510,37314,1545,18334,1811,14146,1844,145338,2745,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,30605,808,8769,1139,681,392,5112,783,1306,542,1670,634,21836,999,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3667249,7038,1125458,10118,120577,5583,481183,6040,239711,5459,283987,7809,2541791,10219,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
