GEO_ID,C24090_001E,C24090_001M,C24090_002E,C24090_002M,C24090_003E,C24090_003M,C24090_004E,C24090_004M,C24090_005E,C24090_005M,C24090_006E,C24090_006M,C24090_007E,C24090_007M,C24090_008E,C24090_008M,C24090_009E,C24090_009M,C24090_010E,C24090_010M,C24090_011E,C24090_011M,C24090_012E,C24090_012M,C24090_013E,C24090_013M,C24090_014E,C24090_014M,C24090_015E,C24090_015M,C24090_016E,C24090_016M,C24090_017E,C24090_017M,C24090_018E,C24090_018M,C24090_019E,C24090_019M,NAME,C24090_001EA,C24090_001MA,C24090_002MA,C24090_002EA,C24090_003MA,C24090_003EA,C24090_004MA,C24090_004EA,C24090_005MA,C24090_005EA,C24090_006MA,C24090_006EA,C24090_007MA,C24090_007EA,C24090_008MA,C24090_008EA,C24090_009MA,C24090_009EA,C24090_010EA,C24090_010MA,C24090_011EA,C24090_011MA,C24090_012MA,C24090_012EA,C24090_013MA,C24090_013EA,C24090_014MA,C24090_014EA,C24090_015MA,C24090_015EA,C24090_016MA,C24090_016EA,C24090_017MA,C24090_017EA,C24090_018MA,C24090_018EA,C24090_019MA,C24090_019EA,state
0400000US01,1347557,15590,796908,10215,604786,9930,566941,10259,37845,2588,29329,2897,44741,3548,29898,2937,33930,3266,54224,3877,550649,10328,380247,9650,371215,9603,9032,1698,46811,3737,42919,3453,40517,2952,19299,2181,20856,2405,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,169259,5218,97707,3843,54008,2981,49052,2848,4956,1302,7551,1470,6545,1081,7689,1403,14134,1932,7780,1574,71552,2858,34713,2463,32514,2449,2199,722,11215,1551,6481,1211,7907,1034,6156,1044,5080,942,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1708760,17291,1043413,13134,808910,13832,753371,12415,55539,4295,40585,4254,67499,4353,35859,3678,30355,2807,60205,4207,665347,10890,467483,11341,450964,11413,16519,2134,51073,4239,62550,4384,34943,2622,19544,2514,29754,3632,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,804895,11325,468566,7235,349608,7483,324626,7599,24982,2418,20631,2510,25361,2607,20263,1893,14619,2211,38084,2662,336329,7540,221851,6969,214245,6757,7606,1484,32214,2529,23545,2176,35393,2934,9462,1477,13864,1778,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10069503,47230,6209031,31312,4716588,32818,4437040,30557,279548,9746,253168,8466,374619,12149,175877,7172,165584,7011,523195,15208,3860472,31577,2650073,30070,2567368,29687,82705,5561,318717,9611,379818,11382,181657,7719,98886,5783,231321,9039,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1473240,14805,891887,10214,682796,10679,618604,10579,64192,3382,35997,3380,50344,4302,25572,2585,34750,3087,62428,4050,581353,10436,394930,9723,374476,9425,20454,2871,59855,4246,51558,3665,24073,2213,21304,2805,29633,2680,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1100977,13863,647346,9983,493579,9560,454981,9306,38598,2668,33493,3213,31927,3005,24396,2603,15976,2012,47975,4422,453631,8807,313869,8553,305329,8775,8540,1553,57255,4082,30481,3108,22737,2411,8548,1818,20741,2678,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,275375,5684,156958,4015,121243,4209,111885,4378,9358,1439,7877,1627,5469,1189,8758,1535,4129,1138,9482,1929,118417,3953,80446,3614,77826,3446,2620,850,13096,2148,6578,1224,11865,1658,2541,746,3891,941,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,178674,4297,92661,3568,50733,3101,47033,3089,3700,909,13003,2143,3885,1018,1754,662,18613,2463,4673,1277,86013,3287,37138,2962,35975,2870,1163,498,18063,2033,7983,1342,2714,894,17411,1841,2704,745,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5260562,30169,3092712,22769,2434558,24682,2150790,25181,283768,8689,108610,6128,192669,8141,83717,5474,85486,4929,187672,9404,2167850,17900,1567323,19196,1489155,18895,78168,5758,179013,7292,184361,7109,92321,4770,55741,4225,89091,5862,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2837351,21894,1680166,16433,1315093,17307,1205796,15674,109297,6516,53965,4242,92673,5761,44648,4454,63827,4534,109960,5746,1157185,14249,802945,14764,774340,14459,28605,2363,80828,4552,107516,5274,77771,5308,43024,4238,45101,3968,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,372881,8538,216033,5218,140835,5734,131050,5712,9785,1534,10285,1815,11665,1719,13619,1795,22621,2483,17008,2268,156848,5082,93509,5077,89312,4939,4197,999,14404,1819,4149,1066,23705,2702,11117,1486,9964,1715,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,388105,7757,238780,5281,172267,4957,157364,4993,14903,1686,9656,1802,12566,1515,10862,1385,9601,1280,23828,2176,149325,4656,96008,4054,92859,4010,3149,741,13082,1899,15592,1708,9408,1590,5464,854,9771,1694,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3851609,26234,2280390,16733,1806247,18239,1675944,19097,130303,6194,104950,6847,131441,6410,61362,3926,52901,3825,123489,6573,1571219,17199,1108894,16973,1075542,16818,33352,3196,179949,6411,121563,6613,64671,4710,41125,2929,55017,4888,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1898302,17708,1133899,12488,917416,11205,861504,10963,55912,3703,50762,3489,55517,3594,31453,2935,18131,1756,60620,3832,764403,10932,545997,10492,532243,10505,13754,1601,90899,4413,51796,3403,33683,2685,16236,1906,25792,2044,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,974189,10129,573382,7845,433596,8574,404601,8123,28995,1921,21051,1931,31014,2148,21345,1705,12565,2041,53811,2864,400807,6070,265192,5738,257676,5655,7516,1371,50049,3233,29671,2683,24960,2050,8951,1385,21984,1792,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,879858,10448,528647,6830,396350,7695,368618,7950,27732,2280,20723,2081,32215,2759,21520,1932,16577,1958,41262,2713,351211,7006,230151,6775,223044,6543,7107,1185,38712,2953,32775,2474,21846,2174,10193,1298,17534,1659,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1164868,11941,684884,8709,522316,10052,487676,9865,34640,3067,29266,2741,34091,2863,31372,2926,16962,2152,50877,3508,479984,8495,326554,7431,316893,7300,9661,1431,48910,2885,35127,2761,39194,2889,14260,1800,15939,1699,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1218881,15384,692908,11626,523445,10753,485202,10927,38243,2878,24667,2724,43813,3723,36576,2853,19759,2399,44648,4153,525973,9651,348673,9581,337806,9695,10867,1760,48245,4380,50193,3666,47298,4107,16140,2654,15424,2188,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,400143,6543,230729,5049,159907,4625,144913,4517,14994,1832,14722,1575,13695,1912,10011,1162,9485,1285,22909,2005,169414,4694,105552,4552,101133,4546,4419,976,27891,2516,13595,1459,10284,1534,4069,1146,8023,1258,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1849605,16215,1047451,10772,709682,10778,652023,11303,57659,3914,62779,4648,58855,3761,38563,2816,123806,6164,53766,4057,802154,10862,458607,9299,443129,9265,15478,1554,96553,5209,62715,4526,43353,3152,112351,5777,28575,3093,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1980488,17602,1172563,12175,874131,12183,816058,12103,58073,3842,79093,4818,66436,3872,40458,3451,30455,3259,81990,5893,807925,13085,538959,12082,526563,11598,12396,1757,124641,5933,54707,4714,37300,3180,18077,2029,34241,2994,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2785681,18467,1654639,13767,1321667,13457,1225550,13663,96117,4299,80388,4741,84374,5325,48570,3788,26431,2412,93209,4766,1131042,12551,793339,11759,769644,11911,23695,2116,138549,5247,85277,4377,46192,3278,24301,2474,43384,2530,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
