GEO_ID,B01001F_001E,B01001F_001M,B01001F_002E,B01001F_002M,B01001F_003E,B01001F_003M,B01001F_004E,B01001F_004M,B01001F_005E,B01001F_005M,B01001F_006E,B01001F_006M,B01001F_007E,B01001F_007M,B01001F_008E,B01001F_008M,B01001F_009E,B01001F_009M,B01001F_010E,B01001F_010M,B01001F_011E,B01001F_011M,B01001F_012E,B01001F_012M,B01001F_013E,B01001F_013M,B01001F_014E,B01001F_014M,B01001F_015E,B01001F_015M,B01001F_016E,B01001F_016M,B01001F_017E,B01001F_017M,B01001F_018E,B01001F_018M,B01001F_019E,B01001F_019M,B01001F_020E,B01001F_020M,B01001F_021E,B01001F_021M,B01001F_022E,B01001F_022M,B01001F_023E,B01001F_023M,B01001F_024E,B01001F_024M,B01001F_025E,B01001F_025M,B01001F_026E,B01001F_026M,B01001F_027E,B01001F_027M,B01001F_028E,B01001F_028M,B01001F_029E,B01001F_029M,B01001F_030E,B01001F_030M,B01001F_031E,B01001F_031M,NAME,B01001F_001EA,B01001F_001MA,B01001F_002MA,B01001F_002EA,B01001F_003EA,B01001F_003MA,B01001F_004EA,B01001F_004MA,B01001F_005EA,B01001F_005MA,B01001F_006EA,B01001F_006MA,B01001F_007MA,B01001F_007EA,B01001F_008MA,B01001F_008EA,B01001F_009EA,B01001F_009MA,B01001F_010EA,B01001F_010MA,B01001F_011EA,B01001F_011MA,B01001F_012EA,B01001F_012MA,B01001F_013MA,B01001F_013EA,B01001F_014EA,B01001F_014MA,B01001F_015EA,B01001F_015MA,B01001F_016EA,B01001F_016MA,B01001F_017EA,B01001F_017MA,B01001F_018MA,B01001F_018EA,B01001F_019MA,B01001F_019EA,B01001F_020EA,B01001F_020MA,B01001F_021EA,B01001F_021MA,B01001F_022EA,B01001F_022MA,B01001F_023EA,B01001F_023MA,B01001F_024MA,B01001F_024EA,B01001F_025EA,B01001F_025MA,B01001F_026MA,B01001F_026EA,B01001F_027EA,B01001F_027MA,B01001F_028EA,B01001F_028MA,B01001F_029EA,B01001F_029MA,B01001F_030MA,B01001F_030EA,B01001F_031MA,B01001F_031EA,state
0400000US01,34643,4676,18721,2819,1503,490,1446,484,2303,875,763,420,542,333,1905,741,2979,1102,2271,845,2597,808,1423,521,837,478,116,138,36,56,0,270,15922,2622,1855,779,1134,546,2740,1169,891,456,668,400,1821,654,1430,733,1534,747,2191,761,1140,533,360,369,158,146,0,270,0,270,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,658244,23454,343542,11969,38509,4064,33512,3562,35482,3877,18848,1961,10945,1715,31739,2711,37693,3674,29833,2627,49447,3115,31095,2798,16090,1650,7080,1312,2890,765,379,422,314702,13623,34480,3765,34142,3591,28729,2831,14983,1579,12307,1668,27114,2701,29375,2950,28835,2664,46644,2857,30684,2228,14818,1602,7871,1170,4055,947,665,409,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,65419,7225,33432,3882,4718,1312,2549,657,2895,670,1888,617,1972,719,4220,1298,4213,1050,2712,576,4621,1130,2598,727,940,432,106,122,0,260,0,260,31987,4469,4482,1220,4039,1157,3327,870,1569,621,1166,520,3588,1147,2860,1234,1762,743,4237,933,2887,1218,1703,679,194,185,173,138,0,260,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5784073,80501,2954141,44907,301852,9647,280399,11215,289461,9834,154439,5976,92872,4807,262631,10043,284043,8703,273039,8268,478054,12067,305980,8421,139123,5458,55222,3690,30835,2609,6191,1419,2829932,41668,285752,9007,262533,8681,272123,9504,151309,6898,92509,4215,241569,7419,263933,7332,239038,7440,435913,11188,295476,7937,150495,5984,79072,4097,46846,3973,13364,1718,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,306399,15976,156811,9864,17092,2987,12149,2432,14457,2355,6832,1135,5648,1185,12999,1995,15162,2562,17833,2340,25333,2742,16037,1681,8131,1270,2883,781,1493,520,762,422,149588,8547,15404,2388,16003,2259,13291,2152,6944,1293,4351,1045,12799,1828,13079,1893,14622,2070,22273,2428,16193,1620,8032,1048,3939,848,1901,616,757,411,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,153631,9473,75970,5466,6926,1479,5413,1175,6595,1332,4986,999,1984,710,6468,1836,9812,1619,6678,1595,14945,1722,7345,1364,3145,875,1368,558,305,309,0,274,77661,5318,6911,1255,7284,1275,6874,1399,4199,897,2426,642,7063,1322,5906,1440,6803,1326,13991,1712,8131,1312,4523,1067,3023,848,527,463,0,274,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,16749,3375,8845,1840,1250,502,733,301,609,276,387,336,123,124,839,423,1331,558,532,291,2226,673,540,370,108,174,105,123,0,262,62,104,7904,1873,1028,518,616,364,655,339,738,467,286,224,421,303,517,310,828,342,1351,607,1103,510,277,186,56,94,28,48,0,262,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,30893,3026,17580,1913,2371,800,1505,540,531,397,0,286,787,437,543,352,3355,555,2139,611,3303,556,2103,594,671,496,51,88,101,122,120,184,13313,1721,1764,353,1277,628,1166,602,89,146,208,220,764,266,2021,623,1448,638,2158,591,1270,508,753,440,121,110,274,221,0,286,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,711373,24415,373119,14855,35410,3724,28190,3667,29253,2932,21409,2936,12941,1759,34738,3687,42033,4172,35826,3558,65895,4789,38376,3677,16057,1854,9166,1591,3382,905,443,417,338254,12941,31462,3429,27625,2863,26892,2636,19480,2684,10578,1536,29011,2936,31513,3685,30570,2795,60176,3902,34239,3117,20119,1980,9806,1771,4728,1099,2055,1056,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
