GEO_ID,B23006_001E,B23006_001M,B23006_002E,B23006_002M,B23006_003E,B23006_003M,B23006_004E,B23006_004M,B23006_005E,B23006_005M,B23006_006E,B23006_006M,B23006_007E,B23006_007M,B23006_008E,B23006_008M,B23006_009E,B23006_009M,B23006_010E,B23006_010M,B23006_011E,B23006_011M,B23006_012E,B23006_012M,B23006_013E,B23006_013M,B23006_014E,B23006_014M,B23006_015E,B23006_015M,B23006_016E,B23006_016M,B23006_017E,B23006_017M,B23006_018E,B23006_018M,B23006_019E,B23006_019M,B23006_020E,B23006_020M,B23006_021E,B23006_021M,B23006_022E,B23006_022M,B23006_023E,B23006_023M,B23006_024E,B23006_024M,B23006_025E,B23006_025M,B23006_026E,B23006_026M,B23006_027E,B23006_027M,B23006_028E,B23006_028M,B23006_029E,B23006_029M,NAME,B23006_001EA,B23006_001MA,B23006_002EA,B23006_002MA,B23006_003EA,B23006_003MA,B23006_004MA,B23006_004EA,B23006_005MA,B23006_005EA,B23006_006MA,B23006_006EA,B23006_007EA,B23006_007MA,B23006_008EA,B23006_008MA,B23006_009MA,B23006_009EA,B23006_010MA,B23006_010EA,B23006_011MA,B23006_011EA,B23006_012EA,B23006_012MA,B23006_013EA,B23006_013MA,B23006_014EA,B23006_014MA,B23006_015MA,B23006_015EA,B23006_016MA,B23006_016EA,B23006_017EA,B23006_017MA,B23006_018EA,B23006_018MA,B23006_019EA,B23006_019MA,B23006_020MA,B23006_020EA,B23006_021MA,B23006_021EA,B23006_022EA,B23006_022MA,B23006_023EA,B23006_023MA,B23006_024EA,B23006_024MA,B23006_025EA,B23006_025MA,B23006_026MA,B23006_026EA,B23006_027EA,B23006_027MA,B23006_028EA,B23006_028MA,B23006_029EA,B23006_029MA,state
0400000US01,2371950,5092,377467,12669,207361,9734,90,131,207271,9746,185659,9196,21612,2753,170106,7123,763462,14188,542474,11904,1536,521,540938,12084,507137,11597,33801,3270,220988,7048,681935,11632,533402,10796,4541,1346,528861,11182,504018,10755,24843,2586,148533,5774,549086,13464,458967,12253,4537,960,454430,12179,443893,12042,10537,1431,90119,4700,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,345453,1875,24349,2292,16947,2021,0,233,16947,2021,14467,1933,2480,720,7402,1139,100131,4367,75479,4370,807,354,74672,4327,66598,4128,8074,1104,24652,1917,124119,4523,99531,4378,2484,614,97047,4424,91354,4254,5693,997,24588,2286,96854,3775,82064,3538,2317,648,79747,3579,77664,3555,2083,694,14790,1703,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2967958,3187,446810,12354,294909,10044,0,291,294909,10044,266310,8912,28599,3990,151901,6939,729566,15267,541015,13448,1830,795,539185,13410,506445,14197,32740,3081,188551,7612,1009650,15182,779255,15340,6334,1136,772921,15360,736146,15222,36775,3491,230395,7115,781932,14230,645514,13572,4735,927,640779,13517,624524,13226,16255,2561,136418,5307,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1413601,3903,213333,7873,126292,6258,0,260,126292,6258,112942,5463,13350,2452,87041,5045,510425,10226,373429,9979,899,364,372530,9929,348995,10234,23535,2465,136996,5707,402785,9949,318278,9601,2224,745,316054,9611,301570,9181,14484,1833,84507,4173,287058,8612,241555,8247,1149,457,240406,8242,236227,8188,4179,805,45503,3211,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18597937,6677,3470606,38990,2282186,29149,358,255,2281828,29128,2062860,27090,218968,10712,1188420,21286,3919212,38538,2889760,35655,12818,2384,2876942,35874,2678953,36197,197989,10244,1029452,18319,5476102,40461,4240911,33375,25800,2715,4215111,33711,3985305,32746,229806,8139,1235191,20487,5732017,38135,4783201,35783,21242,2373,4761959,35813,4594537,35735,167422,7487,948816,16835,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2521876,3790,252187,9847,171851,8460,57,95,171794,8463,157961,8254,13833,1910,80336,5381,565023,13745,449067,12668,1437,681,447630,12685,419064,12351,28566,3047,115956,5504,768659,12846,630579,13110,5146,1168,625433,13056,590090,12251,35343,4445,138080,5232,936007,12009,803286,11245,5238,955,798048,11280,773585,11186,24463,2493,132721,5286,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1857986,1672,168081,8359,112571,7117,46,75,112525,7107,100257,6567,12268,2162,55510,4592,514758,10771,407495,10640,873,450,406622,10683,383074,10341,23548,2587,107263,4949,467447,9385,387681,9066,1518,570,386163,8940,366657,9031,19506,2411,79766,4747,707700,12203,604897,12071,1180,616,603717,12039,585493,12046,18224,1887,102803,4207,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,444288,1121,51792,4197,33954,3142,0,262,33954,3142,30687,3014,3267,1121,17838,1899,146042,5763,114830,5785,279,392,114551,5724,107029,5331,7522,1422,31212,2721,115167,5047,94009,4635,936,501,93073,4643,89841,4515,3232,928,21158,1903,131287,5195,111176,4902,584,362,110592,4881,108502,4751,2090,580,20111,2058,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,309438,853,41044,3385,25629,2892,0,286,25629,2892,20637,2371,4992,1346,15415,2266,62894,3318,43570,3340,0,286,43570,3340,36723,3110,6847,1403,19324,2325,55039,3514,43415,3305,233,151,43182,3297,39599,3184,3583,983,11624,1616,150461,3987,133462,3622,927,443,132535,3641,127575,3901,4960,1209,16999,2029,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8969569,7014,1138828,20478,742561,17059,328,358,742233,17031,679571,16342,62662,4174,396267,11099,2651171,31768,1972136,28811,5417,1242,1966719,28701,1854736,28404,111983,6918,679035,14898,2781548,27330,2179677,24970,14837,1786,2164840,25138,2066313,24723,98527,6215,601871,12315,2398022,26608,1966375,22442,15354,2139,1951021,22555,1891260,22768,59761,4236,431647,12164,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4820666,9052,698933,17645,430801,13552,53,98,430748,13561,385146,12897,45602,3491,268132,9434,1413597,20504,1071082,20461,3871,1364,1067211,20718,992622,20483,74589,4899,342515,9722,1313586,21378,1051099,19691,13226,2227,1037873,19674,983575,18564,54298,4298,262487,9155,1394550,20362,1185066,19309,8388,1744,1176678,19269,1144742,19371,31936,2995,209484,7706,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,660022,1891,52948,3926,32522,2835,0,264,32522,2835,31379,2819,1143,455,20426,2706,193161,6407,145848,6672,2826,913,143022,6594,137120,6639,5902,1280,47313,3311,213781,6626,169808,6012,7283,1247,162525,6074,156998,5909,5527,985,43973,2989,200132,5616,169040,5364,6826,1553,162214,5066,157923,5216,4291,999,31092,2357,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,720311,2074,83601,4123,57371,3221,0,256,57371,3221,51531,3115,5840,1605,26230,2423,201396,6752,151739,6195,474,408,151265,6250,142762,6229,8503,1326,49657,3325,256624,7376,203251,6664,1590,597,201661,6587,194409,6068,7252,1514,53373,2891,178690,7155,149690,6560,903,385,148787,6616,145778,6704,3009,1071,29000,2459,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6643728,3511,771404,18712,499489,15314,0,266,499489,15314,434511,14267,64978,4504,271915,8969,1763590,19705,1340554,17269,927,447,1339627,17279,1233472,16621,106155,5255,423036,9781,1994910,22455,1625954,19851,4134,796,1621820,19882,1520553,19449,101267,5272,368956,8919,2113824,20465,1805009,18024,3706,870,1801303,18018,1742887,17999,58416,4039,308815,7940,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3229552,4177,385412,8723,233073,7664,136,169,232937,7644,205885,7062,27052,2896,152339,4895,1155060,12928,891614,12030,522,328,891092,12007,832071,12126,59021,4148,263446,6381,943140,11690,778617,12912,1884,645,776733,12899,739402,13138,37331,2687,164523,5761,745940,13409,640327,12587,717,521,639610,12637,624974,12210,14636,1725,105613,4965,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1524851,2774,116700,5694,77804,4197,0,221,77804,4197,70414,4103,7390,1389,38896,3302,503207,9432,404627,8737,459,244,404168,8710,382784,9059,21384,2264,98580,3960,500215,9557,428924,8963,691,322,428233,9002,412994,9250,15239,1678,71291,3758,404729,7653,355896,6768,433,255,355463,6769,348162,6661,7301,1146,48833,2776,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1395697,3435,129139,5797,84090,4372,0,240,84090,4372,77268,4089,6822,1124,45049,3667,390643,9588,309554,9433,602,386,308952,9428,290243,9318,18709,2123,81089,3807,450701,8475,374845,6981,3282,732,371563,7003,357312,6804,14251,1636,75856,3791,425214,7831,369025,7558,3086,825,365939,7591,358436,7376,7503,1134,56189,3518,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2219920,3616,365428,10831,174134,8407,0,270,174134,8407,153438,7328,20696,2862,191294,7388,782263,13263,552839,11678,1790,718,551049,11605,517482,11205,33567,3415,229424,7353,604231,10730,480571,9738,3529,993,477042,9743,450866,9984,26176,3231,123660,5334,467998,10615,394140,9046,1894,609,392246,8980,380522,8594,11724,1894,73858,4435,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2292976,5362,363079,10332,203603,8611,761,685,202842,8675,170597,7204,32245,4089,159476,6730,818505,15047,588071,13534,1946,701,586125,13332,540142,12509,45983,4406,230434,7260,615321,12584,481962,11064,5286,1311,476676,11125,447996,11184,28680,3161,133359,6133,496071,11798,421681,10982,3254,988,418427,10925,408284,10849,10143,1538,74390,4421,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,718221,1122,54070,3521,30368,2520,0,229,30368,2520,26732,2308,3636,1030,23702,2583,257334,6622,197323,6626,1109,583,196214,6594,184797,6550,11417,1617,60011,3559,213170,5153,176883,4958,1184,418,175699,4878,168553,4839,7146,1343,36287,2409,193647,5822,164919,5450,950,395,163969,5474,160202,5511,3767,956,28728,2320,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2974166,3761,298356,11154,202184,9820,0,282,202184,9820,179610,8804,22574,4228,96172,6086,770655,14727,600622,13721,1873,840,598749,13912,565170,13354,33579,3274,170033,7042,809490,14263,663763,13582,9032,1706,654731,13397,629908,12708,24823,2962,145727,5748,1095665,16778,948330,16339,9870,1529,938460,16631,918067,16584,20393,2616,147335,6862,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3446472,2980,321624,10625,201122,9059,0,282,201122,9059,176135,8839,24987,2921,120502,6856,876221,18972,689354,17633,916,587,688438,17616,644258,17630,44180,4361,186867,7918,861562,14450,705072,13366,1573,607,703499,13386,663455,13237,40044,3196,156490,6285,1387065,16963,1181187,17233,1980,748,1179207,17503,1141264,17266,37943,3388,205878,7262,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5259825,3705,510923,13361,302672,10595,0,238,302672,10595,253126,9468,49546,3837,208251,7797,1579994,19357,1154940,17354,819,477,1154121,17345,1045940,15674,108181,6228,425054,11273,1761239,17779,1407220,17287,1680,535,1405540,17252,1315177,16813,90363,4345,354019,9236,1407669,15530,1184346,15368,1268,518,1183078,15360,1143893,15220,39185,3008,223323,6315,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2714856,2938,173273,6695,120991,5570,44,71,120947,5582,108708,5996,12239,1976,52282,4007,701196,9626,566593,9690,325,185,566268,9682,534908,9097,31360,2274,134603,4777,934052,10780,790784,11098,1637,527,789147,10984,755075,10818,34072,2897,143268,5146,906335,11967,791739,11049,721,361,791018,11068,773175,10944,17843,1839,114596,5130,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1459622,5365,257872,8131,146646,6217,139,159,146507,6193,128039,5515,18468,2330,111226,5781,473625,11983,341707,10468,974,599,340733,10545,315246,9994,25487,3180,131918,5859,434592,10409,342232,9839,3701,1076,338531,9704,319634,10076,18897,2855,92360,4474,293533,8734,248076,8332,2850,782,245226,8272,238103,8381,7123,1439,45457,3905,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3008466,3722,348905,10139,212666,7523,0,256,212666,7523,186362,7096,26304,3259,136239,7333,977189,16585,740788,14295,1717,788,739071,14477,690562,13722,48509,3939,236401,8569,889635,16186,725332,14475,3067,745,722265,14479,689096,13989,33169,3361,164303,5546,792737,14557,683205,14424,3278,772,679927,14375,664298,14075,15629,1934,109532,3998,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
