GEO_ID,B08101_001E,B08101_001M,B08101_002E,B08101_002M,B08101_003E,B08101_003M,B08101_004E,B08101_004M,B08101_005E,B08101_005M,B08101_006E,B08101_006M,B08101_007E,B08101_007M,B08101_008E,B08101_008M,B08101_009E,B08101_009M,B08101_010E,B08101_010M,B08101_011E,B08101_011M,B08101_012E,B08101_012M,B08101_013E,B08101_013M,B08101_014E,B08101_014M,B08101_015E,B08101_015M,B08101_016E,B08101_016M,B08101_017E,B08101_017M,B08101_018E,B08101_018M,B08101_019E,B08101_019M,B08101_020E,B08101_020M,B08101_021E,B08101_021M,B08101_022E,B08101_022M,B08101_023E,B08101_023M,B08101_024E,B08101_024M,B08101_025E,B08101_025M,B08101_026E,B08101_026M,B08101_027E,B08101_027M,B08101_028E,B08101_028M,B08101_029E,B08101_029M,B08101_030E,B08101_030M,B08101_031E,B08101_031M,B08101_032E,B08101_032M,B08101_033E,B08101_033M,B08101_034E,B08101_034M,B08101_035E,B08101_035M,B08101_036E,B08101_036M,B08101_037E,B08101_037M,B08101_038E,B08101_038M,B08101_039E,B08101_039M,B08101_040E,B08101_040M,B08101_041E,B08101_041M,B08101_042E,B08101_042M,B08101_043E,B08101_043M,B08101_044E,B08101_044M,B08101_045E,B08101_045M,B08101_046E,B08101_046M,B08101_047E,B08101_047M,B08101_048E,B08101_048M,B08101_049E,B08101_049M,B08101_050E,B08101_050M,B08101_051E,B08101_051M,B08101_052E,B08101_052M,B08101_053E,B08101_053M,B08101_054E,B08101_054M,B08101_055E,B08101_055M,B08101_056E,B08101_056M,B08101_057E,B08101_057M,B08101_058E,B08101_058M,B08101_059E,B08101_059M,B08101_060E,B08101_060M,B08101_061E,B08101_061M,B08101_062E,B08101_062M,B08101_063E,B08101_063M,NAME,B08101_001EA,B08101_001MA,B08101_002EA,B08101_002MA,B08101_003EA,B08101_003MA,B08101_004EA,B08101_004MA,B08101_005EA,B08101_005MA,B08101_006MA,B08101_006EA,B08101_007MA,B08101_007EA,B08101_008MA,B08101_008EA,B08101_009EA,B08101_009MA,B08101_010EA,B08101_010MA,B08101_011MA,B08101_011EA,B08101_012MA,B08101_012EA,B08101_013MA,B08101_013EA,B08101_014EA,B08101_014MA,B08101_015EA,B08101_015MA,B08101_016MA,B08101_016EA,B08101_017MA,B08101_017EA,B08101_018MA,B08101_018EA,B08101_019EA,B08101_019MA,B08101_020EA,B08101_020MA,B08101_021MA,B08101_021EA,B08101_022MA,B08101_022EA,B08101_023MA,B08101_023EA,B08101_024EA,B08101_024MA,B08101_025EA,B08101_025MA,B08101_026EA,B08101_026MA,B08101_027MA,B08101_027EA,B08101_028MA,B08101_028EA,B08101_029EA,B08101_029MA,B08101_030EA,B08101_030MA,B08101_031EA,B08101_031MA,B08101_032MA,B08101_032EA,B08101_033MA,B08101_033EA,B08101_034EA,B08101_034MA,B08101_035EA,B08101_035MA,B08101_036EA,B08101_036MA,B08101_037EA,B08101_037MA,B08101_038MA,B08101_038EA,B08101_039MA,B08101_039EA,B08101_040EA,B08101_040MA,B08101_041EA,B08101_041MA,B08101_042EA,B08101_042MA,B08101_043MA,B08101_043EA,B08101_044MA,B08101_044EA,B08101_045EA,B08101_045MA,B08101_046EA,B08101_046MA,B08101_047EA,B08101_047MA,B08101_048EA,B08101_048MA,B08101_049MA,B08101_049EA,B08101_050MA,B08101_050EA,B08101_051EA,B08101_051MA,B08101_052EA,B08101_052MA,B08101_053EA,B08101_053MA,B08101_054EA,B08101_054MA,B08101_055EA,B08101_055MA,B08101_056MA,B08101_056EA,B08101_057MA,B08101_057EA,B08101_058MA,B08101_058EA,B08101_059EA,B08101_059MA,B08101_060EA,B08101_060MA,B08101_061MA,B08101_061EA,B08101_062MA,B08101_062EA,B08101_063MA,B08101_063EA,state
0400000US01,1941250,15984,76662,3630,192671,5947,890794,11723,460698,6091,163885,4977,43160,3044,46421,2768,66959,3762,1629930,17410,60613,3495,154332,6174,744999,12166,395676,5884,142321,4866,37253,2699,39777,2763,54959,3320,211259,9675,12792,1750,27505,3254,102193,5895,43833,3326,13553,1690,2996,812,3426,805,4961,1176,8368,1974,468,334,664,472,3456,1660,1817,715,575,312,571,351,163,177,654,342,23230,3224,777,359,4239,1462,10489,1944,3174,894,1604,577,248,191,1067,420,1632,657,25044,3018,1385,704,4476,1441,11772,2276,4841,1151,1300,474,392,266,383,313,495,397,43419,3740,627,470,1455,738,17885,2412,11357,1704,4532,907,1700,618,1605,523,4258,982,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,294690,5226,15624,1838,29750,1854,129017,3630,78433,2537,23819,2083,6644,981,5442,1010,5961,816,200952,5850,9105,1552,18882,2047,86929,3757,56117,2221,17496,1841,4634,894,3829,911,3960,642,44555,3263,4005,1121,5512,1214,21041,2076,11133,1597,1393,502,627,318,351,204,493,217,3573,956,175,200,854,499,1289,598,502,289,373,248,204,175,143,116,33,54,19368,1892,1349,445,1979,690,7905,1116,4122,607,2187,603,750,370,573,337,503,236,14175,1633,890,399,2186,671,6345,1046,3294,764,815,335,68,86,217,112,360,293,12067,1657,100,105,337,316,5508,1254,3265,730,1555,563,361,242,329,169,612,298,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2575064,15393,124067,4994,278146,5742,1223206,10488,554180,6612,193722,6297,54540,3849,61659,4006,85544,4915,1945061,18773,78535,4347,199021,5425,921987,13490,434584,7718,155960,6384,43846,3564,48086,3727,63042,4023,366261,11954,28962,3174,55134,4118,185041,8385,62245,4698,17206,2049,5044,1062,5466,1032,7163,1771,48964,5040,3927,1285,6765,1774,24445,3478,8591,1814,2765,929,973,563,537,350,961,502,54084,4378,5619,1367,5748,1328,23566,2552,10693,1967,3361,927,1186,521,1016,430,2895,923,56672,4726,5003,1550,8420,1674,26649,3222,9214,1413,3693,959,509,269,1418,1158,1766,632,104022,5974,2021,1069,3058,864,41518,3838,28853,3359,10737,1616,2982,737,5136,1037,9717,1829,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1200886,11938,59651,3891,118833,4883,551033,7024,265856,4794,98587,4091,26660,2208,32287,2851,47979,3050,981220,13090,44690,3090,93079,4956,447329,7276,224338,5468,82454,3462,22513,2143,27458,2529,39359,2768,147902,7532,9873,1747,20284,2268,73855,4223,28879,3269,7957,1430,1509,582,2211,726,3334,690,4007,1402,187,222,306,236,2483,1223,347,247,505,410,0,260,131,163,48,87,19301,2403,2163,747,2444,958,8071,1480,2391,743,1922,794,549,259,678,372,1083,398,17204,2074,1878,772,1769,738,7946,1623,3385,883,1060,477,325,229,680,370,161,155,31252,3349,860,482,951,462,11349,2189,6516,1255,4689,1256,1764,785,1129,444,3994,849,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15547334,38729,584345,11542,1547715,13949,7521266,24462,3499652,19076,1229111,15598,322379,8414,345487,11851,497379,10116,11503746,41684,360252,9452,1087868,16483,5585525,30467,2680553,21761,942983,13353,243829,7635,254915,9585,347821,7868,1946177,25740,124891,6064,247281,9501,983143,18271,376845,9553,114646,6089,27658,2797,30302,3611,41411,3859,734704,18065,39578,4841,92617,5846,365245,11897,137632,7236,47769,3571,16180,3116,14967,2416,20716,3441,384989,11849,30745,2984,56985,4139,170101,7273,66569,4973,25883,2466,6929,1252,11966,2028,15811,2063,315205,13778,22653,2795,43630,4768,150880,8659,60002,4431,21268,2921,3601,873,4902,906,8269,1908,662513,13426,6226,1832,19334,2984,266372,9007,178051,7138,76562,4357,24182,2429,28435,2706,63351,4312,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2280261,12569,88807,3844,222366,5338,1100652,10070,526829,5632,180985,6108,44472,2475,45686,3462,70464,3484,1741595,15152,61313,3307,161425,5732,842073,12176,415727,6944,141270,5297,33756,2299,33121,2872,52910,3233,229018,10071,14535,1907,33532,4072,115734,6911,43345,3816,10831,1500,2611,750,4553,1031,3877,845,61884,4755,3252,950,8261,1795,29580,3496,12165,1518,5842,1279,691,298,674,350,1419,486,66273,3958,5935,1294,10592,2049,27786,2949,11779,1622,4649,1099,1268,438,1803,875,2461,695,44460,3360,1838,647,4941,1111,23293,2667,9697,1491,3011,1016,655,328,589,376,436,260,137031,6572,1934,790,3615,1448,62186,5043,34116,2433,15382,1829,5491,1418,4946,1075,9361,1430,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1657342,13617,62875,3212,128323,3829,717947,8372,428466,5647,157542,5048,43382,2937,48895,2961,69912,3095,1343489,15545,40308,2825,97467,4235,585323,10467,354559,5546,133773,4700,34935,2999,41705,2802,55419,2685,136359,7808,11069,2054,14163,2106,62208,4482,30290,3143,8577,1577,3340,1105,2445,685,4267,1104,70427,5133,4449,947,7553,1784,32841,3600,15657,1853,4875,970,1721,610,1397,553,1934,479,33775,3949,3926,958,5537,1542,13046,2456,6117,1439,2426,846,645,287,535,364,1543,491,19109,2349,2554,941,2917,1100,7655,1574,4047,881,885,499,336,229,484,334,231,170,54183,3413,569,310,686,365,16874,2235,17796,2182,7006,1209,2405,773,2329,655,6518,1277,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,397033,5412,14525,1542,37523,2389,185350,3155,91960,2426,33464,2162,9263,1357,9823,1194,15125,1528,318734,5922,9554,1218,27502,2541,150182,3675,76182,2818,27698,2096,7571,1128,7901,1159,12144,1379,42058,3003,3253,887,6055,1363,19108,2009,8532,1622,2569,766,568,361,905,393,1068,604,8588,1576,283,257,1815,789,3560,866,1721,746,928,485,55,91,96,116,130,162,7159,1598,376,309,1033,517,3520,1035,981,382,489,298,230,190,115,113,415,295,5942,1601,854,673,733,583,2179,763,1297,670,327,269,252,416,168,172,132,151,14552,2167,205,258,385,322,6801,1532,3247,809,1453,690,587,364,638,306,1236,530,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,249865,4239,2754,756,16279,1411,139220,3227,48401,1897,19970,1627,6211,1235,5686,1087,11344,1399,93803,3992,742,435,3134,832,50321,3172,19581,1810,9741,1191,2802,796,2414,681,5068,1096,19246,2459,382,302,693,351,11043,1913,3769,1028,1780,722,652,310,193,162,734,376,94260,4338,1287,500,9089,1390,54321,3576,18248,1985,5314,742,1639,501,1621,587,2741,864,24905,2353,160,218,2238,784,14572,1888,3698,945,1840,635,696,377,652,397,1049,531,6541,1395,85,102,371,292,4073,1056,662,370,268,164,214,182,313,259,555,384,11110,1973,98,76,754,640,4890,1370,2443,698,1027,398,208,175,493,256,1197,510,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7700885,26254,311488,8688,724177,10241,3481080,16254,1800030,13006,655335,12469,187174,5731,209127,8282,332474,9460,6158873,32660,205421,7243,537977,10298,2811459,20040,1487593,15443,532693,11522,155227,5429,171072,7336,257431,8768,851610,19203,66843,5174,117120,6608,395647,13688,164028,7120,54070,3775,13102,1864,14709,1755,26091,3170,138505,8946,10930,2388,18216,3954,56683,5312,29099,3512,10978,1933,3189,990,2863,906,6547,2021,121370,8867,13014,2352,19179,3688,44593,4928,20162,2913,9728,1939,2893,775,3772,1131,8029,1433,151202,7702,12451,1920,21576,2834,64940,6353,28804,3655,12843,1893,2333,850,2548,946,5707,1131,279325,9541,2829,916,10109,2186,107758,6765,70344,4704,35023,3294,10430,1693,14163,1849,28669,2386,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
