GEO_ID,C18004_001E,C18004_001M,C18004_002E,C18004_002M,C18004_003E,C18004_003M,C18004_004E,C18004_004M,C18004_005E,C18004_005M,C18004_006E,C18004_006M,C18004_007E,C18004_007M,C18004_008E,C18004_008M,C18004_009E,C18004_009M,C18004_010E,C18004_010M,C18004_011E,C18004_011M,C18004_012E,C18004_012M,C18004_013E,C18004_013M,C18004_014E,C18004_014M,C18004_015E,C18004_015M,C18004_016E,C18004_016M,C18004_017E,C18004_017M,C18004_018E,C18004_018M,C18004_019E,C18004_019M,C18004_020E,C18004_020M,C18004_021E,C18004_021M,C18004_022E,C18004_022M,C18004_023E,C18004_023M,C18004_024E,C18004_024M,C18004_025E,C18004_025M,C18004_026E,C18004_026M,C18004_027E,C18004_027M,NAME,C18004_001MA,C18004_001EA,C18004_002MA,C18004_002EA,C18004_003EA,C18004_003MA,C18004_004EA,C18004_004MA,C18004_005MA,C18004_005EA,C18004_006MA,C18004_006EA,C18004_007EA,C18004_007MA,C18004_008EA,C18004_008MA,C18004_009EA,C18004_009MA,C18004_010MA,C18004_010EA,C18004_011MA,C18004_011EA,C18004_012MA,C18004_012EA,C18004_013MA,C18004_013EA,C18004_014EA,C18004_014MA,C18004_015EA,C18004_015MA,C18004_016EA,C18004_016MA,C18004_017MA,C18004_017EA,C18004_018MA,C18004_018EA,C18004_019EA,C18004_019MA,C18004_020EA,C18004_020MA,C18004_021EA,C18004_021MA,C18004_022MA,C18004_022EA,C18004_023MA,C18004_023EA,C18004_024MA,C18004_024EA,C18004_025EA,C18004_025MA,C18004_026EA,C18004_026MA,C18004_027MA,C18004_027EA,state
0400000US01,4138008,2743,1985377,3577,344584,3584,6301,1676,338283,4079,1400730,3580,151141,7288,1249589,7872,146565,1667,40413,2186,106152,2486,93498,1411,41248,2384,52250,2271,2152631,3095,326564,4140,5503,1300,321061,4172,1493446,3663,161422,6218,1332024,6906,178667,1398,57565,2800,121102,2673,153954,1160,79944,3096,74010,2938,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,585263,1500,294238,1780,59085,1345,1015,705,58070,1406,215078,1716,16092,1792,198986,2371,13670,705,3189,704,10481,966,6405,489,3195,532,3210,579,291025,1333,57032,1004,365,314,56667,1022,211912,1410,17496,1888,194416,2184,12732,630,4221,625,8511,702,9349,651,4873,865,4476,739,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5353112,2692,2652373,3198,488324,3647,6332,1371,481992,3809,1833391,4074,115876,6605,1717515,7551,192897,1246,38245,2665,154652,3025,137761,1100,44676,2903,93085,2888,2700739,2374,461564,3483,4535,1337,457029,3458,1834436,4195,133588,5555,1700848,7162,214327,1346,44760,3130,169567,3245,190412,1145,74231,3196,116181,3143,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2509749,2279,1216384,3102,208333,2776,5138,1668,203195,3133,851747,3173,94855,4623,756892,5103,95103,1317,28724,2134,66379,2521,61201,1053,27511,1708,33690,1608,1293365,2646,199551,2571,3967,1196,195584,2822,886477,2695,103348,4824,783129,5578,111721,1186,38978,2430,72743,2349,95616,792,47434,2417,48182,2533,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32519278,5861,16051457,6675,3023266,8363,31075,2980,2992191,8626,11433111,9799,637507,15244,10795604,18459,894914,2596,179596,6466,715318,6624,700166,1690,240813,7784,459353,7715,16467821,4123,2888601,8950,26334,2517,2862267,9214,11473196,9456,746070,14230,10727126,16727,1047029,2656,247361,7032,799668,7528,1058995,1916,450997,7973,607998,7958,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4209520,2453,2100210,3577,361930,3290,2662,1007,359268,3292,1543958,3372,84397,4959,1459561,6446,116234,1465,19778,1756,96456,2243,78088,1097,24628,1967,53460,2008,2109310,2739,351189,3375,3385,889,347804,3403,1509546,3490,85927,3756,1423619,5229,128662,1472,27662,1899,101000,2409,119913,1345,47094,2204,72819,2311,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3179291,1237,1533577,1821,265727,2426,2983,847,262744,2603,1083900,2348,53323,4482,1030577,5083,94525,892,15408,1466,79117,1579,89425,552,25824,1586,63601,1682,1645714,1325,255547,2278,1931,758,253616,2473,1131538,2943,64766,4142,1066772,4911,116756,760,21482,1819,95274,1895,141873,716,50479,2465,91394,2534,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,760844,915,366976,953,60428,912,624,247,59804,926,259566,1407,17583,1793,241983,2084,27357,551,5497,834,21860,874,19625,527,5921,1034,13704,1027,393868,752,58355,1170,391,441,57964,1289,275704,1312,22907,2276,252797,2664,31199,518,7339,985,23860,1030,28610,368,10213,1151,18397,1176,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,476235,659,222414,661,31751,621,355,290,31396,667,165999,999,9372,1708,156627,1894,13869,379,1666,528,12203,646,10795,383,3342,768,7453,742,253821,578,32322,851,116,133,32206,877,183669,761,13639,1968,170030,1983,18040,353,3809,766,14231,808,19790,448,8140,1058,11650,1078,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16223530,5165,7859690,8230,1259321,6192,15218,2401,1244103,6451,5325666,7920,386220,10309,4939446,13808,693610,2342,140776,4813,552834,5384,581093,2510,188558,5545,392535,5488,8363840,6175,1203951,6010,14981,2408,1188970,6297,5553379,6540,448373,11593,5105006,13719,795650,2205,171960,4918,623690,4982,810860,2114,308507,7938,502353,7959,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
