GEO_ID,B24081_001E,B24081_001M,B24081_002E,B24081_002M,B24081_003E,B24081_003M,B24081_004E,B24081_004M,B24081_005E,B24081_005M,B24081_006E,B24081_006M,B24081_007E,B24081_007M,B24081_008E,B24081_008M,B24081_009E,B24081_009M,B24081_010E,B24081_010M,NAME,B24081_001EA,B24081_001MA,B24081_002EA,B24081_002MA,B24081_003MA,B24081_003EA,B24081_004MA,B24081_004EA,B24081_005MA,B24081_005EA,B24081_006MA,B24081_006EA,B24081_007MA,B24081_007EA,B24081_008EA,B24081_008MA,B24081_009MA,B24081_009EA,B24081_010MA,B24081_010EA,state
0400000US31,26448,340,26031,373,25700,361,36193,3841,25994,1286,30960,1096,31960,1416,44348,1833,19645,1362,8412,3790,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,30510,268,28902,510,28235,539,50443,4561,29892,2576,42890,1926,41161,2878,45472,2850,28061,3127,15067,12920,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,32750,679,32548,768,32083,527,50239,3454,31487,1421,36177,1214,34507,2045,46450,2025,26587,2003,5407,3325,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,38437,550,36885,374,36136,364,56341,2797,36530,926,44151,968,47191,1584,49998,1466,31599,1170,17637,6250,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,24525,526,22153,483,21646,459,35797,3001,26948,1538,28575,1874,30950,1051,44467,3304,20850,1107,9513,7770,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,33285,293,31604,204,31062,197,50357,1025,32469,539,41719,365,43140,764,47649,1288,25652,676,11844,1359,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,26950,189,26245,223,25795,227,41208,1277,28976,1223,30594,534,31357,664,42354,1358,20870,629,16157,6864,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,25464,527,24061,621,23619,626,39868,5414,24897,1458,29624,1854,32684,1853,39771,4284,23587,1927,10118,5779,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,29728,277,28346,305,27841,301,41946,1514,30142,551,36638,557,36239,721,46559,1183,22359,927,11481,2161,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,25379,305,24578,425,24091,435,36593,1981,22886,1554,28305,898,29559,983,42344,1532,21244,882,9338,1479,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,27661,531,26836,416,26288,415,41484,1472,28245,1242,35956,1486,34098,1730,46964,1850,20894,750,10548,4596,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,30338,164,29231,278,28621,272,48240,2544,29962,583,36524,523,38116,1211,47309,1114,23447,1054,12365,1851,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,32169,543,30734,568,30176,671,49722,5291,33660,1686,42207,2269,45634,2090,57931,6270,27274,2265,12154,20136,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,26448,254,25997,305,25550,305,42105,2499,25909,1154,28501,1254,30278,1076,42017,2530,21768,1040,9592,5397,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,24814,362,23575,525,23032,551,42103,3465,27265,1727,27099,1375,27068,1920,39729,2948,22140,1603,7798,3645,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,26966,189,25979,222,25667,223,46831,6231,28287,1262,32004,589,29951,1014,46171,1599,25385,1041,8674,4727,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,27184,178,26499,213,26041,219,45836,2221,26337,518,32150,557,31725,443,45309,975,21461,415,10953,2068,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,25767,363,24989,477,24011,517,46240,4103,25136,1574,29456,1542,31255,1560,43661,1603,17665,2263,11828,7649,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,28879,768,28016,865,27267,587,43098,6618,30660,1605,29681,3242,37704,2996,46186,3328,22242,1450,5456,6366,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,33149,391,30972,253,30422,268,50675,1033,35824,837,35789,558,33266,1093,63632,2158,23813,1738,10606,4736,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,31756,274,30776,310,30208,329,48569,2144,31748,1135,39038,1652,36784,881,47258,1304,23321,1535,10540,3761,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,25259,460,23603,616,23143,638,39750,8577,23778,1045,30987,1088,30528,1063,46653,1996,17319,1865,8403,4201,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,30007,197,29310,324,28778,332,41678,1339,29795,826,36672,564,35518,1183,43197,2492,21861,526,10005,1876,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,26472,819,25540,1044,24977,1177,40312,6016,25012,3117,29949,2584,34234,2142,42311,7401,21801,1571,8792,3342,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,15496,226,13539,262,13324,256,20022,1941,15970,1065,14480,481,22986,342,28337,4242,11417,502,4070,2724,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
