GEO_ID,B20004_001E,B20004_001M,B20004_002E,B20004_002M,B20004_003E,B20004_003M,B20004_004E,B20004_004M,B20004_005E,B20004_005M,B20004_006E,B20004_006M,B20004_007E,B20004_007M,B20004_008E,B20004_008M,B20004_009E,B20004_009M,B20004_010E,B20004_010M,B20004_011E,B20004_011M,B20004_012E,B20004_012M,B20004_013E,B20004_013M,B20004_014E,B20004_014M,B20004_015E,B20004_015M,B20004_016E,B20004_016M,B20004_017E,B20004_017M,B20004_018E,B20004_018M,NAME,B20004_001EA,B20004_001MA,B20004_002MA,B20004_002EA,B20004_003MA,B20004_003EA,B20004_004MA,B20004_004EA,B20004_005MA,B20004_005EA,B20004_006EA,B20004_006MA,B20004_007EA,B20004_007MA,B20004_008MA,B20004_008EA,B20004_009MA,B20004_009EA,B20004_010MA,B20004_010EA,B20004_011EA,B20004_011MA,B20004_012EA,B20004_012MA,B20004_013MA,B20004_013EA,B20004_014MA,B20004_014EA,B20004_015MA,B20004_015EA,B20004_016MA,B20004_016EA,B20004_017EA,B20004_017MA,B20004_018EA,B20004_018MA,state
0400000US01,27692,485,17260,554,22223,392,27539,664,40842,683,48502,1876,35116,555,21804,548,30546,502,35752,626,51282,1220,68116,3527,21172,357,11970,485,16546,346,22145,513,32717,1024,40868,666,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,35863,610,20842,2293,28717,1987,35517,889,45875,1372,60823,2605,43388,2051,26722,4476,34775,2042,43148,3100,52723,3354,73825,4779,29949,1495,12364,5370,21200,1603,30172,1719,36181,2920,50024,4506,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,31205,259,18223,657,25621,376,32074,397,42399,843,51534,858,35904,402,21529,678,29538,995,38329,1215,51401,785,67143,3671,26363,402,12922,954,21181,675,27089,554,35889,798,42574,1245,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,25762,310,16641,499,22241,414,26462,559,37918,1470,46148,1668,30703,374,20281,855,27142,645,32290,876,45523,1503,55809,3473,21302,368,11710,628,17316,525,21893,692,32394,868,41016,854,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35164,133,18163,258,27217,251,35861,227,50388,261,67740,1088,40787,139,21786,220,32270,302,42188,254,60402,379,81730,807,28878,315,12687,288,21893,252,30032,349,41702,292,55527,909,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,33471,465,20575,606,26649,522,31974,326,41987,499,54953,1980,40490,414,22667,1362,32038,683,39189,1090,51433,690,70580,2085,27263,343,15525,1241,21727,588,25967,549,35158,667,42433,1460,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,40361,250,22483,1030,31475,418,37263,726,51778,574,67476,1931,48396,1165,26959,1340,37370,1019,46177,1172,66235,1249,85172,2506,32273,392,18328,1688,24998,838,30984,640,41478,876,54844,2145,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,35287,897,21102,1672,29069,1154,35644,1053,45020,2804,60496,2415,41939,750,24242,1619,36505,1299,43196,3029,54084,4147,75398,5935,28832,1039,14727,3079,22475,1205,29788,1225,37310,2120,50986,1624,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,40179,1196,20287,1368,25646,1355,33065,3506,49246,2728,69567,4308,41380,1425,21309,2200,26194,1302,35386,3871,50205,3885,80551,5313,38461,1705,18880,1918,24656,2584,31778,3016,48183,3274,60824,3167,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,29942,233,17455,293,24390,317,30564,207,40851,344,52448,797,34265,347,20988,299,28872,491,35674,407,50134,814,65019,2297,24767,234,13062,447,20226,290,25873,302,34411,605,42995,1318,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,31594,193,19367,673,25538,326,31653,292,45335,593,54563,1495,37208,339,22087,467,30948,418,40002,938,55673,1374,69155,3505,25943,222,13563,705,20299,420,25829,364,36607,612,48535,1141,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
