GEO_ID,B17020H_001E,B17020H_001M,B17020H_002E,B17020H_002M,B17020H_003E,B17020H_003M,B17020H_004E,B17020H_004M,B17020H_005E,B17020H_005M,B17020H_006E,B17020H_006M,B17020H_007E,B17020H_007M,B17020H_008E,B17020H_008M,B17020H_009E,B17020H_009M,B17020H_010E,B17020H_010M,B17020H_011E,B17020H_011M,B17020H_012E,B17020H_012M,B17020H_013E,B17020H_013M,B17020H_014E,B17020H_014M,B17020H_015E,B17020H_015M,B17020H_016E,B17020H_016M,B17020H_017E,B17020H_017M,NAME,B17020H_001EA,B17020H_001MA,B17020H_002EA,B17020H_002MA,B17020H_003EA,B17020H_003MA,B17020H_004MA,B17020H_004EA,B17020H_005MA,B17020H_005EA,B17020H_006EA,B17020H_006MA,B17020H_007EA,B17020H_007MA,B17020H_008EA,B17020H_008MA,B17020H_009MA,B17020H_009EA,B17020H_010MA,B17020H_010EA,B17020H_011EA,B17020H_011MA,B17020H_012EA,B17020H_012MA,B17020H_013EA,B17020H_013MA,B17020H_014MA,B17020H_014EA,B17020H_015MA,B17020H_015EA,B17020H_016MA,B17020H_016EA,B17020H_017EA,B17020H_017MA,state
0400000US01,3085400,2408,344741,15083,27415,2774,4400,1040,31340,3045,30605,3990,206986,10003,21476,1872,22519,2056,2740659,15171,151153,2923,32087,2876,184604,5079,209007,5356,1750045,10002,238101,2009,175662,2114,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,425327,1409,31824,3514,1765,634,632,396,3419,1072,2759,732,21112,2367,903,433,1234,413,393503,4096,24532,1120,5680,1064,32092,1994,32870,1904,269677,2414,18305,549,10347,497,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3495201,3831,289152,16476,21727,5134,3661,1109,19989,3173,20832,3074,183515,9650,17734,2092,21694,2176,3206049,16840,170759,5001,33521,2835,210393,6858,231054,6259,1979937,9806,316232,2094,264153,2177,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2073973,2581,276932,11963,26254,3124,3359,748,26840,3041,28018,2724,155619,7158,17665,2048,19177,1863,1797041,12218,97362,2996,20397,2400,122220,5107,135007,3720,1138925,7401,163553,2125,119577,1896,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,15234846,10855,1137875,32580,68064,5935,12565,2670,73912,8073,90995,8087,757495,20850,53095,4057,81749,4683,14096971,34182,715741,6430,138360,5877,914786,13095,1053163,14258,9031303,22085,1123560,4397,1120058,4736,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3276212,3117,255289,12999,20049,3113,2691,737,21197,3337,17240,2473,167310,8738,11359,1638,15443,2343,3020923,13380,180804,3432,36498,2952,217166,4985,238100,5296,1999307,8791,193235,1676,155813,2460,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2550359,3155,120616,9899,6511,1291,1618,670,7734,2576,8847,1921,72043,7071,7977,1524,15886,2073,2429743,9897,127534,1597,25232,2190,178873,4420,198938,4970,1529844,6863,172247,1510,197075,2086,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,568866,1325,39762,4428,2506,1012,74,87,2661,932,3726,1036,25308,2861,2727,752,2760,748,529104,4590,28365,1042,6010,1290,34654,1828,38095,1675,336729,2905,45753,752,39498,748,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,152551,1645,12204,2621,744,759,151,243,210,278,345,331,9218,1660,825,678,711,381,140347,2830,6105,829,1125,481,3565,629,3373,673,110916,1810,8039,678,7224,381,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10732837,8166,926135,28744,56938,6074,11848,2115,61356,6072,79687,6430,553679,17965,73508,4386,89119,5822,9806702,28728,457446,6672,97256,5107,602456,11867,682843,11558,5838318,17042,1065106,4539,1063277,5878,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5253365,5176,462878,20078,37599,4038,5566,1249,38893,4526,38252,4445,284617,12224,27115,2466,30836,2529,4790487,20972,301082,4169,58903,4465,351698,7854,383292,7546,3129097,12678,339207,2836,227208,2831,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,283207,1174,22133,2886,1037,562,157,199,637,345,1120,598,17280,2419,886,316,1016,426,261074,3144,13835,601,3304,749,12508,1297,13002,1176,181895,2463,17365,316,19165,511,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1207673,1980,143783,8936,14561,1823,2453,712,12904,2270,13090,2112,88678,5688,5167,1137,6930,1311,1063890,9037,69807,1915,12882,1224,79930,3507,94611,3178,669032,5741,76295,1194,61333,1365,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8147977,5002,595315,21479,48401,4627,6810,1101,48465,4813,43929,4242,371954,12537,30463,3234,45293,3404,7552662,21213,424405,4839,88520,4732,539003,8217,609667,7453,4804093,12869,552045,3211,534929,3514,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5106406,4727,506955,16712,47386,4287,8477,1436,50226,4299,48250,4079,302313,9949,20706,1837,29597,2211,4599451,17868,277611,4378,58528,3822,354523,7185,395274,6912,2897389,9958,325548,1935,290578,2213,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2612338,2367,246609,10309,21728,2505,3466,1094,17867,2456,20836,2832,153177,6116,11009,1460,18526,1575,2365729,10399,130189,2733,23400,2212,164738,4614,189988,3567,1496441,6008,181230,1465,179743,1617,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2165222,2878,201858,10316,20670,3036,2413,682,15942,2467,13722,1869,129385,6409,6636,1139,13090,1381,1963364,10828,114960,3365,23030,1678,142826,3308,162150,3445,1235702,6468,145353,1219,139343,1605,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3595541,3137,572544,18244,53343,4750,9505,1957,57268,4818,53497,3710,340640,10489,29991,2731,28300,2575,3022997,18797,169805,4630,33970,2558,211091,5773,230200,4595,1972584,10584,232552,2716,172795,2630,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2707325,3027,310896,15404,23360,2697,3839,863,24776,3589,25645,3369,197339,9335,17487,1646,18450,2148,2396429,15724,141013,2826,26800,2368,167823,5304,189764,4895,1540464,9289,181032,1785,149533,2173,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1224366,2057,147076,8378,12577,2078,1659,530,13350,1831,13294,1885,87554,5155,8271,1580,10371,1343,1077290,8542,48899,2055,10399,1388,67291,2510,83333,2860,707526,5081,84274,1580,75568,1343,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3217737,3666,166527,11945,13556,2895,1386,706,11792,2585,15370,4220,100335,6130,9753,1566,14335,1619,3051210,12177,173203,3128,35132,2823,216612,5373,257390,5570,1942849,6213,216195,1588,209829,1622,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4919085,8043,354013,16437,20230,3199,6069,1590,28323,4290,26391,3262,214165,11003,20933,2377,37902,3215,4565072,17306,254407,3508,50100,3246,307292,5904,356655,6146,2929541,11897,319455,2391,347622,3199,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7676655,5545,739254,18047,63114,4471,12196,1591,66363,4790,66735,3895,458387,12190,29478,2534,42981,3135,6937401,17947,391439,4642,77275,3790,516725,7371,580191,7391,4405148,12309,486468,2542,480155,3119,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4288708,5291,295602,11214,20086,2256,3110,691,20905,2464,23178,2589,184140,7053,15196,1621,28987,1807,3993106,12397,232786,2300,42205,2251,286539,5015,328368,5758,2593523,7721,267436,1626,242249,1804,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1689699,1930,203500,10891,17196,2276,2608,861,17404,2590,19760,3121,120524,6401,12123,1602,13885,1591,1486199,10934,87122,2721,16836,2109,103539,3948,111145,3809,944992,6403,131094,1986,91471,1758,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4656956,3720,509975,18448,47264,3962,7522,1526,47246,4992,46573,4505,307015,12016,22691,2136,31664,2509,4146981,18829,235289,4273,46404,3082,289613,6569,326307,6244,2653029,12103,325086,2171,271253,2535,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,809810,1171,103699,7764,7349,1602,1756,746,8955,1524,10314,1736,65503,4848,4129,794,5693,1005,706111,7755,35665,1659,6445,1218,43360,2204,52900,2224,461836,4863,58649,794,47256,1006,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1454199,1627,119360,6495,10394,1368,1413,511,9819,1624,9141,1537,70951,4159,6361,981,11281,1222,1334839,6860,82271,1501,16810,1400,96085,3093,108262,2570,843542,4320,96152,964,91717,1277,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1415635,3039,113202,8516,7931,1707,1012,500,7473,2078,6518,1665,74475,5617,7830,1705,7963,1349,1302433,8989,64896,2180,13458,1947,86911,3418,99571,3757,842021,5720,115079,1689,80497,1353,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1191118,2022,83153,7093,7596,1753,1225,655,6310,1399,8264,1726,49049,4099,4221,910,6488,1285,1107965,7590,56772,2010,10207,1475,84663,3085,98124,3078,720343,4299,74381,910,63475,1285,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5362634,4917,252209,14103,13900,1975,3812,1176,19747,2902,21322,3076,144868,9144,19925,2803,28635,3310,5110425,14213,283056,2166,61422,4199,388346,7137,417656,6902,3161815,9638,372194,2820,425936,3282,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
