GEO_ID,B14001G_001E,B14001G_001M,B14001G_002E,B14001G_002M,B14001G_003E,B14001G_003M,B14001G_004E,B14001G_004M,B14001G_005E,B14001G_005M,B14001G_006E,B14001G_006M,B14001G_007E,B14001G_007M,NAME,B14001G_001EA,B14001G_001MA,B14001G_002EA,B14001G_002MA,B14001G_003MA,B14001G_003EA,B14001G_004MA,B14001G_004EA,B14001G_005MA,B14001G_005EA,B14001G_006EA,B14001G_006MA,B14001G_007EA,B14001G_007MA,state
0400000US01,43683,4710,16561,2563,2045,694,8957,2028,2608,798,2951,906,27122,2842,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,40025,3627,19424,2368,2350,598,10308,1473,4615,1251,2151,595,20601,2386,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,122614,8331,60731,6201,8404,1425,31931,4250,12807,1947,7589,1526,61883,4285,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,34407,4190,13488,2336,1974,606,7147,1740,2560,791,1807,600,20919,2540,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,981210,21825,504307,15218,72568,5506,229919,11056,107439,6213,94381,5272,476903,13371,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,107188,6374,52589,4395,6933,1390,26106,2792,12243,2023,7307,1433,54599,4258,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,49857,4724,24707,3232,4120,1080,12606,1918,5636,1685,2345,712,25150,2785,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,10425,1819,4583,1298,682,335,2449,951,738,377,714,429,5842,1098,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,7357,1831,2973,1156,552,409,954,640,464,278,1003,466,4384,1165,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,255553,13773,110288,8382,19497,3052,50808,5364,20894,3310,19089,2315,145265,8906,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,107591,8174,47510,4948,10174,1920,20029,2664,8880,1963,8427,1489,60081,5590,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,240851,12563,102892,6718,14768,2511,48179,3761,24794,2535,15151,2431,137959,7671,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,25509,2957,11697,1999,849,465,5967,1265,3536,989,1345,662,13812,1889,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,163166,8160,85341,5443,16088,2053,38529,3689,16401,2209,14323,2191,77825,5190,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,79319,6505,36650,3980,5632,1354,19132,2436,7003,1499,4883,1302,42669,3698,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,27031,3386,12998,2347,1924,603,6945,1554,2426,752,1703,605,14033,1740,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,51916,3900,25195,2817,3971,802,10754,1703,5481,1210,4989,1276,26721,2183,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,38380,3518,18319,2317,2839,778,10037,1756,3038,952,2405,772,20061,2510,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,43988,4690,19138,3226,2599,866,10118,2057,3052,997,3369,1025,24850,2551,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12076,1539,4825,965,481,215,1985,600,1007,503,1352,625,7251,1166,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,83867,5967,41790,4732,7279,1614,19870,3117,7332,1575,7309,1305,42077,4054,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,78773,6953,36882,3942,6108,1446,17238,2143,7778,1412,5758,1285,41891,4587,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,139051,9877,66488,7409,9986,1919,33836,4409,13061,2825,9605,1629,72563,4490,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,64567,4814,35752,3801,5732,1360,17374,2539,8131,1699,4515,1220,28815,2713,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,21751,4253,9146,2282,1772,917,5354,1535,705,471,1315,580,12605,2724,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,74794,5727,33041,4392,4909,1253,16282,3091,7825,1623,4025,1008,41753,3457,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14723,2262,5506,1220,791,403,2412,738,1614,633,689,422,9217,1553,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,22942,3017,12753,2153,2167,669,7038,1768,2133,773,1415,637,10189,1556,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,66866,6989,31828,5144,3902,1428,15908,3049,7087,1730,4931,1247,35038,3980,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,11432,1649,5910,1157,1375,536,2859,639,1029,404,647,526,5522,1071,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,110856,7480,50600,4872,9699,1710,26321,3759,8175,1372,6405,1577,60256,4757,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,54378,5330,27441,3797,4114,1290,11096,1880,6425,1381,5806,1360,26937,2934,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
