GEO_ID,B10057_001E,B10057_001M,B10057_002E,B10057_002M,B10057_003E,B10057_003M,B10057_004E,B10057_004M,B10057_005E,B10057_005M,B10057_006E,B10057_006M,B10057_007E,B10057_007M,B10057_008E,B10057_008M,B10057_009E,B10057_009M,B10057_010E,B10057_010M,B10057_011E,B10057_011M,B10057_012E,B10057_012M,B10057_013E,B10057_013M,B10057_014E,B10057_014M,B10057_015E,B10057_015M,B10057_016E,B10057_016M,B10057_017E,B10057_017M,B10057_018E,B10057_018M,B10057_019E,B10057_019M,NAME,B10057_001EA,B10057_001MA,B10057_002EA,B10057_002MA,B10057_003MA,B10057_003EA,B10057_004MA,B10057_004EA,B10057_005MA,B10057_005EA,B10057_006MA,B10057_006EA,B10057_007MA,B10057_007EA,B10057_008MA,B10057_008EA,B10057_009MA,B10057_009EA,B10057_010MA,B10057_010EA,B10057_011MA,B10057_011EA,B10057_012MA,B10057_012EA,B10057_013MA,B10057_013EA,B10057_014EA,B10057_014MA,B10057_015EA,B10057_015MA,B10057_016EA,B10057_016MA,B10057_017MA,B10057_017EA,B10057_018MA,B10057_018EA,B10057_019EA,B10057_019MA,state
0400000US13,193219,8097,119975,7476,61732,5640,26209,4098,16000,3005,10209,2063,35523,4522,29554,4324,5969,1425,58243,5371,73244,4883,31457,2958,12638,1892,7311,1521,5327,1175,18819,2535,13357,2251,5462,1154,41787,3871,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,53462,4007,37852,3730,10718,2119,3585,1228,2830,1158,755,353,7133,1628,4598,1273,2535,905,27134,3113,15610,2057,3515,997,1756,786,842,496,914,571,1759,664,947,487,812,453,12095,1637,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,19735,2457,13194,2084,7704,1684,3750,1046,2144,768,1606,631,3954,1342,3200,1225,754,390,5490,1324,6541,1400,2541,854,1332,594,771,474,561,326,1209,546,941,492,268,232,4000,1004,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,239281,9398,143590,8510,63762,4736,21139,2874,12146,2004,8993,1613,42623,4439,32299,4227,10324,1557,79828,6575,95691,4586,35612,2971,11111,1526,6286,1251,4825,992,24501,2631,16363,2346,8138,1478,60079,4006,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,98394,7031,66934,5988,37333,4418,16859,3651,11305,2946,5554,1417,20474,2693,15974,2496,4500,1291,29601,3850,31460,2980,11627,1737,4115,1260,2747,1117,1368,555,7512,1267,5114,1075,2398,700,19833,2064,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,31131,3486,22138,2842,13277,2611,5621,1278,3490,1029,2131,710,7656,2399,6511,2349,1145,475,8861,1646,8993,1571,3421,969,1397,746,948,576,449,345,2024,579,1561,538,463,352,5572,895,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,39372,3330,26795,3026,14608,2549,4924,1336,3242,970,1682,702,9684,2130,8323,1981,1361,852,12187,1789,12577,1673,4365,983,1807,556,585,321,1222,539,2558,792,1970,659,588,351,8212,1456,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,82199,5036,57441,4424,34557,3492,18743,2809,12061,2213,6682,1502,15814,2417,12912,2219,2902,873,22884,3085,24758,2523,9615,1538,4397,935,2907,887,1490,524,5218,1294,3995,1169,1223,575,15143,2061,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,115164,6745,69367,6111,41405,5079,15523,2589,10309,2250,5214,1246,25882,4295,20076,3843,5806,1608,27962,3304,45797,3845,22168,2560,7823,1557,3995,1203,3828,966,14345,2324,10362,2066,3983,901,23629,2886,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13410,2045,8553,1686,3943,1100,2403,939,1225,699,1178,550,1540,605,1212,515,328,227,4610,1375,4857,1073,1249,566,468,264,235,205,233,156,781,512,676,486,105,149,3608,980,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,117654,7778,70453,6029,30276,2980,11840,2330,5737,1625,6103,1738,18436,2215,13840,1986,4596,1321,40177,5033,47201,3671,13848,1639,4981,1276,2155,715,2826,1009,8867,1382,6437,1288,2430,682,33353,3350,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,98304,8122,58861,6160,20472,3033,6978,1893,4032,1675,2946,822,13494,2668,9861,2494,3633,1287,38389,4956,39443,3817,7505,1500,2663,652,1094,410,1569,534,4842,1357,2783,1206,2059,770,31938,3398,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,154402,7868,90854,6941,47986,4782,16260,2414,9587,1740,6673,1310,31726,4070,25633,3679,6093,1073,42868,4409,63548,3657,21854,2496,8495,1444,4185,1049,4310,1025,13359,1847,8816,1491,4543,1034,41694,2734,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,49719,4010,32209,3494,13823,1930,5617,1382,3650,1194,1967,592,8206,1456,6711,1388,1495,494,18386,2984,17510,1990,6232,1303,2514,830,1713,652,801,391,3718,1154,3027,1058,691,321,11278,1500,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,89412,5974,56261,5589,36798,4567,16320,2775,10311,2326,6009,1392,20478,3462,15451,2891,5027,1794,19463,3074,33151,3195,16766,1915,5944,1267,3282,939,2662,827,10822,1586,8658,1471,2164,696,16385,2229,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,99482,6801,62932,6129,34102,3859,17518,2938,10594,2437,6924,1413,16584,2472,13080,2129,3504,1091,28830,4245,36550,3444,14641,2590,5477,1137,3287,948,2190,521,9164,2203,6152,2103,3012,825,21909,2371,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,12088,1769,7938,1514,4950,1095,2252,768,1342,521,910,437,2698,878,1519,584,1179,711,2988,1050,4150,980,1844,647,577,295,349,240,228,174,1267,587,1027,571,240,175,2306,737,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,18818,2297,12334,1883,6388,1348,2504,864,1721,710,783,409,3884,1221,3201,1151,683,421,5946,1202,6484,984,2281,742,1052,567,726,504,326,230,1229,485,952,469,277,202,4203,854,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,51473,4210,33041,3643,16232,2649,5206,1460,2489,906,2717,1071,11026,2439,8065,2318,2961,893,16809,2508,18432,2656,5266,1314,1491,601,748,512,743,340,3775,1041,2033,692,1742,940,13166,2255,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,16732,2317,10408,2016,3577,1151,863,447,462,323,401,277,2714,1051,1677,702,1037,696,6831,1601,6324,1269,1825,723,745,445,588,428,157,154,1080,534,896,512,184,139,4499,1000,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,169052,8505,102320,7311,37238,4758,11410,2266,5381,1350,6029,1554,25828,3741,18456,3270,7372,1788,65082,6633,66732,4283,19902,2396,7122,1255,3299,790,3823,990,12780,2001,8602,1864,4178,978,46830,3657,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,48087,4319,30109,3944,17825,3056,7794,1972,4836,1457,2958,968,10031,2087,7625,1671,2406,995,12284,2031,17978,2370,8170,1866,3636,1250,2458,1020,1178,602,4534,1244,3366,1062,1168,597,9808,1504,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,368942,11536,224498,10242,84708,6708,26716,4246,15687,3407,11029,2408,57992,5293,41598,5050,16394,2494,139790,8795,144444,6377,39154,3109,12578,1908,5036,1106,7542,1467,26576,2819,15774,2012,10802,2120,105290,6164,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,165345,7705,107930,7257,59239,5734,29678,4125,19050,3077,10628,2298,29561,3599,24239,3541,5322,1327,48691,4981,57415,3821,22910,2517,10669,1709,6557,1396,4112,1030,12241,1991,8472,1791,3769,1137,34505,2793,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5083,1096,3359,1031,2021,720,911,429,629,391,282,152,1110,600,1042,595,68,65,1338,676,1724,445,777,281,389,218,198,160,191,143,388,167,242,133,146,132,947,373,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,189401,8204,118956,7880,61109,5089,28231,3616,20487,3136,7744,1417,32878,3386,24947,2932,7931,1595,57847,5037,70445,4363,27016,2714,13311,1784,7350,1333,5961,1297,13705,1968,9953,1603,3752,793,43429,3368,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,71850,4387,50970,4098,34818,3486,17027,2661,10438,2269,6589,1220,17791,2459,14833,2210,2958,890,16152,2682,20880,2151,9612,1543,4251,929,1974,664,2277,796,5361,1062,3282,861,2079,645,11268,1692,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,51852,4240,36799,3584,19925,2558,9011,1808,6033,1472,2978,1073,10914,1802,8339,1728,2575,782,16874,2269,15053,1928,5095,1210,2376,948,1100,675,1276,616,2719,750,1356,563,1363,562,9958,1549,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,197705,9208,116676,6944,54436,3783,21643,2676,12559,2130,9084,1457,32793,3259,25619,2798,7174,1425,62240,5045,81029,5009,23264,2679,9366,1637,5151,1202,4215,938,13898,2210,9530,1975,4368,989,57765,4588,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,15705,2586,10305,2383,2408,1047,670,579,556,496,114,175,1738,877,1738,877,0,284,7897,2230,5400,1264,1396,755,647,472,454,430,193,209,749,510,639,493,110,128,4004,997,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,90978,5706,55023,4522,31181,3292,13944,1907,6809,1414,7135,1501,17237,2672,13766,2355,3471,1066,23842,2900,35955,3285,16476,1912,7341,1408,3505,1164,3836,868,9135,1412,6530,1436,2605,775,19479,2557,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8132,1397,5518,1220,3642,1008,1316,530,690,404,626,398,2326,837,1965,742,361,345,1876,729,2614,651,1558,576,596,293,184,132,412,247,962,505,780,467,182,166,1056,341,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,124366,7545,80431,6630,46492,5023,23132,3482,15372,2885,7760,1667,23360,3373,19674,3348,3686,885,33939,4346,43935,4249,21889,3176,9297,1978,5770,1935,3527,842,12592,2468,10020,2163,2572,732,22046,2183,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,584885,18665,402208,15327,208150,11738,68859,5746,43230,4710,25629,2825,139291,9595,112139,9113,27152,3413,194058,9325,182677,7814,71394,4358,27247,2587,15020,2327,12227,1498,44147,3601,30700,2799,13447,2265,111283,6249,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,43998,3725,33099,3505,15349,2251,4756,1307,2588,923,2168,904,10593,1781,7779,1520,2814,988,17750,2220,10899,1484,3877,888,1240,583,574,456,666,325,2637,699,1502,624,1135,422,7022,1111,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6334,1051,3927,1042,1565,654,808,549,632,486,176,223,757,462,632,440,125,128,2362,880,2407,620,595,282,170,157,123,145,47,62,425,264,343,223,82,134,1812,535,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,132669,7444,80422,5937,38562,4146,16595,3181,9764,2400,6831,1406,21967,2680,16694,2626,5273,1131,41860,4219,52247,3995,17896,2517,7779,1781,3868,1196,3911,1122,10117,1727,6312,1364,3805,924,34351,3332,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,85051,5517,53147,4630,23476,2780,11168,1914,5578,1243,5590,1257,12308,2034,9451,1818,2857,840,29671,3780,31904,3292,9491,1549,3713,1001,2613,926,1100,415,5778,1205,4143,1057,1635,503,22413,2876,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,29718,2883,21005,2641,12416,2097,6309,1501,4374,1267,1935,640,6107,1431,4096,1040,2011,967,8589,1430,8713,1383,4001,908,1524,713,827,497,697,439,2477,573,1473,514,1004,424,4712,1017,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,61176,4267,39534,3581,19335,2781,7637,1736,5364,1601,2273,731,11698,1923,10199,1807,1499,521,20199,2392,21642,2173,8515,1153,2864,762,1741,582,1123,471,5651,1102,3995,917,1656,549,13127,1865,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,7045,1330,5141,1236,3281,1036,2039,792,1602,757,437,225,1242,590,972,508,270,271,1860,720,1904,601,612,357,173,185,128,168,45,75,439,298,345,261,94,113,1292,473,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,131355,6766,85908,6130,46628,4406,15177,2154,8293,1568,6884,1487,31451,3542,20037,2966,11414,1708,39280,3629,45447,3268,19394,2253,4219,1177,2177,919,2042,683,15175,1912,9939,1387,5236,1169,26053,2352,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
