GEO_ID,B25087_001E,B25087_001M,B25087_002E,B25087_002M,B25087_003E,B25087_003M,B25087_004E,B25087_004M,B25087_005E,B25087_005M,B25087_006E,B25087_006M,B25087_007E,B25087_007M,B25087_008E,B25087_008M,B25087_009E,B25087_009M,B25087_010E,B25087_010M,B25087_011E,B25087_011M,B25087_012E,B25087_012M,B25087_013E,B25087_013M,B25087_014E,B25087_014M,B25087_015E,B25087_015M,B25087_016E,B25087_016M,B25087_017E,B25087_017M,B25087_018E,B25087_018M,B25087_019E,B25087_019M,B25087_020E,B25087_020M,B25087_021E,B25087_021M,B25087_022E,B25087_022M,B25087_023E,B25087_023M,B25087_024E,B25087_024M,B25087_025E,B25087_025M,B25087_026E,B25087_026M,B25087_027E,B25087_027M,B25087_028E,B25087_028M,B25087_029E,B25087_029M,NAME,B25087_001EA,B25087_001MA,B25087_002MA,B25087_002EA,B25087_003MA,B25087_003EA,B25087_004MA,B25087_004EA,B25087_005MA,B25087_005EA,B25087_006EA,B25087_006MA,B25087_007EA,B25087_007MA,B25087_008MA,B25087_008EA,B25087_009MA,B25087_009EA,B25087_010MA,B25087_010EA,B25087_011EA,B25087_011MA,B25087_012EA,B25087_012MA,B25087_013MA,B25087_013EA,B25087_014MA,B25087_014EA,B25087_015MA,B25087_015EA,B25087_016MA,B25087_016EA,B25087_017EA,B25087_017MA,B25087_018EA,B25087_018MA,B25087_019MA,B25087_019EA,B25087_020MA,B25087_020EA,B25087_021MA,B25087_021EA,B25087_022EA,B25087_022MA,B25087_023EA,B25087_023MA,B25087_024MA,B25087_024EA,B25087_025MA,B25087_025EA,B25087_026MA,B25087_026EA,B25087_027MA,B25087_027EA,B25087_028EA,B25087_028MA,B25087_029EA,B25087_029MA,state
0400000US01,1261475,13183,763484,12694,467,339,5272,1124,20538,2392,39564,3398,64992,4327,80882,5059,84709,5103,76002,4295,69649,4221,123905,5645,78211,4941,70084,3706,27623,2522,9728,1597,11858,1426,497991,8961,12428,1320,39665,2874,76958,3579,92554,4810,85820,4263,61513,3413,45345,3353,45746,2661,18215,1869,8806,1229,10941,1385,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,147019,3283,104525,3187,156,125,427,148,824,273,708,268,2384,516,2486,621,3567,764,5749,1074,5303,1065,13790,1574,18550,1744,28480,2059,11765,1794,5917,1050,4419,873,42494,2205,1528,363,2259,571,2332,504,3297,615,3429,646,3750,770,4095,823,6038,963,6603,1042,3675,704,5488,1071,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1502457,13503,1065145,13204,809,334,5105,990,10054,1366,21320,1859,37413,3458,52049,3884,64625,4295,81768,4507,90792,4727,217120,7023,165799,6380,178820,6105,70083,3445,32810,2684,36578,2832,437312,8419,23071,2789,26451,2263,43083,3190,63362,3428,63697,3668,58436,3054,45789,3538,57749,3507,27265,2852,12100,1827,16309,1733,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,736825,11065,432085,9252,221,159,4089,1087,8778,1190,28792,3041,46043,3313,51008,3389,55501,4032,51359,3025,37739,3249,62718,3493,34276,2570,31618,2409,10336,1418,4380,1097,5227,1074,304740,6694,7609,1387,21065,2285,42910,3296,53417,2531,52362,3294,42087,3155,28302,2317,31342,1922,13446,1631,6665,1019,5535,951,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7070138,36338,5371404,34180,2105,726,9465,1460,21181,2378,39204,3286,59990,4431,87926,4783,113477,6097,146243,4934,166874,7056,488764,13726,570811,13003,1181911,14963,908022,16211,586189,13630,989242,15632,1698734,14717,40601,3259,54832,4078,107163,5045,162840,5952,187819,7339,174261,6692,159556,6254,261439,6841,187702,5961,116443,5457,246078,6395,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1233695,10904,944408,9968,423,306,1859,508,5775,1277,9411,1216,17470,1842,26876,2551,33428,2265,45491,2951,52548,3569,157214,6465,157861,5593,237205,6856,108532,4731,45328,2876,44987,3045,289287,6657,3079,793,8669,1355,20926,2048,29542,2091,39855,2396,42749,2832,35881,2804,46968,3223,27067,2343,14420,1619,20131,2194,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,919943,9808,659870,9679,334,327,1187,483,2211,685,3384,867,5765,1145,9942,1490,10540,1505,17405,2166,20275,2199,75766,4297,98804,4245,174917,5577,103368,4024,54407,3353,81565,4450,260073,5398,934,335,828,463,1236,451,2996,697,5788,1075,8639,1176,13993,1760,43696,2685,47187,2581,43956,2850,90820,3657,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,229860,4042,159799,3920,15,24,543,285,1682,588,2044,598,4881,1138,5646,1084,9625,1417,11320,1636,10691,1325,34027,2594,24633,1919,33832,2393,12214,1689,5378,927,3268,831,70061,2788,912,390,3187,822,7082,1184,11038,1585,8666,1279,8023,1060,6631,1197,10594,1302,5930,921,3935,922,4063,707,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,105518,3324,79491,2672,42,72,213,179,764,396,517,269,885,331,1456,575,2236,666,3121,824,4156,954,10330,1331,9970,1286,15651,1643,10834,1350,7009,1208,12307,1215,26027,2018,893,452,626,401,698,315,2064,779,2329,643,2606,930,2939,692,3289,894,2801,660,2253,763,5529,964,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4903949,29804,3213520,24943,2044,710,10330,1292,36636,2706,66283,4149,121210,5494,156616,6606,197407,7127,225748,7097,238266,9316,559929,12481,452440,10103,569475,13541,265886,7170,133768,5455,177482,6141,1690429,16973,37272,2974,70412,4351,115361,5658,155145,6799,180143,6761,180481,6272,168717,7127,268808,8144,175896,5687,109750,4511,228444,6688,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
