GEO_ID,B08012_001E,B08012_001M,B08012_002E,B08012_002M,B08012_003E,B08012_003M,B08012_004E,B08012_004M,B08012_005E,B08012_005M,B08012_006E,B08012_006M,B08012_007E,B08012_007M,B08012_008E,B08012_008M,B08012_009E,B08012_009M,B08012_010E,B08012_010M,B08012_011E,B08012_011M,B08012_012E,B08012_012M,B08012_013E,B08012_013M,B08012_014E,B08012_014M,B08012_015E,B08012_015M,B08012_016E,B08012_016M,B08012_017E,B08012_017M,B08012_018E,B08012_018M,B08012_019E,B08012_019M,B08012_020E,B08012_020M,B08012_021E,B08012_021M,B08012_022E,B08012_022M,B08012_023E,B08012_023M,B08012_024E,B08012_024M,B08012_025E,B08012_025M,B08012_026E,B08012_026M,B08012_027E,B08012_027M,B08012_028E,B08012_028M,B08012_029E,B08012_029M,B08012_030E,B08012_030M,B08012_031E,B08012_031M,B08012_032E,B08012_032M,B08012_033E,B08012_033M,B08012_034E,B08012_034M,B08012_035E,B08012_035M,B08012_036E,B08012_036M,B08012_037E,B08012_037M,B08012_038E,B08012_038M,B08012_039E,B08012_039M,NAME,B08012_001MA,B08012_001EA,B08012_002MA,B08012_002EA,B08012_003EA,B08012_003MA,B08012_004MA,B08012_004EA,B08012_005MA,B08012_005EA,B08012_006MA,B08012_006EA,B08012_007MA,B08012_007EA,B08012_008EA,B08012_008MA,B08012_009MA,B08012_009EA,B08012_010MA,B08012_010EA,B08012_011MA,B08012_011EA,B08012_012MA,B08012_012EA,B08012_013MA,B08012_013EA,B08012_014EA,B08012_014MA,B08012_015MA,B08012_015EA,B08012_016MA,B08012_016EA,B08012_017MA,B08012_017EA,B08012_018MA,B08012_018EA,B08012_019EA,B08012_019MA,B08012_020EA,B08012_020MA,B08012_021MA,B08012_021EA,B08012_022MA,B08012_022EA,B08012_023MA,B08012_023EA,B08012_024MA,B08012_024EA,B08012_025EA,B08012_025MA,B08012_026MA,B08012_026EA,B08012_027MA,B08012_027EA,B08012_028MA,B08012_028EA,B08012_029MA,B08012_029EA,B08012_030EA,B08012_030MA,B08012_031MA,B08012_031EA,B08012_032MA,B08012_032EA,B08012_033MA,B08012_033EA,B08012_034MA,B08012_034EA,B08012_035MA,B08012_035EA,B08012_036EA,B08012_036MA,B08012_037MA,B08012_037EA,B08012_038MA,B08012_038EA,B08012_039MA,B08012_039EA,state
0400000US01,1897831,16764,66915,4536,219062,7581,289495,10767,317508,10174,288867,9871,119928,6134,258117,8645,55610,4103,54719,3795,122506,5781,69996,4688,35108,3849,1031894,9505,37006,3319,110896,6105,148444,6655,163368,6867,150729,6961,65441,4572,145899,6471,31147,2726,31312,2781,75534,4171,46043,3814,26075,3156,865937,11172,29909,2621,108166,5584,141051,6402,154140,6483,138138,5484,54487,3636,112218,5543,24463,2926,23407,2549,46972,3766,23953,2280,9033,1800,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,282623,5440,25201,2459,53814,3605,53909,3813,53130,3405,38488,2759,12076,1639,16544,2070,2504,840,5004,1151,9134,1343,7939,1239,4880,943,155910,3437,13780,1732,28443,2525,28885,2693,28057,2252,20088,2072,7155,1258,9618,1397,1337,503,2644,832,6024,1049,5919,1103,3960,759,126713,3208,11421,1598,25371,2561,25024,2430,25073,2299,18400,1751,4921,950,6926,1355,1167,581,2360,664,3110,700,2020,522,920,459,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2471042,15266,77174,6047,254424,10105,337401,10222,377588,11310,375708,10173,154505,7159,379031,14161,69808,4525,101279,6691,188977,8960,110852,6813,44295,4168,1393123,10516,41389,3908,126156,7019,173807,6333,202776,8063,214931,7222,85502,4513,230307,10460,41807,3901,60442,5542,111332,5991,74110,5718,30564,3296,1077919,11343,35785,3563,128268,6553,163594,8444,174812,6677,160777,6798,69003,4650,148724,7490,28001,2645,40837,3570,77645,4967,36742,3037,13731,2516,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1169634,12336,64916,4858,169275,6659,210376,7148,200930,7612,163658,6540,60555,4168,129058,7026,25906,2375,25939,2833,64909,4157,36602,3209,17510,2191,626171,7524,34486,3394,83786,4919,108049,5394,102718,4308,89795,4822,33908,3293,71466,4686,13248,1549,14443,1996,37775,2753,24204,2669,12293,1652,543463,8621,30430,2933,85489,4441,102327,4769,98212,5560,73863,4159,26647,2272,57592,4293,12658,1709,11496,1838,27134,2622,12398,1438,5217,1349,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14884821,38860,395897,11260,1405458,24401,2008243,27155,2260273,26584,2129292,22951,867801,20602,2158882,30676,408546,12407,570017,13927,1167265,23012,1054011,20340,459136,12679,8416297,30862,203195,8683,694311,16809,1068445,20899,1235339,20995,1179961,19142,491683,13492,1279181,22315,236035,10044,348169,10692,698690,16031,669240,14856,312048,9481,6468524,28736,192702,6680,711147,15813,939798,15137,1024934,19181,949331,17045,376118,13795,879701,19414,172511,7536,221848,9015,468575,13042,384771,10977,147088,7116,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2143230,11983,90652,5361,240302,7831,312332,9333,336317,8722,319555,9849,142891,6033,290304,10296,61285,4506,74711,4981,158431,6533,86059,6248,30391,3004,1186584,7613,46215,3923,117438,5223,163607,6963,181037,5865,174681,7580,80325,4213,169692,7831,34897,3554,44428,3899,96508,4836,55465,4503,22291,2637,956646,9982,44437,3469,122864,5866,148725,6240,155280,6160,144874,6523,62566,4030,120612,6742,26388,2571,30283,2679,61923,4220,30594,3396,8100,1161,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1603159,13826,46699,3749,170541,7349,247634,8230,265252,9348,241034,8009,108815,6035,196193,7487,45825,3681,54414,3841,103992,5538,81733,4404,41027,3466,846135,8666,22770,2420,78484,4707,117247,5051,132047,6267,123719,5279,59512,4060,106424,5223,27475,3023,31955,3225,64172,4379,55260,3396,27070,2695,757024,9393,23929,2352,92057,4693,130387,6311,133205,6318,117315,5721,49303,3914,89769,4792,18350,1911,22459,2266,39820,3235,26473,2568,13957,1985,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,382481,5850,10246,1800,40853,3229,56434,3871,68828,3903,67164,4392,25898,2414,42655,3429,10956,1541,11554,1746,23036,2382,17232,2377,7625,1401,201939,3287,5371,1046,22134,2240,28099,2639,35593,2904,35671,3146,12904,1627,21926,2387,5197,1056,5894,1226,12718,1844,10842,1812,5590,1169,180542,4519,4875,1273,18719,2072,28335,2676,33235,2654,31493,2696,12994,1786,20729,2311,5759,1142,5660,1122,10318,1538,6390,1426,2035,591,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,238755,4380,2533,971,10849,1962,19961,2347,30686,2959,36618,2748,17476,2121,51515,4162,8811,1415,13360,2212,27229,2749,15349,2312,4368,1129,120929,2769,1475,639,5767,1592,11013,1759,14961,1927,19095,1866,8848,1530,25689,2963,4258,1056,7007,1574,13844,1865,6496,1561,2476,776,117826,3618,1058,600,5082,1127,8948,1470,15725,1893,17523,1973,8628,1445,25826,2681,4553,1101,6353,1609,13385,1732,8853,1506,1892,605,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7421560,25655,202314,9340,649236,15622,948658,19871,1128136,22916,1116702,17596,457934,13788,1216318,23220,224945,9075,304436,11405,631760,13303,401154,13334,139967,6398,4029010,20671,107328,6623,322565,10671,476475,13275,591139,17043,596232,12585,244161,9244,679886,17139,129584,6726,171847,8131,367216,11702,247682,11220,94895,4488,3392550,20747,94986,5460,326671,11604,472183,11870,536997,12974,520470,11667,213773,9124,536432,12421,95361,5201,132589,6625,264544,7555,153472,7706,45072,3924,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
