GEO_ID,B25098_001E,B25098_001M,B25098_002E,B25098_002M,B25098_003E,B25098_003M,B25098_004E,B25098_004M,B25098_005E,B25098_005M,B25098_006E,B25098_006M,B25098_007E,B25098_007M,B25098_008E,B25098_008M,B25098_009E,B25098_009M,B25098_010E,B25098_010M,B25098_011E,B25098_011M,B25098_012E,B25098_012M,B25098_013E,B25098_013M,B25098_014E,B25098_014M,B25098_015E,B25098_015M,B25098_016E,B25098_016M,B25098_017E,B25098_017M,B25098_018E,B25098_018M,B25098_019E,B25098_019M,NAME,B25098_001EA,B25098_001MA,B25098_002EA,B25098_002MA,B25098_003EA,B25098_003MA,B25098_004EA,B25098_004MA,B25098_005MA,B25098_005EA,B25098_006MA,B25098_006EA,B25098_007MA,B25098_007EA,B25098_008EA,B25098_008MA,B25098_009EA,B25098_009MA,B25098_010MA,B25098_010EA,B25098_011MA,B25098_011EA,B25098_012MA,B25098_012EA,B25098_013MA,B25098_013EA,B25098_014EA,B25098_014MA,B25098_015MA,B25098_015EA,B25098_016EA,B25098_016MA,B25098_017EA,B25098_017MA,B25098_018MA,B25098_018EA,B25098_019EA,B25098_019MA,state
0400000US01,1261475,13183,763484,12694,28136,2734,96915,5035,77420,4117,127702,5724,178131,8195,114444,4596,95015,3930,45721,2909,497991,8961,60559,3805,140900,5250,72609,3394,76097,3742,72973,3298,34579,2614,25838,2555,14436,1595,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,147019,3283,104525,3187,2101,546,5887,945,4699,847,11650,1595,22740,1992,20838,2079,24149,2029,12461,1480,42494,2205,3619,614,7445,1015,4480,875,6361,895,8686,1092,4544,829,4500,793,2859,800,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1502457,13503,1065145,13204,29800,3082,94625,5201,98775,5552,166840,6827,255139,7154,168707,5676,156675,5814,94584,4292,437312,8419,41727,3166,114891,5031,68411,4070,72883,4586,66504,4019,32077,2752,24847,2473,15972,1814,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,736825,11065,432085,9252,18039,2113,52640,2937,47579,3151,77704,4404,104468,4910,64029,3841,46136,2865,21490,2331,304740,6694,35313,2302,90581,3649,46330,3037,47127,2959,48801,3097,18614,1991,11733,1413,6241,1050,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,7070138,36338,5371404,34180,117236,5902,320407,9941,329311,10853,575047,12787,1086496,16126,917440,13919,1126110,19450,899357,15216,1698734,14717,124213,6782,385459,8610,216230,5970,252157,6607,281548,7555,160388,6519,154132,6248,124607,5029,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1233695,10904,944408,9968,22375,2291,64449,4288,68429,5121,126604,4801,221904,6544,173905,5405,168566,5999,98176,4655,289287,6657,21761,2317,67057,3705,38061,2609,46373,2735,47616,3397,25512,2068,24054,2291,18853,1924,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,919943,9808,659870,9679,9706,1831,24573,2375,28942,3124,64352,4440,135727,5548,126060,5129,150547,5454,119963,5072,260073,5398,12927,1391,51069,3002,34061,2294,37380,2483,46290,2796,29029,2127,25775,2170,23542,2093,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,229860,4042,159799,3920,2845,704,10172,1349,11374,1335,19336,1912,36646,2530,31934,2200,30811,2248,16681,1789,70061,2788,4927,1009,16906,1554,9258,1194,11832,1506,12535,1618,6107,988,5229,1044,3267,718,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,105518,3324,79491,2672,1582,584,4308,963,4992,935,8964,1634,14004,1577,12070,1859,12858,1408,20713,1845,26027,2018,2861,804,3780,791,3284,765,3725,1023,3264,811,2599,816,2644,611,3870,827,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4903949,29804,3213520,24943,103495,5780,350047,10223,327415,12113,508844,10855,735884,15529,485642,11833,433591,10667,268602,8018,1690429,16973,162403,6220,444352,9249,242035,7943,278654,7547,256755,8288,122553,4916,101377,4586,82300,3972,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
